# _root_ Koszovó székhelyének , Pristinának egyik kerületében összegyűjtik az embereket , majd vonatokon és autóbuszokon elindítják őket Macedónia felé .
#goldHeads=2,4,4,7,6,7,11,9,7,11,0,15,15,15,11,15,18,15,11,
#predictedHeads=2,7,7,7,6,7,11,9,7,11,0,15,15,15,11,15,18,15,11,
(18,4),(4,5),-0.287805 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.290681 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.197816 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.188741 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.152843 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.274144 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.178298 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.00650764 # DEPENDENCYPART_GRANDPAR
(18,4),(4,19),-0.378295 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.385103 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.339547 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.15974 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.296555 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.180806 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.191073 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),-0.00650764 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-0.825785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,4),-0.301693 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.180806 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.233809 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.107438 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.155605 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.0669144 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.27429 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.0537971 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.178445 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.00650767 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.825785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,1),-0.50114 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.44859 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.313346 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.405598 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.318619 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.337714 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.253476 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.223288 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.236129 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.268127 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.264277 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.0616595 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.168432 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.0444399 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.222758 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.816994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.368457 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-0.39024 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.180806 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.104904 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.105485 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.132137 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.114521 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.0259256 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.0531738 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.178298 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.825785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,2),-0.450919 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.354279 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.334352 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.257846 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.246116 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.238458 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.309061 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.116802 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.323506 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.120361 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.0637425 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.270829 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.817085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.368644 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.39024 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.344684 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.15974 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.301692 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.105485 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.132137 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.114521 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.0259256 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.21727 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.00948775 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.212845 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.825785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,12),-0.217708 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0102965 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.121863 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.205193 # DEPENDENCYPART_GRANDPAR
