# _root_ Krőzsel pénzügyi okokkal magyarázta , hogy az ORFK vezetése csökkentette a MESZ létszámát , pedig elégedett volt az eddigi tevékenységével .
#goldHeads=4,3,4,0,4,4,8,9,10,4,12,13,10,4,4,17,4,20,20,17,4,
#predictedHeads=4,3,4,0,4,4,8,9,10,4,12,13,10,10,17,17,4,20,20,17,4,
(16,10),(10,17),-0.582051 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.297475 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.416465 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.390052 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.643741 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.48659 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.757407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,7),-0.480502 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.378323 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.646204 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.428749 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.658593 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.554899 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.446444 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.507009 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.476815 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.622405 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.72547 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.501203 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.38388 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.435815 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.466758 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.523736 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.79055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.543665 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.428749 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.788241 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.800516 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.493111 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.741579 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.622087 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.585364 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.750523 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.851564 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.688881 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.519726 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.558345 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.723623 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.602984 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.756126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.57764 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.425796 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.381282 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.639945 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.856948 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.334228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),0.115495 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.962912 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-1.20764 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.855614 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-1.01317 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-1.17845 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.816835 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.867533 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.341735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.156704 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.0575298 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.0166482 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.251129 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.415777 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),0.183016 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.447387 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),0.139872 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.104203 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),0.0126781 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.0996736 # DEPENDENCYPART_GRANDPAR
(17,1),(1,14),0.100792 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),-1.37079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,1),(1,20),-0.305765 # DEPENDENCYPART_GRANDPAR
(17,1),(1,21),-0.773607 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.139892 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),0.0395663 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.139671 # DEPENDENCYPART_GRANDPAR
(17,2),(2,21),-0.681642 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),0.0430046 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.432685 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),0.139875 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.0996719 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.37079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,21),-0.773607 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.0219301 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.544228 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.195513 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.030778 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.167604 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.012911 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.0749233 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.0893336 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.148183 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.428813 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),0.00232834 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),0.00884126 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),-0.0698574 # DEPENDENCYPART_GRANDPAR
(17,4),(4,15),-0.0176231 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),0.103437 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-1.1315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,19),-0.0803158 # DEPENDENCYPART_GRANDPAR
(17,4),(4,20),0.179005 # DEPENDENCYPART_GRANDPAR
(17,4),(4,21),-0.47021 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.420812 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.876537 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.202527 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-1.07501 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.299655 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.400025 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.419646 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.422078 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.329803 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.316339 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.413352 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.470735 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),-0.205607 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.47517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,20),-0.299251 # DEPENDENCYPART_GRANDPAR
(17,6),(6,21),-0.794471 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.441252 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.2072 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),0.0725645 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.101177 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),0.0483058 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),0.265743 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.439559 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),0.10522 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.205464 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),0.0834026 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.109241 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),0.0787546 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),0.0922729 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.0990206 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.131328 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.37079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,20),-0.305766 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.0215853 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.54264 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),0.195858 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.471696 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),0.0246918 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.118869 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),0.0178405 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.033387 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.00656407 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.424519 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.00947048 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.0159834 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.0655144 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.0143836 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.107733 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.1315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.0881085 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.0803153 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),0.179006 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.470209 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.0931091 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.323184 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),0.0870434 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.275818 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.100005 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.305765 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),0.0431298 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.43933 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),0.108556 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.205278 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),0.0844173 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),0.104065 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.0563699 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.0909005 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.295147 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.143106 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.10089 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.130612 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.238804 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.37079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,20),-0.305765 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.234962 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.752973 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.0166763 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.879254 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.172454 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.379888 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.174327 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.215469 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.531823 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.499436 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.122039 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.102666 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.211533 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.0690878 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.43006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.393121 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.24439 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.759156 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.543444 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.210692 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.0815649 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.195742 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.114953 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0246194 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.00524631 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0221633 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.278697 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.299515 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.14141 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.681732 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.149193 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.175331 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.598945 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.237336 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.161581 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-0.516061 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.554762 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.898598 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.485763 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.472263 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.438115 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.690777 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.382413 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.891483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.151567 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.15635 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.325704 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.288081 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.265734 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.446343 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.248608 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.104409 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.398259 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.405326 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.229798 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.164608 # DEPENDENCYPART_GRANDPAR
(18,16),(16,19),-0.439535 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.508062 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.470459 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.485676 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.300171 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.598345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,1),-0.740874 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.68602 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.472316 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.634968 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.506075 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.457883 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.650355 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.785206 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.59816 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.393848 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.593834 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.814956 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.454193 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.407211 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.435846 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.899288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.392921 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.633142 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.592218 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.473203 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.697726 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.55514 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.281518 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.638862 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.859983 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.362967 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.388312 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.891691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.378209 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.633225 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.440445 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.893488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,4),-0.126654 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.843172 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.220685 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-1.25199 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.288648 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.211515 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.239111 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.243141 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-1.25126 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.40778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,1),-0.627626 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.129315 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.433103 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.845833 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.228255 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.365891 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-1.04631 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.00301491 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),0.242969 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.267229 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.193406 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.353958 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.116008 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.0472417 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.40778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,1),-0.657952 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.960531 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-1.2205 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.287418 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.568807 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.869055 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.393221 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-1.07308 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.162845 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),0.0125834 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.290012 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-1.40166 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.356116 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.20749 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.0767028 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.34141 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.34255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.611404 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),-0.115025 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.74672 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.230498 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),0.00981956 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),0.219755 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.124918 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-1.23656 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.154841 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.31743 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.452741 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.34529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.626641 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.619906 # DEPENDENCYPART_GRANDPAR
(20,17),(17,2),-0.933663 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-1.18255 # DEPENDENCYPART_GRANDPAR
(20,17),(17,4),-0.241356 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.538812 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.815186 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.421731 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.357691 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-1.03657 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.116238 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),0.0598812 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.251618 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-1.36338 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.326121 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.467362 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.282416 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.394502 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.467191 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.3596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.610515 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.29625 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.343382 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.328239 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.18808 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.456336 # DEPENDENCYPART_GRANDPAR
