# _root_ Az új idők igényeihez igazodva ez a cég is szeretne a nagyok beszállítójává válni , hiszen a multiknak és a bankoknak is kellenek a jól zárható , biztonságos iratszekrények .
#goldHeads=3,3,4,5,10,8,8,10,10,16,12,13,14,10,16,0,18,23,23,21,23,23,16,29,26,29,29,29,23,16,
#predictedHeads=3,3,4,5,10,8,8,10,10,16,12,13,14,10,16,0,18,23,23,21,23,23,16,29,26,29,29,29,23,16,
(16,10),(10,16),-1.00308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.473512 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.737562 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.496586 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.973402 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.695872 # DEPENDENCYPART_GRANDPAR
(16,10),(10,23),-0.611993 # DEPENDENCYPART_GRANDPAR
(16,10),(10,25),-0.975699 # DEPENDENCYPART_GRANDPAR
(16,10),(10,26),-0.675524 # DEPENDENCYPART_GRANDPAR
(16,10),(10,27),-0.835405 # DEPENDENCYPART_GRANDPAR
(16,10),(10,28),-0.949463 # DEPENDENCYPART_GRANDPAR
(16,10),(10,29),-1.01363 # DEPENDENCYPART_GRANDPAR
(16,10),(10,30),-0.989409 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),0.0990248 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.034622 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.0754104 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.142585 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.232177 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),0.135774 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),0.0990248 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),0.00822865 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.164164 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.0754109 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.142585 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.0597416 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.148605 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),0.184949 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),0.0660734 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.236919 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.184423 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),0.148483 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),0.0541456 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.0267212 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),0.0164508 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),0.27942 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.0790596 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.134684 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.0549945 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.322796 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.172789 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.00278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.473512 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.735627 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.496138 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.757486 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.971467 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.695573 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.61145 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-0.975636 # DEPENDENCYPART_GRANDPAR
(16,14),(14,26),-0.675523 # DEPENDENCYPART_GRANDPAR
(16,14),(14,27),-0.834802 # DEPENDENCYPART_GRANDPAR
(16,14),(14,28),-0.949462 # DEPENDENCYPART_GRANDPAR
(16,14),(14,29),-1.0117 # DEPENDENCYPART_GRANDPAR
(16,14),(14,30),-0.989409 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.228208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0829108 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.879156 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.258973 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.597165 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.639739 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.484847 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.623811 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.218852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.173489 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.328224 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0577498 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.0971008 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),0.205952 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.36112 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.228246 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),0.072637 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.0350348 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.201302 # DEPENDENCYPART_GRANDPAR
(16,19),(19,29),0.0568671 # DEPENDENCYPART_GRANDPAR
(16,19),(19,30),-0.280689 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),0.0829108 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.307357 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.260563 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.201063 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.466491 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.620658 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.0810989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.265006 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.397779 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.386831 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.0189676 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.161939 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.320557 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.230052 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),0.116503 # DEPENDENCYPART_GRANDPAR
(16,22),(22,29),0.0922174 # DEPENDENCYPART_GRANDPAR
(16,22),(22,30),-0.236656 # DEPENDENCYPART_GRANDPAR
(16,23),(23,1),-0.438841 # DEPENDENCYPART_GRANDPAR
(16,23),(23,2),-0.634193 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-1.26134 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-1.21062 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-0.553978 # DEPENDENCYPART_GRANDPAR
(16,23),(23,6),-0.617217 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-1.01704 # DEPENDENCYPART_GRANDPAR
(16,23),(23,9),-0.55994 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-0.832555 # DEPENDENCYPART_GRANDPAR
(16,23),(23,11),-0.811876 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-0.971199 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.703397 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.720235 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.911198 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.0740662 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.2162 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.283868 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.209908 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.0196402 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.286177 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.196429 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.334376 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),0.0284667 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.115513 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.245089 # DEPENDENCYPART_GRANDPAR
(16,23),(23,29),0.00949343 # DEPENDENCYPART_GRANDPAR
(16,23),(23,30),-0.378308 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.165214 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.201781 # DEPENDENCYPART_GRANDPAR
(16,25),(25,29),0.102499 # DEPENDENCYPART_GRANDPAR
(16,26),(26,14),-0.377154 # DEPENDENCYPART_GRANDPAR
(16,26),(26,18),0.329646 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),-0.0879741 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),0.0938055 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),0.167732 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),0.346016 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),-0.199086 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.208975 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-0.0405354 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),-0.19423 # DEPENDENCYPART_GRANDPAR
(16,26),(26,29),0.0442447 # DEPENDENCYPART_GRANDPAR
(16,26),(26,30),-0.357871 # DEPENDENCYPART_GRANDPAR
(16,28),(28,22),0.167732 # DEPENDENCYPART_GRANDPAR
(16,28),(28,24),-0.199086 # DEPENDENCYPART_GRANDPAR
(16,28),(28,25),-0.208975 # DEPENDENCYPART_GRANDPAR
(16,28),(28,26),0.0634757 # DEPENDENCYPART_GRANDPAR
(16,28),(28,27),-0.0549425 # DEPENDENCYPART_GRANDPAR
(16,29),(29,12),-0.650343 # DEPENDENCYPART_GRANDPAR
(16,29),(29,17),0.0829108 # DEPENDENCYPART_GRANDPAR
(16,29),(29,18),0.307357 # DEPENDENCYPART_GRANDPAR
(16,29),(29,19),0.260563 # DEPENDENCYPART_GRANDPAR
(16,29),(29,20),-0.201063 # DEPENDENCYPART_GRANDPAR
(16,29),(29,21),0.0715169 # DEPENDENCYPART_GRANDPAR
(16,29),(29,22),0.11097 # DEPENDENCYPART_GRANDPAR
(16,29),(29,24),-0.312175 # DEPENDENCYPART_GRANDPAR
(16,29),(29,25),-0.325165 # DEPENDENCYPART_GRANDPAR
(16,29),(29,26),0.0024712 # DEPENDENCYPART_GRANDPAR
(16,29),(29,27),-0.072209 # DEPENDENCYPART_GRANDPAR
(16,29),(29,28),-0.271851 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-1.33292 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-1.30298 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-1.54333 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.962687 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-1.18286 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-1.1171 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.794992 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.640439 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.863028 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.944764 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-1.15385 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.499595 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.697789 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.440685 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.1364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.452914 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.704641 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.513667 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.624666 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.764061 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-1.04582 # DEPENDENCYPART_GRANDPAR
(18,16),(16,27),-0.500912 # DEPENDENCYPART_GRANDPAR
(18,16),(16,28),-1.12022 # DEPENDENCYPART_GRANDPAR
(18,16),(16,29),-0.830152 # DEPENDENCYPART_GRANDPAR
(18,16),(16,30),-0.945127 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.142012 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.0858559 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.327707 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.167864 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.128237 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.0396881 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.266884 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.33646 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.0934275 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.181284 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.251215 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.129182 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.0577774 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.0828974 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.0603577 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),0.0148087 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.0177596 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.0884026 # DEPENDENCYPART_GRANDPAR
(19,9),(9,23),-0.676708 # DEPENDENCYPART_GRANDPAR
(19,9),(9,30),-0.77518 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.121001 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.0114476 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.273068 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.341053 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.0039026 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.160479 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.183577 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.131907 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.171944 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.311773 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.18516 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.16262 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.101415 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.208687 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.197578 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.0394622 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),-0.115321 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.31428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,21),-1.11497 # DEPENDENCYPART_GRANDPAR
(19,10),(10,22),-0.861184 # DEPENDENCYPART_GRANDPAR
(19,10),(10,23),-0.961535 # DEPENDENCYPART_GRANDPAR
(19,10),(10,25),-0.97838 # DEPENDENCYPART_GRANDPAR
(19,10),(10,26),-0.910881 # DEPENDENCYPART_GRANDPAR
(19,10),(10,27),-0.98807 # DEPENDENCYPART_GRANDPAR
(19,10),(10,28),-0.986837 # DEPENDENCYPART_GRANDPAR
(19,10),(10,29),-1.30099 # DEPENDENCYPART_GRANDPAR
(19,10),(10,30),-1.04089 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.170011 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.22847 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.152829 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.216339 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.122967 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.0134094 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.283267 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.351252 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.00031376 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.159479 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.185542 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.142106 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.168529 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.0730101 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.173411 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.130471 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.107931 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.21549 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.21048 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.0509735 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.13556 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.31383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.179625 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-1.11304 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.860885 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.960992 # DEPENDENCYPART_GRANDPAR
(19,14),(14,25),-0.978317 # DEPENDENCYPART_GRANDPAR
(19,14),(14,26),-0.910881 # DEPENDENCYPART_GRANDPAR
(19,14),(14,27),-0.987467 # DEPENDENCYPART_GRANDPAR
(19,14),(14,28),-0.986837 # DEPENDENCYPART_GRANDPAR
(19,14),(14,29),-1.29905 # DEPENDENCYPART_GRANDPAR
(19,14),(14,30),-1.04089 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.118986 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.347371 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.416946 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.114425 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.241281 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.209645 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.277546 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.234222 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.296954 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.196165 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.173625 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.162877 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.299344 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.00594852 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.151936 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.01114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.731006 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.531016 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.684448 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-0.719241 # DEPENDENCYPART_GRANDPAR
(19,16),(16,26),-0.649659 # DEPENDENCYPART_GRANDPAR
(19,16),(16,27),-0.666586 # DEPENDENCYPART_GRANDPAR
(19,16),(16,28),-0.725615 # DEPENDENCYPART_GRANDPAR
(19,16),(16,29),-0.917026 # DEPENDENCYPART_GRANDPAR
(19,16),(16,30),-0.777267 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.25048 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.0559722 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.427822 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.840317 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.502784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.522124 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.753932 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.654931 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.685217 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.402053 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.821523 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.42033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.62474 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.0759784 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.0350047 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.218134 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.143518 # DEPENDENCYPART_GRANDPAR
(19,22),(22,29),-0.142826 # DEPENDENCYPART_GRANDPAR
(19,22),(22,30),-0.306803 # DEPENDENCYPART_GRANDPAR
(19,23),(23,1),-0.831666 # DEPENDENCYPART_GRANDPAR
(19,23),(23,2),-0.801161 # DEPENDENCYPART_GRANDPAR
(19,23),(23,3),-1.42293 # DEPENDENCYPART_GRANDPAR
(19,23),(23,4),-1.49269 # DEPENDENCYPART_GRANDPAR
(19,23),(23,5),-0.88154 # DEPENDENCYPART_GRANDPAR
(19,23),(23,6),-0.908742 # DEPENDENCYPART_GRANDPAR
(19,23),(23,8),-1.29047 # DEPENDENCYPART_GRANDPAR
(19,23),(23,9),-1.05614 # DEPENDENCYPART_GRANDPAR
(19,23),(23,10),-1.11084 # DEPENDENCYPART_GRANDPAR
(19,23),(23,11),-0.953475 # DEPENDENCYPART_GRANDPAR
(19,23),(23,12),-1.27191 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-1.24937 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-1.03822 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.976535 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-1.02831 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.681165 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-1.20207 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.531704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.447812 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.0513689 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.111966 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.01265 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.153255 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.119122 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.203478 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.194695 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),-0.16262 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),-0.34243 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.0574036 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.222042 # DEPENDENCYPART_GRANDPAR
(19,25),(25,29),-0.109124 # DEPENDENCYPART_GRANDPAR
(19,26),(26,14),-0.658286 # DEPENDENCYPART_GRANDPAR
(19,26),(26,18),-0.771664 # DEPENDENCYPART_GRANDPAR
(19,26),(26,20),0.54456 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),-0.00576767 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),0.00312742 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),0.00108966 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),-0.0382067 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.16918 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.167673 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),-0.201409 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),-0.14853 # DEPENDENCYPART_GRANDPAR
(19,26),(26,30),-0.383452 # DEPENDENCYPART_GRANDPAR
(19,28),(28,22),0.00312742 # DEPENDENCYPART_GRANDPAR
(19,28),(28,24),-0.0382067 # DEPENDENCYPART_GRANDPAR
(19,28),(28,25),-0.16918 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),-0.148767 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.218731 # DEPENDENCYPART_GRANDPAR
(19,29),(29,12),-0.910156 # DEPENDENCYPART_GRANDPAR
(19,29),(29,17),-0.427822 # DEPENDENCYPART_GRANDPAR
(19,29),(29,18),-0.840317 # DEPENDENCYPART_GRANDPAR
(19,29),(29,19),-0.502784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,29),(29,20),0.522124 # DEPENDENCYPART_GRANDPAR
(19,29),(29,21),0.046408 # DEPENDENCYPART_GRANDPAR
(19,29),(29,22),-0.00578703 # DEPENDENCYPART_GRANDPAR
(19,29),(29,24),-0.0606425 # DEPENDENCYPART_GRANDPAR
(19,29),(29,25),-0.273967 # DEPENDENCYPART_GRANDPAR
(19,29),(29,26),-0.145422 # DEPENDENCYPART_GRANDPAR
(19,29),(29,27),-0.169436 # DEPENDENCYPART_GRANDPAR
(19,29),(29,28),-0.221762 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.562116 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.381078 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-1.59642 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.921684 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.678657 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-1.00664 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.512264 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.705461 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.618683 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.620832 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.538017 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.366295 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.08043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.40995 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.751254 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.651357 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-0.883 # DEPENDENCYPART_GRANDPAR
