# _root_ Az internacionális BEK-döntő első mérkőzésén a magyar bajnok 4:2-re győzött , s ha csak ezt tekintjük , a Marczibányi téri visszavágó nem ígér különösebb izgalmakat .
#goldHeads=3,3,5,5,10,8,8,10,10,12,12,0,23,16,16,23,23,21,20,21,23,23,12,25,23,12,
#predictedHeads=3,3,5,5,10,8,8,10,10,12,12,0,23,16,16,12,23,19,20,21,23,23,12,25,23,12,
(21,18),(18,20),-0.117504 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.0821904 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.258058 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.972307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,10),-0.217366 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.17282 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.113487 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.297317 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.00360563 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.0428779 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.133061 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.253931 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.429824 # DEPENDENCYPART_GRANDPAR
(21,20),(20,22),-0.406303 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.399546 # DEPENDENCYPART_GRANDPAR
(21,25),(25,6),-1.30226 # DEPENDENCYPART_GRANDPAR
(21,25),(25,7),-1.09199 # DEPENDENCYPART_GRANDPAR
(21,25),(25,12),-0.614954 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-0.560812 # DEPENDENCYPART_GRANDPAR
(21,25),(25,14),-0.710013 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.519048 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.822795 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.226032 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.591494 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.374372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),-0.0352692 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.43705 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.024084 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.346849 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.0950893 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.353519 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),0.0569156 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),0.126762 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),-0.102263 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-0.0310932 # DEPENDENCYPART_GRANDPAR
(22,3),(3,26),-0.639022 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-0.0950893 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.353519 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.149943 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.106478 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),0.00431432 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.185262 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),0.126762 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),-0.102263 # DEPENDENCYPART_GRANDPAR
(22,5),(5,11),-0.0310932 # DEPENDENCYPART_GRANDPAR
(22,5),(5,16),-0.0603421 # DEPENDENCYPART_GRANDPAR
(22,5),(5,23),-0.471439 # DEPENDENCYPART_GRANDPAR
(22,5),(5,26),-0.639022 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.235435 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.174907 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.108923 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.110976 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.135846 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.171092 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.119383 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),0.084253 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.113341 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-0.854643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,25),-0.483013 # DEPENDENCYPART_GRANDPAR
(22,21),(21,1),-0.0970674 # DEPENDENCYPART_GRANDPAR
(22,21),(21,2),-0.353586 # DEPENDENCYPART_GRANDPAR
(22,21),(21,6),-0.061589 # DEPENDENCYPART_GRANDPAR
(22,21),(21,7),-0.232092 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.213572 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.239035 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.190474 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.146089 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.16271 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.13239 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.149229 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.127372 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.0354645 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.0939683 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.143724 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.539325 # DEPENDENCYPART_GRANDPAR
(22,24),(24,14),-0.385521 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-0.448904 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.325533 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.430044 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.399113 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.356598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.0117144 # DEPENDENCYPART_GRANDPAR
(22,25),(25,6),-0.404181 # DEPENDENCYPART_GRANDPAR
(22,25),(25,7),-0.602333 # DEPENDENCYPART_GRANDPAR
(22,25),(25,12),-0.469295 # DEPENDENCYPART_GRANDPAR
(22,25),(25,13),-0.407592 # DEPENDENCYPART_GRANDPAR
(22,25),(25,14),-0.389818 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-0.466184 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.378057 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.486355 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.502718 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.455425 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.451132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),-0.056894 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.0234243 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.363943 # DEPENDENCYPART_GRANDPAR
(23,2),(2,1),0.145129 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),0.0902424 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.292869 # DEPENDENCYPART_GRANDPAR
(23,3),(3,5),-0.285114 # DEPENDENCYPART_GRANDPAR
(23,3),(3,8),-0.446754 # DEPENDENCYPART_GRANDPAR
(23,3),(3,9),-0.215408 # DEPENDENCYPART_GRANDPAR
(23,3),(3,11),-0.0927668 # DEPENDENCYPART_GRANDPAR
(23,3),(3,26),-0.850271 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),0.0902424 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.292869 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),-0.399127 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.0764244 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),-0.452279 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),-0.390271 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.446754 # DEPENDENCYPART_GRANDPAR
(23,5),(5,9),-0.215408 # DEPENDENCYPART_GRANDPAR
(23,5),(5,11),-0.0927668 # DEPENDENCYPART_GRANDPAR
(23,5),(5,16),0.140447 # DEPENDENCYPART_GRANDPAR
(23,5),(5,23),-1.34638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,5),(5,26),-0.850271 # DEPENDENCYPART_GRANDPAR
(23,7),(7,3),-0.573701 # DEPENDENCYPART_GRANDPAR
(23,7),(7,5),-0.440607 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),-0.226834 # DEPENDENCYPART_GRANDPAR
(23,8),(8,1),0.0902424 # DEPENDENCYPART_GRANDPAR
(23,8),(8,2),-0.292869 # DEPENDENCYPART_GRANDPAR
(23,8),(8,3),-0.399127 # DEPENDENCYPART_GRANDPAR
(23,8),(8,4),-0.0764244 # DEPENDENCYPART_GRANDPAR
(23,8),(8,5),-0.266034 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-0.38131 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.37377 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.215408 # DEPENDENCYPART_GRANDPAR
(23,10),(10,1),0.020286 # DEPENDENCYPART_GRANDPAR
(23,10),(10,2),-0.401392 # DEPENDENCYPART_GRANDPAR
(23,10),(10,3),-0.453642 # DEPENDENCYPART_GRANDPAR
(23,10),(10,4),-0.0814691 # DEPENDENCYPART_GRANDPAR
(23,10),(10,5),-0.320549 # DEPENDENCYPART_GRANDPAR
(23,10),(10,6),-0.392965 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),-0.475264 # DEPENDENCYPART_GRANDPAR
(23,10),(10,8),-0.482188 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-0.244201 # DEPENDENCYPART_GRANDPAR
(23,10),(10,11),-0.236832 # DEPENDENCYPART_GRANDPAR
(23,10),(10,12),-0.311586 # DEPENDENCYPART_GRANDPAR
(23,10),(10,13),-0.243988 # DEPENDENCYPART_GRANDPAR
(23,10),(10,14),-0.0312384 # DEPENDENCYPART_GRANDPAR
(23,10),(10,15),-0.0279014 # DEPENDENCYPART_GRANDPAR
(23,10),(10,16),0.0869882 # DEPENDENCYPART_GRANDPAR
(23,10),(10,17),-0.190822 # DEPENDENCYPART_GRANDPAR
(23,10),(10,18),-0.0503356 # DEPENDENCYPART_GRANDPAR
(23,10),(10,20),-0.0698754 # DEPENDENCYPART_GRANDPAR
(23,10),(10,22),-0.0373762 # DEPENDENCYPART_GRANDPAR
(23,10),(10,23),-1.12182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,10),(10,24),-0.0265139 # DEPENDENCYPART_GRANDPAR
(23,10),(10,25),0.168378 # DEPENDENCYPART_GRANDPAR
(23,10),(10,26),-0.565257 # DEPENDENCYPART_GRANDPAR
(23,12),(12,2),-0.645644 # DEPENDENCYPART_GRANDPAR
(23,12),(12,3),-0.701523 # DEPENDENCYPART_GRANDPAR
(23,12),(12,5),-0.56843 # DEPENDENCYPART_GRANDPAR
(23,12),(12,7),-0.72363 # DEPENDENCYPART_GRANDPAR
(23,12),(12,8),-0.73007 # DEPENDENCYPART_GRANDPAR
(23,12),(12,10),-0.679323 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),-0.496967 # DEPENDENCYPART_GRANDPAR
(23,12),(12,13),-0.471614 # DEPENDENCYPART_GRANDPAR
(23,12),(12,14),-0.081273 # DEPENDENCYPART_GRANDPAR
(23,12),(12,15),-0.214583 # DEPENDENCYPART_GRANDPAR
(23,12),(12,16),-0.0827791 # DEPENDENCYPART_GRANDPAR
(23,12),(12,17),-0.331809 # DEPENDENCYPART_GRANDPAR
(23,12),(12,19),-0.230426 # DEPENDENCYPART_GRANDPAR
(23,12),(12,20),-0.275061 # DEPENDENCYPART_GRANDPAR
(23,12),(12,21),-0.12844 # DEPENDENCYPART_GRANDPAR
(23,12),(12,22),-0.148299 # DEPENDENCYPART_GRANDPAR
(23,12),(12,23),-1.4134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,12),(12,24),-0.337695 # DEPENDENCYPART_GRANDPAR
(23,12),(12,25),-0.217524 # DEPENDENCYPART_GRANDPAR
(23,12),(12,26),-0.840121 # DEPENDENCYPART_GRANDPAR
(23,13),(13,3),-0.694164 # DEPENDENCYPART_GRANDPAR
(23,13),(13,5),-0.56107 # DEPENDENCYPART_GRANDPAR
(23,13),(13,8),-0.72271 # DEPENDENCYPART_GRANDPAR
(23,13),(13,10),-0.689865 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.422659 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.497819 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),0.00980674 # DEPENDENCYPART_GRANDPAR
(23,13),(13,16),-0.0401876 # DEPENDENCYPART_GRANDPAR
(23,13),(13,17),-0.339097 # DEPENDENCYPART_GRANDPAR
(23,13),(13,21),-0.0941321 # DEPENDENCYPART_GRANDPAR
(23,13),(13,23),-1.40201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,13),(13,24),-0.332991 # DEPENDENCYPART_GRANDPAR
(23,13),(13,25),-0.213241 # DEPENDENCYPART_GRANDPAR
(23,13),(13,26),-0.835701 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),-0.334639 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.311766 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.299446 # DEPENDENCYPART_GRANDPAR
(23,14),(14,19),-0.07292 # DEPENDENCYPART_GRANDPAR
(23,14),(14,21),0.0290655 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-1.18123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,25),0.0446365 # DEPENDENCYPART_GRANDPAR
(23,14),(14,26),-0.672799 # DEPENDENCYPART_GRANDPAR
(23,15),(15,8),-0.431857 # DEPENDENCYPART_GRANDPAR
(23,15),(15,10),-0.215371 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),-0.194416 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),-0.267056 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.2492 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.0099718 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),0.0531797 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.162442 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),-0.162243 # DEPENDENCYPART_GRANDPAR
(23,15),(15,20),-0.151193 # DEPENDENCYPART_GRANDPAR
(23,15),(15,21),-0.0602579 # DEPENDENCYPART_GRANDPAR
(23,15),(15,22),-0.100298 # DEPENDENCYPART_GRANDPAR
(23,15),(15,23),-0.748912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,15),(15,24),0.127506 # DEPENDENCYPART_GRANDPAR
(23,15),(15,25),0.250396 # DEPENDENCYPART_GRANDPAR
(23,15),(15,26),-0.499338 # DEPENDENCYPART_GRANDPAR
(23,16),(16,1),0.0212976 # DEPENDENCYPART_GRANDPAR
(23,16),(16,2),-0.399656 # DEPENDENCYPART_GRANDPAR
(23,16),(16,3),-0.452628 # DEPENDENCYPART_GRANDPAR
(23,16),(16,5),-0.319535 # DEPENDENCYPART_GRANDPAR
(23,16),(16,6),-0.391953 # DEPENDENCYPART_GRANDPAR
(23,16),(16,7),-0.473529 # DEPENDENCYPART_GRANDPAR
(23,16),(16,8),-0.481175 # DEPENDENCYPART_GRANDPAR
(23,16),(16,9),-0.243189 # DEPENDENCYPART_GRANDPAR
(23,16),(16,10),-0.262696 # DEPENDENCYPART_GRANDPAR
(23,16),(16,11),-0.221576 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.32036 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.251733 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),0.0196278 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),0.136634 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.190117 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),-0.049634 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),-0.0399172 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),-0.069166 # DEPENDENCYPART_GRANDPAR
(23,16),(16,21),0.0619221 # DEPENDENCYPART_GRANDPAR
(23,16),(16,22),-0.0366691 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-1.12079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,24),-0.0254847 # DEPENDENCYPART_GRANDPAR
(23,16),(16,25),0.169407 # DEPENDENCYPART_GRANDPAR
(23,16),(16,26),-0.564228 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),0.0658511 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),0.158881 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),0.171561 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),0.0914794 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),0.145775 # DEPENDENCYPART_GRANDPAR
(23,20),(20,10),-0.346646 # DEPENDENCYPART_GRANDPAR
(23,20),(20,12),-0.329708 # DEPENDENCYPART_GRANDPAR
(23,20),(20,13),-0.32018 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),-0.100623 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),0.107209 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),0.0290184 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.179291 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),0.256026 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.084386 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.0096255 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-0.106321 # DEPENDENCYPART_GRANDPAR
(23,21),(21,1),0.0881248 # DEPENDENCYPART_GRANDPAR
(23,21),(21,2),-0.293215 # DEPENDENCYPART_GRANDPAR
(23,21),(21,6),-0.385406 # DEPENDENCYPART_GRANDPAR
(23,21),(21,7),-0.374116 # DEPENDENCYPART_GRANDPAR
(23,21),(21,10),-0.231145 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),-0.13809 # DEPENDENCYPART_GRANDPAR
(23,21),(21,12),-0.263043 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-0.286071 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-0.0182449 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),0.171422 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),0.144519 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.0920804 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),0.0953422 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),0.0667173 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),0.0470235 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.27488 # DEPENDENCYPART_GRANDPAR
(23,22),(22,3),-0.614966 # DEPENDENCYPART_GRANDPAR
(23,22),(22,5),-0.481873 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.221538 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.138448 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.0473754 # DEPENDENCYPART_GRANDPAR
(23,22),(22,24),-0.13947 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),0.0433621 # DEPENDENCYPART_GRANDPAR
(23,24),(24,14),-0.172908 # DEPENDENCYPART_GRANDPAR
(23,24),(24,15),-0.301007 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-0.3485 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.381233 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.281609 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.32283 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.901028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,6),-0.983284 # DEPENDENCYPART_GRANDPAR
(23,25),(25,7),-0.944256 # DEPENDENCYPART_GRANDPAR
(23,25),(25,12),-0.713233 # DEPENDENCYPART_GRANDPAR
(23,25),(25,13),-0.725484 # DEPENDENCYPART_GRANDPAR
(23,25),(25,14),-0.26057 # DEPENDENCYPART_GRANDPAR
(23,25),(25,15),-0.412225 # DEPENDENCYPART_GRANDPAR
(23,25),(25,18),-0.502536 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-0.549792 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.531435 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.450168 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.409849 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.845705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.205818 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.417333 # DEPENDENCYPART_GRANDPAR
(24,14),(14,10),-0.209087 # DEPENDENCYPART_GRANDPAR
(24,14),(14,12),-0.44051 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),-0.35114 # DEPENDENCYPART_GRANDPAR
(24,14),(14,19),-0.471662 # DEPENDENCYPART_GRANDPAR
(24,14),(14,21),-0.626888 # DEPENDENCYPART_GRANDPAR
(24,14),(14,23),0.00575007 # DEPENDENCYPART_GRANDPAR
(24,14),(14,25),-0.47113 # DEPENDENCYPART_GRANDPAR
(24,14),(14,26),-0.643481 # DEPENDENCYPART_GRANDPAR
(24,15),(15,8),-0.780882 # DEPENDENCYPART_GRANDPAR
(24,15),(15,10),-0.140317 # DEPENDENCYPART_GRANDPAR
(24,15),(15,11),-0.343645 # DEPENDENCYPART_GRANDPAR
(24,15),(15,12),-0.406117 # DEPENDENCYPART_GRANDPAR
(24,15),(15,13),-0.31878 # DEPENDENCYPART_GRANDPAR
(24,15),(15,14),-0.407925 # DEPENDENCYPART_GRANDPAR
(24,15),(15,16),-0.336025 # DEPENDENCYPART_GRANDPAR
(24,15),(15,17),-0.279287 # DEPENDENCYPART_GRANDPAR
(24,15),(15,19),-0.467546 # DEPENDENCYPART_GRANDPAR
(24,15),(15,20),-0.492505 # DEPENDENCYPART_GRANDPAR
(24,15),(15,21),-0.622772 # DEPENDENCYPART_GRANDPAR
(24,15),(15,22),-0.245232 # DEPENDENCYPART_GRANDPAR
(24,15),(15,23),-0.0256241 # DEPENDENCYPART_GRANDPAR
(24,15),(15,24),-0.967462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,15),(15,25),-0.389527 # DEPENDENCYPART_GRANDPAR
(24,15),(15,26),-0.609829 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),-0.393538 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-0.382497 # DEPENDENCYPART_GRANDPAR
(24,19),(19,15),-0.434019 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),0.00952906 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),-0.543101 # DEPENDENCYPART_GRANDPAR
(24,21),(21,1),-0.30986 # DEPENDENCYPART_GRANDPAR
(24,21),(21,2),-0.453501 # DEPENDENCYPART_GRANDPAR
(24,21),(21,6),-0.21113 # DEPENDENCYPART_GRANDPAR
(24,21),(21,7),-0.457886 # DEPENDENCYPART_GRANDPAR
(24,21),(21,10),-0.0689288 # DEPENDENCYPART_GRANDPAR
(24,21),(21,11),-0.293161 # DEPENDENCYPART_GRANDPAR
(24,21),(21,12),-0.317314 # DEPENDENCYPART_GRANDPAR
(24,21),(21,13),-0.250812 # DEPENDENCYPART_GRANDPAR
(24,21),(21,14),-0.330698 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-0.434019 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-0.243712 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.226665 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),0.0135314 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.334555 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.410641 # DEPENDENCYPART_GRANDPAR
(24,21),(21,25),-0.556671 # DEPENDENCYPART_GRANDPAR
(24,22),(22,3),-0.948214 # DEPENDENCYPART_GRANDPAR
(24,22),(22,5),-1.32562 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),-0.310692 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.567352 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.690259 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.07291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.473171 # DEPENDENCYPART_GRANDPAR
(24,23),(23,2),-0.527331 # DEPENDENCYPART_GRANDPAR
(24,23),(23,3),-0.787145 # DEPENDENCYPART_GRANDPAR
(24,23),(23,5),-1.16455 # DEPENDENCYPART_GRANDPAR
(24,23),(23,7),-0.535598 # DEPENDENCYPART_GRANDPAR
(24,23),(23,8),-0.757194 # DEPENDENCYPART_GRANDPAR
(24,23),(23,10),-0.134456 # DEPENDENCYPART_GRANDPAR
(24,23),(23,11),-0.366915 # DEPENDENCYPART_GRANDPAR
(24,23),(23,12),-0.397544 # DEPENDENCYPART_GRANDPAR
(24,23),(23,13),-0.264627 # DEPENDENCYPART_GRANDPAR
(24,23),(23,14),-0.347066 # DEPENDENCYPART_GRANDPAR
(24,23),(23,15),-0.517279 # DEPENDENCYPART_GRANDPAR
(24,23),(23,16),-0.307105 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),-0.300418 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-0.0283922 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.374468 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.484473 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.529193 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.199396 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.07093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.517975 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.640716 # DEPENDENCYPART_GRANDPAR
(25,6),(6,7),-0.329232 # DEPENDENCYPART_GRANDPAR
(25,7),(7,3),-0.714872 # DEPENDENCYPART_GRANDPAR
(25,7),(7,5),-0.711118 # DEPENDENCYPART_GRANDPAR
(25,7),(7,6),-0.732791 # DEPENDENCYPART_GRANDPAR
(25,12),(12,2),-0.724224 # DEPENDENCYPART_GRANDPAR
(25,12),(12,3),-0.816777 # DEPENDENCYPART_GRANDPAR
(25,12),(12,5),-0.813023 # DEPENDENCYPART_GRANDPAR
(25,12),(12,7),-0.402832 # DEPENDENCYPART_GRANDPAR
(25,12),(12,8),-0.780463 # DEPENDENCYPART_GRANDPAR
(25,12),(12,10),-0.359724 # DEPENDENCYPART_GRANDPAR
(25,12),(12,11),-0.400784 # DEPENDENCYPART_GRANDPAR
