# _root_ halaber , batzarkide eta parlamentario ugari ere agertu ziren hitzordura , eta hainbat euskal_erakunde nazionaletako ordezkariek ongi etorria eman zioten ekimenari .
#goldHeads=0,3,4,8,4,4,0,12,8,8,10,0,16,16,16,19,19,17,12,19,19,21,
#predictedHeads=0,3,4,8,4,5,0,12,8,8,10,0,14,16,14,19,19,19,12,19,19,21,
(19,4),(4,16),0.213878 # DEPENDENCYPART_GRANDPAR
(19,4),(4,18),0.449561 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-0.690524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,21),-0.253283 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.17047 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.25329 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.0580607 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.45419 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.195854 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.43791 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.0760584 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.0706784 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.433521 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.0460908 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.108757 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.346146 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.21752 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.340122 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.220167 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.232649 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.09754 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.387769 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.653749 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.238906 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.280899 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.246179 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.244542 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.235563 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.236554 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),0.0383068 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),-0.363862 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),0.099057 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),0.186722 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),0.372862 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-0.610327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),-0.724282 # DEPENDENCYPART_GRANDPAR
(19,8),(8,21),-0.199207 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.251684 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.252452 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.0578857 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.407984 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.0320837 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.413662 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.24744 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.146752 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.0752876 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),0.102614 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.228981 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),0.163313 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.495097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,22),0.275003 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.13769 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.403764 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.0582322 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.106669 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-0.613481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,3),-0.15012 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.0709066 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.305043 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.0262059 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.427098 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.14421 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.225153 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.154782 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),0.115006 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.288696 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),0.213878 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.449561 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.690524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,21),-0.253283 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.165984 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),0.0483555 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.109969 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.0578016 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.407898 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.0320003 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.246456 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.108843 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.151962 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.0911407 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.228979 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.162788 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.163315 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.437171 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.495095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.563939 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.0104448 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),0.275008 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.214173 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.147975 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.0771045 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.136547 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.238169 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.409489 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.267043 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.0854003 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.422575 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.0417667 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.261133 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.116888 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.17956 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.100907 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.0301445 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.23343 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.159538 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.438173 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.495848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.564692 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.0114793 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),0.274255 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.30579 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.155552 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.00279581 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.422169 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.0779892 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.0578016 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.108843 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.0448215 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.223663 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0912942 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.123587 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.495095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.563939 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.0104448 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),0.275008 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.0126428 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),0.0735969 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.142077 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.55165 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.0934747 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),0.0380164 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),0.192478 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.216601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.5169 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.348526 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.297381 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),0.137898 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.216072 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.0342614 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.636747 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.0999011 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.0604147 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.886777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.51242 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.0859957 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.400919 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.223717 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.821582 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.244156 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.596355 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.419569 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.647787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.0653417 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.327212 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.525435 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.194853 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.360628 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),0.00581353 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.159082 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.181927 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.126027 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.0724656 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.0450854 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.0197201 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.180901 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),-0.232683 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.02808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.15079 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.254706 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.14505 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.136933 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.123946 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.000802609 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.0719215 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.545933 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.336133 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.523343 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.194859 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.358536 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),0.00582471 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.168004 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.181932 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.240763 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.282754 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.0461647 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.0156785 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.179855 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.23372 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.02825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.150801 # DEPENDENCYPART_GRANDPAR
(21,17),(17,1),-0.55318 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.467977 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.210616 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.0598405 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.934593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,4),-0.327212 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),0.00581353 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.242854 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.282749 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.181688 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.147783 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.180901 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.232683 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.02808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.15079 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),-0.411913 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.271913 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.38868 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.383835 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-0.497647 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.21748 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-1.19955 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.227063 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),0.000875564 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.103783 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.179043 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.106743 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.162922 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.0519119 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.0142451 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.0147824 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.0110102 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.02403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,18),-0.0707017 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.999906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
