# _root_ berrogei urte hor_nonbait kalkulatu zizkion , gizonak gaztaroa aspaldi utzi eta heldutasunaren goi_mailara heltzen direneko adina , nahiz_eta arintasun fisikoa jadanik gain_behera joan .
#goldHeads=2,4,4,0,4,5,10,10,10,11,16,13,14,11,14,2,16,0,23,19,23,23,4,23,
#predictedHeads=2,4,4,11,4,5,10,10,10,11,0,13,14,11,14,14,16,0,23,19,23,23,14,23,
(14,4),(4,12),0.0378698 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.172901 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.731363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.322422 # DEPENDENCYPART_GRANDPAR
(14,4),(4,16),-0.186041 # DEPENDENCYPART_GRANDPAR
(14,4),(4,19),-0.576589 # DEPENDENCYPART_GRANDPAR
(14,4),(4,23),-0.186789 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.345606 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.128521 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.00165238 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.112864 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.0607164 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.087117 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.023358 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.3193 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.171327 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.0929743 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.0789916 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.216829 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.166778 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.0544129 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.0138925 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.0705456 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.0849032 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.0789625 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.22697 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.100774 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.216819 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.0544226 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.0863235 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.0705075 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.0849411 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.196005 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.135964 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.0809364 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.0798488 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.167411 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-0.256182 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.241199 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.0196297 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.292587 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.0577315 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.0349947 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.106916 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0356084 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.00206168 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0162493 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.057097 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.192129 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.734656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.326 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.189236 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),0.0234094 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.582136 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.203914 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.292302 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.190082 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.133469 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.194499 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.0385067 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.258083 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.206817 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.0675735 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0164663 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.0435746 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0263087 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0863684 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0674747 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.202506 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.82041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.354815 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.26127 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.0150689 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.651878 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.275977 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0144721 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0683959 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.219973 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),-0.193038 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),0.233573 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.100774 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.216819 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.0544226 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.0863235 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.0262826 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.0885755 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0144721 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0683959 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0725131 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.642498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.193038 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.117452 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),0.233573 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.168964 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.0571103 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.196283 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.0585006 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.136103 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.00107123 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.386271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.125333 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.356443 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.0323575 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.21595 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.146971 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.0128172 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.104195 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),0.0888115 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),0.307486 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.222659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.00254516 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.228158 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.275729 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.326917 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.50731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,17),0.234011 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.187141 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),0.0274865 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.386016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,16),0.18605 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.247581 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.146971 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0128172 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.104195 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),0.0888115 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),0.307486 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.11332 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.173427 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.21681 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.029746 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.0575736 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),0.0638773 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.185117 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.0334249 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.20512 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.0802717 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.0334283 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.205111 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),0.028006 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),0.0078304 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),0.433455 # DEPENDENCYPART_GRANDPAR
(14,23),(23,2),-0.583166 # DEPENDENCYPART_GRANDPAR
(14,23),(23,3),-0.27941 # DEPENDENCYPART_GRANDPAR
(14,23),(23,4),-0.47213 # DEPENDENCYPART_GRANDPAR
(14,23),(23,7),-0.426494 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),-0.374346 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-0.272188 # DEPENDENCYPART_GRANDPAR
(14,23),(23,10),-0.269521 # DEPENDENCYPART_GRANDPAR
(14,23),(23,11),-0.154722 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),-0.27555 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.140518 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.563097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),0.0484711 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),0.164097 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),0.268341 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),0.0678893 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.225201 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.280834 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),0.0680071 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.0268047 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),0.496777 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.288016 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.180016 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.0458633 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.436272 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.986036 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.235935 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.322419 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.283375 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.526804 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.0293842 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.786309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,18),-0.297901 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.109587 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.510639 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.512748 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.726621 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.906994 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.293081 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.566448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.208519 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0804526 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.147487 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.655449 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.27168 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.290128 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.4997 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),0.0358205 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.457961 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.111422 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.2623 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-1.30633 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.0818377 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.695415 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.251029 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0197683 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.224814 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.195183 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.462205 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.265107 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),1.71937 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.951672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.13769 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.685216 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.341496 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.382008 # DEPENDENCYPART_GRANDPAR
(16,10),(10,23),-0.539388 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),0.200151 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.485447 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.103227 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.182941 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-1.32501 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.0107541 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.680588 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.239575 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.0170005 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.056333 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.318302 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.585323 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.390951 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),1.47932 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.961484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.122535 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.535215 # DEPENDENCYPART_GRANDPAR
(16,11),(11,23),-0.537306 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.103986 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.0780104 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.562614 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),1.48864 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-0.33261 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.227907 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.253902 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),0.0791707 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.827066 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.386053 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.14168 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.103986 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.0780104 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.194133 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.402965 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),1.48864 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.456409 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.33261 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.437102 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.113552 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.262329 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-1.32354 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),0.0873113 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.674556 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.230171 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.0218979 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.114943 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.11299 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.350015 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.617037 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),1.72904 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.951809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.138098 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.472457 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.525422 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.684179 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.341901 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.382413 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.539537 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.512331 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.903265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,14),-0.114616 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),1.17997 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.208124 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.373401 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.385641 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.113711 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.0919448 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.077069 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.169852 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.091057 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.507906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0298536 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.387276 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.215863 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.255507 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.217853 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.244664 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),0.176222 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.559183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,19),-0.131784 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.123249 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.159468 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.179658 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.549255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,18),-0.17334 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.121856 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.160607 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),-0.171105 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.119618 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.106333 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.231509 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.183994 # DEPENDENCYPART_GRANDPAR
(16,23),(23,2),-0.93472 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-0.356483 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-0.561902 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-1.17139 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-0.730379 # DEPENDENCYPART_GRANDPAR
(16,23),(23,9),-0.27053 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-0.411796 # DEPENDENCYPART_GRANDPAR
(16,23),(23,11),-0.136909 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-0.150193 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),0.116829 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.139082 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),1.17053 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.593421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.0459875 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.11919 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.164467 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.32754 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.0719891 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.11956 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.178956 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.205193 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),0.0377283 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),0.0324156 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),0.041341 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.0619143 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.240633 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.149741 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.00294668 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),0.0786087 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.063482 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.112201 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.0575122 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.29559 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.19666 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.490865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.355621 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.545279 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.358187 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.457208 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.510942 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.479828 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.0123703 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.249881 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),0.050834 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),0.0101513 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.27716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.151545 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.261163 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.311661 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.11989 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.0756677 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.317571 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.0582723 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.176397 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.232584 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.28107 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.152692 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.306624 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.257824 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.227547 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.29556 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.246228 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.598833 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.602302 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.2679 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.279687 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.678396 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.529819 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.0473314 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.477012 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.153039 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.425535 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),-0.799917 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.546593 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-0.548776 # DEPENDENCYPART_GRANDPAR
(18,10),(10,23),-0.365154 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.255156 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.238354 # DEPENDENCYPART_GRANDPAR
