# _root_ gogoan_dut beste batzuetan nola barneratzen ninduzun itsasoan txalupa koskor - niretzat , intxaur azal txikitxo - batean , atsegin bait zenuen nire izu-ikara zentzugabearen_aurrean zure segurtasun babeslea agertzea .
#goldHeads=0,3,5,5,1,5,5,5,8,9,14,11,14,8,14,15,8,17,0,21,19,23,28,23,26,28,26,21,28,
#predictedHeads=0,3,5,5,1,5,6,5,8,9,5,11,14,19,14,15,14,17,0,19,20,23,19,23,26,28,26,21,28,
(23,19),(19,8),-0.498258 # DEPENDENCYPART_GRANDPAR
(23,19),(19,9),-0.291168 # DEPENDENCYPART_GRANDPAR
(23,19),(19,11),-0.295901 # DEPENDENCYPART_GRANDPAR
(23,19),(19,12),-0.0933452 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.385793 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),-0.262577 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.262541 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.860066 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.0501347 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.16682 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.482323 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),0.0869252 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-0.738022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),-0.321352 # DEPENDENCYPART_GRANDPAR
(23,19),(19,25),-0.394104 # DEPENDENCYPART_GRANDPAR
(23,19),(19,26),-0.517021 # DEPENDENCYPART_GRANDPAR
(23,19),(19,27),-0.433439 # DEPENDENCYPART_GRANDPAR
(23,19),(19,28),-0.641122 # DEPENDENCYPART_GRANDPAR
(23,21),(21,5),-0.239738 # DEPENDENCYPART_GRANDPAR
(23,21),(21,7),-0.796477 # DEPENDENCYPART_GRANDPAR
(23,21),(21,8),-0.555611 # DEPENDENCYPART_GRANDPAR
(23,21),(21,12),-0.132168 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-0.443146 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-0.32175 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.304852 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.832718 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.0889577 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.0867199 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.0491546 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-0.738361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,26),-0.51736 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.39946 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.621916 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.659902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,27),-0.367031 # DEPENDENCYPART_GRANDPAR
(23,24),(24,14),-0.703778 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.344793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,26),-0.0587044 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.10154 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.0918698 # DEPENDENCYPART_GRANDPAR
(23,26),(26,9),-0.689182 # DEPENDENCYPART_GRANDPAR
(23,26),(26,15),-0.660554 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.748605 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.182005 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.298271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.120696 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.0724414 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.139715 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.332413 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.267971 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.344793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,26),-0.12429 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.288081 # DEPENDENCYPART_GRANDPAR
(23,28),(28,5),-0.567988 # DEPENDENCYPART_GRANDPAR
(23,28),(28,7),-1.23765 # DEPENDENCYPART_GRANDPAR
(23,28),(28,8),-0.996784 # DEPENDENCYPART_GRANDPAR
(23,28),(28,12),-0.43017 # DEPENDENCYPART_GRANDPAR
(23,28),(28,13),-0.884319 # DEPENDENCYPART_GRANDPAR
(23,28),(28,14),-0.762919 # DEPENDENCYPART_GRANDPAR
(23,28),(28,15),-0.66897 # DEPENDENCYPART_GRANDPAR
(23,28),(28,18),-0.386959 # DEPENDENCYPART_GRANDPAR
(23,28),(28,19),-0.414701 # DEPENDENCYPART_GRANDPAR
(23,28),(28,20),-0.465146 # DEPENDENCYPART_GRANDPAR
(23,28),(28,21),-0.736585 # DEPENDENCYPART_GRANDPAR
(23,28),(28,22),-0.190396 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-0.390159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),0.0294934 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),-0.12036 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.174043 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.0825942 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.195266 # DEPENDENCYPART_GRANDPAR
(24,14),(14,5),-0.536377 # DEPENDENCYPART_GRANDPAR
(24,14),(14,7),-0.442139 # DEPENDENCYPART_GRANDPAR
(24,14),(14,8),-0.350936 # DEPENDENCYPART_GRANDPAR
(24,14),(14,9),0.0484123 # DEPENDENCYPART_GRANDPAR
(24,14),(14,11),-0.471034 # DEPENDENCYPART_GRANDPAR
(24,14),(14,12),-0.0418491 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),-0.326622 # DEPENDENCYPART_GRANDPAR
(24,14),(14,15),0.0671308 # DEPENDENCYPART_GRANDPAR
(24,14),(14,17),-0.184993 # DEPENDENCYPART_GRANDPAR
(24,14),(14,19),-0.249137 # DEPENDENCYPART_GRANDPAR
(24,14),(14,21),-0.221971 # DEPENDENCYPART_GRANDPAR
(24,14),(14,23),0.00527298 # DEPENDENCYPART_GRANDPAR
(24,14),(14,28),-0.561266 # DEPENDENCYPART_GRANDPAR
(24,23),(23,9),0.0484123 # DEPENDENCYPART_GRANDPAR
(24,23),(23,15),-0.019218 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),-0.301251 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),0.00506637 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.353244 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.238624 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.352253 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.27113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.719117 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.446911 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-1.01772 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-0.561233 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),-0.300926 # DEPENDENCYPART_GRANDPAR
(24,26),(26,9),-0.198227 # DEPENDENCYPART_GRANDPAR
(24,26),(26,15),-0.265858 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-0.48867 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-0.578333 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.295383 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.947499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),-0.43675 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.771461 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.35108 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.147379 # DEPENDENCYPART_GRANDPAR
(25,26),(26,9),-0.606812 # DEPENDENCYPART_GRANDPAR
(25,26),(26,15),-0.578563 # DEPENDENCYPART_GRANDPAR
(25,26),(26,21),-0.39539 # DEPENDENCYPART_GRANDPAR
(25,26),(26,22),-0.368001 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.305569 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.154197 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.346767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.242127 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),-0.00363051 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),0.0918781 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.319632 # DEPENDENCYPART_GRANDPAR
(25,27),(27,26),0.106166 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.00395204 # DEPENDENCYPART_GRANDPAR
(26,9),(9,7),-1.00125 # DEPENDENCYPART_GRANDPAR
(26,9),(9,8),-0.705781 # DEPENDENCYPART_GRANDPAR
(26,9),(9,10),-0.115295 # DEPENDENCYPART_GRANDPAR
(26,9),(9,12),-0.179848 # DEPENDENCYPART_GRANDPAR
(26,9),(9,14),-0.586129 # DEPENDENCYPART_GRANDPAR
(26,9),(9,19),-0.223735 # DEPENDENCYPART_GRANDPAR
(26,15),(15,8),-0.705781 # DEPENDENCYPART_GRANDPAR
(26,15),(15,13),-0.657947 # DEPENDENCYPART_GRANDPAR
(26,15),(15,14),-0.529529 # DEPENDENCYPART_GRANDPAR
(26,15),(15,16),-0.069909 # DEPENDENCYPART_GRANDPAR
(26,15),(15,17),-0.693149 # DEPENDENCYPART_GRANDPAR
(26,15),(15,18),-0.144024 # DEPENDENCYPART_GRANDPAR
(26,15),(15,28),-0.611812 # DEPENDENCYPART_GRANDPAR
(26,21),(21,5),-0.439984 # DEPENDENCYPART_GRANDPAR
(26,21),(21,7),-1.00962 # DEPENDENCYPART_GRANDPAR
(26,21),(21,8),-0.71415 # DEPENDENCYPART_GRANDPAR
(26,21),(21,12),-0.139138 # DEPENDENCYPART_GRANDPAR
(26,21),(21,13),-0.666315 # DEPENDENCYPART_GRANDPAR
(26,21),(21,14),-0.537898 # DEPENDENCYPART_GRANDPAR
(26,21),(21,15),-0.37734 # DEPENDENCYPART_GRANDPAR
(26,21),(21,17),-0.730886 # DEPENDENCYPART_GRANDPAR
(26,21),(21,18),-0.103314 # DEPENDENCYPART_GRANDPAR
(26,21),(21,19),-0.338579 # DEPENDENCYPART_GRANDPAR
(26,21),(21,22),-0.193788 # DEPENDENCYPART_GRANDPAR
(26,21),(21,23),-0.297885 # DEPENDENCYPART_GRANDPAR
(26,21),(21,26),-0.802592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,21),(21,27),-0.364656 # DEPENDENCYPART_GRANDPAR
(26,21),(21,28),-0.672384 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),-0.230918 # DEPENDENCYPART_GRANDPAR
(26,22),(22,27),-0.332227 # DEPENDENCYPART_GRANDPAR
(26,23),(23,9),-0.483675 # DEPENDENCYPART_GRANDPAR
(26,23),(23,15),-0.446548 # DEPENDENCYPART_GRANDPAR
(26,23),(23,17),-0.776508 # DEPENDENCYPART_GRANDPAR
(26,23),(23,18),-0.071953 # DEPENDENCYPART_GRANDPAR
(26,23),(23,19),-0.356769 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),-0.715227 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),-0.191638 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),0.0727972 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),0.17865 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-0.78254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,27),-0.389742 # DEPENDENCYPART_GRANDPAR
(26,23),(23,28),-0.640522 # DEPENDENCYPART_GRANDPAR
(26,23),(23,29),-0.340691 # DEPENDENCYPART_GRANDPAR
(26,24),(24,14),-0.529529 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.160537 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-0.743216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,26),-0.724133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-0.332227 # DEPENDENCYPART_GRANDPAR
(26,27),(27,23),-0.550703 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.410111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),-0.339749 # DEPENDENCYPART_GRANDPAR
(26,28),(28,5),-0.767575 # DEPENDENCYPART_GRANDPAR
(26,28),(28,7),-1.45055 # DEPENDENCYPART_GRANDPAR
(26,28),(28,8),-1.15509 # DEPENDENCYPART_GRANDPAR
(26,28),(28,12),-0.436412 # DEPENDENCYPART_GRANDPAR
(26,28),(28,13),-1.10725 # DEPENDENCYPART_GRANDPAR
(26,28),(28,14),-0.978831 # DEPENDENCYPART_GRANDPAR
(26,28),(28,15),-0.741414 # DEPENDENCYPART_GRANDPAR
(26,28),(28,18),-0.400588 # DEPENDENCYPART_GRANDPAR
(26,28),(28,19),-0.665901 # DEPENDENCYPART_GRANDPAR
(26,28),(28,20),-0.566979 # DEPENDENCYPART_GRANDPAR
(26,28),(28,21),-0.911857 # DEPENDENCYPART_GRANDPAR
(26,28),(28,22),-0.433338 # DEPENDENCYPART_GRANDPAR
(26,28),(28,23),-0.609842 # DEPENDENCYPART_GRANDPAR
(26,28),(28,24),-0.378821 # DEPENDENCYPART_GRANDPAR
(26,28),(28,25),-0.143204 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-0.459456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,27),-0.0479197 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),-0.184583 # DEPENDENCYPART_GRANDPAR
(27,23),(23,9),0.0353022 # DEPENDENCYPART_GRANDPAR
(27,23),(23,15),-0.0170248 # DEPENDENCYPART_GRANDPAR
(27,23),(23,17),-0.267378 # DEPENDENCYPART_GRANDPAR
(27,23),(23,18),-0.0529786 # DEPENDENCYPART_GRANDPAR
(27,23),(23,19),-0.320844 # DEPENDENCYPART_GRANDPAR
(27,23),(23,21),-0.302159 # DEPENDENCYPART_GRANDPAR
(27,23),(23,22),-0.409541 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),-0.229223 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),-0.259814 # DEPENDENCYPART_GRANDPAR
(27,23),(23,26),0.0594757 # DEPENDENCYPART_GRANDPAR
(27,23),(23,27),-1.35451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,23),(23,28),-0.406017 # DEPENDENCYPART_GRANDPAR
(27,23),(23,29),-0.287421 # DEPENDENCYPART_GRANDPAR
(27,26),(26,9),0.0350762 # DEPENDENCYPART_GRANDPAR
(27,26),(26,15),-0.0172508 # DEPENDENCYPART_GRANDPAR
(27,26),(26,21),-0.302162 # DEPENDENCYPART_GRANDPAR
(27,26),(26,22),-0.409544 # DEPENDENCYPART_GRANDPAR
(27,26),(26,23),-0.221544 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),-0.315798 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),-0.317925 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-1.35467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,28),-0.406017 # DEPENDENCYPART_GRANDPAR
(27,26),(26,29),-0.287421 # DEPENDENCYPART_GRANDPAR
(27,28),(28,5),-0.792225 # DEPENDENCYPART_GRANDPAR
(27,28),(28,7),-0.579187 # DEPENDENCYPART_GRANDPAR
(27,28),(28,8),-0.631577 # DEPENDENCYPART_GRANDPAR
(27,28),(28,12),-0.358457 # DEPENDENCYPART_GRANDPAR
(27,28),(28,13),-0.596241 # DEPENDENCYPART_GRANDPAR
(27,28),(28,14),-0.576738 # DEPENDENCYPART_GRANDPAR
(27,28),(28,15),-0.262843 # DEPENDENCYPART_GRANDPAR
(27,28),(28,18),-0.335537 # DEPENDENCYPART_GRANDPAR
(27,28),(28,19),-0.560399 # DEPENDENCYPART_GRANDPAR
(27,28),(28,20),-0.434734 # DEPENDENCYPART_GRANDPAR
(27,28),(28,21),-0.533677 # DEPENDENCYPART_GRANDPAR
(27,28),(28,22),-0.630998 # DEPENDENCYPART_GRANDPAR
(27,28),(28,23),-0.492334 # DEPENDENCYPART_GRANDPAR
(27,28),(28,24),-0.56139 # DEPENDENCYPART_GRANDPAR
(27,28),(28,25),-0.537618 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),-0.287892 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-1.07559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),-0.0847872 # DEPENDENCYPART_GRANDPAR
(28,5),(5,1),-0.533353 # DEPENDENCYPART_GRANDPAR
(28,5),(5,2),-0.217217 # DEPENDENCYPART_GRANDPAR
(28,5),(5,3),-0.209831 # DEPENDENCYPART_GRANDPAR
(28,5),(5,4),-0.348193 # DEPENDENCYPART_GRANDPAR
(28,5),(5,6),-0.426553 # DEPENDENCYPART_GRANDPAR
(28,5),(5,7),-0.438499 # DEPENDENCYPART_GRANDPAR
(28,5),(5,8),-0.259564 # DEPENDENCYPART_GRANDPAR
(28,5),(5,9),-0.163958 # DEPENDENCYPART_GRANDPAR
(28,5),(5,11),-0.483771 # DEPENDENCYPART_GRANDPAR
(28,5),(5,12),-0.170637 # DEPENDENCYPART_GRANDPAR
(28,5),(5,13),-0.121405 # DEPENDENCYPART_GRANDPAR
(28,5),(5,14),-0.172248 # DEPENDENCYPART_GRANDPAR
(28,5),(5,15),-0.138955 # DEPENDENCYPART_GRANDPAR
(28,5),(5,19),-0.0107066 # DEPENDENCYPART_GRANDPAR
(28,5),(5,20),-0.10165 # DEPENDENCYPART_GRANDPAR
(28,5),(5,21),-0.521174 # DEPENDENCYPART_GRANDPAR
(28,5),(5,23),0.118995 # DEPENDENCYPART_GRANDPAR
(28,5),(5,26),0.268836 # DEPENDENCYPART_GRANDPAR
(28,5),(5,28),-0.749105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,7),(7,1),-0.446885 # DEPENDENCYPART_GRANDPAR
(28,7),(7,5),0.113619 # DEPENDENCYPART_GRANDPAR
(28,7),(7,6),-0.554324 # DEPENDENCYPART_GRANDPAR
(28,7),(7,8),-0.212197 # DEPENDENCYPART_GRANDPAR
(28,7),(7,9),-0.0394795 # DEPENDENCYPART_GRANDPAR
(28,7),(7,17),0.0146304 # DEPENDENCYPART_GRANDPAR
(28,8),(8,5),0.113619 # DEPENDENCYPART_GRANDPAR
(28,8),(8,6),-0.554324 # DEPENDENCYPART_GRANDPAR
(28,8),(8,7),-0.404768 # DEPENDENCYPART_GRANDPAR
(28,8),(8,9),-0.0394795 # DEPENDENCYPART_GRANDPAR
(28,8),(8,13),-0.0740372 # DEPENDENCYPART_GRANDPAR
(28,8),(8,14),-0.129125 # DEPENDENCYPART_GRANDPAR
(28,8),(8,17),0.0146304 # DEPENDENCYPART_GRANDPAR
(28,8),(8,28),-0.66024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,12),(12,13),0.0854441 # DEPENDENCYPART_GRANDPAR
(28,12),(12,15),0.00253167 # DEPENDENCYPART_GRANDPAR
(28,13),(13,9),-0.0308931 # DEPENDENCYPART_GRANDPAR
(28,13),(13,11),-0.40158 # DEPENDENCYPART_GRANDPAR
(28,13),(13,12),-0.0901782 # DEPENDENCYPART_GRANDPAR
(28,13),(13,14),-0.129125 # DEPENDENCYPART_GRANDPAR
(28,13),(13,15),-0.0144763 # DEPENDENCYPART_GRANDPAR
(28,13),(13,17),0.0146304 # DEPENDENCYPART_GRANDPAR
(28,14),(14,5),0.115509 # DEPENDENCYPART_GRANDPAR
(28,14),(14,7),-0.396908 # DEPENDENCYPART_GRANDPAR
(28,14),(14,8),-0.217974 # DEPENDENCYPART_GRANDPAR
(28,14),(14,9),-0.0290033 # DEPENDENCYPART_GRANDPAR
(28,14),(14,11),-0.39969 # DEPENDENCYPART_GRANDPAR
(28,14),(14,12),-0.088297 # DEPENDENCYPART_GRANDPAR
(28,14),(14,13),-0.0798143 # DEPENDENCYPART_GRANDPAR
(28,14),(14,15),-0.0148445 # DEPENDENCYPART_GRANDPAR
(28,14),(14,17),0.0138472 # DEPENDENCYPART_GRANDPAR
(28,14),(14,19),0.170203 # DEPENDENCYPART_GRANDPAR
(28,14),(14,21),-0.429879 # DEPENDENCYPART_GRANDPAR
(28,14),(14,23),0.165797 # DEPENDENCYPART_GRANDPAR
(28,14),(14,28),-0.660446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,15),(15,8),-0.209228 # DEPENDENCYPART_GRANDPAR
(28,15),(15,13),-0.0710686 # DEPENDENCYPART_GRANDPAR
(28,15),(15,14),-0.122242 # DEPENDENCYPART_GRANDPAR
(28,15),(15,16),-0.080999 # DEPENDENCYPART_GRANDPAR
(28,15),(15,17),-0.0841992 # DEPENDENCYPART_GRANDPAR
(28,15),(15,18),-0.117735 # DEPENDENCYPART_GRANDPAR
(28,15),(15,28),-0.736195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,18),(18,19),0.335796 # DEPENDENCYPART_GRANDPAR
(28,18),(18,21),-0.289339 # DEPENDENCYPART_GRANDPAR
(28,19),(19,2),-0.219088 # DEPENDENCYPART_GRANDPAR
(28,19),(19,3),-0.211702 # DEPENDENCYPART_GRANDPAR
(28,19),(19,5),0.0252798 # DEPENDENCYPART_GRANDPAR
(28,19),(19,7),-0.400171 # DEPENDENCYPART_GRANDPAR
(28,19),(19,8),-0.221237 # DEPENDENCYPART_GRANDPAR
(28,19),(19,9),-0.0206091 # DEPENDENCYPART_GRANDPAR
(28,19),(19,11),-0.429481 # DEPENDENCYPART_GRANDPAR
(28,19),(19,12),-0.120545 # DEPENDENCYPART_GRANDPAR
(28,19),(19,13),-0.083077 # DEPENDENCYPART_GRANDPAR
(28,19),(19,14),-0.132705 # DEPENDENCYPART_GRANDPAR
(28,19),(19,15),0.00439402 # DEPENDENCYPART_GRANDPAR
(28,19),(19,17),-0.146518 # DEPENDENCYPART_GRANDPAR
(28,19),(19,18),-0.0896217 # DEPENDENCYPART_GRANDPAR
(28,19),(19,20),-0.105391 # DEPENDENCYPART_GRANDPAR
(28,19),(19,21),-0.524916 # DEPENDENCYPART_GRANDPAR
(28,19),(19,22),-0.332688 # DEPENDENCYPART_GRANDPAR
(28,19),(19,23),0.113744 # DEPENDENCYPART_GRANDPAR
(28,19),(19,24),-0.279933 # DEPENDENCYPART_GRANDPAR
(28,19),(19,25),-0.366265 # DEPENDENCYPART_GRANDPAR
(28,19),(19,26),0.263585 # DEPENDENCYPART_GRANDPAR
(28,19),(19,27),0.431221 # DEPENDENCYPART_GRANDPAR
(28,19),(19,28),-0.749105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,20),(20,6),-0.467647 # DEPENDENCYPART_GRANDPAR
(28,20),(20,19),0.0708962 # DEPENDENCYPART_GRANDPAR
(28,20),(20,21),-0.419301 # DEPENDENCYPART_GRANDPAR
(28,20),(20,23),0.165171 # DEPENDENCYPART_GRANDPAR
(28,20),(20,26),0.318957 # DEPENDENCYPART_GRANDPAR
(28,21),(21,5),0.0346256 # DEPENDENCYPART_GRANDPAR
(28,21),(21,7),-0.362108 # DEPENDENCYPART_GRANDPAR
(28,21),(21,8),-0.183174 # DEPENDENCYPART_GRANDPAR
(28,21),(21,12),-0.119143 # DEPENDENCYPART_GRANDPAR
(28,21),(21,13),-0.0450142 # DEPENDENCYPART_GRANDPAR
(28,21),(21,14),-0.0961875 # DEPENDENCYPART_GRANDPAR
(28,21),(21,15),-0.0361561 # DEPENDENCYPART_GRANDPAR
(28,21),(21,17),-0.0935227 # DEPENDENCYPART_GRANDPAR
(28,21),(21,18),-0.0882192 # DEPENDENCYPART_GRANDPAR
(28,21),(21,19),0.016967 # DEPENDENCYPART_GRANDPAR
(28,21),(21,22),-0.332541 # DEPENDENCYPART_GRANDPAR
(28,21),(21,23),0.075815 # DEPENDENCYPART_GRANDPAR
(28,21),(21,26),0.228654 # DEPENDENCYPART_GRANDPAR
(28,21),(21,27),0.464198 # DEPENDENCYPART_GRANDPAR
(28,21),(21,28),-0.813071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,22),(22,23),0.128479 # DEPENDENCYPART_GRANDPAR
(28,22),(22,27),0.495503 # DEPENDENCYPART_GRANDPAR
(28,23),(23,9),-0.0308931 # DEPENDENCYPART_GRANDPAR
(28,23),(23,15),-0.00588997 # DEPENDENCYPART_GRANDPAR
(28,23),(23,17),-0.0295749 # DEPENDENCYPART_GRANDPAR
(28,23),(23,18),-0.0592544 # DEPENDENCYPART_GRANDPAR
(28,23),(23,19),0.0957315 # DEPENDENCYPART_GRANDPAR
(28,23),(23,21),-0.384826 # DEPENDENCYPART_GRANDPAR
(28,23),(23,22),-0.23681 # DEPENDENCYPART_GRANDPAR
(28,23),(23,24),-0.151261 # DEPENDENCYPART_GRANDPAR
(28,23),(23,25),-0.254492 # DEPENDENCYPART_GRANDPAR
(28,23),(23,26),0.322424 # DEPENDENCYPART_GRANDPAR
(28,23),(23,27),0.559894 # DEPENDENCYPART_GRANDPAR
(28,23),(23,28),-0.66024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,23),(23,29),0.012111 # DEPENDENCYPART_GRANDPAR
(28,24),(24,14),-0.122242 # DEPENDENCYPART_GRANDPAR
(28,24),(24,23),0.169332 # DEPENDENCYPART_GRANDPAR
(28,24),(24,26),0.308643 # DEPENDENCYPART_GRANDPAR
(28,25),(25,26),0.278497 # DEPENDENCYPART_GRANDPAR
(28,25),(25,27),0.494935 # DEPENDENCYPART_GRANDPAR
(28,26),(26,9),-0.0361389 # DEPENDENCYPART_GRANDPAR
(28,26),(26,15),-0.0111358 # DEPENDENCYPART_GRANDPAR
(28,26),(26,21),-0.389777 # DEPENDENCYPART_GRANDPAR
(28,26),(26,22),-0.241761 # DEPENDENCYPART_GRANDPAR
(28,26),(26,23),0.144968 # DEPENDENCYPART_GRANDPAR
(28,26),(26,24),-0.14792 # DEPENDENCYPART_GRANDPAR
(28,26),(26,25),-0.287738 # DEPENDENCYPART_GRANDPAR
(28,26),(26,27),0.545726 # DEPENDENCYPART_GRANDPAR
(28,26),(26,28),-0.66024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,26),(26,29),0.012111 # DEPENDENCYPART_GRANDPAR
(28,27),(27,23),0.169332 # DEPENDENCYPART_GRANDPAR
(28,27),(27,26),0.334038 # DEPENDENCYPART_GRANDPAR
(28,27),(27,28),-0.736195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
