# _root_ ehiztariek oihu_egin ziguten , otsoarengandik apartatzeko esanaz , eta eztarriek ez zieten bere belarriei gure lasaitzeko eta ez tiratzeko hitzik entzuten utzi .
#goldHeads=2,9,2,3,6,7,2,7,0,22,22,22,14,22,20,17,20,19,17,21,22,9,22,
#predictedHeads=2,9,2,3,6,7,9,7,0,16,22,22,14,16,16,17,22,19,20,21,22,9,22,
(16,17),(17,19),-0.272149 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.330546 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.35628 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.434714 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.278118 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.483051 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-1.11092 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.56931 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.652962 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-1.05472 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.292199 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.423 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.669324 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.611806 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.524135 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.741389 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-1.30873 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.666798 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.56824 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.678693 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.669955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.26815 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.286713 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.396689 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.402819 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.461186 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.483369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.175586 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.322843 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.153213 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.320365 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.364603 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.422139 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-1.05472 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-0.423005 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.611806 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-0.524135 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.741389 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-1.30931 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.666798 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.56824 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.678693 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.670829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.272511 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.291251 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.340673 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.430806 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.464892 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.249094 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-1.11411 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-1.05791 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-0.295491 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-0.426292 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-0.672163 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.616776 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.527331 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-0.744227 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-1.31231 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.669636 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.571435 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.681531 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.665015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),-0.264836 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),-0.269471 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.334859 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.413745 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.416359 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.23647 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.243692 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.142715 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.0492969 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.0797132 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.131929 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.0417179 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.179373 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),0.0112523 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),0.0871455 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),0.347045 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),0.136382 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.0703794 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),0.238343 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-0.495717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,20),-0.427377 # DEPENDENCYPART_GRANDPAR
(17,6),(6,21),-0.464423 # DEPENDENCYPART_GRANDPAR
(17,6),(6,22),-0.352751 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.243692 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.142833 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.0492969 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.0787561 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.131929 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.176194 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.180213 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.0675168 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),0.0112523 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),0.0871455 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),0.347043 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),0.136382 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.0703794 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.238317 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-0.495717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,20),-0.427377 # DEPENDENCYPART_GRANDPAR
(17,7),(7,21),-0.464423 # DEPENDENCYPART_GRANDPAR
(17,7),(7,22),-0.352751 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.366946 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.201527 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.29604 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.270404 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.255183 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.234888 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.143219 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.279863 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.0436382 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.077937 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),0.0890351 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.0814916 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.1105 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.462208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,19),-0.400569 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-0.368388 # DEPENDENCYPART_GRANDPAR
(17,9),(9,21),-0.48768 # DEPENDENCYPART_GRANDPAR
(17,9),(9,22),-0.374335 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.0944793 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.0785275 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),0.0192257 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.173564 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.18261 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0152773 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),0.00894402 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.200304 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.279268 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.243692 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.142715 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.0797132 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.131929 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.176076 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.083504 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.0891725 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),0.0143574 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),0.101501 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.0745683 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.400957 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0850338 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.226631 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.0526289 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.495717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.252027 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.377189 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.427377 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.464423 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.352751 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.03203 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.0399716 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.885914 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.581942 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.43625 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.774151 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.615303 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.523742 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.44571 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.347681 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.54072 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.116476 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),0.0323161 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.454518 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.415591 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.36226 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.243573 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.215553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.455648 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.210122 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.0250794 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.0796576 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.0951616 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.167885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.5542 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.205357 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.134179 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.0215209 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),0.281631 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-0.7753 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-0.524898 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.348831 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.54187 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.117626 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),0.0294417 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.455668 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.41674 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.363409 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.244729 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.223116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.452446 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.10359 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.128758 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.0943214 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.300024 # DEPENDENCYPART_GRANDPAR
(17,22),(22,1),-0.888887 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-0.777124 # DEPENDENCYPART_GRANDPAR
(17,22),(22,6),-0.618264 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-0.526703 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-0.448412 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-0.354623 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.543694 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-0.119177 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),0.0278948 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.457219 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.418564 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.364962 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.246534 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.258207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.422301 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.0457084 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.0899413 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.0417968 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.236328 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-0.881714 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-0.759388 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.399346 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.883244 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.717901 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.723904 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.411628 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.458444 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.740751 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.525672 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.593546 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.605691 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.664007 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.430475 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.546963 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.3077 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.317818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.202473 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.140183 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.192556 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.508056 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.285035 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.366805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.00782862 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0852025 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.132749 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.266521 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.200999 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-1.10145 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.283191 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.675692 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.936343 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.661405 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.0867598 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.274836 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.27562 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),-0.438607 # DEPENDENCYPART_GRANDPAR
(19,2),(2,12),-0.89222 # DEPENDENCYPART_GRANDPAR
(19,2),(2,17),-0.0580828 # DEPENDENCYPART_GRANDPAR
(19,2),(2,18),-0.0140502 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-0.735886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,2),-0.377651 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-1.06628 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.454641 # DEPENDENCYPART_GRANDPAR
(19,4),(4,22),-0.387499 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.682112 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.276932 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-1.06348 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.176097 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),0.0963252 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.375608 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.675692 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.363737 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.995859 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.204893 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.622025 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.274836 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.351326 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.20023 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.438607 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.89222 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),-0.287884 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),-0.546812 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),-0.0539549 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),-0.0580828 # DEPENDENCYPART_GRANDPAR
(19,6),(6,20),-0.286729 # DEPENDENCYPART_GRANDPAR
(19,6),(6,21),-0.464352 # DEPENDENCYPART_GRANDPAR
(19,6),(6,22),-0.36746 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.670517 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.358679 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.990683 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.197799 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.616849 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.0613552 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.352171 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.275625 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.200235 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.438612 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.892226 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.287888 # DEPENDENCYPART_GRANDPAR
(19,7),(7,15),-0.546817 # DEPENDENCYPART_GRANDPAR
(19,7),(7,16),-0.0539899 # DEPENDENCYPART_GRANDPAR
(19,7),(7,17),-0.0580873 # DEPENDENCYPART_GRANDPAR
(19,7),(7,20),-0.286729 # DEPENDENCYPART_GRANDPAR
(19,7),(7,21),-0.464352 # DEPENDENCYPART_GRANDPAR
(19,7),(7,22),-0.36746 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.377651 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-1.06628 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.0803269 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.267895 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.610493 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.316434 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-1.10177 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.296332 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.556826 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.0191101 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.206678 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.388749 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.169909 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.512159 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-1.05174 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.257562 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.0713298 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.0135807 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.824932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.362017 # DEPENDENCYPART_GRANDPAR
(19,9),(9,21),-0.553275 # DEPENDENCYPART_GRANDPAR
(19,9),(9,22),-0.45545 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.268514 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.22192 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.478103 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-1.05269 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.299774 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.248156 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.278211 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.272652 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.515732 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.286962 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.268514 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.22192 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.167269 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-1.01139 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.271341 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.454338 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.113302 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.0316665 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.721183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,1),-0.675692 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.363737 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.204893 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.622025 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.0664127 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.253097 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.29731 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.252968 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.16085 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.461022 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.935836 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.384371 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.248503 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.492813 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.0580828 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.0140502 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.735886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.286729 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.464352 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.36746 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.0191101 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.206678 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.241018 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.183304 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.53996 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0136947 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0876014 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.824932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.362017 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.553275 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.45545 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.726218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.232684 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.128049 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.132975 # DEPENDENCYPART_GRANDPAR
