# _root_ jeltzaleen jarrerari_buruz mintzatu zen eta , adierazi zuenez , " konturatu behar_dute haien apustuak kale_egin duela eta estatutuaren bidera itzuli beharko dute " .
#goldHeads=2,3,5,3,0,5,17,7,8,9,17,11,14,15,11,15,0,19,20,17,20,21,22,23,
#predictedHeads=2,3,5,3,0,5,5,7,8,9,12,17,14,15,17,15,0,19,20,21,17,21,22,23,
(15,11),(11,13),-0.292457 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.312854 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.900502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.418601 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.33814 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.535167 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.465419 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.387039 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.262395 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.857212 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.471163 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.6847 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.404589 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.617563 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.111022 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.216021 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),0.233951 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.100115 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.293149 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.31353 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.900525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.419164 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.338163 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.535236 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.465488 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.387062 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.262418 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.857775 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0745661 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.330821 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.449283 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.12131 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0167789 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.109993 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.188861 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.811637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.273879 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.383117 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.22623 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.0350676 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.310413 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.67892 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.675751 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.334827 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.467041 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.37524 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.258015 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.552656 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.0878994 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.612955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.179843 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.104093 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.0352056 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.157782 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.0198523 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.460883 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.108663 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.624547 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.154091 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.460883 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),0.139413 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.555155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,17),-0.0662525 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.169824 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.117693 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.0311067 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.624547 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.154091 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.58728 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.310194 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.457955 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.378895 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.45013 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.169544 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.510978 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.0136859 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.737246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.00972102 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.15779 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.215324 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.138255 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.0785023 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.528866 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-0.854381 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.295082 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.516259 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.0216197 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.731166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),-0.0154173 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.179348 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.22498 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.14791 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.217195 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.549382 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.131741 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.172517 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.0309343 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.253499 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.339588 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0655779 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.16653 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.874393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-0.549646 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.105408 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.32998 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.670599 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.422258 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),0.0593884 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.588131 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.139414 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.349873 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.382322 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),0.101123 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.313207 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.0277665 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.25062 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.360137 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),0.0208797 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.144676 # DEPENDENCYPART_GRANDPAR
(17,3),(3,16),0.685838 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-0.456545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,20),-0.112483 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.458549 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.495482 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.113945 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.0656889 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.134899 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.380689 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.649828 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.0862524 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.144997 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.261254 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),0.275499 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),0.114919 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-0.423035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,19),-0.228813 # DEPENDENCYPART_GRANDPAR
(17,5),(5,20),-0.135452 # DEPENDENCYPART_GRANDPAR
(17,5),(5,21),-0.385733 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.342784 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.375233 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.0428814 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),0.244675 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.228584 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.0692343 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.361937 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),0.0260494 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.0496217 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.169978 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),0.210295 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.670774 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-0.461172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,19),-0.292605 # DEPENDENCYPART_GRANDPAR
(17,7),(7,20),-0.118881 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.334734 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.367182 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.0556469 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),0.230308 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.235034 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),0.0667079 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.323624 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.397528 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.115354 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.137511 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.234511 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.330218 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.242761 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.688531 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.456545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.204146 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.287802 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.112483 # DEPENDENCYPART_GRANDPAR
(17,11),(11,21),-0.363093 # DEPENDENCYPART_GRANDPAR
(17,11),(11,22),0.299281 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.309059 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.341508 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.0361665 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),0.23957 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.230189 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.304143 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.388265 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.0403632 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.240347 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.324963 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.229216 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.682428 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.456545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.204169 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.287825 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.112483 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.363093 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),0.298741 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.129724 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.316299 # DEPENDENCYPART_GRANDPAR
(17,13),(13,18),-0.0181299 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),0.110047 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.166479 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.283386 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.286132 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.343488 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.528687 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),-0.00473077 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.293995 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.334734 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.367182 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.0556469 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.235034 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.323624 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.397528 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.0598436 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.18191 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.16671 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.420639 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.688531 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.456545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.204146 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.287802 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.112483 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.363093 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),0.299281 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.294074 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.0208804 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),0.316543 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.497534 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.266877 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.457499 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.022876 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.497534 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.0221888 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.0907429 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.128667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.434841 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.227823 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.0400119 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.459213 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.0211617 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-0.494057 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-0.597407 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-0.290164 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-0.729986 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-0.241518 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.619667 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.534052 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.222612 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.239581 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),0.239277 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.180235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.346663 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.266571 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.00992188 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.701964 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-0.956065 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.479946 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.512847 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.203263 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.22003 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),0.293296 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.15324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.406948 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.326856 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.437686 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.775298 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.395258 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.704082 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.11205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,13),0.0289726 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-1.09514 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.596715 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.399652 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.771338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.28615 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.20072 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.610039 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.255835 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),-0.490149 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.173347 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.153029 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.308537 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.778716 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),0.0153125 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.120308 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.625407 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.169236 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.108158 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.443015 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.81067 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.320258 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.500504 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.697595 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.355934 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.297322 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.332652 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-1.13935 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.128321 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.638587 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),0.201525 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.219324 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.201011 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.196771 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.706734 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.878215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.547493 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.511224 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.470785 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.276447 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.345308 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.243387 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.0493478 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.557931 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),0.277313 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.229143 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.0549277 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.558045 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.85301 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.888416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.545353 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.509086 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.169236 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.860481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,22),-0.460649 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.320933 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.657839 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.552794 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.279205 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-0.62807 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.314819 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.939782 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.0433659 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.720044 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.437039 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.763217 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.175581 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.360957 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.538062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.234888 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.266878 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-1.00291 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.433106 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.0434462 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.721716 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.438686 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.752591 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.175839 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),0.359285 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.534314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.115811 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.244307 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.478248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,23),-0.0484262 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.72256 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.528248 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.454052 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.172262 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.176395 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.445486 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),0.24489 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.219643 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),-0.199784 # DEPENDENCYPART_GRANDPAR
(20,3),(3,16),0.0430316 # DEPENDENCYPART_GRANDPAR
(20,3),(3,17),-0.0236467 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-0.704754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,1),-0.667801 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.48246 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.474738 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.628696 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.2333 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.335282 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),0.0288796 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.276549 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.099046 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),-0.0719647 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),-0.208327 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),-0.0614421 # DEPENDENCYPART_GRANDPAR
(20,5),(5,17),0.0082708 # DEPENDENCYPART_GRANDPAR
(20,5),(5,19),0.298542 # DEPENDENCYPART_GRANDPAR
(20,5),(5,20),-0.793003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
