# _root_ aparicio ez zen atzoko bileran izan , haren menpeko juan chozas_lan idazkaria baizik , eta chozasek auzia bideratu beharra dagoela onartu du .
#goldHeads=6,6,6,5,6,13,6,9,12,12,10,13,15,13,0,21,18,19,20,21,15,21,22,
#predictedHeads=6,6,6,5,6,13,6,9,10,12,12,15,15,13,0,21,18,19,20,21,15,21,22,
(18,5),(5,10),-0.0909658 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.2734 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.473686 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.402853 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.0135152 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.353438 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.021437 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.294718 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.207258 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.136004 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.119284 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),0.23581 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),0.210191 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),-0.0526287 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),0.176229 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),0.162035 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-0.584766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),-0.199933 # DEPENDENCYPART_GRANDPAR
(18,6),(6,20),-0.317305 # DEPENDENCYPART_GRANDPAR
(18,6),(6,21),-0.198399 # DEPENDENCYPART_GRANDPAR
(18,6),(6,22),-0.565116 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.289728 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.508575 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.372035 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.447682 # DEPENDENCYPART_GRANDPAR
(18,7),(7,21),-0.229374 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.424401 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),0.211227 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.187911 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.0999371 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.558972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,21),-0.170385 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.0466771 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.356223 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.350232 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),0.0835703 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.220259 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.0856732 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.0618955 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),0.30009 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.202029 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.00623987 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),0.355745 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.278858 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),-0.267973 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),0.0835703 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.220259 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.165711 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.105897 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.30009 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),0.179187 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.0685673 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.179093 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),0.0770764 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.226701 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.17946 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.119646 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.091486 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.177471 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.0698961 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.19854 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.190613 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.235377 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.272808 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.0272811 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.360478 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.452787 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.315666 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.167954 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.110083 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.0799808 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.299854 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0478933 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.14621 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.105944 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.152032 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.639187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.217786 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.361617 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.252789 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.284702 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.318135 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.217306 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.0115349 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.310353 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.442504 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.305237 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.112452 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.0539827 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.0244787 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.368958 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.112656 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0951965 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.150687 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.194551 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.685178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.299059 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.386654 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.300214 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.223856 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.507269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.0717804 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.286392 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.157222 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.0731341 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.178283 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.164569 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.507293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.071808 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.267986 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.442353 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.182734 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.00538843 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.162022 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),0.0358556 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.0461243 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),0.00933285 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.249207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.022977 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.10326 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.351258 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.0886436 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-0.301438 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.788434 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-0.711885 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.601081 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.606734 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.548081 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.518761 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.157692 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.121518 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.319505 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.0824663 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.277772 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.222735 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.428629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.0749324 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.00313575 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.335557 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-0.63633 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-0.25674 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-0.713234 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-0.640686 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-0.278213 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-0.55859 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-0.531476 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.472932 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.443502 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.0828324 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.0999524 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.0768639 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.202514 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.147021 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.449667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.0938772 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.171509 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.28171 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.0784583 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.104135 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.0256808 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.00959408 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.786061 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),0.097166 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.62398 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.44373 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),0.284017 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.515694 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.445962 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.505315 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.432523 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.176334 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.168593 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.40075 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.126778 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.0879401 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.741233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.377315 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.520584 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.252232 # DEPENDENCYPART_GRANDPAR
(19,14),(14,20),-0.353843 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.764005 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),0.079797 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.605724 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.449395 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),0.2855 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.493638 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.419125 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.483259 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.40368 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.267535 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.194488 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.34268 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.0709198 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.142902 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.791194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.382957 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.546497 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.0752031 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.166256 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.761273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,12),-0.548178 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.267078 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0837346 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.121566 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.462387 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.166193 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.76128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.391775 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.171352 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.155958 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.71207 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),0.0935283 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.541123 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.490342 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.156417 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),0.225619 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.441703 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.390789 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.431324 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.366277 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.254924 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.0665321 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.172828 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.280034 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.00622689 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.782049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.380362 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.548377 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.203722 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.139642 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-1.06417 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.808169 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.0228093 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.960346 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.889487 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.949967 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.882694 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.447688 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.396683 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.0626196 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.801242 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.524338 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.357722 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.473406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.220759 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.0405671 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-1.22681 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-0.152393 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-1.0603 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-0.822566 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-0.515393 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-0.0278627 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.956444 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.885695 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.946065 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.879191 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.479026 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.123011 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.79734 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.520119 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.37582 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.429301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.103068 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.00286832 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.0165626 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.401368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,21),-0.172854 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.00687982 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.269844 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.185955 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.378545 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),0.0560458 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.862701 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),0.00381583 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.119722 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.159902 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),0.234091 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.382518 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-0.373474 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),0.0642587 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.806197 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),0.0170169 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.262529 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.217081 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),0.11597 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.177758 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.375706 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),-0.223718 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),-0.0235815 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),0.181603 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),-0.152357 # DEPENDENCYPART_GRANDPAR
(20,6),(6,15),0.23648 # DEPENDENCYPART_GRANDPAR
(20,6),(6,17),-0.0978828 # DEPENDENCYPART_GRANDPAR
(20,6),(6,18),0.186285 # DEPENDENCYPART_GRANDPAR
(20,6),(6,19),0.129294 # DEPENDENCYPART_GRANDPAR
(20,6),(6,20),-0.890825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,6),(6,21),-0.49053 # DEPENDENCYPART_GRANDPAR
(20,6),(6,22),-1.48646 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.216157 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),0.147637 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.127726 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.173686 # DEPENDENCYPART_GRANDPAR
(20,8),(8,18),0.278257 # DEPENDENCYPART_GRANDPAR
(20,8),(8,21),-0.407726 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),0.0140631 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.267883 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.206013 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.0176696 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),0.0773313 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.376236 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.211539 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.00371462 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.18593 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.164947 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),0.0428784 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),-0.0458552 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-0.866308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,7),-0.0176696 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),0.0773313 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.173158 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.385326 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.00371462 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),0.140229 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.0796765 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.202425 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.0191275 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),0.0759259 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.175444 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.387613 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.221404 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),0.139832 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.0796855 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),0.223529 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.188264 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),-0.0773691 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),-0.344749 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),0.0438547 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.24112 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.271124 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),0.0471009 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.145963 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.356063 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.191923 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),0.02214 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.0997891 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.166381 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.204701 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.0935987 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),0.257962 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.147516 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.861845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.46079 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.307821 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.840706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,1),-0.291822 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),0.0395287 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.191719 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.266699 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),0.0579595 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.0930366 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.301809 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.138996 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),0.081862 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),0.0613446 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.0282131 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.196039 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.0871523 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.262013 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.155962 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.866869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.493239 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.0915309 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.333064 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.142007 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.0171226 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),0.161862 # DEPENDENCYPART_GRANDPAR
