# _root_ " antidemokratiko " eta " baztertzailetzat " jo zuen udalbiltza erakundea , eta haren xedeak lurraldetasuna , subiranotasuna eta eraikuntza nazionala direla azpimarratu zuen .
#goldHeads=0,4,2,8,4,4,6,13,8,11,8,11,0,15,22,19,16,19,22,19,20,23,13,23,24,
#predictedHeads=0,4,2,8,4,8,6,13,8,11,8,11,0,15,22,19,16,19,22,19,22,23,13,23,24,
(20,19),(19,8),-0.558182 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.746449 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.759927 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.317013 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.340595 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.616839 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.42474 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.24862 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.250987 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.752074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.29029 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.473209 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.600525 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.867797 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.714172 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.278714 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.351663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.216735 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-0.691224 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-0.928062 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-1.26718 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-1.28223 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.515562 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.465161 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.670784 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-1.13915 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.927071 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.46397 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.773508 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.277383 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.442002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.00178071 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.278938 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.369282 # DEPENDENCYPART_GRANDPAR
(20,23),(23,4),-0.7608 # DEPENDENCYPART_GRANDPAR
(20,23),(23,8),-0.949798 # DEPENDENCYPART_GRANDPAR
(20,23),(23,10),-1.26683 # DEPENDENCYPART_GRANDPAR
(20,23),(23,11),-1.28149 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-0.543727 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-0.534738 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.676131 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-1.13841 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.926336 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.492135 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.772709 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.346959 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.396115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.0228019 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.2144 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.36747 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.247842 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.374131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,25),-0.224111 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),0.202584 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.0192496 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),0.131282 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.353271 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.342032 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),0.0257414 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),0.0355062 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.0170921 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.583237 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.132228 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.303384 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.0332992 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.137594 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.25411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.312028 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.412105 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.0817809 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),0.202584 # DEPENDENCYPART_GRANDPAR
(21,18),(18,6),0.131282 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),0.0260796 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.0170921 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.579152 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.457924 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.0211257 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.0332992 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.137592 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.25411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,24),-0.278005 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.0304249 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.385951 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.24913 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.239007 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),0.0243309 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),0.0203129 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.480212 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.369064 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.0530338 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.27911 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.22039 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.22965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.296759 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.457007 # DEPENDENCYPART_GRANDPAR
(21,20),(20,2),0.204943 # DEPENDENCYPART_GRANDPAR
(21,20),(20,6),0.133641 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.0180992 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.0244072 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.39251 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.00724017 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.25416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.312073 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.412151 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.278051 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.0818953 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-0.205568 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.694256 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-0.623848 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.61373 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.249339 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.150812 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.24438 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.854935 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.733706 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.296545 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.653894 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.192868 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.205475 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.957194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.22912 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.100744 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.176315 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.213483 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.292034 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.3187 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),0.0848589 # DEPENDENCYPART_GRANDPAR
(22,4),(4,11),-0.204864 # DEPENDENCYPART_GRANDPAR
(22,4),(4,13),-0.303182 # DEPENDENCYPART_GRANDPAR
(22,4),(4,16),0.118738 # DEPENDENCYPART_GRANDPAR
(22,4),(4,19),-0.0775513 # DEPENDENCYPART_GRANDPAR
(22,4),(4,23),-0.446663 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.303554 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.191813 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.264711 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.867634 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.0383789 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.196793 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-0.297263 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.266974 # DEPENDENCYPART_GRANDPAR
(22,8),(8,15),-0.0723774 # DEPENDENCYPART_GRANDPAR
(22,8),(8,16),0.111727 # DEPENDENCYPART_GRANDPAR
(22,8),(8,17),-0.201926 # DEPENDENCYPART_GRANDPAR
(22,8),(8,18),0.307226 # DEPENDENCYPART_GRANDPAR
(22,8),(8,19),-0.0413437 # DEPENDENCYPART_GRANDPAR
(22,8),(8,20),0.317947 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-0.903465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,8),(8,23),-0.44339 # DEPENDENCYPART_GRANDPAR
(22,8),(8,24),-1.36681 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.00208253 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.21428 # DEPENDENCYPART_GRANDPAR
(22,11),(11,2),-0.213411 # DEPENDENCYPART_GRANDPAR
(22,11),(11,4),-0.0955951 # DEPENDENCYPART_GRANDPAR
(22,11),(11,6),-0.174568 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-0.00153716 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-1.00952 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.043846 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.24145 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.211334 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),0.413368 # DEPENDENCYPART_GRANDPAR
(22,11),(11,22),-0.881169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,11),(11,23),-0.360842 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-1.03732 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-0.198882 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),0.0281336 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-1.00662 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),0.0808743 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.0890712 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.105607 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),0.230358 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.0804486 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),0.118738 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.238746 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),0.304501 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),-0.0775513 # DEPENDENCYPART_GRANDPAR
(22,13),(13,20),0.314137 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-0.880541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,23),-0.446663 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.168271 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.0611161 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),0.123958 # DEPENDENCYPART_GRANDPAR
(22,14),(14,23),-0.364881 # DEPENDENCYPART_GRANDPAR
(22,15),(15,2),-0.213411 # DEPENDENCYPART_GRANDPAR
(22,15),(15,6),-0.174568 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.043846 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.212613 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.077772 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.121373 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),0.253498 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),0.0958341 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.146113 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),0.841314 # DEPENDENCYPART_GRANDPAR
(22,16),(16,2),-0.214704 # DEPENDENCYPART_GRANDPAR
(22,16),(16,4),-0.0968886 # DEPENDENCYPART_GRANDPAR
(22,16),(16,6),-0.175861 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.050213 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.21898 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.0797447 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.122666 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),0.252205 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.0945648 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.146113 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),0.29038 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),0.0142965 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),0.298035 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),0.841314 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-0.881169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,23),-0.360842 # DEPENDENCYPART_GRANDPAR
(22,16),(16,25),-0.18157 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.122249 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.486196 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-0.870853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,2),-0.213411 # DEPENDENCYPART_GRANDPAR
(22,18),(18,6),-0.174568 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.077772 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),0.253498 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.088236 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),0.101925 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.0175652 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.0142965 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.298033 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.841314 # DEPENDENCYPART_GRANDPAR
(22,18),(18,24),-1.32736 # DEPENDENCYPART_GRANDPAR
(22,19),(19,4),-0.198882 # DEPENDENCYPART_GRANDPAR
(22,19),(19,8),0.0281336 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),0.0808743 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),-0.0890712 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.22466 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),0.268585 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),0.0353442 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),0.223057 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.01027 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.414962 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.314137 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.702306 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-0.880541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.446663 # DEPENDENCYPART_GRANDPAR
(22,20),(20,2),-0.213882 # DEPENDENCYPART_GRANDPAR
(22,20),(20,6),-0.175039 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),0.249661 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),0.00854217 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),0.2729 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.100742 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.836679 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-0.881169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.360842 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-1.32736 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.181593 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),0.029156 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),0.218612 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.0602659 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.242354 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.846796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,4),-0.479666 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-0.317808 # DEPENDENCYPART_GRANDPAR
(22,23),(23,10),-0.417833 # DEPENDENCYPART_GRANDPAR
(22,23),(23,11),-0.587681 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-0.486437 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-0.505444 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-0.0623852 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-0.463265 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.278194 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.3911 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.0836489 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.279813 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.0659685 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),0.434091 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.685576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-1.14564 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.0849806 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),0.0173676 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.170246 # DEPENDENCYPART_GRANDPAR
(23,4),(4,2),0.000745283 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),0.191472 # DEPENDENCYPART_GRANDPAR
(23,4),(4,5),0.535033 # DEPENDENCYPART_GRANDPAR
(23,4),(4,6),-0.255853 # DEPENDENCYPART_GRANDPAR
(23,4),(4,8),0.0681695 # DEPENDENCYPART_GRANDPAR
(23,4),(4,11),-0.101597 # DEPENDENCYPART_GRANDPAR
(23,4),(4,13),-0.194853 # DEPENDENCYPART_GRANDPAR
(23,4),(4,16),0.00905191 # DEPENDENCYPART_GRANDPAR
(23,4),(4,19),0.139412 # DEPENDENCYPART_GRANDPAR
(23,4),(4,23),-0.671934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,8),(8,2),0.0109125 # DEPENDENCYPART_GRANDPAR
(23,8),(8,4),-0.398894 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-0.164999 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.701886 # DEPENDENCYPART_GRANDPAR
(23,8),(8,10),-0.417784 # DEPENDENCYPART_GRANDPAR
(23,8),(8,11),-0.144602 # DEPENDENCYPART_GRANDPAR
(23,8),(8,12),-0.165989 # DEPENDENCYPART_GRANDPAR
(23,8),(8,13),-0.269874 # DEPENDENCYPART_GRANDPAR
(23,8),(8,15),-0.130263 # DEPENDENCYPART_GRANDPAR
(23,8),(8,16),-0.049035 # DEPENDENCYPART_GRANDPAR
(23,8),(8,17),0.0665235 # DEPENDENCYPART_GRANDPAR
(23,8),(8,18),0.0933093 # DEPENDENCYPART_GRANDPAR
(23,8),(8,19),0.0643913 # DEPENDENCYPART_GRANDPAR
(23,8),(8,20),0.0354521 # DEPENDENCYPART_GRANDPAR
(23,8),(8,22),0.410416 # DEPENDENCYPART_GRANDPAR
(23,8),(8,23),-0.584315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,8),(8,24),-0.517935 # DEPENDENCYPART_GRANDPAR
(23,10),(10,8),-0.00873617 # DEPENDENCYPART_GRANDPAR
(23,10),(10,11),-0.0744044 # DEPENDENCYPART_GRANDPAR
(23,11),(11,2),-0.00560944 # DEPENDENCYPART_GRANDPAR
(23,11),(11,4),-0.349218 # DEPENDENCYPART_GRANDPAR
(23,11),(11,6),-0.181521 # DEPENDENCYPART_GRANDPAR
(23,11),(11,8),-0.00839201 # DEPENDENCYPART_GRANDPAR
(23,11),(11,9),-0.779965 # DEPENDENCYPART_GRANDPAR
(23,11),(11,10),-0.346983 # DEPENDENCYPART_GRANDPAR
(23,11),(11,12),-0.141229 # DEPENDENCYPART_GRANDPAR
(23,11),(11,13),-0.150416 # DEPENDENCYPART_GRANDPAR
(23,11),(11,14),0.111724 # DEPENDENCYPART_GRANDPAR
(23,11),(11,22),0.518579 # DEPENDENCYPART_GRANDPAR
(23,11),(11,23),-0.495773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,12),(12,9),-0.780331 # DEPENDENCYPART_GRANDPAR
(23,13),(13,4),-0.362251 # DEPENDENCYPART_GRANDPAR
(23,13),(13,8),-0.0328306 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),-0.831124 # DEPENDENCYPART_GRANDPAR
(23,13),(13,10),-0.287237 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.0433337 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.215634 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),-0.0402097 # DEPENDENCYPART_GRANDPAR
(23,13),(13,15),-0.0872588 # DEPENDENCYPART_GRANDPAR
(23,13),(13,16),0.00905191 # DEPENDENCYPART_GRANDPAR
(23,13),(13,17),0.0354906 # DEPENDENCYPART_GRANDPAR
(23,13),(13,18),0.14742 # DEPENDENCYPART_GRANDPAR
(23,13),(13,19),0.139412 # DEPENDENCYPART_GRANDPAR
(23,13),(13,20),0.0757508 # DEPENDENCYPART_GRANDPAR
(23,13),(13,22),0.543965 # DEPENDENCYPART_GRANDPAR
(23,13),(13,23),-0.671934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,13),-0.196453 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.100245 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.0180468 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-0.545731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,15),(15,2),-0.00560944 # DEPENDENCYPART_GRANDPAR
(23,15),(15,6),-0.181521 # DEPENDENCYPART_GRANDPAR
(23,15),(15,10),-0.346983 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),-0.100935 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),-0.113548 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.201896 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),0.0260701 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),0.0230471 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),0.0912831 # DEPENDENCYPART_GRANDPAR
(23,15),(15,21),0.452826 # DEPENDENCYPART_GRANDPAR
(23,16),(16,2),-0.00657261 # DEPENDENCYPART_GRANDPAR
(23,16),(16,4),-0.350182 # DEPENDENCYPART_GRANDPAR
(23,16),(16,6),-0.182484 # DEPENDENCYPART_GRANDPAR
(23,16),(16,10),-0.353033 # DEPENDENCYPART_GRANDPAR
(23,16),(16,11),-0.106985 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.114849 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.20286 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),0.0251069 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.0926466 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),0.091283 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),0.164442 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),0.183849 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),0.0926219 # DEPENDENCYPART_GRANDPAR
(23,16),(16,21),0.452826 # DEPENDENCYPART_GRANDPAR
(23,16),(16,22),0.518579 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-0.495773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,25),0.114394 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.0936006 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),0.322306 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),0.651849 # DEPENDENCYPART_GRANDPAR
(23,18),(18,2),-0.00564545 # DEPENDENCYPART_GRANDPAR
(23,18),(18,6),-0.181557 # DEPENDENCYPART_GRANDPAR
(23,18),(18,12),-0.113584 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),0.0260341 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.0867072 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.00974837 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),0.118928 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),0.183848 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),0.0926172 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),0.452825 # DEPENDENCYPART_GRANDPAR
(23,18),(18,24),-0.38091 # DEPENDENCYPART_GRANDPAR
(23,19),(19,4),-0.362251 # DEPENDENCYPART_GRANDPAR
(23,19),(19,8),-0.0328306 # DEPENDENCYPART_GRANDPAR
