# _root_ beraz , koazerbatuek materiaren antolamenduaren nolabaiteko hastapen-forma eskaintzen digutela ikusten dugu , nahiz_eta antolamendu hau oraindik oso primitiboa eta erabat ezegonkorra izan .
#goldHeads=10,3,8,5,7,7,8,10,8,0,10,11,10,22,14,22,0,19,22,21,19,10,22,
#predictedHeads=0,3,8,5,7,7,8,10,8,0,10,11,0,22,14,18,18,19,22,21,19,10,22,
(20,21),(21,14),-0.517706 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.506278 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.426352 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.380568 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.447812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.256157 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.227735 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.457639 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.458765 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.0454501 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.137505 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.126682 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.0783888 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.0386074 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.0417127 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),0.0710832 # DEPENDENCYPART_GRANDPAR
(21,14),(14,22),-0.313941 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.281697 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),-0.228686 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.165086 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.314251 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.26187 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.0384379 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.0973646 # DEPENDENCYPART_GRANDPAR
(21,17),(17,1),-0.225692 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.162092 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.311351 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.25803 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.130115 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.110659 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.0495335 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.0883159 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.0795679 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.137309 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.398306 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.416518 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.159101 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.214041 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.103274 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.0503968 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.037099 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.100397 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.33612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.360287 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.164186 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.0781145 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.32886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,3),-0.549565 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-0.46354 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-0.454566 # DEPENDENCYPART_GRANDPAR
(21,22),(22,6),-0.3867 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),-0.609467 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.706787 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-0.703516 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.880781 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.330771 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.377059 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.534099 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.466483 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.349516 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.292568 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.374351 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.299292 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.150344 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.09036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.0872918 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.332842 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.37262 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.401114 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.122821 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.57148 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),-0.145479 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.332842 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.245269 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.401445 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.122814 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.571811 # DEPENDENCYPART_GRANDPAR
(22,4),(4,9),-0.145457 # DEPENDENCYPART_GRANDPAR
(22,4),(4,11),-0.381775 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.332842 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.243079 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.426331 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.122814 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.571473 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),-0.145457 # DEPENDENCYPART_GRANDPAR
(22,5),(5,11),-0.381775 # DEPENDENCYPART_GRANDPAR
(22,6),(6,1),-0.649903 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.386493 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.569215 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.599025 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.623002 # DEPENDENCYPART_GRANDPAR
(22,6),(6,12),-0.434774 # DEPENDENCYPART_GRANDPAR
(22,6),(6,17),-0.116833 # DEPENDENCYPART_GRANDPAR
(22,7),(7,2),-0.332842 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),-0.243079 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-0.426331 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.455581 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.183274 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.280391 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),-0.145457 # DEPENDENCYPART_GRANDPAR
(22,7),(7,11),-0.381775 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),-0.735321 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.421562 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.320155 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.50392 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.53373 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.218709 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.704096 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.0365626 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.593426 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.278122 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-0.43545 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.235643 # DEPENDENCYPART_GRANDPAR
(22,8),(8,14),-0.0904439 # DEPENDENCYPART_GRANDPAR
(22,8),(8,16),-0.0369901 # DEPENDENCYPART_GRANDPAR
(22,8),(8,17),-0.154682 # DEPENDENCYPART_GRANDPAR
(22,8),(8,18),-0.323207 # DEPENDENCYPART_GRANDPAR
(22,8),(8,19),-0.00804187 # DEPENDENCYPART_GRANDPAR
(22,8),(8,20),0.00543374 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-0.64876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,1),-0.736278 # DEPENDENCYPART_GRANDPAR
(22,10),(10,2),-0.410361 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),-0.32701 # DEPENDENCYPART_GRANDPAR
(22,10),(10,4),-0.510775 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.540585 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.214873 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.710951 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.567032 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.151574 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.265582 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.444565 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.235144 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.0661805 # DEPENDENCYPART_GRANDPAR
(22,10),(10,16),-0.0309605 # DEPENDENCYPART_GRANDPAR
(22,10),(10,17),-0.147513 # DEPENDENCYPART_GRANDPAR
(22,10),(10,18),-0.304889 # DEPENDENCYPART_GRANDPAR
(22,10),(10,19),-0.00897971 # DEPENDENCYPART_GRANDPAR
(22,10),(10,20),0.0126028 # DEPENDENCYPART_GRANDPAR
(22,10),(10,21),0.102119 # DEPENDENCYPART_GRANDPAR
(22,10),(10,22),-0.65265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,11),(11,7),-0.783473 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-0.597845 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.386349 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.088731 # DEPENDENCYPART_GRANDPAR
(22,11),(11,16),-0.0842882 # DEPENDENCYPART_GRANDPAR
(22,11),(11,19),0.0193624 # DEPENDENCYPART_GRANDPAR
(22,11),(11,22),-0.645628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,12),(12,8),-0.545115 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.169277 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.616457 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.396014 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-0.665087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,8),-0.504726 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.589575 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.356669 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.119903 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),0.0390898 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-0.688941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,6),-0.183274 # DEPENDENCYPART_GRANDPAR
(22,14),(14,8),-0.403508 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.478402 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.365699 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),0.103244 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.0045747 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),-0.10281 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),-0.135096 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),0.141704 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),0.0347139 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-0.549431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,23),0.0132089 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-0.605791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,1),-0.653825 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.297464 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.191165 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.187659 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.117676 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),0.0103562 # DEPENDENCYPART_GRANDPAR
(22,17),(17,1),-0.659981 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.30362 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.199408 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.1928 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.0669728 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.317521 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.0182084 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.0112747 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.0654052 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.0325819 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.0653815 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.0691877 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.167859 # DEPENDENCYPART_GRANDPAR
(22,19),(19,5),-0.370793 # DEPENDENCYPART_GRANDPAR
(22,19),(19,6),-0.133059 # DEPENDENCYPART_GRANDPAR
(22,19),(19,8),-0.480581 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-0.575043 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),0.0441667 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.126418 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),0.00554828 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.100182 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.134714 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.0206768 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.176567 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-0.738084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,13),-0.295031 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.0198845 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.116216 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.0651825 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.0325819 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.0653815 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),0.0501118 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.00715424 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.630493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
