# _root_ proposamenak pse , pp eta uaren babesa jaso zuen ; eajk eta eak kontra bozkatu zuten , eta iu-eb abstenitu egin zen .
#goldHeads=8,5,2,5,15,7,8,0,8,9,12,15,12,15,18,15,16,0,20,18,20,21,22,
#predictedHeads=8,5,2,5,8,7,8,18,8,9,12,15,12,15,18,15,16,0,20,18,20,20,22,
(17,12),(12,14),-0.0631391 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.220968 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.0615146 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.597657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.389173 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.451228 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.363077 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.00500591 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.211198 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.144635 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0434493 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0158536 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.575661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.390005 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.616295 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.398339 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.265222 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.717544 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.616702 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.646077 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.373469 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.657187 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.645403 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.301151 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.55714 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.301343 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.45724 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.318152 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.264172 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.138195 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.392948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.306643 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.0723545 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.0200608 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.126241 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.133876 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.137023 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),0.0431463 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.147039 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.0903329 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.0569736 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.248702 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.105784 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.00212737 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.251101 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),0.00181766 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.2875 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.294148 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.19811 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.396402 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.20618 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),0.107861 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.028896 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.125986 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),0.248997 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-0.430032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,20),0.0261122 # DEPENDENCYPART_GRANDPAR
(18,5),(5,21),-0.0773685 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.108764 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.0573248 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),0.0395725 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.252257 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.106917 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.177798 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.0589963 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.337204 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),0.330696 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),0.161997 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.0197988 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),0.0659575 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),0.159769 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.124657 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.0801269 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.0445622 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),0.0407219 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.208662 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.0282598 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),0.222598 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.120169 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),0.0300212 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.0174821 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),0.147053 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),0.390245 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),0.957521 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),0.0128451 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.463559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.443198 # DEPENDENCYPART_GRANDPAR
(18,8),(8,20),0.0494652 # DEPENDENCYPART_GRANDPAR
(18,8),(8,21),-0.0410903 # DEPENDENCYPART_GRANDPAR
(18,8),(8,22),0.53565 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),0.0782868 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),0.0603375 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),0.00181766 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.2875 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.19811 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.169741 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.374517 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.194365 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),0.1294 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.0137011 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.132474 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.0860247 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.0466001 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.248997 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.635035 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.116009 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.430032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,20),0.0261122 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.0773685 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.139625 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.479359 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.0217855 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.280562 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.110072 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),0.111108 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.173318 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.106743 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.0932231 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),0.0290183 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.257323 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.0754779 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),0.189295 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),0.203828 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),0.00290815 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.0830267 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.0563955 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.218705 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.939918 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.0166507 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.463547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.442701 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),0.0494867 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.0410688 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),0.535752 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.0031667 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.0652475 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.192885 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0437359 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.359635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.260976 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),0.174547 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),0.532414 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.190505 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.0383718 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.122152 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.69987 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.382106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,17),-0.141105 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.382085 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-0.731566 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.329039 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-0.893485 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-0.717083 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.245721 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.0661773 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.652072 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.275031 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.578134 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.209057 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.109573 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),0.552778 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.270939 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.183377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.109279 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.50715 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.919519 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-0.53493 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-0.827079 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-0.750644 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-0.341135 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-0.912562 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-0.736161 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-0.222469 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.67115 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.287127 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.597212 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.205388 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.0863206 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),0.560833 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.269722 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.176006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.169305 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.470246 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.878326 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.229636 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.190487 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.402309 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.327647 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-1.14071 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.43796 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-1.04845 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-1.75718 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.00567797 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-1.40701 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.699876 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-1.59248 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-1.53414 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-1.09194 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-2.58406 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.45672 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.616022 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-1.36508 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.627305 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.921115 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.89494 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.57304 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.370961 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.706267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.15726 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.154523 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.289098 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.133476 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.0213366 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.283682 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.411792 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.213106 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.25642 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),0.0407607 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.299009 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.42677 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.288945 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.602181 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),0.0450331 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),-0.0628866 # DEPENDENCYPART_GRANDPAR
(20,5),(5,18),-0.00612248 # DEPENDENCYPART_GRANDPAR
(20,5),(5,20),-0.738946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,21),-0.541448 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.136185 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.407927 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),-0.505083 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.31107 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.144271 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.0927594 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.0647873 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.318511 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.238846 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.5851 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.111536 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-0.256003 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.516173 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.311106 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.177505 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.088107 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.104013 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.317955 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.452993 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.481886 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.162714 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),0.000697313 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.304596 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),-0.0739394 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),-0.195072 # DEPENDENCYPART_GRANDPAR
(20,8),(8,16),-0.206005 # DEPENDENCYPART_GRANDPAR
(20,8),(8,17),-0.0978083 # DEPENDENCYPART_GRANDPAR
(20,8),(8,18),-0.0504583 # DEPENDENCYPART_GRANDPAR
(20,8),(8,19),0.42684 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-0.649985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,21),-0.444143 # DEPENDENCYPART_GRANDPAR
(20,8),(8,22),-0.57895 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.218129 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.447977 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.574102 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.229898 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),0.000354331 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.146045 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),-0.319006 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),-0.0508012 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.307726 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.261628 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),-0.411792 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),-0.213106 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),0.0407607 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.0741963 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.224751 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.348991 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.352279 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.597315 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.0603914 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.280971 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.128296 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.0628866 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.353164 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),-0.140376 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.00612248 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-0.738946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,21),-0.541448 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.119494 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.0018312 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),0.0226686 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.140025 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.104535 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.492381 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.287313 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.163645 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.0643143 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.0862003 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.294162 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.427757 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.383421 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.49425 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.119392 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),0.0231294 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.269557 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.0786713 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.18977 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.0885974 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.055737 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.434136 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.649901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.444059 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.578767 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.235115 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.377264 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.17699 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.0627671 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.0376839 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.413497 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.646378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,22),-0.571847 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.136705 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),0.0160321 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.27897 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.292579 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.129012 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.411792 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.213106 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),0.0407607 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.0741963 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.224751 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.348991 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.352279 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.0603914 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),0.0351334 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.193967 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.0758139 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.116598 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.336056 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.125422 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.460986 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.738946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.541448 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.620681 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.00518698 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.561034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,1),-0.848991 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-0.65901 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-0.442885 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.303546 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-0.667414 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-0.791925 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-0.576734 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.494373 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.194216 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.638855 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.31314 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.343053 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.529922 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.334424 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.245372 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),0.0925815 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.578588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.295107 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.145756 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),0.0797592 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),-0.258257 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.0215404 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.382535 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.256786 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.105145 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.254475 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.218821 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),-0.439657 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.374335 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.131643 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.241364 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.447389 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.0529801 # DEPENDENCYPART_GRANDPAR
