# _root_ bigarrenik , polimerizazio edo oxigeno zein nitrogenozko zubi baten bidezko bi molekula organikoren konbinazioa , eta alderantzizko prozesu edo hidrolisia .
#goldHeads=0,1,4,14,6,8,6,4,8,9,12,14,12,16,14,0,18,19,16,19,20,
#predictedHeads=3,3,4,8,6,8,6,12,8,9,12,14,12,16,14,0,18,19,16,19,20,
(18,11),(11,12),-0.342094 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.525764 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.405806 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.360635 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.622733 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.535858 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.535946 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.400108 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.304315 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.239346 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.231244 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.19389 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.0304846 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.206288 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.742617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.38203 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.545054 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.337038 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.260374 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.290712 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.296655 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.113335 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.127027 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.703312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.347478 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.505843 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.405604 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.606595 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.360432 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.621427 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.534552 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.535576 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.398802 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.303945 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.391185 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.0779938 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.193538 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.0308368 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.206648 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.742613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.38203 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.54505 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.337038 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.385536 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.0189505 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.184192 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.375004 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.402773 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.457142 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.343026 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.471973 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.385099 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.380589 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.227092 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.22659 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.241701 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.266698 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.20612 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.123723 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.195969 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.77248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.368409 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.57501 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.255131 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.114679 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.703312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.347478 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.505843 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-0.832519 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.914657 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.929488 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.842613 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.691063 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.543519 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.70295 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.663635 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.341175 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.303065 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.211953 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.294735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0679606 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.218007 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.296322 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.251065 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.297111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.0781591 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.247695 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.328857 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.156863 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.470675 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.261357 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.328845 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.154908 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.584201 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.46439 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.348025 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.270875 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.322523 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.154908 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.453401 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.324037 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.128978 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.322523 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.380046 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),-0.222983 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.154908 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.584201 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.46439 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.453401 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.324037 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.462919 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.322523 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),0.0708992 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.380046 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.222983 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),-0.106245 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.601094 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.4655 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.470294 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.325147 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.479812 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.337915 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.556075 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.380312 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),0.175358 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.2234 # DEPENDENCYPART_GRANDPAR
(19,10),(10,21),0.0726792 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.372164 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.476872 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.181541 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),0.0586456 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.585103 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.46439 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.324037 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.46382 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.321924 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.556242 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.154428 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.560063 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.222988 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),0.150062 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.266312 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.106245 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),-0.0485052 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.32308 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.41565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.150367 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),0.0726792 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.46439 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.453401 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.324037 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.462919 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.321022 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.556075 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.153527 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.559896 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.0157102 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.333622 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.266312 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.106245 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.0485001 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.324698 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.41565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.150362 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),0.0726792 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0697655 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.104343 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.142543 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.591073 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.539903 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.460273 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.399926 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.469791 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.327894 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.550939 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.137782 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.588226 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.022552 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.364733 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.0472356 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.296392 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.158004 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.24648 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.467902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.251915 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.045016 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.113686 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.247123 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.435819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.16851 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.469129 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.328325 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.570585 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.015675 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.341853 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.0403282 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.127905 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.131915 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.16737 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.415906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.150617 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),0.072424 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.576983 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.443523 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.402501 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.116616 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.209784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.3183 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.272349 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.394456 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.553866 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.21865 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.22536 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.200258 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),-0.187039 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.87421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,14),-0.630206 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.210467 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.168195 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.497202 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.34203 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.200258 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.187039 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.87421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,4),-0.677945 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.535674 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.279998 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.497097 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),0.332328 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.599813 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.146765 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.368158 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.315753 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.202364 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.913489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.160324 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.59076 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.587265 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.512754 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.568975 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.236693 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.180476 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.343369 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.446115 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.144125 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.329691 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.170799 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.0975403 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.901263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
