# _root_ hura ikustean arkitektoa izan behar_nuen burutazioa sartu zitzaion aitari , etxetxoak ganbarara bazterreratu eta traste_artean zapuztu , potortu eta hautsatu ziren arte .
#goldHeads=2,7,4,5,6,7,0,7,7,9,13,13,14,7,16,14,16,14,7,14,20,21,22,
#predictedHeads=2,5,4,5,6,7,0,7,7,9,13,13,14,7,16,14,16,19,0,19,20,20,22,
(17,15),(15,16),0.392994 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.183364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,21),-0.0433935 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.116632 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.255514 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),0.0526521 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.185869 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),0.0633261 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.192614 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),0.131391 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),0.00304198 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.129149 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),0.00944488 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.165272 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0950051 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.137498 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.00902241 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0538149 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.358168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.207988 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.325312 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.177855 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.0766867 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.535918 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.452092 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.232787 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.169698 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.151882 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.479061 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.515184 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.44182 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.158614 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.218273 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.403727 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.091153 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.215551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.116061 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.118258 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.0586007 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.191058 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.218273 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.403727 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.091153 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.215551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.137441 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.0086436 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.0586007 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.191058 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.227314 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.339579 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.30275 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.792733 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.262888 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.67207 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.180005 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.362479 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.334168 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.377616 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),-0.0555711 # DEPENDENCYPART_GRANDPAR
(18,5),(5,19),-0.363932 # DEPENDENCYPART_GRANDPAR
(18,5),(5,21),-0.608172 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.338937 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.296996 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.78567 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.257133 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.206088 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.625626 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.366629 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.334978 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.0695821 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.362739 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.378425 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.162014 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.0420326 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.137592 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),0.0144949 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-0.709606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),-0.365233 # DEPENDENCYPART_GRANDPAR
(18,7),(7,20),-0.594275 # DEPENDENCYPART_GRANDPAR
(18,7),(7,21),-0.608761 # DEPENDENCYPART_GRANDPAR
(18,7),(7,22),-0.53856 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.75427 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.799153 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.191448 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.125038 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.639109 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.082454 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.485754 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.0908667 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.314142 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.334405 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.301207 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.0162275 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.334405 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.088995 # DEPENDENCYPART_GRANDPAR
(18,11),(11,23),-0.176464 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.0818096 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.299274 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),0.0168719 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.327035 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.0251803 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.089007 # DEPENDENCYPART_GRANDPAR
(18,12),(12,23),-0.176464 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.339579 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.792733 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.262888 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.211843 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.632689 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.157183 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.416184 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.294788 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.0125689 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.322549 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.343325 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0555711 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.136783 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.0186082 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.216472 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.708335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,20),-0.593004 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.608172 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.537735 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.255516 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.727534 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.267461 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.16454 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.567491 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.154519 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.229589 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.104008 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.25735 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.275658 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0902506 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.106461 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.143893 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.268849 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.797382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.388958 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.68205 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.611229 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0507483 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.00187094 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.201693 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.240755 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.48911 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.176464 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.339579 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.30275 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.792733 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.211843 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.632689 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.157183 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.416184 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.294788 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.0125689 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.322549 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.343325 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.137553 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0329192 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0974023 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.216472 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.708335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.363932 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.593004 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.608172 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.537735 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.151467 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.114269 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.0250411 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.729428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.614097 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-0.57126 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.56752 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.435079 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.762855 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.781174 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.409209 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.263439 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.537708 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.232701 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.503405 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.420788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.363092 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.438473 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.113504 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.238412 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.46242 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.143654 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.462088 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.546073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.181091 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.332616 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.150904 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.241969 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.317183 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.40286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),-0.103008 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.287529 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.443056 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.135615 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.487819 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.602842 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.23553 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.137704 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.537342 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.142717 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),-0.075741 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-0.605196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,1),-0.537058 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.235044 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.502394 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.140331 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.568008 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.00129808 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.192268 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.367089 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.111552 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),-0.252731 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),-0.484271 # DEPENDENCYPART_GRANDPAR
(19,4),(4,13),0.0464973 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),-0.0542425 # DEPENDENCYPART_GRANDPAR
(19,4),(4,16),0.126057 # DEPENDENCYPART_GRANDPAR
(19,4),(4,18),0.316681 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-0.627191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,20),-0.349744 # DEPENDENCYPART_GRANDPAR
(19,4),(4,22),-0.550213 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.46199 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.112405 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.477334 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.278303 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.136804 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.411834 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.115293 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.301227 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.0542229 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.186869 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.418409 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),0.0698037 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.0264132 # DEPENDENCYPART_GRANDPAR
(19,7),(7,15),-0.101712 # DEPENDENCYPART_GRANDPAR
(19,7),(7,16),0.149363 # DEPENDENCYPART_GRANDPAR
(19,7),(7,18),0.339988 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-0.606733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,20),-0.315087 # DEPENDENCYPART_GRANDPAR
(19,7),(7,21),-0.530686 # DEPENDENCYPART_GRANDPAR
(19,7),(7,22),-0.499142 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.327293 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),0.00819724 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.363211 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.0425892 # DEPENDENCYPART_GRANDPAR
(19,11),(11,23),-0.0638746 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.146092 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.326649 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),0.00819724 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.212291 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),0.151 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.0426031 # DEPENDENCYPART_GRANDPAR
(19,12),(12,23),-0.0638746 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.486472 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.511437 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.320736 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.179236 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.445936 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.0308306 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.104817 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.245018 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),0.013504 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.13066 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.377187 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.084094 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.135752 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.12984 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.0154599 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.320465 # DEPENDENCYPART_GRANDPAR
(19,13),(13,20),-0.313785 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.529787 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.498172 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.2077 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.634691 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.400234 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.238049 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.569191 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.114546 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.368272 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.177186 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.253914 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.49335 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.0512208 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.190642 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.00199738 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.0959462 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.192622 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.571686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.337166 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.435813 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.0990435 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0951046 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.230566 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.060185 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.496667 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.0638746 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.486472 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.154837 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.511437 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.179236 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.445936 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.0308306 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.104817 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.245018 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),0.013504 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.13066 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.377187 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.00759181 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.00221972 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0455025 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.0154599 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.320465 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.605196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.313785 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.529787 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.498172 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.121387 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.231789 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0418281 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.397615 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),-0.231447 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.486472 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.179236 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.0308306 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.104817 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.245018 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.13066 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.377187 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.00759181 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.00221972 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.0455025 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0871511 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.10566 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.605196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.313785 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.529787 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.498172 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.364258 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.687724 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.352076 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.250877 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.161452 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.325032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.209755 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.128803 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.0917811 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.121042 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.0130397 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.285462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.244252 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.307384 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.207218 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.336808 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.665533 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.408554 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.0619068 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.406978 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.218791 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.417312 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.0864701 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.328898 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.331617 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.204767 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.40753 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.0303637 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.220863 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.174977 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.0442109 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.703239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,22),-0.323528 # DEPENDENCYPART_GRANDPAR
