# _root_ berdin egiten dute elefante eta zaldi gidariek , zeintzuek praktikaz hezitzen dituzte abere hoiek , hezitzeko zientziatik ezertxo_ere jakin gabe .
#goldHeads=2,0,2,5,7,5,2,7,11,11,7,11,11,13,14,17,19,19,11,19,20,
#predictedHeads=2,0,2,5,7,5,11,7,11,11,0,11,11,13,14,17,19,19,11,19,20,
(19,16),(16,8),-0.343323 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.452321 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.247416 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.378118 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.337722 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.242466 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.264715 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.0379296 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.153666 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.64058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.117427 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.350437 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.173954 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.246784 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0284728 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.546226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.0116164 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),0.0560206 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0974239 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.0241751 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.193659 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.437226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.265333 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.292697 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.190368 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.207703 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.2173 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.0703992 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.798059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.273238 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),-0.367854 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.362094 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.272138 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.264294 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.320942 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.313743 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.312053 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.285597 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.283359 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.199113 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.264918 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.251877 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.140887 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.123609 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.838239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.323689 # DEPENDENCYPART_GRANDPAR
