# _root_ horren berri zuzena eta zehatza izateko asmoak bultzatuta , karrantzako_udaleko ordezkaritza bat langraizko kartzelan fernando_diezekin biltzen ahaleginduko da , eta horretarako egin dute eskaera .
#goldHeads=2,6,4,2,4,7,8,20,8,11,17,11,14,16,16,17,20,17,18,0,22,20,22,22,24,
#predictedHeads=2,6,4,2,4,7,8,17,8,11,17,11,14,16,16,17,20,17,18,0,22,20,22,22,24,
(18,17),(17,16),-0.0109846 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.987029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.290274 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.527488 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.758224 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.66434 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.685491 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.18604 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.485596 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.750776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.274605 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-0.276961 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),0.153667 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.0556645 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.632236 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.125754 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.213259 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.512678 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.797766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.0663166 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.170941 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.484826 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.495668 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.415097 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-0.966813 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-0.317942 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),0.175222 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-1.06275 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.491696 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-0.728996 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.664004 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.713488 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.157522 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.190884 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.490942 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.608517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),-0.0156975 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.224234 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.127094 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.496099 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.40458 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.118698 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.428577 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.276754 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.149598 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.303213 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.153159 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.238391 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.0851927 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.169454 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.0566555 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.125175 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.0551974 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.242252 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.135601 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.109705 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0672754 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.19515 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.342952 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.555773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.356892 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.455895 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.00192423 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.611994 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.27429 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.131557 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.301232 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.151895 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.23641 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.0818182 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.151414 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.053281 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),0.0376225 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.107134 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.0371567 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.239788 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.11756 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0916642 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.0492347 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.137949 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.349782 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.555234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.356299 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.455092 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.0012214 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.611446 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.033593 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.228105 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.508625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.307379 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.40782 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.0433136 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.316503 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.353032 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.340693 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.426731 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.358405 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.151734 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.138926 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.0274983 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.318502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.163219 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.0701197 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.116023 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.243392 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.539091 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.393978 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.181495 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.235179 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.225472 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.168019 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),0.0218744 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.028251 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),0.0501194 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),-0.1255 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),-0.289085 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),-0.0826154 # DEPENDENCYPART_GRANDPAR
(20,4),(4,15),-0.105572 # DEPENDENCYPART_GRANDPAR
(20,4),(4,16),0.163858 # DEPENDENCYPART_GRANDPAR
(20,4),(4,17),0.252481 # DEPENDENCYPART_GRANDPAR
(20,4),(4,20),-0.413925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,4),(4,22),0.0910082 # DEPENDENCYPART_GRANDPAR
(20,4),(4,24),-0.154586 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-0.445045 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.28653 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.0323072 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),0.142257 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.0152549 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.150711 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),0.134817 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),0.0673121 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),-0.185788 # DEPENDENCYPART_GRANDPAR
(20,6),(6,16),0.289907 # DEPENDENCYPART_GRANDPAR
(20,6),(6,17),0.365424 # DEPENDENCYPART_GRANDPAR
(20,6),(6,20),-0.435457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,6),(6,22),0.126311 # DEPENDENCYPART_GRANDPAR
(20,6),(6,24),-0.215496 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.440868 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.269206 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.0324759 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),0.134583 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.0154236 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.158042 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.0236106 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),0.0831551 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),0.103794 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.0698512 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.234095 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.147539 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),-0.0276262 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),-0.050682 # DEPENDENCYPART_GRANDPAR
(20,8),(8,16),0.304807 # DEPENDENCYPART_GRANDPAR
(20,8),(8,17),0.380323 # DEPENDENCYPART_GRANDPAR
(20,8),(8,18),0.636813 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-0.447434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,22),0.127314 # DEPENDENCYPART_GRANDPAR
(20,8),(8,23),0.335036 # DEPENDENCYPART_GRANDPAR
(20,8),(8,24),-0.213876 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),0.168049 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),0.112983 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.0626927 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),0.0655138 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.0424805 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.0938023 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),0.112983 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.0626927 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.328843 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.139566 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.0216263 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.416418 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.48928 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),0.228347 # DEPENDENCYPART_GRANDPAR
(20,16),(16,1),-0.468731 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.327018 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.060254 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),0.110429 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.0432017 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.187839 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.0814225 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),0.0772309 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),0.137446 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.0381725 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.214919 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.115102 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),0.00284423 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.0182446 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.349745 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.586663 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.0419152 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.447628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,22),0.126979 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),0.334796 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.213957 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.440868 # DEPENDENCYPART_GRANDPAR
(20,17),(17,2),-0.269206 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-0.0324759 # DEPENDENCYPART_GRANDPAR
(20,17),(17,4),0.134583 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.0154236 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.158042 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.0236106 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),0.107028 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),0.173355 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),0.195258 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),0.0196393 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.187056 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.0572902 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),0.060656 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.0395672 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.285529 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.636813 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.013522 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.447434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,22),0.127314 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),0.335036 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.213876 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.0565636 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.324561 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.104661 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.352439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),0.212357 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),0.33353 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.154161 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.208656 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.443517 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.365999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.488379 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.287373 # DEPENDENCYPART_GRANDPAR
(20,22),(22,2),-0.902434 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-0.23955 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-0.552324 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-0.68387 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-0.466041 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.641736 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.71859 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.601233 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.621732 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.151057 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.0783405 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),0.277839 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.278642 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.159899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.273552 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.721811 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.479038 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.382108 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.421083 # DEPENDENCYPART_GRANDPAR
(20,24),(24,16),-0.0233448 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),0.0493729 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.150746 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),0.424242 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.621121 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.515372 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.493152 # DEPENDENCYPART_GRANDPAR
(21,22),(22,2),-0.758603 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-0.615131 # DEPENDENCYPART_GRANDPAR
(21,22),(22,6),-0.555564 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),-0.765599 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-0.773663 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.706954 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.650726 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.671535 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.742 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.466441 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.489832 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.751358 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.576145 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.299523 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.268142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.296173 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.0860079 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-0.423806 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.447196 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.51676 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.171347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.05248 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.283752 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.0175899 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.123217 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.507121 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.0253021 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),-0.619083 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.0214482 # DEPENDENCYPART_GRANDPAR
(22,2),(2,12),-0.191613 # DEPENDENCYPART_GRANDPAR
(22,2),(2,20),-0.186344 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.234822 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),0.148017 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.512554 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.710427 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.411253 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.0268399 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-0.0888795 # DEPENDENCYPART_GRANDPAR
(22,4),(4,9),-0.113723 # DEPENDENCYPART_GRANDPAR
(22,4),(4,10),0.117238 # DEPENDENCYPART_GRANDPAR
(22,4),(4,11),0.0584527 # DEPENDENCYPART_GRANDPAR
(22,4),(4,12),-0.301331 # DEPENDENCYPART_GRANDPAR
(22,4),(4,14),-0.10427 # DEPENDENCYPART_GRANDPAR
(22,4),(4,15),-0.215293 # DEPENDENCYPART_GRANDPAR
(22,4),(4,16),-0.114287 # DEPENDENCYPART_GRANDPAR
(22,4),(4,17),-0.0925127 # DEPENDENCYPART_GRANDPAR
(22,4),(4,20),-0.230236 # DEPENDENCYPART_GRANDPAR
(22,4),(4,22),-0.785658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,4),(4,24),-0.235845 # DEPENDENCYPART_GRANDPAR
(22,6),(6,1),-0.311588 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),0.00962523 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.538977 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.0992034 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.652868 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.0921787 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.19703 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.0323188 # DEPENDENCYPART_GRANDPAR
(22,6),(6,13),-0.355263 # DEPENDENCYPART_GRANDPAR
(22,6),(6,16),-0.204364 # DEPENDENCYPART_GRANDPAR
(22,6),(6,17),-0.200663 # DEPENDENCYPART_GRANDPAR
(22,6),(6,20),-0.265136 # DEPENDENCYPART_GRANDPAR
(22,6),(6,22),-0.685641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,6),(6,24),-0.164259 # DEPENDENCYPART_GRANDPAR
(22,7),(7,1),-0.0944126 # DEPENDENCYPART_GRANDPAR
(22,7),(7,2),0.07631 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),-0.449082 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),0.020248 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.573836 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.3618 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.0119828 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),-0.0725437 # DEPENDENCYPART_GRANDPAR
(22,7),(7,12),-0.157247 # DEPENDENCYPART_GRANDPAR
(22,10),(10,1),-0.108183 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.0782995 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),0.0475312 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),0.082577 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.15577 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.263723 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.0800574 # DEPENDENCYPART_GRANDPAR
(22,11),(11,1),-0.105255 # DEPENDENCYPART_GRANDPAR
(22,11),(11,3),-0.451002 # DEPENDENCYPART_GRANDPAR
(22,11),(11,5),-0.575755 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),0.0165904 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-0.0753714 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),0.0506239 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),0.166934 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.154173 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.263063 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.0793969 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.190508 # DEPENDENCYPART_GRANDPAR
(22,11),(11,18),-0.0359975 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),0.0476956 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),0.158149 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),0.0940507 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.079631 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.190742 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),0.0482397 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),0.158146 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),0.094047 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.209273 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.252084 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.190743 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),-0.0362318 # DEPENDENCYPART_GRANDPAR
(22,14),(14,25),-0.0181858 # DEPENDENCYPART_GRANDPAR
(22,15),(15,3),-0.45393 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),0.158149 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),0.0940507 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.209272 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.252081 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.065017 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.0061365 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.0362317 # DEPENDENCYPART_GRANDPAR
(22,15),(15,25),-0.0181103 # DEPENDENCYPART_GRANDPAR
(22,16),(16,1),-0.30796 # DEPENDENCYPART_GRANDPAR
(22,16),(16,2),0.0146869 # DEPENDENCYPART_GRANDPAR
(22,16),(16,3),-0.543454 # DEPENDENCYPART_GRANDPAR
(22,16),(16,4),-0.104231 # DEPENDENCYPART_GRANDPAR
(22,16),(16,5),-0.657345 # DEPENDENCYPART_GRANDPAR
(22,16),(16,6),-0.577078 # DEPENDENCYPART_GRANDPAR
(22,16),(16,7),-0.1021 # DEPENDENCYPART_GRANDPAR
(22,16),(16,8),-0.260645 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),0.0486627 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.0153218 # DEPENDENCYPART_GRANDPAR
