# _root_ ybarra eta gonzalezen_arabera , bbvak banku bakar bezala egingo du lan bere unitate eta negozio guztietan , " espainiako merkatuan jada ezagunenetakoa den marka bakarrarekin " .
#goldHeads=2,9,2,3,9,9,6,7,0,9,9,13,2,9,2,15,16,17,20,23,23,23,24,9,24,25,26,
#predictedHeads=2,9,2,3,9,9,6,7,0,9,9,13,14,9,14,15,16,17,20,23,23,0,24,9,24,25,26,
(19,17),(17,24),-0.606698 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-1.11145 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.450388 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.08924 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.666821 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.287877 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.56519 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.314043 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.932092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.177451 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.129761 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.34168 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.800447 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.223449 # DEPENDENCYPART_GRANDPAR
(19,23),(23,6),-1.02896 # DEPENDENCYPART_GRANDPAR
(19,23),(23,8),-0.480196 # DEPENDENCYPART_GRANDPAR
(19,23),(23,9),-0.58148 # DEPENDENCYPART_GRANDPAR
(19,23),(23,11),-1.11604 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-0.693616 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-0.255489 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.591997 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-1.35216 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.360975 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-1.06392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),-0.073978 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.0892163 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.23121 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.683241 # DEPENDENCYPART_GRANDPAR
(19,24),(24,7),-1.11145 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.287877 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.314043 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.933801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.0503011 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.0678087 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.0489403 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.800284 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.224693 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.650783 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.387124 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.110997 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.29558 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.521794 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.31632 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.5902 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.207692 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),0.0101303 # DEPENDENCYPART_GRANDPAR
(20,8),(8,21),-0.128694 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.16243 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.167912 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.784742 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.523718 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.588605 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.247466 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.440089 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-2.15075 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.176203 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.156479 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),0.0646015 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.0800663 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.226207 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),0.214685 # DEPENDENCYPART_GRANDPAR
(20,11),(11,23),-0.175184 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.147505 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.754847 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.493823 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.57866 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.233304 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.430551 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.625226 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.255463 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),0.0600025 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.0869836 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.223668 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.207768 # DEPENDENCYPART_GRANDPAR
(20,13),(13,23),-0.175127 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.245227 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.160033 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.712608 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.60835 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.344755 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.115457 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.348635 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-2.05269 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.489539 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.147628 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.118256 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.0629895 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.298288 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.13371 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.508526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,23),-0.164934 # DEPENDENCYPART_GRANDPAR
(20,14),(14,24),-0.574595 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.147599 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.754967 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.578753 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.255556 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.264874 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.223673 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.18792 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.205179 # DEPENDENCYPART_GRANDPAR
(20,15),(15,21),-0.146937 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.175127 # DEPENDENCYPART_GRANDPAR
(20,15),(15,27),-0.256887 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.160333 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.405527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,23),-0.15555 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.483209 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0401739 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.478567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,23),-0.175127 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.544634 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.0941224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,24),-0.248077 # DEPENDENCYPART_GRANDPAR
(20,23),(23,6),-0.841843 # DEPENDENCYPART_GRANDPAR
(20,23),(23,8),-0.356077 # DEPENDENCYPART_GRANDPAR
(20,23),(23,9),-0.723102 # DEPENDENCYPART_GRANDPAR
(20,23),(23,11),-0.997065 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-0.615874 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.254788 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.537879 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.577992 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.327409 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.254075 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.178994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.0228235 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.107742 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.329976 # DEPENDENCYPART_GRANDPAR
(20,24),(24,7),-0.855722 # DEPENDENCYPART_GRANDPAR
(20,24),(24,14),-0.287176 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.280477 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.228523 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.0549167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.0440593 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.206185 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.212825 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.169049 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-0.471548 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.106088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),0.0973102 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.171194 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),0.0537644 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),-0.180562 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),-0.217668 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.207163 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.178971 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.134758 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.148262 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.113231 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.0966532 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.712095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,23),-0.432828 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.505772 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.395995 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-0.116499 # DEPENDENCYPART_GRANDPAR
(21,24),(24,7),-0.412471 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-0.328878 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.323388 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.30309 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.120866 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.446506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,23),-0.131303 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.155324 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),0.0465144 # DEPENDENCYPART_GRANDPAR
(22,20),(20,7),-0.148952 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),-0.16645 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.46114 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.297463 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.0481786 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.295943 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.115647 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.412746 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.0982921 # DEPENDENCYPART_GRANDPAR
(22,20),(20,23),-0.412727 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.523013 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.559258 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.400839 # DEPENDENCYPART_GRANDPAR
(23,6),(6,1),-0.195701 # DEPENDENCYPART_GRANDPAR
(23,6),(6,2),-0.231552 # DEPENDENCYPART_GRANDPAR
(23,6),(6,3),-0.803619 # DEPENDENCYPART_GRANDPAR
(23,6),(6,4),-0.174818 # DEPENDENCYPART_GRANDPAR
(23,6),(6,5),-0.417383 # DEPENDENCYPART_GRANDPAR
(23,6),(6,7),-0.555553 # DEPENDENCYPART_GRANDPAR
(23,6),(6,8),-0.267714 # DEPENDENCYPART_GRANDPAR
(23,6),(6,9),-0.233101 # DEPENDENCYPART_GRANDPAR
(23,6),(6,10),-1.03489 # DEPENDENCYPART_GRANDPAR
(23,6),(6,11),-0.500456 # DEPENDENCYPART_GRANDPAR
(23,6),(6,12),-0.357323 # DEPENDENCYPART_GRANDPAR
(23,6),(6,13),-0.100838 # DEPENDENCYPART_GRANDPAR
(23,6),(6,14),-0.230372 # DEPENDENCYPART_GRANDPAR
(23,6),(6,15),-0.117954 # DEPENDENCYPART_GRANDPAR
(23,6),(6,16),-0.259347 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-0.248217 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.362392 # DEPENDENCYPART_GRANDPAR
(23,8),(8,11),-0.5219 # DEPENDENCYPART_GRANDPAR
(23,8),(8,13),-0.112763 # DEPENDENCYPART_GRANDPAR
(23,8),(8,14),-0.276222 # DEPENDENCYPART_GRANDPAR
(23,8),(8,21),0.0786371 # DEPENDENCYPART_GRANDPAR
(23,9),(9,1),-0.231487 # DEPENDENCYPART_GRANDPAR
(23,9),(9,2),-0.327289 # DEPENDENCYPART_GRANDPAR
(23,9),(9,3),-0.839405 # DEPENDENCYPART_GRANDPAR
(23,9),(9,4),-0.236151 # DEPENDENCYPART_GRANDPAR
(23,9),(9,5),-0.453169 # DEPENDENCYPART_GRANDPAR
(23,9),(9,6),-0.140285 # DEPENDENCYPART_GRANDPAR
(23,9),(9,7),-0.650747 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.375199 # DEPENDENCYPART_GRANDPAR
(23,9),(9,10),-0.910325 # DEPENDENCYPART_GRANDPAR
(23,9),(9,11),-0.480792 # DEPENDENCYPART_GRANDPAR
(23,9),(9,12),-0.44552 # DEPENDENCYPART_GRANDPAR
(23,9),(9,13),-0.0673704 # DEPENDENCYPART_GRANDPAR
(23,9),(9,14),-0.276555 # DEPENDENCYPART_GRANDPAR
(23,9),(9,15),-0.0839545 # DEPENDENCYPART_GRANDPAR
(23,9),(9,17),-0.363255 # DEPENDENCYPART_GRANDPAR
(23,9),(9,19),-0.209519 # DEPENDENCYPART_GRANDPAR
(23,9),(9,20),-0.174783 # DEPENDENCYPART_GRANDPAR
(23,9),(9,21),0.0876279 # DEPENDENCYPART_GRANDPAR
(23,9),(9,23),-0.806995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,9),(9,24),-0.416038 # DEPENDENCYPART_GRANDPAR
(23,11),(11,2),-0.229176 # DEPENDENCYPART_GRANDPAR
(23,11),(11,4),-0.172331 # DEPENDENCYPART_GRANDPAR
(23,11),(11,5),-0.42742 # DEPENDENCYPART_GRANDPAR
(23,11),(11,6),-0.121751 # DEPENDENCYPART_GRANDPAR
(23,11),(11,7),-0.553809 # DEPENDENCYPART_GRANDPAR
(23,11),(11,8),-0.365877 # DEPENDENCYPART_GRANDPAR
(23,11),(11,9),-0.339949 # DEPENDENCYPART_GRANDPAR
(23,11),(11,10),-1.04204 # DEPENDENCYPART_GRANDPAR
(23,11),(11,12),-0.360736 # DEPENDENCYPART_GRANDPAR
(23,11),(11,13),-0.100497 # DEPENDENCYPART_GRANDPAR
(23,11),(11,14),-0.228688 # DEPENDENCYPART_GRANDPAR
(23,11),(11,15),-0.117613 # DEPENDENCYPART_GRANDPAR
(23,11),(11,16),-0.26276 # DEPENDENCYPART_GRANDPAR
(23,11),(11,19),-0.235641 # DEPENDENCYPART_GRANDPAR
(23,11),(11,23),-0.782659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,13),(13,2),-0.231205 # DEPENDENCYPART_GRANDPAR
(23,13),(13,5),-0.417348 # DEPENDENCYPART_GRANDPAR
(23,13),(13,6),-0.111678 # DEPENDENCYPART_GRANDPAR
(23,13),(13,7),-0.564451 # DEPENDENCYPART_GRANDPAR
(23,13),(13,8),-0.36851 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),-0.343538 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.446702 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.489807 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),-0.230109 # DEPENDENCYPART_GRANDPAR
(23,13),(13,15),-0.117507 # DEPENDENCYPART_GRANDPAR
(23,13),(13,16),-0.259347 # DEPENDENCYPART_GRANDPAR
(23,13),(13,19),-0.235534 # DEPENDENCYPART_GRANDPAR
(23,13),(13,23),-0.782654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,1),-0.113652 # DEPENDENCYPART_GRANDPAR
(23,14),(14,2),-0.369182 # DEPENDENCYPART_GRANDPAR
(23,14),(14,3),-0.721569 # DEPENDENCYPART_GRANDPAR
(23,14),(14,5),-0.335333 # DEPENDENCYPART_GRANDPAR
(23,14),(14,6),-0.0272238 # DEPENDENCYPART_GRANDPAR
(23,14),(14,8),-0.330797 # DEPENDENCYPART_GRANDPAR
(23,14),(14,9),-0.350996 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),-1.05045 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.383906 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.471898 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),0.0320584 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.104332 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.405335 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.396086 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),-0.192027 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-0.780017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,24),-0.385267 # DEPENDENCYPART_GRANDPAR
(23,15),(15,2),-0.231294 # DEPENDENCYPART_GRANDPAR
(23,15),(15,5),-0.417462 # DEPENDENCYPART_GRANDPAR
(23,15),(15,7),-0.56454 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),-0.489896 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.0500705 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.259852 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.331573 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),-0.239128 # DEPENDENCYPART_GRANDPAR
(23,15),(15,21),0.114222 # DEPENDENCYPART_GRANDPAR
(23,15),(15,23),-0.782654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,15),(15,27),-0.219552 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.0740774 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.321053 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.217191 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),0.00855225 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-0.772658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,24),-0.306253 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.139846 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.201322 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-0.782654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),-0.326422 # DEPENDENCYPART_GRANDPAR
(23,20),(20,7),-0.564451 # DEPENDENCYPART_GRANDPAR
(23,20),(20,8),-0.368511 # DEPENDENCYPART_GRANDPAR
(23,20),(20,11),-0.444307 # DEPENDENCYPART_GRANDPAR
(23,20),(20,13),-0.0475605 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),-0.121734 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.0473879 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.130527 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.187873 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),0.114726 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-0.782654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.326666 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-0.912897 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),-0.219552 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.289692 # DEPENDENCYPART_GRANDPAR
(23,21),(21,24),-0.253753 # DEPENDENCYPART_GRANDPAR
(23,24),(24,7),-0.920365 # DEPENDENCYPART_GRANDPAR
(23,24),(24,14),-0.456941 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-0.473294 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.502064 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.461079 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.122799 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.508955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.536772 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.0785326 # DEPENDENCYPART_GRANDPAR
(23,25),(25,15),-0.343918 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.427829 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.0593277 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),-0.0590022 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.0883103 # DEPENDENCYPART_GRANDPAR
(24,7),(7,5),-0.632252 # DEPENDENCYPART_GRANDPAR
(24,7),(7,6),-0.33822 # DEPENDENCYPART_GRANDPAR
(24,7),(7,8),0.0439719 # DEPENDENCYPART_GRANDPAR
(24,7),(7,9),-0.0111669 # DEPENDENCYPART_GRANDPAR
(24,14),(14,1),-0.635559 # DEPENDENCYPART_GRANDPAR
(24,14),(14,2),-0.050967 # DEPENDENCYPART_GRANDPAR
(24,14),(14,3),-0.576459 # DEPENDENCYPART_GRANDPAR
(24,14),(14,5),-0.589731 # DEPENDENCYPART_GRANDPAR
(24,14),(14,6),-0.295763 # DEPENDENCYPART_GRANDPAR
(24,14),(14,8),0.0395562 # DEPENDENCYPART_GRANDPAR
(24,14),(14,9),-0.0641783 # DEPENDENCYPART_GRANDPAR
(24,14),(14,10),-1.02445 # DEPENDENCYPART_GRANDPAR
(24,14),(14,11),-0.502938 # DEPENDENCYPART_GRANDPAR
(24,14),(14,12),-0.170103 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),-0.206316 # DEPENDENCYPART_GRANDPAR
(24,14),(14,15),-0.190987 # DEPENDENCYPART_GRANDPAR
(24,14),(14,16),-0.333917 # DEPENDENCYPART_GRANDPAR
(24,14),(14,17),-0.0667008 # DEPENDENCYPART_GRANDPAR
(24,14),(14,20),0.0997877 # DEPENDENCYPART_GRANDPAR
(24,14),(14,23),0.251719 # DEPENDENCYPART_GRANDPAR
(24,14),(14,24),-0.706774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,17),(17,18),-0.0224155 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),0.0838409 # DEPENDENCYPART_GRANDPAR
(24,17),(17,23),0.197995 # DEPENDENCYPART_GRANDPAR
(24,17),(17,24),-0.615388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,17),0.0265817 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),0.0788545 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),0.170584 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-0.676814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,7),-0.349962 # DEPENDENCYPART_GRANDPAR
(24,20),(20,8),-0.0783898 # DEPENDENCYPART_GRANDPAR
(24,20),(20,11),-0.636374 # DEPENDENCYPART_GRANDPAR
(24,20),(20,13),-0.350561 # DEPENDENCYPART_GRANDPAR
(24,20),(20,14),0.0536693 # DEPENDENCYPART_GRANDPAR
(24,20),(20,15),-0.304917 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),0.044737 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.0548494 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),0.0975372 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),0.172246 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-0.677057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-0.142845 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-0.236777 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.0468508 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-0.583323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,6),-0.329397 # DEPENDENCYPART_GRANDPAR
(24,23),(23,8),0.0778577 # DEPENDENCYPART_GRANDPAR
(24,23),(23,9),-0.109315 # DEPENDENCYPART_GRANDPAR
(24,23),(23,11),-0.539865 # DEPENDENCYPART_GRANDPAR
(24,23),(23,13),-0.240092 # DEPENDENCYPART_GRANDPAR
(24,23),(23,14),0.068243 # DEPENDENCYPART_GRANDPAR
(24,23),(23,15),-0.206481 # DEPENDENCYPART_GRANDPAR
(24,23),(23,16),-0.30757 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),0.0381 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),0.0630537 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),0.093484 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),0.154319 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-0.703852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.119665 # DEPENDENCYPART_GRANDPAR
(24,25),(25,15),-0.599598 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.304045 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.0379389 # DEPENDENCYPART_GRANDPAR
