# _root_ jarritako helburuetan lan_egiteko , hamabost kidek osatutako batzorde iraunkorra izendatu zen , eta horiek bost lan batzordetan lan_egin dute ordutik_hona .
#goldHeads=2,3,10,3,6,7,8,10,8,13,10,11,0,16,17,18,16,13,18,18,20,
#predictedHeads=2,3,10,3,6,7,8,10,8,13,10,11,0,18,16,17,18,13,18,18,20,
(18,15),(15,16),0.340679 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.368435 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),0.12084 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.509215 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.0895553 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.0344825 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.300615 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0847651 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0184974 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.389851 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.35497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.5745 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),0.0230781 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),0.353234 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.27656 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),0.139715 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.506352 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.0804686 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.0261666 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.292698 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0620217 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.00424606 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.410739 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.354871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.574397 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),0.023177 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),0.353333 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.0267122 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),0.00114538 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.0809159 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),0.10286 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),0.130718 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.55169 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.413023 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.352334 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.302301 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.0975131 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.259791 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.134017 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.311679 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.279651 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.0659885 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.894428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.397765 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.343606 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.0869941 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.399894 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.356797 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.302713 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.0960492 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.258677 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.120752 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.298415 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.275599 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.0662277 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.894423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.397765 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.343606 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.495427 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.588211 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),-0.171137 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.167734 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.0935679 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.126367 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.0264048 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.0885607 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.104307 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.126933 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.212903 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.0597496 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.150062 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.762646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.243203 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.193311 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.154797 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.0982225 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.127006 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.0254466 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.0876396 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.0912342 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.11386 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.0153499 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.0599868 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.150161 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.762646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.243203 # DEPENDENCYPART_GRANDPAR
