# _root_ ildo horretan , ppk eta pse-eek ere " joko bikoitza " egiten dutela esan du , eta euren testua ehren babesa lortzeko aldatzea leporatu die .
#goldHeads=14,1,2,5,12,5,0,7,12,9,10,14,12,17,14,15,0,19,23,21,22,23,24,17,24,25,
#predictedHeads=14,1,2,5,12,5,0,7,12,9,10,14,12,17,14,15,0,19,24,21,22,23,24,17,24,25,
(22,5),(5,23),-0.971521 # DEPENDENCYPART_GRANDPAR
(22,5),(5,24),-0.77052 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.0754338 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.272068 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.0741624 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),-0.449289 # DEPENDENCYPART_GRANDPAR
(22,7),(7,12),-0.174793 # DEPENDENCYPART_GRANDPAR
(22,7),(7,14),-0.618032 # DEPENDENCYPART_GRANDPAR
(22,7),(7,17),-0.26124 # DEPENDENCYPART_GRANDPAR
(22,9),(9,2),-0.16284 # DEPENDENCYPART_GRANDPAR
(22,9),(9,3),-0.10458 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.278914 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.177638 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-0.367579 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.243624 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.412857 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),0.00302883 # DEPENDENCYPART_GRANDPAR
(22,9),(9,15),-0.874559 # DEPENDENCYPART_GRANDPAR
(22,9),(9,21),0.291576 # DEPENDENCYPART_GRANDPAR
(22,9),(9,23),-0.79344 # DEPENDENCYPART_GRANDPAR
(22,9),(9,24),-0.592445 # DEPENDENCYPART_GRANDPAR
(22,10),(10,1),-0.894786 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.302857 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.184178 # DEPENDENCYPART_GRANDPAR
(22,12),(12,1),-0.925704 # DEPENDENCYPART_GRANDPAR
(22,12),(12,2),-0.223635 # DEPENDENCYPART_GRANDPAR
(22,12),(12,3),-0.116087 # DEPENDENCYPART_GRANDPAR
(22,12),(12,4),-0.292228 # DEPENDENCYPART_GRANDPAR
(22,12),(12,5),-0.21069 # DEPENDENCYPART_GRANDPAR
(22,12),(12,6),-0.355903 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),-0.291849 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.321406 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.367028 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),0.127656 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.652329 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.750052 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),-0.101458 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),-0.289559 # DEPENDENCYPART_GRANDPAR
(22,12),(12,18),-0.679809 # DEPENDENCYPART_GRANDPAR
(22,12),(12,19),-0.0842911 # DEPENDENCYPART_GRANDPAR
(22,12),(12,20),-0.0991381 # DEPENDENCYPART_GRANDPAR
(22,12),(12,21),0.244592 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-0.837529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,12),(12,23),-0.876337 # DEPENDENCYPART_GRANDPAR
(22,12),(12,24),-0.674243 # DEPENDENCYPART_GRANDPAR
(22,12),(12,25),-0.932157 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.57986 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.817577 # DEPENDENCYPART_GRANDPAR
(22,14),(14,1),-0.926425 # DEPENDENCYPART_GRANDPAR
(22,14),(14,2),-0.251023 # DEPENDENCYPART_GRANDPAR
(22,14),(14,3),-0.155607 # DEPENDENCYPART_GRANDPAR
(22,14),(14,4),-0.291517 # DEPENDENCYPART_GRANDPAR
(22,14),(14,5),-0.170812 # DEPENDENCYPART_GRANDPAR
(22,14),(14,6),-0.354991 # DEPENDENCYPART_GRANDPAR
(22,14),(14,7),-0.275298 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),-0.320494 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.389436 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.163121 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),0.095443 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.678436 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.0774439 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),-0.27461 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),-0.659722 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),-0.0788596 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),-0.0937065 # DEPENDENCYPART_GRANDPAR
(22,14),(14,21),0.25001 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-0.864719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,23),-0.903528 # DEPENDENCYPART_GRANDPAR
(22,14),(14,24),-0.701434 # DEPENDENCYPART_GRANDPAR
(22,14),(14,25),-0.951277 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.0626348 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.0819301 # DEPENDENCYPART_GRANDPAR
(22,15),(15,24),-0.677925 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.164228 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),0.0346041 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.823115 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.0894462 # DEPENDENCYPART_GRANDPAR
(22,16),(16,24),-0.702309 # DEPENDENCYPART_GRANDPAR
(22,17),(17,1),-0.803032 # DEPENDENCYPART_GRANDPAR
(22,17),(17,4),-0.184273 # DEPENDENCYPART_GRANDPAR
(22,17),(17,5),-0.176879 # DEPENDENCYPART_GRANDPAR
(22,17),(17,6),-0.226215 # DEPENDENCYPART_GRANDPAR
(22,17),(17,9),-0.203436 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.107204 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),0.0156223 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.572998 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.848827 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.109679 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.614362 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.0254244 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),0.01106 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.346032 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-0.93729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.971521 # DEPENDENCYPART_GRANDPAR
(22,17),(17,24),-0.77052 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.0568731 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-0.833023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,5),-0.176543 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-0.390866 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.541682 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.00913179 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.232261 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.585206 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.0389935 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.296403 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-0.804271 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.046459 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.294946 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-0.758944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,5),-0.183402 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.396038 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.0143561 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.23912 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.590379 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.0665723 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.0812942 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.758988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.793472 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.804274 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.328715 # DEPENDENCYPART_GRANDPAR
(22,23),(23,1),-1.25707 # DEPENDENCYPART_GRANDPAR
(22,23),(23,4),-0.644819 # DEPENDENCYPART_GRANDPAR
(22,23),(23,5),-0.407326 # DEPENDENCYPART_GRANDPAR
(22,23),(23,6),-0.722847 # DEPENDENCYPART_GRANDPAR
(22,23),(23,9),-0.677408 # DEPENDENCYPART_GRANDPAR
(22,23),(23,10),-0.810479 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-0.308971 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-0.201494 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-0.790488 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-1.05352 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.334685 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.463044 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.907985 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.403023 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.418128 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.0792821 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.685702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.505776 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.622442 # DEPENDENCYPART_GRANDPAR
(22,24),(24,1),-1.25794 # DEPENDENCYPART_GRANDPAR
(22,24),(24,5),-0.408167 # DEPENDENCYPART_GRANDPAR
(22,24),(24,6),-0.723716 # DEPENDENCYPART_GRANDPAR
(22,24),(24,9),-0.678277 # DEPENDENCYPART_GRANDPAR
(22,24),(24,10),-0.811183 # DEPENDENCYPART_GRANDPAR
(22,24),(24,12),-0.305863 # DEPENDENCYPART_GRANDPAR
(22,24),(24,13),-0.202198 # DEPENDENCYPART_GRANDPAR
(22,24),(24,14),-0.787381 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-1.05423 # DEPENDENCYPART_GRANDPAR
(22,24),(24,16),-0.335386 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.463885 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.908689 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.403892 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.418997 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.080151 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.692323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.730984 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.612515 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.0843886 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),-0.683172 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.209335 # DEPENDENCYPART_GRANDPAR
(23,1),(1,2),0.028784 # DEPENDENCYPART_GRANDPAR
(23,1),(1,3),-0.264511 # DEPENDENCYPART_GRANDPAR
(23,1),(1,4),-0.453927 # DEPENDENCYPART_GRANDPAR
(23,4),(4,1),-1.08342 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),-0.204773 # DEPENDENCYPART_GRANDPAR
(23,4),(4,6),-0.578619 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),-1.01339 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.174155 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),-0.29917 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.453771 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),-0.597373 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),-0.391216 # DEPENDENCYPART_GRANDPAR
(23,5),(5,9),-0.402616 # DEPENDENCYPART_GRANDPAR
(23,5),(5,12),-0.0124994 # DEPENDENCYPART_GRANDPAR
(23,5),(5,14),-0.311656 # DEPENDENCYPART_GRANDPAR
(23,5),(5,19),0.233992 # DEPENDENCYPART_GRANDPAR
(23,5),(5,21),0.269421 # DEPENDENCYPART_GRANDPAR
(23,5),(5,22),0.293416 # DEPENDENCYPART_GRANDPAR
(23,5),(5,23),-0.840054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,5),(5,24),-0.387368 # DEPENDENCYPART_GRANDPAR
(23,6),(6,3),-0.163721 # DEPENDENCYPART_GRANDPAR
(23,6),(6,4),-0.494416 # DEPENDENCYPART_GRANDPAR
(23,9),(9,2),-0.132576 # DEPENDENCYPART_GRANDPAR
(23,9),(9,3),-0.192867 # DEPENDENCYPART_GRANDPAR
(23,9),(9,4),-0.501262 # DEPENDENCYPART_GRANDPAR
(23,9),(9,5),-0.298774 # DEPENDENCYPART_GRANDPAR
(23,9),(9,6),-0.592708 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.284016 # DEPENDENCYPART_GRANDPAR
(23,9),(9,10),-0.342053 # DEPENDENCYPART_GRANDPAR
(23,9),(9,13),-0.352426 # DEPENDENCYPART_GRANDPAR
(23,9),(9,15),-0.840837 # DEPENDENCYPART_GRANDPAR
(23,9),(9,21),0.284833 # DEPENDENCYPART_GRANDPAR
(23,9),(9,23),-0.662153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,9),(9,24),-0.209474 # DEPENDENCYPART_GRANDPAR
(23,10),(10,1),-1.0586 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-0.378186 # DEPENDENCYPART_GRANDPAR
(23,10),(10,11),-0.216712 # DEPENDENCYPART_GRANDPAR
(23,12),(12,1),-1.08133 # DEPENDENCYPART_GRANDPAR
(23,12),(12,2),-0.169497 # DEPENDENCYPART_GRANDPAR
(23,12),(12,3),-0.186407 # DEPENDENCYPART_GRANDPAR
(23,12),(12,4),-0.507 # DEPENDENCYPART_GRANDPAR
(23,12),(12,5),-0.318622 # DEPENDENCYPART_GRANDPAR
(23,12),(12,6),-0.573456 # DEPENDENCYPART_GRANDPAR
(23,12),(12,7),-0.48494 # DEPENDENCYPART_GRANDPAR
(23,12),(12,9),-0.388546 # DEPENDENCYPART_GRANDPAR
(23,12),(12,10),-0.303405 # DEPENDENCYPART_GRANDPAR
(23,12),(12,13),-0.232397 # DEPENDENCYPART_GRANDPAR
(23,12),(12,14),-0.468498 # DEPENDENCYPART_GRANDPAR
(23,12),(12,15),-0.720927 # DEPENDENCYPART_GRANDPAR
(23,12),(12,16),-0.183165 # DEPENDENCYPART_GRANDPAR
(23,12),(12,17),-0.310313 # DEPENDENCYPART_GRANDPAR
(23,12),(12,18),-0.828286 # DEPENDENCYPART_GRANDPAR
(23,12),(12,19),0.186338 # DEPENDENCYPART_GRANDPAR
(23,12),(12,20),-0.133201 # DEPENDENCYPART_GRANDPAR
(23,12),(12,21),0.230042 # DEPENDENCYPART_GRANDPAR
(23,12),(12,22),0.117998 # DEPENDENCYPART_GRANDPAR
(23,12),(12,23),-0.745073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,12),(12,24),-0.291295 # DEPENDENCYPART_GRANDPAR
(23,12),(12,25),-0.993868 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),-0.397985 # DEPENDENCYPART_GRANDPAR
(23,13),(13,15),-0.7904 # DEPENDENCYPART_GRANDPAR
(23,14),(14,1),-1.08205 # DEPENDENCYPART_GRANDPAR
(23,14),(14,2),-0.196885 # DEPENDENCYPART_GRANDPAR
(23,14),(14,3),-0.225927 # DEPENDENCYPART_GRANDPAR
(23,14),(14,4),-0.506289 # DEPENDENCYPART_GRANDPAR
(23,14),(14,5),-0.278744 # DEPENDENCYPART_GRANDPAR
(23,14),(14,6),-0.572544 # DEPENDENCYPART_GRANDPAR
(23,14),(14,7),-0.46839 # DEPENDENCYPART_GRANDPAR
(23,14),(14,9),-0.387633 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),-0.325813 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.0767413 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.255924 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.649311 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.159151 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.295364 # DEPENDENCYPART_GRANDPAR
(23,14),(14,18),-0.808199 # DEPENDENCYPART_GRANDPAR
(23,14),(14,19),0.19177 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),-0.12777 # DEPENDENCYPART_GRANDPAR
(23,14),(14,21),0.235461 # DEPENDENCYPART_GRANDPAR
(23,14),(14,22),0.199116 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-0.772264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,24),-0.318486 # DEPENDENCYPART_GRANDPAR
(23,14),(14,25),-1.01299 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.148729 # DEPENDENCYPART_GRANDPAR
(23,15),(15,20),-0.118229 # DEPENDENCYPART_GRANDPAR
(23,15),(15,24),-0.295032 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.0948774 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.330477 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.798905 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.112685 # DEPENDENCYPART_GRANDPAR
(23,16),(16,24),-0.319415 # DEPENDENCYPART_GRANDPAR
(23,17),(17,1),-1.01339 # DEPENDENCYPART_GRANDPAR
(23,17),(17,4),-0.453771 # DEPENDENCYPART_GRANDPAR
(23,17),(17,5),-0.311249 # DEPENDENCYPART_GRANDPAR
(23,17),(17,6),-0.498495 # DEPENDENCYPART_GRANDPAR
(23,17),(17,9),-0.325302 # DEPENDENCYPART_GRANDPAR
(23,17),(17,12),-0.04661 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),-0.362413 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.397937 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.837458 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.21878 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.788052 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),0.233992 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),-0.0850643 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),0.269421 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),0.293416 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-0.840054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,24),-0.387368 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),0.211509 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),0.239363 # DEPENDENCYPART_GRANDPAR
(23,19),(19,5),-0.297679 # DEPENDENCYPART_GRANDPAR
(23,19),(19,10),-0.342335 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),-0.358737 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.10967 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.24423 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.740821 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.0652499 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),0.28966 # DEPENDENCYPART_GRANDPAR
(23,19),(19,25),-0.865972 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),0.23063 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),0.288203 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.340316 # DEPENDENCYPART_GRANDPAR
(23,21),(21,5),-0.304538 # DEPENDENCYPART_GRANDPAR
(23,21),(21,10),-0.347508 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.114894 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.251089 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.745993 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),0.210517 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.108897 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.336621 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-0.662185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,25),-0.865976 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.244782 # DEPENDENCYPART_GRANDPAR
(23,22),(22,1),-1.09319 # DEPENDENCYPART_GRANDPAR
(23,22),(22,4),-0.518852 # DEPENDENCYPART_GRANDPAR
(23,22),(22,5),-0.302309 # DEPENDENCYPART_GRANDPAR
(23,22),(22,6),-0.585314 # DEPENDENCYPART_GRANDPAR
(23,22),(22,7),-0.479513 # DEPENDENCYPART_GRANDPAR
(23,22),(22,9),-0.400403 # DEPENDENCYPART_GRANDPAR
(23,22),(22,10),-0.32078 # DEPENDENCYPART_GRANDPAR
(23,22),(22,12),-0.0595393 # DEPENDENCYPART_GRANDPAR
(23,22),(22,13),-0.243939 # DEPENDENCYPART_GRANDPAR
(23,22),(22,14),-0.46833 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.719908 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.122578 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.24886 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.774568 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),0.231977 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.0885787 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.261778 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.75214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.298362 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.99693 # DEPENDENCYPART_GRANDPAR
(23,24),(24,1),-1.41703 # DEPENDENCYPART_GRANDPAR
(23,24),(24,5),-0.529451 # DEPENDENCYPART_GRANDPAR
(23,24),(24,6),-0.94473 # DEPENDENCYPART_GRANDPAR
(23,24),(24,9),-0.748877 # DEPENDENCYPART_GRANDPAR
(23,24),(24,10),-0.762865 # DEPENDENCYPART_GRANDPAR
(23,24),(24,12),-0.239342 # DEPENDENCYPART_GRANDPAR
(23,24),(24,13),-0.564145 # DEPENDENCYPART_GRANDPAR
(23,24),(24,14),-0.606394 # DEPENDENCYPART_GRANDPAR
(23,24),(24,15),-1.02699 # DEPENDENCYPART_GRANDPAR
(23,24),(24,16),-0.422026 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-0.476002 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-1.05961 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.122688 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.442485 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.0841251 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.00805016 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.596876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.663646 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.00976438 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.551021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,26),-0.12574 # DEPENDENCYPART_GRANDPAR
(24,1),(1,2),0.0574878 # DEPENDENCYPART_GRANDPAR
(24,1),(1,3),-0.32251 # DEPENDENCYPART_GRANDPAR
(24,1),(1,4),-0.532322 # DEPENDENCYPART_GRANDPAR
(24,5),(5,1),-1.19794 # DEPENDENCYPART_GRANDPAR
(24,5),(5,2),-0.142033 # DEPENDENCYPART_GRANDPAR
(24,5),(5,3),-0.326543 # DEPENDENCYPART_GRANDPAR
(24,5),(5,4),-0.540051 # DEPENDENCYPART_GRANDPAR
(24,5),(5,6),-0.749616 # DEPENDENCYPART_GRANDPAR
(24,5),(5,7),-0.410652 # DEPENDENCYPART_GRANDPAR
(24,5),(5,9),-0.627315 # DEPENDENCYPART_GRANDPAR
(24,5),(5,12),-0.173245 # DEPENDENCYPART_GRANDPAR
(24,5),(5,14),-0.188544 # DEPENDENCYPART_GRANDPAR
(24,5),(5,19),-0.151049 # DEPENDENCYPART_GRANDPAR
(24,5),(5,21),-0.215779 # DEPENDENCYPART_GRANDPAR
(24,5),(5,22),0.260643 # DEPENDENCYPART_GRANDPAR
(24,5),(5,23),0.431489 # DEPENDENCYPART_GRANDPAR
(24,5),(5,24),-0.701268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,6),(6,3),-0.16106 # DEPENDENCYPART_GRANDPAR
(24,6),(6,4),-0.551576 # DEPENDENCYPART_GRANDPAR
(24,9),(9,2),-0.0831648 # DEPENDENCYPART_GRANDPAR
(24,9),(9,3),-0.192023 # DEPENDENCYPART_GRANDPAR
(24,9),(9,4),-0.559541 # DEPENDENCYPART_GRANDPAR
(24,9),(9,5),-0.255318 # DEPENDENCYPART_GRANDPAR
(24,9),(9,6),-0.728745 # DEPENDENCYPART_GRANDPAR
(24,9),(9,8),-0.244999 # DEPENDENCYPART_GRANDPAR
(24,9),(9,10),-0.392383 # DEPENDENCYPART_GRANDPAR
(24,9),(9,13),-0.282045 # DEPENDENCYPART_GRANDPAR
(24,9),(9,15),-0.287911 # DEPENDENCYPART_GRANDPAR
(24,9),(9,21),-0.205155 # DEPENDENCYPART_GRANDPAR
(24,9),(9,23),0.464926 # DEPENDENCYPART_GRANDPAR
(24,9),(9,24),-0.517904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,10),(10,1),-1.22569 # DEPENDENCYPART_GRANDPAR
(24,10),(10,9),-0.597109 # DEPENDENCYPART_GRANDPAR
(24,10),(10,11),-0.291216 # DEPENDENCYPART_GRANDPAR
(24,12),(12,1),-1.26922 # DEPENDENCYPART_GRANDPAR
(24,12),(12,2),-0.152078 # DEPENDENCYPART_GRANDPAR
(24,12),(12,3),-0.227314 # DEPENDENCYPART_GRANDPAR
(24,12),(12,4),-0.596615 # DEPENDENCYPART_GRANDPAR
(24,12),(12,5),-0.300441 # DEPENDENCYPART_GRANDPAR
(24,12),(12,6),-0.740829 # DEPENDENCYPART_GRANDPAR
(24,12),(12,7),-0.520353 # DEPENDENCYPART_GRANDPAR
(24,12),(12,9),-0.629211 # DEPENDENCYPART_GRANDPAR
(24,12),(12,10),-0.363397 # DEPENDENCYPART_GRANDPAR
