# _root_ baina oraingoan , alderdiko ordezkaritza guztiek eman die abisu alderdikideei , " abenturazko bideetara eraman nahi_gaituztenak berriz_ere uxatzeko " agindurik .
#goldHeads=0,7,2,5,7,5,0,7,7,7,10,11,14,15,16,18,18,20,18,7,20,
#predictedHeads=0,7,2,5,7,5,0,7,7,7,10,11,14,15,18,15,18,7,18,19,20,
(20,14),(14,7),-0.370955 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.150988 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.151614 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),0.0419357 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.206197 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.0909881 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.0434977 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.017871 # DEPENDENCYPART_GRANDPAR
(20,14),(14,21),-0.0881957 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.386291 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.187179 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.0467226 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.302658 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.173973 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.474174 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.605347 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.146498 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.144074 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),0.00427262 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.207696 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.132836 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.107217 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.0799246 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.333621 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.721458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,2),-0.179029 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),-0.303641 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.174956 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.47893 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.596491 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.14748 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.145056 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.208677 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.137608 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.0906674 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.0430368 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.311915 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.720103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,14),-0.247021 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.0665311 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.11084 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.359665 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.380168 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.176366 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.0365218 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.300984 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.172299 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.470474 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.594132 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.144823 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.142399 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),0.0144735 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.20602 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.134653 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.0776186 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.122537 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.0537805 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.00705887 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.720101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
