# _root_ jaurlaritzak prezioak hitzartzen dituztela irizten badio , europako_batzordera jotzeko asmoa du , hark azter dezan europako lehia askearen gaineko legedia betetzen den ala ez .
#goldHeads=5,3,5,3,11,5,6,9,10,11,0,11,14,11,14,17,20,17,18,21,23,21,14,21,24,
#predictedHeads=3,3,5,3,11,5,6,9,10,11,0,11,14,11,14,17,19,17,20,21,23,21,14,23,24,
(17,23),(23,13),-0.634174 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.41308 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.347722 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.416522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,19),-0.0664841 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.192643 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.307377 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.335725 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.0365938 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.380018 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0864629 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.131949 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.397173 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.380023 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0713932 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.128237 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.44196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.835923 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.869352 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.516938 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.42274 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-0.286098 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.374409 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.643794 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.589696 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.354903 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.387107 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.10897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.653297 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.368199 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.130989 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.643794 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.354903 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.387107 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.10902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.528594 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.214703 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.368199 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.131001 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.573666 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-1.2335 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),-0.612822 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),0.0248274 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),0.0694157 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.100814 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.0577591 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.543783 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.747234 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.848619 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.356712 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-1.45492 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.273352 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-1.32216 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.0536705 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.0342409 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),0.0491878 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.393711 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-1.18157 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.0491468 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.837791 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.468328 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.27382 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.00587978 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.469482 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.06226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.663852 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.640356 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.81285 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.349344 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.23987 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.10608 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.0566897 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.853802 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.23911 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.904303 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.282822 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.576767 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.04236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.643955 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.787519 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.333698 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.468492 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.38941 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.111143 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.00308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.604675 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-1.12273 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.0428373 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.317572 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.127491 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.587605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.331078 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.697171 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.380616 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.66107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.274917 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.098839 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),0.00213483 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.0060564 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),0.037829 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.0778839 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.0835947 # DEPENDENCYPART_GRANDPAR
(20,13),(13,21),-0.309981 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.218542 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.133207 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.0898786 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.554299 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.217782 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-1.11513 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.0437227 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.75177 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.504388 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.745898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,22),-0.761987 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.196981 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-0.426796 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.151851 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.136386 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.430952 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.706618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,12),-0.102528 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.566949 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.230424 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.00899794 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.00577389 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.570856 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.745898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.761987 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.426796 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-1.07409 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-1.28422 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-0.515221 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.499277 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-0.506239 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-0.959577 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-0.284816 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-0.858784 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-1.2985 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.800291 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.527611 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-1.22929 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.303069 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.315791 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),0.291556 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),0.0219318 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.43402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.602625 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.00335281 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.18978 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),0.0667053 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.376255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,23),0.0378781 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.264903 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.547947 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.133285 # DEPENDENCYPART_GRANDPAR
(21,1),(1,6),0.104481 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.697387 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.19544 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.1346 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),0.103166 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.715018 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.582787 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),0.0245584 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.411745 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),0.254707 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),-0.161365 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),-0.47603 # DEPENDENCYPART_GRANDPAR
(21,3),(3,9),-0.379734 # DEPENDENCYPART_GRANDPAR
(21,3),(3,10),-0.300413 # DEPENDENCYPART_GRANDPAR
(21,3),(3,11),-0.449727 # DEPENDENCYPART_GRANDPAR
(21,3),(3,12),-0.221695 # DEPENDENCYPART_GRANDPAR
(21,3),(3,15),0.563228 # DEPENDENCYPART_GRANDPAR
(21,3),(3,16),-0.330897 # DEPENDENCYPART_GRANDPAR
(21,3),(3,19),-0.173235 # DEPENDENCYPART_GRANDPAR
(21,3),(3,20),0.197377 # DEPENDENCYPART_GRANDPAR
(21,3),(3,21),-0.871852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,3),(3,23),-0.411986 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.714832 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.582601 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.378253 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.0503231 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),0.254707 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.161365 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.475792 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.379734 # DEPENDENCYPART_GRANDPAR
(21,5),(5,10),-0.300175 # DEPENDENCYPART_GRANDPAR
(21,5),(5,11),-0.449727 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),-0.221695 # DEPENDENCYPART_GRANDPAR
(21,5),(5,14),-0.245156 # DEPENDENCYPART_GRANDPAR
(21,5),(5,15),0.563228 # DEPENDENCYPART_GRANDPAR
(21,5),(5,16),-0.330659 # DEPENDENCYPART_GRANDPAR
(21,5),(5,17),-0.0249059 # DEPENDENCYPART_GRANDPAR
(21,5),(5,19),-0.172997 # DEPENDENCYPART_GRANDPAR
(21,5),(5,20),0.197614 # DEPENDENCYPART_GRANDPAR
(21,5),(5,21),-0.871852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,5),(5,23),-0.411986 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.384622 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),-0.108641 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),0.131475 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.297393 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.0578346 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.177184 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),-0.222516 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),-0.722963 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-0.590732 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.380471 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.0525382 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.397571 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),0.19193 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.108115 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.449951 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.300892 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.450444 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.222412 # DEPENDENCYPART_GRANDPAR
(21,9),(9,14),-0.247306 # DEPENDENCYPART_GRANDPAR
(21,9),(9,15),0.562512 # DEPENDENCYPART_GRANDPAR
(21,9),(9,18),-0.475483 # DEPENDENCYPART_GRANDPAR
(21,9),(9,21),-0.871852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,9),(9,22),-0.488938 # DEPENDENCYPART_GRANDPAR
(21,9),(9,23),-0.411986 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.290759 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.308619 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.0612799 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.447567 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.274066 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.333413 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.230413 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.0767971 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),0.390226 # DEPENDENCYPART_GRANDPAR
(21,11),(11,1),-0.631765 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.507442 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.333006 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.350867 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.0501136 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.363395 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.316316 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.196232 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.186021 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.238603 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),0.411704 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),-0.0542559 # DEPENDENCYPART_GRANDPAR
(21,11),(11,18),-0.451596 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),-0.207536 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),0.165038 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-0.938058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,22),-0.494625 # DEPENDENCYPART_GRANDPAR
(21,11),(11,23),-0.430111 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.322654 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),0.0186656 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.151352 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),0.00334863 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-0.834623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,1),-0.701658 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),-0.569426 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),-0.375548 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.0460904 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.392648 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),0.198378 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.10107 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.428646 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.354422 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.262454 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.365345 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.1614 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.241931 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),0.57395 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.328376 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.0226231 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.470783 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.170714 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),0.199897 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.871962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.489265 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.412096 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.253584 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.320082 # DEPENDENCYPART_GRANDPAR
(21,15),(15,22),-0.46793 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.133172 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.0492023 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.120156 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.137277 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.136457 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.415441 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.305152 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.335289 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.107819 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.257577 # DEPENDENCYPART_GRANDPAR
(21,17),(17,22),-0.356673 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.318987 # DEPENDENCYPART_GRANDPAR
(21,17),(17,25),-0.0922236 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.279051 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.040367 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.127796 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.244779 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.115916 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.133037 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.13221 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.306099 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.0186437 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.328895 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.261509 # DEPENDENCYPART_GRANDPAR
(21,19),(19,22),-0.356672 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.0922234 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.12223 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.27359 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.0511533 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.305527 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.12269 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.783548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.356672 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.0922234 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.510942 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.140322 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),-0.234407 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.0568045 # DEPENDENCYPART_GRANDPAR
(21,23),(23,3),-0.595214 # DEPENDENCYPART_GRANDPAR
(21,23),(23,5),-0.612987 # DEPENDENCYPART_GRANDPAR
(21,23),(23,8),-0.777783 # DEPENDENCYPART_GRANDPAR
(21,23),(23,9),-0.580273 # DEPENDENCYPART_GRANDPAR
(21,23),(23,10),-0.600063 # DEPENDENCYPART_GRANDPAR
(21,23),(23,11),-0.61175 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.472041 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.444578 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.635026 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.321003 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.470246 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.099626 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.618942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.258624 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.0694953 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.0927434 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),0.0320999 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.355803 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),0.00565551 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.353532 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.281033 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.386762 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.182515 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-0.640948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,25),-0.0880572 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.355803 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.336356 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.263857 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.380481 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.345184 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.0699179 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-0.640948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,25),-0.0880572 # DEPENDENCYPART_GRANDPAR
(22,23),(23,3),-0.0456207 # DEPENDENCYPART_GRANDPAR
(22,23),(23,5),-0.132585 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-0.707948 # DEPENDENCYPART_GRANDPAR
(22,23),(23,9),-0.319527 # DEPENDENCYPART_GRANDPAR
(22,23),(23,10),-0.725755 # DEPENDENCYPART_GRANDPAR
(22,23),(23,11),-0.626174 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-0.567967 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-0.24516 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.59186 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.521657 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.592926 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.513668 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.299522 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.416288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.0644218 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.13442 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),-0.242354 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.173885 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),0.0357101 # DEPENDENCYPART_GRANDPAR
(23,3),(3,5),-0.132776 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),0.158469 # DEPENDENCYPART_GRANDPAR
(23,3),(3,7),0.0828633 # DEPENDENCYPART_GRANDPAR
(23,3),(3,8),-0.295419 # DEPENDENCYPART_GRANDPAR
(23,3),(3,9),-0.202984 # DEPENDENCYPART_GRANDPAR
(23,3),(3,10),-0.0769705 # DEPENDENCYPART_GRANDPAR
(23,3),(3,11),-0.148301 # DEPENDENCYPART_GRANDPAR
(23,3),(3,12),0.0711384 # DEPENDENCYPART_GRANDPAR
