# _root_ plangintzak lan arloan dauden arazoei ez die aurre_egiten , ugtko kidearen ustez , eta ppk estatu mailan duen plangintza jarraitzen duela gehitu zuen .
#goldHeads=8,3,4,5,8,8,8,14,8,11,12,8,12,0,20,17,18,19,20,22,20,14,22,23,
#predictedHeads=8,3,4,5,8,8,8,14,8,11,12,8,12,0,16,17,18,19,20,22,20,14,22,23,
(19,18),(18,19),-0.851874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.421248 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.881214 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.505013 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.381069 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-0.926337 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.704677 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.749592 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.157166 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.783231 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),0.0405006 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.224747 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.380638 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.535699 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.0768889 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.596188 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.271669 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.0119589 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.570724 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.216095 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.189385 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.232899 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.500756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.680334 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.221683 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.20804 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.444828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.0516558 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.211049 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.203556 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-0.924669 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-0.70301 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-0.747925 # DEPENDENCYPART_GRANDPAR
(19,22),(22,4),-0.157162 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-0.781563 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-0.225163 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-0.380633 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-0.534032 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-0.0752213 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.594521 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.271664 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.0119343 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.569056 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.214427 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.187718 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),0.232966 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.509563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.0333138 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.341412 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.204106 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.223813 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.475992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),-0.0582889 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.202393 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.255443 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.402388 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.47822 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.554267 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.421844 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.486164 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.517804 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.221288 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.367331 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.513534 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.382832 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.476082 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.496323 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.227749 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.373193 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.610455 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.405252 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.444966 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.350218 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),-0.233067 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),-0.35687 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),-0.179441 # DEPENDENCYPART_GRANDPAR
(20,4),(4,16),-0.165961 # DEPENDENCYPART_GRANDPAR
(20,4),(4,17),-0.119339 # DEPENDENCYPART_GRANDPAR
(20,4),(4,18),0.0394904 # DEPENDENCYPART_GRANDPAR
(20,4),(4,19),0.243793 # DEPENDENCYPART_GRANDPAR
(20,4),(4,20),-0.874779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,4),(4,22),-0.506171 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.535972 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.239456 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.415079 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.34945 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.385355 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.478605 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.397646 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.485762 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.602591 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),-0.171978 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.514669 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.259688 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.382063 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.418216 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.507699 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.362565 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.357578 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.305973 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.191733 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.315751 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),-0.177055 # DEPENDENCYPART_GRANDPAR
(20,8),(8,16),-0.126323 # DEPENDENCYPART_GRANDPAR
(20,8),(8,17),-0.0744154 # DEPENDENCYPART_GRANDPAR
(20,8),(8,19),0.287709 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-0.807859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,21),-0.174309 # DEPENDENCYPART_GRANDPAR
(20,8),(8,22),-0.439208 # DEPENDENCYPART_GRANDPAR
(20,8),(8,23),-0.478759 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.41677 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.432568 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.35549 # DEPENDENCYPART_GRANDPAR
(20,9),(9,22),-0.459903 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.226164 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.138075 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.290938 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.137596 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.25959 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.226164 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.409307 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.290917 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.428475 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.137574 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.233913 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.229005 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.326218 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.0673557 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.34034 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.0802053 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.138974 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.0838671 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),-0.0300989 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),0.108462 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-0.718938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,22),-0.35125 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.41677 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.35549 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),0.245372 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.4589 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.194285 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.33571 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.449389 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.450922 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.385213 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.468493 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.294398 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.332083 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.332982 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.0737007 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.204019 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.423815 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.101549 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.100223 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.0476941 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.112039 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.316818 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.877808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,22),-0.52795 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.0822542 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.028486 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.254491 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.446238 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.187376 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.308185 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.346223 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.13976 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.200759 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.0469456 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.0968244 # DEPENDENCYPART_GRANDPAR
(20,16),(16,21),-0.0294423 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.341843 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.377582 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.239529 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.304175 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.110364 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.132102 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.0147231 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.102916 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.349144 # DEPENDENCYPART_GRANDPAR
(20,17),(17,21),-0.0293709 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.341772 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.169153 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.483861 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.215287 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.360732 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.429126 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.475917 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.327914 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.248938 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.358199 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.0989181 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.210575 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.34067 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.100494 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.136509 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.0215709 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.0197459 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.220815 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.877346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.175412 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.508738 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.49925 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.314124 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.12777 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.176853 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.0594738 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0519162 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.166654 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.718846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.0295064 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.351159 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.341907 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.169289 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.0449727 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.612626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.320116 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.299354 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-0.883486 # DEPENDENCYPART_GRANDPAR
(20,22),(22,2),-0.630488 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-0.762818 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-0.646281 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-0.876233 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-0.520758 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-0.529823 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-0.757876 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.499632 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.625961 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.621555 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.350064 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.524829 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.424005 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.38355 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.138228 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.0187286 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.668694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.219911 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.197308 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.0608519 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.0301808 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.635301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,24),-0.0695765 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),0.00229802 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.0394904 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.547755 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.121758 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.813281 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.21531 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.0417954 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.860732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.509119 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.693912 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.153775 # DEPENDENCYPART_GRANDPAR
(21,20),(20,1),-1.15421 # DEPENDENCYPART_GRANDPAR
(21,20),(20,2),-0.834045 # DEPENDENCYPART_GRANDPAR
(21,20),(20,3),-1.21498 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),-0.517201 # DEPENDENCYPART_GRANDPAR
(21,20),(20,5),-1.0398 # DEPENDENCYPART_GRANDPAR
(21,20),(20,6),-0.38523 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),-0.149014 # DEPENDENCYPART_GRANDPAR
(21,20),(20,9),-0.108093 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.665824 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.68762 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.820351 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.1116 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.111276 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.652201 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.242702 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.903343 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.356217 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.612485 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.889131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.564501 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.714023 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-1.34555 # DEPENDENCYPART_GRANDPAR
(21,22),(22,2),-1.01592 # DEPENDENCYPART_GRANDPAR
(21,22),(22,3),-1.40949 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-0.679144 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-1.22948 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.296344 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-0.310063 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-0.856958 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.878754 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-1.01765 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.31357 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.325606 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.844028 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.422511 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-1.09832 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.513173 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.801304 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.338406 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.477689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.55008 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.0506735 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.763976 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.305313 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.0700911 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.252997 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.456361 # DEPENDENCYPART_GRANDPAR
(22,1),(1,7),-0.235957 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.636391 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.475817 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.243901 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.599929 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.250084 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),0.0592967 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.454682 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.493399 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.233818 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.572382 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.250479 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.452342 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.554341 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.516391 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.203268 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-0.153917 # DEPENDENCYPART_GRANDPAR
(22,4),(4,11),-0.533586 # DEPENDENCYPART_GRANDPAR
(22,4),(4,12),-0.322248 # DEPENDENCYPART_GRANDPAR
(22,4),(4,14),-0.167169 # DEPENDENCYPART_GRANDPAR
(22,4),(4,16),-0.221715 # DEPENDENCYPART_GRANDPAR
(22,4),(4,17),-0.156895 # DEPENDENCYPART_GRANDPAR
(22,4),(4,18),0.00555913 # DEPENDENCYPART_GRANDPAR
(22,4),(4,19),-0.0604358 # DEPENDENCYPART_GRANDPAR
(22,4),(4,20),0.386631 # DEPENDENCYPART_GRANDPAR
(22,4),(4,22),-0.616603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,5),(5,1),-0.618096 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.268251 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.500293 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),0.0681589 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.495922 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.236341 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),-0.472773 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),-0.598703 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.290393 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.469187 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.00104065 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.481998 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.484318 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.122037 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.103448 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.487531 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-0.276409 # DEPENDENCYPART_GRANDPAR
(22,8),(8,14),-0.16444 # DEPENDENCYPART_GRANDPAR
(22,8),(8,16),-0.177357 # DEPENDENCYPART_GRANDPAR
(22,8),(8,17),-0.107251 # DEPENDENCYPART_GRANDPAR
(22,8),(8,19),-0.0117997 # DEPENDENCYPART_GRANDPAR
(22,8),(8,20),0.358865 # DEPENDENCYPART_GRANDPAR
(22,8),(8,21),0.581616 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-0.549738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,8),(8,23),-0.573507 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),0.00631548 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.19092 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.163969 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-0.570328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,9),-0.0361857 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.435856 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.253579 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),-0.296629 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-0.0745354 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.0361849 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.515675 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.253558 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.211677 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.296607 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),-0.0488587 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.0390264 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.432587 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.396378 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.123542 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.0675326 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.298007 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),-0.136884 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),-0.0649174 # DEPENDENCYPART_GRANDPAR
(22,12),(12,18),0.0762791 # DEPENDENCYPART_GRANDPAR
(22,12),(12,20),0.554276 # DEPENDENCYPART_GRANDPAR
