# _root_ era_berean , astrologiak egokitzat adierazitako egunetan pertsona ugarik betetzen ditu bere egin beharrak , zientzia horren ezagutza izpirik eduki gabe .
#goldHeads=0,1,5,5,6,9,9,7,0,9,12,9,12,13,17,15,19,17,9,19,20,
#predictedHeads=9,1,5,5,6,9,9,7,0,9,12,13,9,13,18,15,18,19,9,19,20,
(18,17),(17,18),-0.874016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.376717 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.454713 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-0.465573 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-1.30386 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.528982 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.594127 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-1.40023 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.7989 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.821374 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.539061 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-1.56198 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.58335 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.674253 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-1.02412 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.443585 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.403965 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),0.00355896 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.161259 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.545018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.224868 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.297277 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.29065 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.0479444 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.4965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.316209 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.263063 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.0179105 # DEPENDENCYPART_GRANDPAR
(19,1),(1,20),-0.108699 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.588007 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.0771035 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.27817 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.0931695 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.197926 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.437454 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.0676315 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),-0.501811 # DEPENDENCYPART_GRANDPAR
(19,3),(3,13),-0.0266465 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-0.638439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,1),-0.539077 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.34281 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.121605 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.536366 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.0982301 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.352911 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.246818 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.243763 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.470621 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.304065 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.36904 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.227081 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.0740658 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),-0.227564 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),0.0988792 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-0.727322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,1),-0.586 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.0760529 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.358533 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.258483 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.162387 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.448049 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.0756491 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.509829 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.140989 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.577799 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.0693341 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.347502 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.251954 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.15369 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.205182 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.0550006 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.103748 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.491133 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.123274 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.0496118 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),-0.000919293 # DEPENDENCYPART_GRANDPAR
(19,7),(7,15),0.173499 # DEPENDENCYPART_GRANDPAR
(19,7),(7,17),0.1558 # DEPENDENCYPART_GRANDPAR
(19,7),(7,18),0.366066 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-0.63467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,1),-0.539077 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.34281 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.19469 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.445371 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.209051 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.530947 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.094333 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.332715 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.242106 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.250697 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.186587 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.442514 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.0315677 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.364276 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.258881 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.22803 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.0804723 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.227235 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),0.0924727 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),0.0762579 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),0.286513 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.727492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.145905 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.336589 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.587084 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.201023 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.177606 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.544395 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.102745 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.29385 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.244911 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.278813 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.147723 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.403649 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.0343724 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.318483 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.390521 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.189332 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.0958943 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.264152 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),0.0770508 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),0.0608359 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.271091 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.724902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.135866 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.262323 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.217252 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.470517 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.0517851 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.199789 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.107365 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.0497587 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.25419 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.147772 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.0765745 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.130073 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.340339 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.638439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.0435366 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),0.124281 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.306296 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.457016 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.203108 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.307689 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.748397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,12),-0.0550937 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.0452956 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.150443 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.0775847 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.129061 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.339328 # DEPENDENCYPART_GRANDPAR
(19,15),(15,20),-0.0435373 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),0.12428 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.16423 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.0900269 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.300282 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.0422262 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.14368 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.128136 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.133222 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.33824 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),-0.0435366 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),0.124281 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.199789 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.041628 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.143631 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.128734 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.133173 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.115593 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.638439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.0435366 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),0.124281 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.128849 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.143668 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.0667253 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.528645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.33654 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.221685 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.280449 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.109684 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.0323652 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.024084 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.00191362 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.775798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.250977 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.280949 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.11219 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.217865 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.170318 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.0012147 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.775798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.250977 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.291349 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.280449 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.11219 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.217364 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.170318 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.126568 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.0869958 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.775798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.250977 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.235652 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.337308 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.230911 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.338839 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.250303 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.299101 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.19353 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.330197 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.277647 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.197479 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.207964 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.263829 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.166438 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.202846 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.182047 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.109333 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.131782 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.81583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.301414 # DEPENDENCYPART_GRANDPAR
