# _root_ pisu baten erosteko , beren seme-alaben ikasketen pagatzeko edo erretreta gehigarri baten segurtatzeko erabil daiteke , ministerioak eman zituen adibideen_arabera .
#goldHeads=3,1,9,3,6,7,8,9,14,13,10,10,9,0,14,15,18,20,18,14,20,
#predictedHeads=3,1,9,3,6,7,8,9,14,13,10,10,14,0,14,15,18,20,18,14,20,
(16,13),(13,6),-0.061322 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.0637437 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),0.0347525 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.120469 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.00885133 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.129989 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0321433 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.232498 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.312269 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.468325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.364996 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.414331 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.0840554 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.455604 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),0.0577994 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.0895007 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),0.126314 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.185086 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.0606215 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.0630432 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),0.0298934 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.129048 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.00815078 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.134833 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.036979 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.140812 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.309352 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.468325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.36501 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.414331 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.0840555 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.455618 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.274174 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.414251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.298468 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.350884 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.0968157 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.03115 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.00135025 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),0.0802517 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.25462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.0564365 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0499088 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.0405084 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.0953701 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.282557 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.385233 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.367599 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.400976 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.4034 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.265439 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.307366 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.351095 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.363897 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.222342 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.15452 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.124722 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),0.0328358 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.356121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.0372313 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.0867512 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.0948357 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.604871 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),0.257066 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.0441348 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),0.0192368 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.255579 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.802674 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),0.261076 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.393268 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.179573 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.199036 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.973309 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0981631 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.360887 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.102631 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.17566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.855507 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-1.0733 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.456426 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.598208 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),0.257039 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.0474078 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),0.0192331 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.248917 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.796011 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),0.261049 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.395784 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.17291 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.199048 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.973312 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.210964 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.362467 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.0992967 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.17568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.855507 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-1.0733 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.45644 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.00385307 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.0570389 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.12765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.779119 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-1.04303 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.132116 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0996867 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.757182 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.09448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.826463 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.08132 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.0435455 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.233127 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.728336 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-1.27913 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.0399486 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.601125 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.661881 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.60232 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.20705 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.0900344 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.32072 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.898637 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.280946 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.837588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.881876 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.0249232 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.790814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.0566966 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-0.579634 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.598418 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.0409725 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.271656 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.211861 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.730233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.303172 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.749644 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.151168 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.556038 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.155868 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.214855 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.641467 # DEPENDENCYPART_GRANDPAR
(18,1),(1,12),-0.192784 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.415518 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.778102 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.210295 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.833154 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.636775 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.34419 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.282222 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.00206174 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.182526 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.267616 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.0367669 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),-0.00761584 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),-0.0686091 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-0.626512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,19),-0.502333 # DEPENDENCYPART_GRANDPAR
(18,3),(3,20),-0.188295 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),0.0450567 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.407526 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.743833 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.235544 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.0762618 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.748896 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.282207 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.136192 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.192785 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.412858 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.743832 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.235543 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.0762605 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.748895 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.637488 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.0900419 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),0.0145983 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.11996 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.136191 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.192784 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.390327 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.76928 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.303454 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.120686 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.831854 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.61011 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.317354 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.00145546 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.18192 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.265658 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.397079 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.0361606 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.00700956 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.0680028 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.118935 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.626512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.502333 # DEPENDENCYPART_GRANDPAR
(18,8),(8,20),-0.188295 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.318497 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.710819 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.223981 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.0984612 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.538277 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.245524 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.168091 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.153559 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.188499 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.341045 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),0.101166 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.12108 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.136198 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),0.35677 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.663719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,20),-0.173583 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.344707 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.177247 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),0.0192314 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.163664 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.200706 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),0.146798 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.226292 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.382523 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),-0.00366683 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),0.254878 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.600355 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.307602 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.184109 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.000398729 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.143716 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.315391 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.184426 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.390327 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.303454 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.120686 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.831854 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.61011 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.317354 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.247564 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.03286 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.140369 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.114523 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.406026 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.00700956 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.0680028 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.118935 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.329237 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.626512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.502333 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.188295 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.370132 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.297196 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.117674 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.825572 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.589914 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.297159 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.241306 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.0309779 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.120173 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.108249 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.399744 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.00414991 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.0656172 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.107687 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.333129 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.626527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.502348 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.188338 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0420599 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.0973243 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.329123 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.60646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.47242 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.0350014 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.015558 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.188955 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.531162 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.633611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,13),0.0714479 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.0931293 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.180855 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.0144928 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.515224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.342929 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.00366683 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),0.254878 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.0291485 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.0886305 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.129281 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.458862 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.0912497 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.0690207 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.203664 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),0.146038 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.236731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.295569 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.328878 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.172872 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0676574 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.0410788 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0592928 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.166042 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.663502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.598858 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),0.0674424 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.319529 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.380924 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.371695 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.266479 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.182477 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.609853 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.172944 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.438772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.228841 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),-0.602792 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.621608 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.0789651 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),0.0442229 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.151799 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.624023 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.0694137 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.277726 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.13721 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.432602 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.200729 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),0.0595746 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),-0.0708688 # DEPENDENCYPART_GRANDPAR
(20,9),(9,17),0.0186239 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),-0.153705 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-0.964571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,6),-0.202886 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.675111 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.120944 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.57491 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.285536 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.432129 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),-0.603503 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),-0.180512 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),0.0511804 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.197981 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.152514 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.624735 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.17096 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.592581 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.22902 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.189794 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.552941 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.0271542 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.730282 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.130865 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.098025 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.249868 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),1.72116 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.996556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,1),-0.59684 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.180539 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),0.0479073 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.197985 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.145851 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.618072 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.170987 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.595097 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.222357 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.189806 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.552945 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.406119 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.731863 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.12753 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.0980923 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.249876 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),1.71958 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.99657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,13),-0.484966 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.225004 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-1.12658 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.00907929 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.095109 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.398079 # DEPENDENCYPART_GRANDPAR
