# _root_ honi oxidazio-prozesu bat eta , ondoren kondentsazioko beste bat jarraikitzen bazaio , hortik konposatu kimiko edo eraldaketaren produktu mugatu bat sortuko da .
#goldHeads=10,10,2,21,4,10,10,9,10,4,10,11,21,16,14,21,18,16,18,18,0,21,22,
#predictedHeads=10,4,2,0,4,10,10,7,7,21,10,11,21,16,14,18,16,21,18,18,0,21,22,
(18,16),(16,11),-0.268976 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.0639562 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.0328439 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.144495 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.0556907 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.383421 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.598955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.597279 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.351363 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.494766 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0125137 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0854919 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.152201 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.611181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.570964 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.39319 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.556959 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.437716 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-0.918538 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.348324 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.446013 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.443712 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.736383 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.541538 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.500455 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.503951 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.395669 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.24585 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.356485 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.386144 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.361598 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.0740104 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.293559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.115827 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.224543 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.412183 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-0.336735 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.139401 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),0.0380172 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.240738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.179348 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),-0.241697 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.0826908 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.134726 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.285238 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.560923 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.378153 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.25329 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.420946 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.261144 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.274186 # DEPENDENCYPART_GRANDPAR
(19,2),(2,20),-0.366654 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.606859 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.310091 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.53068 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.442928 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),0.0132793 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.208519 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.315676 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.397518 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.306789 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),-0.0801287 # DEPENDENCYPART_GRANDPAR
(19,4),(4,16),0.0678909 # DEPENDENCYPART_GRANDPAR
(19,4),(4,17),0.00979874 # DEPENDENCYPART_GRANDPAR
(19,4),(4,18),0.200368 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-0.761716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,21),-0.448806 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.214592 # DEPENDENCYPART_GRANDPAR
(19,5),(5,21),-0.380864 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.456403 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.299591 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.173122 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.184661 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.347568 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.560923 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.379712 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.495188 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.282765 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.31441 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.0696649 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.261144 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.274186 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.258709 # DEPENDENCYPART_GRANDPAR
(19,7),(7,20),-0.366654 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.0121533 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.23906 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.439289 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.359238 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.63512 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.353348 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.577004 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.31518 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.342919 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.0133225 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.170309 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.274306 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.473037 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.0813557 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.299879 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.200953 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.114082 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.435886 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),0.0339533 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.0241545 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.166415 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.672833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,21),-0.360902 # DEPENDENCYPART_GRANDPAR
(19,10),(10,22),-0.547145 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.297344 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.467463 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.266076 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.238077 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.022665 # DEPENDENCYPART_GRANDPAR
(19,11),(11,21),-0.353839 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.433134 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.21143 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.289155 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),-0.380864 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.407725 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.125613 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.037392 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.0525355 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.243105 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.391221 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.335833 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.221617 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.242279 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.329342 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.0480443 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.0242783 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.214848 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.583796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.366654 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.26576 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.12624 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.188578 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0510904 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.0885971 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.0215235 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.30538 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.274664 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),0.0367669 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.12234 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.402716 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.347645 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.18432 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.237038 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.145309 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.00604984 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.313587 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.0238969 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.166672 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.719372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.441719 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.406466 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0682822 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.288316 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0531084 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.214848 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.583796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.366654 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.414268 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.12624 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.282765 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.335833 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.221617 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.242279 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.0682822 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.288316 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0531084 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.0216452 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.583796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.366654 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.414268 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.12624 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.1809 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.385364 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.252747 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.0621773 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.424022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,2),-0.739203 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-0.515761 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-0.632998 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-0.225717 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-0.556164 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-0.523571 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.601514 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.447615 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.540206 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.429235 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.427774 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.708461 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.215289 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.337846 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.147277 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.52314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.219576 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.313087 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.0992916 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.497619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.191732 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.195886 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.0315598 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.45095 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.20441 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),0.027091 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.314949 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),0.0288006 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),0.00336068 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),0.0488446 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.190554 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.140792 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.0984543 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.314857 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.450623 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.14803 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.0656581 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.0355335 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.445507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,22),-0.620311 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.309889 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.231686 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),0.00690699 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.00228195 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.431419 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.314857 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.450623 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.14803 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.0164883 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.0355335 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.445507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),-0.620311 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.309889 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),-0.378542 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.196299 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.044662 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.336365 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.392893 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.181853 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),0.00206419 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.46665 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.0164003 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.326641 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.263825 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.392444 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.196893 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.067521 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.171725 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.429767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.313453 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.63306 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.480074 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.254378 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.282891 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),-0.381702 # DEPENDENCYPART_GRANDPAR
(21,2),(2,8),-0.245788 # DEPENDENCYPART_GRANDPAR
(21,2),(2,9),-0.0811239 # DEPENDENCYPART_GRANDPAR
(21,2),(2,20),0.537771 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.518185 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.316522 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.426962 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.409885 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),0.147214 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.186753 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),-0.306885 # DEPENDENCYPART_GRANDPAR
(21,4),(4,9),-0.214087 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),-0.116152 # DEPENDENCYPART_GRANDPAR
(21,4),(4,14),-0.191502 # DEPENDENCYPART_GRANDPAR
(21,4),(4,16),0.0456211 # DEPENDENCYPART_GRANDPAR
(21,4),(4,17),-0.215616 # DEPENDENCYPART_GRANDPAR
(21,4),(4,18),-0.0112543 # DEPENDENCYPART_GRANDPAR
(21,4),(4,19),0.150476 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-0.67586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,5),(5,8),-0.208181 # DEPENDENCYPART_GRANDPAR
(21,5),(5,21),-0.607919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,2),-0.463205 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.336463 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.133197 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.167644 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),-0.250995 # DEPENDENCYPART_GRANDPAR
(21,7),(7,1),-0.480074 # DEPENDENCYPART_GRANDPAR
(21,7),(7,2),-0.392841 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.399296 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),-0.326517 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.27934 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),0.0506016 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.245788 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-0.0811239 # DEPENDENCYPART_GRANDPAR
(21,7),(7,11),0.0403026 # DEPENDENCYPART_GRANDPAR
(21,7),(7,20),0.537771 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),0.109343 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.227213 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.260313 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),-0.173062 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),-0.553708 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.371303 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.480549 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.358244 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.310146 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),0.105761 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.165492 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.287244 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.307295 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),0.193109 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.210954 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.173332 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),-0.238157 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.301095 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),0.000336794 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),-0.262271 # DEPENDENCYPART_GRANDPAR
(21,10),(10,18),-0.0579096 # DEPENDENCYPART_GRANDPAR
(21,10),(10,19),0.0063844 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-0.588139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,22),-0.503615 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.292514 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.305966 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.169813 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.203186 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.00229257 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-0.580895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,10),-0.245438 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),0.0844245 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.146719 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-0.607919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,10),-0.218123 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.0197797 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.153513 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.177628 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),0.0267337 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.226042 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.151847 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.120639 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.218365 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.17151 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),0.0319761 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.197264 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),0.00709776 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.246618 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),0.537771 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.492817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,23),0.066859 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.161212 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.170163 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),0.0639493 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.208641 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.313667 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.313021 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),0.162269 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.107856 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.231566 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.159591 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),0.111048 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.134576 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.11616 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.112605 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.17766 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.254073 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.0497114 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.129696 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.403496 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-0.633521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,14),-0.191779 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.156357 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.019793 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.00709776 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.246618 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.537771 # DEPENDENCYPART_GRANDPAR
(21,17),(17,22),-0.370586 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),0.066859 # DEPENDENCYPART_GRANDPAR
(21,18),(18,4),-0.326517 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.151847 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.120639 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.218365 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.191779 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.156357 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),0.019793 # DEPENDENCYPART_GRANDPAR
