# _root_ era_berean , beti erabiltzeko prest edukiko dituen goiz , eguerdi eta gauerako opari ekitaldietarako beharrezko gaiak zainduko ditu lorategian .
#goldHeads=0,1,6,5,6,16,6,11,8,11,14,11,14,16,16,17,0,17,17,19,
#predictedHeads=17,1,4,6,6,8,6,11,8,11,17,11,14,16,16,17,0,17,17,19,
(16,14),(14,17),-0.713098 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.781317 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.421136 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.240509 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.00281292 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0606181 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0805574 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.75294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,1),-0.418136 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.364208 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.334231 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.577994 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.332537 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.566769 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),0.927511 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.603374 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.458852 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.169067 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.450354 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.386922 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.366984 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.00559478 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.471196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.600677 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0571416 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.423748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),-0.0496867 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.376607 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.137333 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.347225 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),0.00329837 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.366563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.219081 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.496645 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.152563 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),0.113177 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.156695 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),0.00972304 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),0.449811 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),0.308066 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-0.642463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,1),-0.380542 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),0.125094 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),0.149632 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.0214876 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.0271163 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.334924 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),0.0304516 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.13548 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.0129493 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.0384867 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.393825 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.0750944 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.0218919 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),0.20337 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),0.191359 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.0550398 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),0.133941 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),0.384337 # DEPENDENCYPART_GRANDPAR
(17,4),(4,15),0.279365 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),0.59317 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-0.62137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),-0.669983 # DEPENDENCYPART_GRANDPAR
(17,4),(4,19),-0.116357 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.202101 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),0.136642 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),0.0115331 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.0314901 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.352573 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),0.0181174 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.152761 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),0.117237 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.00951824 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.394326 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.074831 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.0224004 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),0.203633 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),0.192337 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.0547764 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),0.134204 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),0.3846 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),0.279242 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),0.593433 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-0.62137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.669983 # DEPENDENCYPART_GRANDPAR
(17,6),(6,19),-0.115824 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),0.0665507 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.103906 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.0817943 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.406733 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),0.0493526 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.239101 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),0.210612 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.0685577 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),0.0687761 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.497215 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.045166 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),0.25282 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),0.282536 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.00558987 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.186069 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.532505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,19),0.0362002 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),0.292022 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),0.0687762 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.0459477 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.0609201 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.00659797 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.420751 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),0.292022 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.34363 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.176348 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),0.170905 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.00222881 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),0.0292768 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.53677 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.0289457 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.0593149 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.308603 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.0240643 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.167819 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.415312 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.321098 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.624145 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.710417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,19),-0.191112 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.236985 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.246181 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.185061 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.432779 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.420751 # DEPENDENCYPART_GRANDPAR
(17,12),(12,18),-0.551898 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),0.292022 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.239904 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.0468919 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.0586372 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),0.236041 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.245378 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0223689 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.432787 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.420771 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.64162 # DEPENDENCYPART_GRANDPAR
(17,13),(13,18),-0.552581 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),0.291339 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.406732 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),0.236985 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.246181 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.0214247 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.172813 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.420751 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.641612 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.532505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.551898 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),0.0362002 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),0.292022 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0103096 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.183948 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.429067 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.627264 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.406732 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.239101 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.0685576 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),0.0687762 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.0459477 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),0.0609201 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),0.236985 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.246181 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0214247 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.172813 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.417952 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.418078 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.532505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.551898 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),0.0362002 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),0.292022 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),0.239071 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.117411 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.492878 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),0.121046 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),0.211378 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),0.0773467 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),0.420211 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.276023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.493036 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.364161 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.402099 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.361159 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.373403 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.26407 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.303351 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.1432 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.171714 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.368435 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.355949 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.263386 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.15803 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.115942 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.234228 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.80457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.344238 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.242115 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-0.545179 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.596095 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.378037 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.368858 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.423264 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.548311 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.584675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0994038 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.199652 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.199496 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.154907 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.379636 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.185889 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.325513 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.138216 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.18139 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),0.682337 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.453248 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.193908 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.208539 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.279331 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.383559 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.217535 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.0989813 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.297325 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.213094 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.05151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,1),-0.503415 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.355037 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.013472 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.403522 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.507772 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.0575836 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.320034 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.225108 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-1.01179 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.02155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.10493 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.299932 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.404161 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.238136 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.373918 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.503415 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.308093 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.264066 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.252373 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.601383 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.104025 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.355037 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.013472 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.403522 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.507772 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.341726 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.219664 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.225108 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-1.01179 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.02155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.10493 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.394104 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.107591 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.179822 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.404281 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.158107 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.260363 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),0.664093 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.441142 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.19872 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),0.0219411 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.247205 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.350147 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.185409 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.107501 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.265198 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.814292 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.04131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,16),-0.372026 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.997853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
