# _root_ g. ganbelu baten hezur bat eclipta prastata landarearen uretan sartzen da , gero erre , eta hortik ateratzen den margogaia ganbelu hezurrez egindako kutxa batean gordetzen da .
#goldHeads=0,22,2,10,4,9,6,6,10,16,10,11,14,16,14,0,18,20,18,26,22,23,24,26,24,16,26,27,
#predictedHeads=10,4,2,10,4,7,8,9,10,16,10,11,14,16,14,0,18,20,18,26,22,23,24,26,24,16,26,27,
(20,27),(27,25),0.228437 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.0822532 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.222065 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.505891 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.798989 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.448799 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.0751589 # DEPENDENCYPART_GRANDPAR
(21,18),(18,1),-0.667429 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.513384 # DEPENDENCYPART_GRANDPAR
(21,18),(18,4),-0.448905 # DEPENDENCYPART_GRANDPAR
(21,18),(18,6),-0.449716 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.437819 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.466793 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.291918 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.414557 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.778377 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),0.00404308 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.342169 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.358296 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.0352244 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.198746 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.159258 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.267146 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.0761631 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.709346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.310703 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.676429 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.489053 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-0.545448 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.516953 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.163811 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.124748 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-0.497517 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.418992 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.361912 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.0488741 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.231737 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.239505 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.284012 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.689518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.290875 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.508795 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-0.500696 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.500657 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.244988 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.264986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.366289 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.146983 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.265052 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.414695 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.311619 # DEPENDENCYPART_GRANDPAR
(21,23),(23,9),-0.811588 # DEPENDENCYPART_GRANDPAR
(21,23),(23,10),-0.73124 # DEPENDENCYPART_GRANDPAR
(21,23),(23,12),-0.340812 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.560953 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.674046 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-0.38008 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.453103 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.407089 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.552726 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.400704 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.267455 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.371883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.02676 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.0486607 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.227808 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.228505 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.329943 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-0.481532 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-0.317976 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.325379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),0.0732639 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.247026 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.105085 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.110125 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.204679 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.16065 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.247087 # DEPENDENCYPART_GRANDPAR
(22,18),(18,1),-0.695696 # DEPENDENCYPART_GRANDPAR
(22,18),(18,2),-0.327051 # DEPENDENCYPART_GRANDPAR
(22,18),(18,4),-0.269866 # DEPENDENCYPART_GRANDPAR
(22,18),(18,6),-0.321546 # DEPENDENCYPART_GRANDPAR
(22,18),(18,7),-0.383952 # DEPENDENCYPART_GRANDPAR
(22,18),(18,8),-0.0239254 # DEPENDENCYPART_GRANDPAR
(22,18),(18,9),-0.426745 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.143737 # DEPENDENCYPART_GRANDPAR
(22,18),(18,11),-1.73001 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),0.0406344 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.149596 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.164515 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.0239609 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),0.00461061 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.0860913 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.995118 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.392273 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.1814 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-0.730311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.535404 # DEPENDENCYPART_GRANDPAR
(22,18),(18,24),-0.492544 # DEPENDENCYPART_GRANDPAR
(22,18),(18,26),-0.451188 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.593794 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.148179 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.168138 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.0376286 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.0283865 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.0508797 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.443953 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.285914 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-0.710483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,25),-0.397221 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.577537 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.0376286 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.0508797 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),0.443953 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.386217 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.710483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.487326 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.397221 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.577537 # DEPENDENCYPART_GRANDPAR
(22,23),(23,9),-0.952401 # DEPENDENCYPART_GRANDPAR
(22,23),(23,10),-0.46042 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-0.304203 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-0.368381 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-0.480266 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-0.368798 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.249746 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.333922 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.364094 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),0.327269 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.738876 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.165203 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.389863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.0511565 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.116234 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.134245 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.406784 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.716409 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.142736 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.281833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.0153116 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.153484 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.140149 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.491542 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.307903 # DEPENDENCYPART_GRANDPAR
(22,25),(25,13),-0.28896 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.244809 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.0546791 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.343359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),-0.106002 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.105592 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),-0.110632 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.0931051 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.0663909 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.243359 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),0.030205 # DEPENDENCYPART_GRANDPAR
(23,9),(9,3),-0.777165 # DEPENDENCYPART_GRANDPAR
(23,9),(9,4),-0.201578 # DEPENDENCYPART_GRANDPAR
(23,9),(9,5),-0.391669 # DEPENDENCYPART_GRANDPAR
(23,9),(9,6),-0.461809 # DEPENDENCYPART_GRANDPAR
(23,9),(9,7),-0.430008 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.3271 # DEPENDENCYPART_GRANDPAR
(23,9),(9,11),-0.623374 # DEPENDENCYPART_GRANDPAR
(23,9),(9,12),-0.335093 # DEPENDENCYPART_GRANDPAR
(23,9),(9,13),-0.305803 # DEPENDENCYPART_GRANDPAR
(23,9),(9,25),-0.720174 # DEPENDENCYPART_GRANDPAR
(23,10),(10,1),-0.392603 # DEPENDENCYPART_GRANDPAR
(23,10),(10,2),-0.323242 # DEPENDENCYPART_GRANDPAR
(23,10),(10,3),-0.815637 # DEPENDENCYPART_GRANDPAR
(23,10),(10,4),-0.155716 # DEPENDENCYPART_GRANDPAR
(23,10),(10,5),-0.476944 # DEPENDENCYPART_GRANDPAR
(23,10),(10,6),-0.415947 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),-0.384146 # DEPENDENCYPART_GRANDPAR
(23,10),(10,8),-0.281238 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-0.207975 # DEPENDENCYPART_GRANDPAR
(23,10),(10,11),-0.429389 # DEPENDENCYPART_GRANDPAR
(23,10),(10,12),-0.300841 # DEPENDENCYPART_GRANDPAR
(23,10),(10,13),-0.242806 # DEPENDENCYPART_GRANDPAR
(23,10),(10,14),-0.416602 # DEPENDENCYPART_GRANDPAR
(23,10),(10,15),-0.207788 # DEPENDENCYPART_GRANDPAR
(23,10),(10,16),-0.00857589 # DEPENDENCYPART_GRANDPAR
(23,10),(10,17),-0.232159 # DEPENDENCYPART_GRANDPAR
(23,10),(10,18),-0.192641 # DEPENDENCYPART_GRANDPAR
(23,10),(10,19),-0.637497 # DEPENDENCYPART_GRANDPAR
(23,10),(10,20),0.0147147 # DEPENDENCYPART_GRANDPAR
(23,10),(10,21),0.104253 # DEPENDENCYPART_GRANDPAR
(23,10),(10,22),0.298397 # DEPENDENCYPART_GRANDPAR
(23,10),(10,23),-0.860614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,10),(10,24),-0.298082 # DEPENDENCYPART_GRANDPAR
(23,10),(10,26),-0.325197 # DEPENDENCYPART_GRANDPAR
(23,12),(12,10),-0.497309 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),-0.553341 # DEPENDENCYPART_GRANDPAR
(23,12),(12,14),-0.0753668 # DEPENDENCYPART_GRANDPAR
(23,12),(12,26),-0.345709 # DEPENDENCYPART_GRANDPAR
(23,13),(13,10),-0.463311 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.0961508 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),-0.378827 # DEPENDENCYPART_GRANDPAR
(23,13),(13,15),-0.257684 # DEPENDENCYPART_GRANDPAR
(23,13),(13,17),-0.244128 # DEPENDENCYPART_GRANDPAR
(23,14),(14,1),-0.428744 # DEPENDENCYPART_GRANDPAR
(23,14),(14,2),-0.359383 # DEPENDENCYPART_GRANDPAR
(23,14),(14,4),-0.191856 # DEPENDENCYPART_GRANDPAR
(23,14),(14,6),-0.452088 # DEPENDENCYPART_GRANDPAR
(23,14),(14,7),-0.420287 # DEPENDENCYPART_GRANDPAR
(23,14),(14,8),-0.317379 # DEPENDENCYPART_GRANDPAR
(23,14),(14,9),-0.244116 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),-0.476262 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.527637 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.237451 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.306657 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.208574 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.0134136 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.235434 # DEPENDENCYPART_GRANDPAR
(23,14),(14,18),-0.20263 # DEPENDENCYPART_GRANDPAR
(23,14),(14,19),-0.641226 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),0.0054831 # DEPENDENCYPART_GRANDPAR
(23,14),(14,21),0.0950211 # DEPENDENCYPART_GRANDPAR
(23,14),(14,22),0.289166 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-0.860046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,24),-0.297489 # DEPENDENCYPART_GRANDPAR
(23,14),(14,26),-0.324629 # DEPENDENCYPART_GRANDPAR
(23,14),(14,27),-0.803979 # DEPENDENCYPART_GRANDPAR
(23,15),(15,10),-0.497309 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),-0.553341 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.412756 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),0.167336 # DEPENDENCYPART_GRANDPAR
(23,16),(16,6),-0.418683 # DEPENDENCYPART_GRANDPAR
(23,16),(16,7),-0.386882 # DEPENDENCYPART_GRANDPAR
(23,16),(16,8),-0.283975 # DEPENDENCYPART_GRANDPAR
(23,16),(16,9),-0.211096 # DEPENDENCYPART_GRANDPAR
(23,16),(16,10),-0.450898 # DEPENDENCYPART_GRANDPAR
(23,16),(16,11),-0.656918 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.344839 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.307484 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.365448 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.251786 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.266484 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),-0.0815294 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),-0.834161 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),0.0263962 # DEPENDENCYPART_GRANDPAR
(23,16),(16,21),0.115934 # DEPENDENCYPART_GRANDPAR
(23,16),(16,22),0.305856 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-0.949081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,24),-0.372753 # DEPENDENCYPART_GRANDPAR
(23,16),(16,26),-0.413663 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),0.0347328 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.148455 # DEPENDENCYPART_GRANDPAR
(23,18),(18,1),-0.428827 # DEPENDENCYPART_GRANDPAR
(23,18),(18,2),-0.359467 # DEPENDENCYPART_GRANDPAR
(23,18),(18,4),-0.19194 # DEPENDENCYPART_GRANDPAR
(23,18),(18,6),-0.452171 # DEPENDENCYPART_GRANDPAR
(23,18),(18,7),-0.42037 # DEPENDENCYPART_GRANDPAR
(23,18),(18,8),-0.317463 # DEPENDENCYPART_GRANDPAR
(23,18),(18,9),-0.244199 # DEPENDENCYPART_GRANDPAR
(23,18),(18,10),-0.481519 # DEPENDENCYPART_GRANDPAR
(23,18),(18,11),-0.540215 # DEPENDENCYPART_GRANDPAR
(23,18),(18,12),-0.240954 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.313059 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.397631 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.147901 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),0.0312149 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.224344 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.636145 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.00133875 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),0.0881993 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),0.282344 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-0.860228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,24),-0.297805 # DEPENDENCYPART_GRANDPAR
(23,18),(18,26),-0.324811 # DEPENDENCYPART_GRANDPAR
(23,18),(18,27),-0.80416 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.28523 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),0.0187789 # DEPENDENCYPART_GRANDPAR
(23,19),(19,27),-0.797217 # DEPENDENCYPART_GRANDPAR
(23,20),(20,10),-0.382698 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),-0.29816 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.109227 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),0.100955 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.0644346 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.768944 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),0.142721 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.336865 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-0.720174 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),-0.672213 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.109227 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.0644346 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.768944 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),0.0325035 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.336865 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-0.778766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,25),-0.720174 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.672213 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.0623652 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.0286629 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.118201 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.778766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.146704 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.720174 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.672213 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-0.320959 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.170406 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.0808675 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),0.114966 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.488239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.386244 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.0409184 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.583525 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.243311 # DEPENDENCYPART_GRANDPAR
(23,25),(25,13),-0.481051 # DEPENDENCYPART_GRANDPAR
(23,25),(25,17),-0.431976 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.145771 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),0.0500625 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.603858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.0387093 # DEPENDENCYPART_GRANDPAR
(23,26),(26,1),-0.790431 # DEPENDENCYPART_GRANDPAR
(23,26),(26,2),-0.721071 # DEPENDENCYPART_GRANDPAR
(23,26),(26,4),-0.553544 # DEPENDENCYPART_GRANDPAR
(23,26),(26,6),-0.813775 # DEPENDENCYPART_GRANDPAR
(23,26),(26,7),-0.781974 # DEPENDENCYPART_GRANDPAR
(23,26),(26,8),-0.679067 # DEPENDENCYPART_GRANDPAR
(23,26),(26,9),-0.605729 # DEPENDENCYPART_GRANDPAR
(23,26),(26,10),-0.668139 # DEPENDENCYPART_GRANDPAR
(23,26),(26,12),-0.538342 # DEPENDENCYPART_GRANDPAR
(23,26),(26,13),-0.509086 # DEPENDENCYPART_GRANDPAR
(23,26),(26,14),-0.584041 # DEPENDENCYPART_GRANDPAR
(23,26),(26,15),-0.445289 # DEPENDENCYPART_GRANDPAR
(23,26),(26,16),-0.192975 # DEPENDENCYPART_GRANDPAR
(23,26),(26,17),-0.469278 # DEPENDENCYPART_GRANDPAR
(23,26),(26,18),-0.359802 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-1.04716 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-0.32119 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.231652 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.0358186 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.687033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.0288221 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.569923 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.541989 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.0706566 # DEPENDENCYPART_GRANDPAR
(23,27),(27,24),0.0130672 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.527325 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.157729 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.231823 # DEPENDENCYPART_GRANDPAR
(24,20),(20,10),-0.183645 # DEPENDENCYPART_GRANDPAR
(24,20),(20,14),-0.241666 # DEPENDENCYPART_GRANDPAR
(24,20),(20,15),-0.042069 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),-0.187335 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),-0.143651 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),0.0535963 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.0117714 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.00834425 # DEPENDENCYPART_GRANDPAR
(24,20),(20,25),-0.321179 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-0.468714 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-0.042069 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.143651 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),0.0535963 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.366688 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.00834425 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),0.326406 # DEPENDENCYPART_GRANDPAR
(24,21),(21,25),-0.321179 # DEPENDENCYPART_GRANDPAR
(24,21),(21,27),-0.468714 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.143651 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.36866 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.115202 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.326404 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-0.656376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.321179 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.468714 # DEPENDENCYPART_GRANDPAR
(24,22),(22,28),-0.285006 # DEPENDENCYPART_GRANDPAR
(24,23),(23,9),-0.522596 # DEPENDENCYPART_GRANDPAR
(24,23),(23,10),-0.172567 # DEPENDENCYPART_GRANDPAR
(24,23),(23,12),-0.023925 # DEPENDENCYPART_GRANDPAR
(24,23),(23,13),-0.257337 # DEPENDENCYPART_GRANDPAR
(24,23),(23,14),-0.231407 # DEPENDENCYPART_GRANDPAR
(24,23),(23,15),-0.0148557 # DEPENDENCYPART_GRANDPAR
(24,23),(23,16),-0.148052 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),-0.170801 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-0.134747 # DEPENDENCYPART_GRANDPAR
