# _root_ jean_francois_lefort_koordinaketako kidearekin_batera eskainitako prentsaurrekoan , abuztuko polizi operazioak " porrot hutsa " izan direla esan zuen , eta " poliziaren azpijokoak porrot " egin duela .
#goldHeads=2,3,4,15,4,8,8,13,8,24,10,11,18,13,0,15,16,15,18,21,24,24,22,18,24,25,
#predictedHeads=2,3,4,13,4,7,8,13,8,13,10,11,15,13,18,15,16,0,18,21,24,24,22,18,24,25,
(17,13),(13,18),-0.352502 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.603977 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.614073 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.587926 # DEPENDENCYPART_GRANDPAR
(17,13),(13,24),-0.442181 # DEPENDENCYPART_GRANDPAR
(17,13),(13,25),-0.212462 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.139054 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.340109 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.143322 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.22516 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.343615 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.306662 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.0322875 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.242191 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.0314734 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.279607 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.274549 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.18248 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.197292 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.17988 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.24037 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0526123 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.307842 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.560921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.363376 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.606411 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.616507 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.59036 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.443949 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.211821 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.373526 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.506495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.317686 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.533659 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.543755 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.214961 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.663767 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.626813 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.308303 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.571989 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.58082 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.502111 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.517444 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.0402537 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.225897 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.199268 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.0228566 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.323134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.240496 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.228092 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.238189 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.212041 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.0505008 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-0.331985 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.0885313 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.34616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.0274901 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.129615 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.139711 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.357115 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.052762 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.0730965 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.25007 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.18843 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.074669 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),0.148443 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),0.0135408 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.185409 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),0.156217 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),0.103717 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.183221 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.0820174 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.116324 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.160822 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),0.211268 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),0.211539 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),0.797292 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.0771074 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.276057 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.281668 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),0.150136 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.0818782 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),0.0147549 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.0169068 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.0808214 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.279771 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.290311 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),0.17435 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),0.18599 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.172458 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.0245511 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),0.0850533 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.000776146 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.0417071 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.240657 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.254447 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),0.213464 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),0.204172 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.133344 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.00822529 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.0786517 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),0.0971266 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),0.0073359 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),0.120105 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),0.188611 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.166305 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.0505986 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.102796 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),0.00767314 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.000202263 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),0.252506 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.112971 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.485069 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),0.743122 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.407377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,20),-0.330296 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.389878 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-0.331103 # DEPENDENCYPART_GRANDPAR
(18,10),(10,24),-0.0717983 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),0.01665 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.1823 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.265753 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),0.287063 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),0.173138 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.0773685 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),0.00758984 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.0119916 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),0.0961389 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.0187706 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.159197 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.399746 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.738871 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.0471697 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.554628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,20),-0.581731 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.641314 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.582538 # DEPENDENCYPART_GRANDPAR
(18,13),(13,24),-0.256947 # DEPENDENCYPART_GRANDPAR
(18,13),(13,25),-0.321286 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),0.0714483 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.134486 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.376193 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.739699 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.0155229 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.214473 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.253022 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),0.25509 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),0.148113 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.109541 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.0245831 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.0441645 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),0.0639659 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.0530883 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.059437 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.189478 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.841565 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.10618 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.551821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.549601 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.609183 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.550407 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.25051 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.306077 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.103388 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.140681 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.430934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.342537 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.402119 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.248184 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.017252 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.0408336 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.18648 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.621469 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.451198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,22),-0.33007 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),-0.0806934 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),0.0826092 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),0.0420771 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.0544772 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.204755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.107165 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0293271 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.0294492 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.152399 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.183692 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),0.0420771 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.0544772 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.204755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),0.115445 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.0294493 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.152399 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.183692 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-0.31127 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),0.0420771 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.0544772 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.204755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,20),0.115445 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.0558628 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.161935 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.10274 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.152399 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.183692 # DEPENDENCYPART_GRANDPAR
(18,24),(24,1),-0.653693 # DEPENDENCYPART_GRANDPAR
(18,24),(24,3),-0.601515 # DEPENDENCYPART_GRANDPAR
(18,24),(24,4),-0.403908 # DEPENDENCYPART_GRANDPAR
(18,24),(24,6),-0.747191 # DEPENDENCYPART_GRANDPAR
(18,24),(24,7),-0.654789 # DEPENDENCYPART_GRANDPAR
(18,24),(24,8),-0.681594 # DEPENDENCYPART_GRANDPAR
(18,24),(24,10),-0.574204 # DEPENDENCYPART_GRANDPAR
(18,24),(24,11),-0.437076 # DEPENDENCYPART_GRANDPAR
(18,24),(24,13),-0.275105 # DEPENDENCYPART_GRANDPAR
(18,24),(24,14),-0.111959 # DEPENDENCYPART_GRANDPAR
(18,24),(24,15),-0.0836041 # DEPENDENCYPART_GRANDPAR
(18,24),(24,16),0.514512 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-0.183095 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.245098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,20),0.0823083 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.0226512 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.0815014 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),0.0604908 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.231588 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.323612 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.44922 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.36925 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.634198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.374104 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.293228 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.292928 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.576902 # DEPENDENCYPART_GRANDPAR
(19,24),(24,1),-0.905977 # DEPENDENCYPART_GRANDPAR
(19,24),(24,3),-0.453637 # DEPENDENCYPART_GRANDPAR
(19,24),(24,4),-0.833712 # DEPENDENCYPART_GRANDPAR
(19,24),(24,6),-0.894493 # DEPENDENCYPART_GRANDPAR
(19,24),(24,7),-0.844508 # DEPENDENCYPART_GRANDPAR
(19,24),(24,8),-0.788465 # DEPENDENCYPART_GRANDPAR
(19,24),(24,10),-0.751512 # DEPENDENCYPART_GRANDPAR
(19,24),(24,11),-0.616554 # DEPENDENCYPART_GRANDPAR
(19,24),(24,13),-0.377546 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.52628 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.412064 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-0.405956 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.574099 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.448577 # DEPENDENCYPART_GRANDPAR
(19,24),(24,20),-0.339768 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.377509 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.29656 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.288897 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.56011 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.74488 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.605435 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.432385 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.807805 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.0209753 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.565391 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.631124 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.818406 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.431295 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.545455 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.321455 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.886963 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.769974 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.167582 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.12603 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.06647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.85042 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.730863 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-0.491661 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.842059 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.368821 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.939247 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.391234 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-1.15598 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.101303 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.645262 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.763125 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.623679 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.332981 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.837638 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.638618 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.828178 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.449539 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.236542 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.892794 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.226671 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-1.12298 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.10345 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.0228138 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.07225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.856205 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.736648 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.488707 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.961803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,24),-0.427226 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.560358 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.26944 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.446208 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.616622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.382475 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.723499 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.300504 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.940968 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.560358 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.26944 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.446208 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.616621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.400572 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.183324 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.154091 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.723499 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.300504 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),-0.444592 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.325036 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.228129 # DEPENDENCYPART_GRANDPAR
(21,15),(15,1),-0.573218 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.509507 # DEPENDENCYPART_GRANDPAR
(21,15),(15,3),-0.291257 # DEPENDENCYPART_GRANDPAR
(21,15),(15,4),-0.60077 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.0192337 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.193058 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),-0.528883 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.753222 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.297505 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.781271 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.399597 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.981116 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.987128 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.207934 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),0.0493137 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.413748 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-0.944178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.544071 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-0.615911 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-0.954368 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.446963 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-1.0334 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.541279 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-1.37314 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.074041 # DEPENDENCYPART_GRANDPAR
(21,17),(17,22),-0.458469 # DEPENDENCYPART_GRANDPAR
(21,18),(18,1),-0.591463 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.527751 # DEPENDENCYPART_GRANDPAR
(21,18),(18,3),-0.191853 # DEPENDENCYPART_GRANDPAR
(21,18),(18,4),-0.630603 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.536378 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.762994 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.31575 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.314684 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.986947 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.376717 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-1.34014 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.143802 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.0121809 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.574038 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.949961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.549854 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.612956 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.44741 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.0538866 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.082546 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.0850716 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.920001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.519894 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.923191 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.405252 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-1.17679 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.710403 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.309792 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.270864 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),0.125657 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.494329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.118505 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.278339 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.835806 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.317305 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.538348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
