# _root_ haren iritziz , irtenbide onena " hemengo jendea lortzea da " ; eta hori erdietsi ezean , kanpotik ekartzeko aukera ez du baztertzen .
#goldHeads=10,1,2,10,4,5,8,9,10,13,10,11,0,15,23,15,16,19,20,23,23,23,13,23,
#predictedHeads=2,10,2,10,4,5,8,9,10,13,10,11,0,15,13,15,16,19,20,23,23,23,13,23,
(19,10),(10,22),-0.854047 # DEPENDENCYPART_GRANDPAR
(19,10),(10,23),-0.368682 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.205303 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.397147 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.214499 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.281732 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.44997 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.236337 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.439154 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.0483168 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.148052 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.130102 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.318627 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.169174 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.880759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.431303 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.37353 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.112141 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.186697 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.107867 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.246234 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.4921 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.247135 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.308765 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.18106 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.29466 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.52694 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.304699 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.417409 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.146755 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0256611 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.114456 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.267276 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.148011 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.783049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.355098 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.393063 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.848801 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.295773 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.18257 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.206219 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.303245 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.10583 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.0319382 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.16571 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.295522 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.184095 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.702848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.204111 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.71544 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.215572 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.219881 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.354555 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.267848 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.346016 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.0302552 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.167135 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.127183 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.183452 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.702848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.204111 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.323339 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.71544 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.219883 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.228265 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.346596 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.0775765 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.366785 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.0348615 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.457904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.195676 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.644417 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.154733 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.132435 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),-0.0160268 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.610144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.0287677 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.256279 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.156872 # DEPENDENCYPART_GRANDPAR
(19,23),(23,2),-0.829401 # DEPENDENCYPART_GRANDPAR
(19,23),(23,7),-0.530336 # DEPENDENCYPART_GRANDPAR
(19,23),(23,8),-0.878237 # DEPENDENCYPART_GRANDPAR
(19,23),(23,9),-0.476621 # DEPENDENCYPART_GRANDPAR
(19,23),(23,10),-0.583003 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-0.34559 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-0.281584 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.435931 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.229865 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.512301 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.18703 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.639525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),-0.0448276 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.114659 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.517258 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.0165896 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.104064 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.0268288 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.15809 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.146377 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.794859 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.000825881 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.497429 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.558468 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.102766 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.481352 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.271157 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-1.21385 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.0959199 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.581425 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.204779 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.134864 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.0201772 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.574896 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.778888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.00815063 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.345681 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.35424 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.660099 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.255857 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-1.22541 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.119201 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.615028 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.170994 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.151745 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.0772899 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.707623 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.773894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,22),-0.321323 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.313048 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.220744 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-1.21715 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.252549 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.081595 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.615595 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.171431 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.215914 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.0067513 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.707672 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.773895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.0178184 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.321324 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.220749 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),0.000861459 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.556032 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.101081 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.471959 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.270477 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-1.21146 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.0942354 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.57871 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.185834 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.0671569 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.00726041 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.121567 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.778888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.00815063 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.344989 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.357128 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.284395 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.428944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,19),0.227727 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.42435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.133978 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.0291622 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.200153 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.148731 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.306637 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.0248624 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.00656577 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.0239416 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.504275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.397108 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.220857 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.203101 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.146457 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.31708 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.0240896 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.218596 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.0880059 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.504275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.397111 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.220857 # DEPENDENCYPART_GRANDPAR
(22,19),(19,3),0.0677676 # DEPENDENCYPART_GRANDPAR
(22,19),(19,5),-0.119057 # DEPENDENCYPART_GRANDPAR
(22,19),(19,7),-0.122299 # DEPENDENCYPART_GRANDPAR
(22,19),(19,8),-0.418932 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.243285 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-0.593198 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.370896 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.397782 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.366755 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.774299 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.215145 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.608311 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.38193 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.139935 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-0.89969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.406432 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.366744 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.271963 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.711288 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.140427 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.553779 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.164383 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.198905 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-0.873343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,24),-0.262981 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.644801 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.567157 # DEPENDENCYPART_GRANDPAR
(22,23),(23,2),-0.726118 # DEPENDENCYPART_GRANDPAR
(22,23),(23,7),-0.334266 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-0.634144 # DEPENDENCYPART_GRANDPAR
(22,23),(23,9),-0.399067 # DEPENDENCYPART_GRANDPAR
(22,23),(23,10),-0.748797 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-0.584564 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-0.57313 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-0.52247 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.98125 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.425245 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.820545 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.414889 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.74346 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.429504 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.517931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.12356 # DEPENDENCYPART_GRANDPAR
(23,2),(2,1),0.099173 # DEPENDENCYPART_GRANDPAR
(23,2),(2,3),-0.178357 # DEPENDENCYPART_GRANDPAR
(23,2),(2,4),-0.369036 # DEPENDENCYPART_GRANDPAR
(23,2),(2,5),0.245415 # DEPENDENCYPART_GRANDPAR
(23,7),(7,2),-0.620602 # DEPENDENCYPART_GRANDPAR
(23,7),(7,4),-0.510677 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),-0.280717 # DEPENDENCYPART_GRANDPAR
(23,7),(7,8),-0.423516 # DEPENDENCYPART_GRANDPAR
(23,8),(8,1),0.0979384 # DEPENDENCYPART_GRANDPAR
(23,8),(8,3),-0.0965219 # DEPENDENCYPART_GRANDPAR
(23,8),(8,4),-0.4049 # DEPENDENCYPART_GRANDPAR
(23,8),(8,5),0.247987 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.298743 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),0.264319 # DEPENDENCYPART_GRANDPAR
(23,8),(8,13),-0.0153575 # DEPENDENCYPART_GRANDPAR
(23,9),(9,1),-0.0149559 # DEPENDENCYPART_GRANDPAR
(23,9),(9,2),-0.53361 # DEPENDENCYPART_GRANDPAR
(23,9),(9,3),-0.127755 # DEPENDENCYPART_GRANDPAR
(23,9),(9,4),-0.42782 # DEPENDENCYPART_GRANDPAR
(23,9),(9,5),0.250839 # DEPENDENCYPART_GRANDPAR
(23,9),(9,7),-0.24841 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.45736 # DEPENDENCYPART_GRANDPAR
(23,9),(9,10),-0.371381 # DEPENDENCYPART_GRANDPAR
(23,9),(9,13),-0.108519 # DEPENDENCYPART_GRANDPAR
(23,9),(9,16),0.00883968 # DEPENDENCYPART_GRANDPAR
(23,9),(9,17),-0.0907861 # DEPENDENCYPART_GRANDPAR
(23,9),(9,19),0.104347 # DEPENDENCYPART_GRANDPAR
(23,9),(9,22),0.0529321 # DEPENDENCYPART_GRANDPAR
(23,9),(9,23),-0.695952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,10),(10,1),0.038311 # DEPENDENCYPART_GRANDPAR
(23,10),(10,2),-0.4947 # DEPENDENCYPART_GRANDPAR
(23,10),(10,3),-0.165447 # DEPENDENCYPART_GRANDPAR
(23,10),(10,4),-0.376156 # DEPENDENCYPART_GRANDPAR
(23,10),(10,5),0.186316 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),-0.185148 # DEPENDENCYPART_GRANDPAR
(23,10),(10,8),-0.436597 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),0.0878397 # DEPENDENCYPART_GRANDPAR
(23,10),(10,11),-0.160134 # DEPENDENCYPART_GRANDPAR
(23,10),(10,13),-0.144867 # DEPENDENCYPART_GRANDPAR
(23,10),(10,15),-0.150206 # DEPENDENCYPART_GRANDPAR
(23,10),(10,16),-0.068106 # DEPENDENCYPART_GRANDPAR
(23,10),(10,18),-0.168339 # DEPENDENCYPART_GRANDPAR
(23,10),(10,19),0.0879901 # DEPENDENCYPART_GRANDPAR
(23,10),(10,20),0.144949 # DEPENDENCYPART_GRANDPAR
(23,10),(10,22),-0.0846234 # DEPENDENCYPART_GRANDPAR
(23,10),(10,23),-0.759863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,13),(13,1),0.0257323 # DEPENDENCYPART_GRANDPAR
(23,13),(13,2),-0.442211 # DEPENDENCYPART_GRANDPAR
(23,13),(13,4),-0.337109 # DEPENDENCYPART_GRANDPAR
(23,13),(13,7),-0.236361 # DEPENDENCYPART_GRANDPAR
(23,13),(13,8),-0.383945 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),0.160552 # DEPENDENCYPART_GRANDPAR
(23,13),(13,10),-0.390569 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),0.202649 # DEPENDENCYPART_GRANDPAR
(23,13),(13,15),-0.011521 # DEPENDENCYPART_GRANDPAR
(23,13),(13,16),0.0200795 # DEPENDENCYPART_GRANDPAR
(23,13),(13,17),-0.151606 # DEPENDENCYPART_GRANDPAR
(23,13),(13,18),-0.0798538 # DEPENDENCYPART_GRANDPAR
(23,13),(13,19),0.226991 # DEPENDENCYPART_GRANDPAR
(23,13),(13,20),0.222581 # DEPENDENCYPART_GRANDPAR
(23,13),(13,23),-0.764717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,13),-0.0619065 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.0470066 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),0.000413505 # DEPENDENCYPART_GRANDPAR
(23,15),(15,1),-0.0179067 # DEPENDENCYPART_GRANDPAR
(23,15),(15,2),-0.541096 # DEPENDENCYPART_GRANDPAR
(23,15),(15,3),-0.127003 # DEPENDENCYPART_GRANDPAR
(23,15),(15,4),-0.435307 # DEPENDENCYPART_GRANDPAR
(23,15),(15,5),0.248258 # DEPENDENCYPART_GRANDPAR
(23,15),(15,7),-0.250563 # DEPENDENCYPART_GRANDPAR
(23,15),(15,8),-0.464847 # DEPENDENCYPART_GRANDPAR
(23,15),(15,9),0.0909193 # DEPENDENCYPART_GRANDPAR
(23,15),(15,10),-0.370098 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.0980341 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),0.21828 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),0.0152162 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.0965523 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),-0.0902342 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),0.105839 # DEPENDENCYPART_GRANDPAR
(23,15),(15,20),0.200265 # DEPENDENCYPART_GRANDPAR
(23,15),(15,21),0.0944961 # DEPENDENCYPART_GRANDPAR
(23,15),(15,22),0.0531233 # DEPENDENCYPART_GRANDPAR
(23,15),(15,23),-0.687189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,5),0.253404 # DEPENDENCYPART_GRANDPAR
(23,16),(16,9),0.198187 # DEPENDENCYPART_GRANDPAR
(23,16),(16,10),-0.249277 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.0504524 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),0.286482 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.0132083 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.119733 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),-0.0556175 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),0.293313 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),0.257416 # DEPENDENCYPART_GRANDPAR
(23,16),(16,22),-0.0889172 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-0.606775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,24),0.191402 # DEPENDENCYPART_GRANDPAR
(23,17),(17,10),-0.304248 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.121138 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),0.100484 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),0.284799 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.0146337 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),0.0145574 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.00569987 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),0.294166 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),0.257448 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),0.0601707 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),-0.088105 # DEPENDENCYPART_GRANDPAR
(23,18),(18,24),0.1914 # DEPENDENCYPART_GRANDPAR
(23,19),(19,3),-0.1188 # DEPENDENCYPART_GRANDPAR
(23,19),(19,5),0.256889 # DEPENDENCYPART_GRANDPAR
(23,19),(19,7),-0.242363 # DEPENDENCYPART_GRANDPAR
(23,19),(19,8),-0.442792 # DEPENDENCYPART_GRANDPAR
(23,19),(19,9),0.0988599 # DEPENDENCYPART_GRANDPAR
(23,19),(19,10),-0.361196 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.0898344 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),0.227278 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.112981 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),0.00581184 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.0374764 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.082903 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),0.192992 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),0.0955216 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),0.0565903 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-0.695853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,14),0.279683 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.00982064 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.00871291 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.00633312 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.10752 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),0.229635 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),0.0632737 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.0789026 # DEPENDENCYPART_GRANDPAR
(23,20),(20,24),0.191199 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.164214 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),0.14275 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),0.103603 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.146165 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.0327654 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.692328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
