# _root_ bestalde , donostiako manifestaldian izan zen " batasuna " azpimarratu zuen elortzak , eta " demokraten batasun hori berriz eskuratu " behar dela uste_du .
#goldHeads=0,3,4,5,8,5,6,10,8,14,10,10,12,0,14,17,20,17,20,22,20,24,22,14,24,
#predictedHeads=0,3,4,5,0,5,6,10,8,14,10,10,12,0,14,17,20,17,20,24,20,23,24,14,24,
(24,20),(20,8),0.147681 # DEPENDENCYPART_GRANDPAR
(24,20),(20,10),0.0937494 # DEPENDENCYPART_GRANDPAR
(24,20),(20,11),-1.1496 # DEPENDENCYPART_GRANDPAR
(24,20),(20,12),0.0922393 # DEPENDENCYPART_GRANDPAR
(24,20),(20,13),0.328547 # DEPENDENCYPART_GRANDPAR
(24,20),(20,14),0.533301 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),-0.00831946 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),0.300539 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),0.383719 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),0.222245 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),0.364703 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),0.285864 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),0.644557 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.07738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,16),0.015229 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),0.325422 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),0.205185 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),0.31816 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),0.36623 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.738362 # DEPENDENCYPART_GRANDPAR
(24,23),(23,4),0.307237 # DEPENDENCYPART_GRANDPAR
(24,23),(23,5),-0.0960208 # DEPENDENCYPART_GRANDPAR
(24,23),(23,8),0.19254 # DEPENDENCYPART_GRANDPAR
(24,23),(23,10),0.087726 # DEPENDENCYPART_GRANDPAR
(24,23),(23,12),0.147292 # DEPENDENCYPART_GRANDPAR
(24,23),(23,13),0.34146 # DEPENDENCYPART_GRANDPAR
(24,23),(23,14),0.606702 # DEPENDENCYPART_GRANDPAR
(24,23),(23,16),0.0480669 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),0.34724 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),0.398681 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),0.28894 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),0.261855 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),0.401708 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.12291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),0.190441 # DEPENDENCYPART_GRANDPAR
