# _root_ irakaskuntza esparruan hezkuntza sistema propioa eduki beharra azpimarratzen da , eta kultura arloa naziotasuna , euskaltasuna eta herritasunaren_gainean oinarritzeko proposatzen da .
#goldHeads=2,8,4,6,4,8,6,11,8,9,0,13,19,17,14,17,0,17,20,11,20,21,
#predictedHeads=2,6,4,6,4,7,8,11,8,9,0,13,14,17,14,17,19,17,20,11,20,21,
(14,15),(15,16),-0.438345 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.361382 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.640983 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.36257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0425201 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.429099 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.444028 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-1.10042 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-1.05405 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.953162 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.778981 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.541673 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.855187 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.505797 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.270238 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.391642 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.670943 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.339861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.0112659 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.287095 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.282621 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.200175 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.0345759 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.402195 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.309804 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.138372 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.273775 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.444028 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.356655 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-1.0439 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.943017 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.768834 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.875529 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.543501 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.845049 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.507625 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-1.62434 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.339216 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.381269 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.660799 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.467482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,16),-0.414716 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.130269 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.432551 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.113478 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.380678 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.394213 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.199468 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.0305284 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.292123 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.0662683 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.136699 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.0498108 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0339967 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.00710764 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.251893 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.282999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.21471 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.306335 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.263546 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.276749 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.0616847 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.244099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.0495153 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.243529 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.168611 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.040256 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.292481 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0956778 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.198302 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.116521 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.15553 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.0388527 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0243529 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0937332 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.210683 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.935084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.350119 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.93138 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.116521 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.15553 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0388527 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0243529 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.391996 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.210683 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.935084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.265419 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.350119 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.549076 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.439449 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.393915 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.419078 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.873658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,16),-0.509412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0819317 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.289652 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.353447 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.305969 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.00897967 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.215346 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0433079 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.241437 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.242265 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.282718 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.174547 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.315216 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.282427 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.293712 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.177179 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.315216 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.327162 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.293712 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.177179 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.204153 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.281572 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.293518 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.333972 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.142805 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.184467 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.26233 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.179685 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.139505 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),0.107918 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),0.243616 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),0.34872 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-0.551478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),-0.442251 # DEPENDENCYPART_GRANDPAR
(17,4),(4,19),-0.406368 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.22984 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.243285 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.283738 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.31651 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.164346 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.395881 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.132539 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.0565982 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.390915 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.16729 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),0.107811 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),0.0856063 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-0.675762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,19),-0.55449 # DEPENDENCYPART_GRANDPAR
(17,6),(6,20),-0.638656 # DEPENDENCYPART_GRANDPAR
(17,6),(6,21),-0.198639 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.3202 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.360653 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.387482 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.244331 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.427981 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.0344485 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.206831 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.351565 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.190739 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.231442 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.244887 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.28534 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.318112 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.160054 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.351837 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.34753 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.0566195 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.388732 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.177284 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.280164 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.0336172 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),0.102081 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),0.0877892 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.207185 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.675761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.646658 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),-0.55449 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),-0.638656 # DEPENDENCYPART_GRANDPAR
(17,8),(8,21),-0.198574 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.35731 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.41896 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.411647 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.453447 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.235297 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.33777 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.489222 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.322834 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.0885077 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.0471907 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.0236169 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.152295 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.642251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.587669 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.577646 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.661985 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.321918 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.194408 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.0652406 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.200939 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.174288 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.28312 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.303838 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.188295 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.268816 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.195244 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.132514 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.300348 # DEPENDENCYPART_GRANDPAR
(17,13),(13,18),-0.447264 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.249487 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.28312 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.303838 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.188295 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.268816 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.0256439 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.132514 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.300348 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.550506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.447264 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.405863 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.162889 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.410658 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.129655 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.227418 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.268816 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0256439 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.110055 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.172683 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.447264 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.162889 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.145393 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.347883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.221688 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.067488 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.137825 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.887166 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.927619 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.935202 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.590451 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.789133 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.959859 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.615713 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.415551 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.457449 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.825039 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.585647 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.449949 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.344845 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.39824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.0954765 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.197308 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.163084 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-0.873304 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-0.888029 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-0.928482 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-0.936065 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-0.590923 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-0.790882 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-0.960722 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.617462 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-0.416027 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.655541 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.457921 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.825902 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.58651 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.450812 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.17902 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.345708 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.397993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.0961695 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.0704148 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.152306 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.146439 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),-0.0794703 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.119156 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.204792 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.0559598 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.333628 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.790022 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.516365 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.198258 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.88093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,21),-0.454785 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.889381 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-1.11882 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.789138 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.626687 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.457187 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.777739 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.498529 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.177349 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.191009 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.643544 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.369887 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.288183 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.371499 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.91089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.770408 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.463307 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.474895 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-1.60933 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-1.27964 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-1.1313 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-1.36322 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.837627 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-1.27073 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.880533 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-2.62648 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.38482 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.675797 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-1.13405 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.860392 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.862005 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.195325 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.560169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.163493 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.305434 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.521831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.387442 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.0805439 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.122877 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.0162528 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.438611 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.304372 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.0885565 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.412229 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.438611 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.260212 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.0885565 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.412229 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.763628 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.413896 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.235497 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.282339 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.409149 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.265226 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),0.193573 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.766979 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),-0.160404 # DEPENDENCYPART_GRANDPAR
(19,4),(4,13),0.170756 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),0.245101 # DEPENDENCYPART_GRANDPAR
(19,4),(4,16),0.532538 # DEPENDENCYPART_GRANDPAR
(19,4),(4,17),-0.0789018 # DEPENDENCYPART_GRANDPAR
(19,4),(4,18),0.482791 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-0.788876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,1),-0.42751 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.250045 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.296887 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.0768897 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.341497 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),0.186951 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.439808 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.261838 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.30868 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.0848952 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.399003 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),0.178079 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.0172391 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.563455 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.14962 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.270773 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),0.226214 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),-0.0990637 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),-0.122885 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-0.883418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,20),-0.28822 # DEPENDENCYPART_GRANDPAR
(19,6),(6,21),-0.842602 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.256589 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.303431 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.0984221 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.39987 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.315023 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),0.142338 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.771731 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.209692 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.168269 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.438435 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.260466 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.307308 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.0835231 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.391169 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.425478 # DEPENDENCYPART_GRANDPAR
