# _root_ psnk uste du hori ez dela bidezkoa eta upn kritikatu du , enpresa pribatuetan hori bultzatzen ari_den bitartean , publikoetan ez duelako oraindik ezarri .
#goldHeads=2,8,2,6,6,2,6,0,10,8,10,11,16,13,16,17,24,17,18,24,24,24,24,10,24,
#predictedHeads=2,0,2,6,6,10,6,6,10,0,10,11,16,13,13,17,18,10,18,19,24,24,24,10,24,
(17,18),(18,23),-0.206523 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.192069 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.208205 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.0562058 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.101185 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.156314 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.182607 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.0302203 # DEPENDENCYPART_GRANDPAR
(17,22),(22,18),0.0115791 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.359684 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.266909 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.21217 # DEPENDENCYPART_GRANDPAR
(17,24),(24,2),-0.872797 # DEPENDENCYPART_GRANDPAR
(17,24),(24,6),-0.902525 # DEPENDENCYPART_GRANDPAR
(17,24),(24,8),-0.270962 # DEPENDENCYPART_GRANDPAR
(17,24),(24,9),-0.963485 # DEPENDENCYPART_GRANDPAR
(17,24),(24,10),-0.300492 # DEPENDENCYPART_GRANDPAR
(17,24),(24,12),-0.37326 # DEPENDENCYPART_GRANDPAR
(17,24),(24,13),-0.228052 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),-0.646634 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-0.436006 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-0.0947735 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-1.23247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),0.00383974 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),0.0730206 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.366043 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.162548 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.895328 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.162151 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.00272419 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-1.01041 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.373105 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.122808 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),0.344438 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.971972 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-2.46423 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.71863 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.0672463 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.421732 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.917596 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.46226 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.240179 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-2.20787 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.161038 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.15127 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.0731275 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),0.208875 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.928021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,24),-0.537843 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-1.01027 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-2.45971 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.788221 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.207019 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.378784 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.991218 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.274853 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.480751 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-2.02392 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.213349 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.276772 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-1.10751 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.202416 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.0855936 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.918235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.229463 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),-0.142225 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-0.826097 # DEPENDENCYPART_GRANDPAR
(18,10),(10,24),-0.540091 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.433507 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-2.33186 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.156498 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-1.00031 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.249759 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.839209 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-1.10832 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.626376 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.473719 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-2.39111 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.0775018 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.99103 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.39652 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.0654937 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.218712 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.898108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,24),-0.489383 # DEPENDENCYPART_GRANDPAR
(18,13),(13,25),-0.265635 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.157587 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.438786 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.150503 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.986758 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.787686 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.202363 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.376782 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.988019 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.269272 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.457236 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.471017 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-2.29401 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.0570121 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.129275 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-1.04634 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.497971 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.083903 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.918219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.229388 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.142221 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.210178 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.825331 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.328708 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.540088 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.964407 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.372698 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.262066 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.434886 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.472163 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-2.28819 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.106924 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-1.03475 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.496729 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.315093 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.91822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.142221 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.210178 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.825836 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.540159 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.573946 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.295958 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.167778 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.316012 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.527258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.0277409 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.0546647 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.188143 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.546418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,18),-0.543605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,20),0.20074 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.0301594 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.122974 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.125064 # DEPENDENCYPART_GRANDPAR
(18,24),(24,2),-1.45354 # DEPENDENCYPART_GRANDPAR
(18,24),(24,6),-0.624333 # DEPENDENCYPART_GRANDPAR
(18,24),(24,8),-0.507672 # DEPENDENCYPART_GRANDPAR
(18,24),(24,9),-0.92693 # DEPENDENCYPART_GRANDPAR
(18,24),(24,10),-0.764159 # DEPENDENCYPART_GRANDPAR
(18,24),(24,12),-0.379995 # DEPENDENCYPART_GRANDPAR
(18,24),(24,13),-0.602868 # DEPENDENCYPART_GRANDPAR
(18,24),(24,14),-1.44011 # DEPENDENCYPART_GRANDPAR
(18,24),(24,15),-0.745502 # DEPENDENCYPART_GRANDPAR
(18,24),(24,16),-0.602833 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-0.32412 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.594975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),-0.0583041 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.191713 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.0488609 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.324765 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.101824 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.131249 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.00628525 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.243797 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),0.114759 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),0.278313 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.262794 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.0885992 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.161468 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),0.0526726 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),0.208128 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),0.0933596 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0372619 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.188061 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0966296 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.165143 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.136424 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.452819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.26698 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.338803 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.0617067 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.417831 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.365249 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.0191232 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),0.257355 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.106423 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.174306 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),0.0298287 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),0.173957 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.0500998 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.205094 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.120418 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0816355 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.109955 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),-0.26698 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.338803 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.0622116 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.365321 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.141538 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.225291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.10806 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.0391119 # DEPENDENCYPART_GRANDPAR
(19,24),(24,2),-0.369755 # DEPENDENCYPART_GRANDPAR
(19,24),(24,6),-0.0271101 # DEPENDENCYPART_GRANDPAR
(19,24),(24,8),-0.312424 # DEPENDENCYPART_GRANDPAR
(19,24),(24,9),-0.525887 # DEPENDENCYPART_GRANDPAR
(19,24),(24,10),-0.261072 # DEPENDENCYPART_GRANDPAR
(19,24),(24,12),-0.17753 # DEPENDENCYPART_GRANDPAR
(19,24),(24,13),-0.399732 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.435145 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.292125 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-0.205291 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.217654 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.233275 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.307365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.0582025 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.0240062 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.212243 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.153097 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.00338768 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),0.137715 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.205293 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.483433 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.044676 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.360724 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),0.181533 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.21373 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.413188 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.613129 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.149242 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.07817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.437366 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.771473 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.370863 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.336837 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.235377 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.451343 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.66302 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.04983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,24),-0.364395 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.415043 # DEPENDENCYPART_GRANDPAR
(20,24),(24,2),-0.907416 # DEPENDENCYPART_GRANDPAR
(20,24),(24,6),-0.548831 # DEPENDENCYPART_GRANDPAR
(20,24),(24,8),-0.426439 # DEPENDENCYPART_GRANDPAR
(20,24),(24,9),-0.752884 # DEPENDENCYPART_GRANDPAR
(20,24),(24,10),-0.715913 # DEPENDENCYPART_GRANDPAR
(20,24),(24,12),-0.325442 # DEPENDENCYPART_GRANDPAR
(20,24),(24,13),-0.627678 # DEPENDENCYPART_GRANDPAR
(20,24),(24,14),-0.0641196 # DEPENDENCYPART_GRANDPAR
(20,24),(24,15),-0.413365 # DEPENDENCYPART_GRANDPAR
(20,24),(24,16),-0.6493 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.845495 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.471214 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.314098 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.800057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),-0.145657 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.407139 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.116386 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.0399241 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.325544 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.11409 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.336282 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.054284 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.335126 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.304107 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.260241 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.270836 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.259012 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.0066752 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.070884 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.613472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.462598 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.370045 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.340196 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.340006 # DEPENDENCYPART_GRANDPAR
(22,18),(18,7),-0.135062 # DEPENDENCYPART_GRANDPAR
(22,18),(18,8),-0.0668529 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.112228 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),0.104229 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.495503 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.232563 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.363235 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.0919133 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.134242 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.052529 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.0663457 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.0186866 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-0.777075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.206453 # DEPENDENCYPART_GRANDPAR
(22,18),(18,24),-0.515013 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.165618 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-1.00028 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.00665686 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.0199622 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.543774 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-1.06537 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.00445397 # DEPENDENCYPART_GRANDPAR
(24,2),(2,1),-0.215247 # DEPENDENCYPART_GRANDPAR
(24,2),(2,3),-0.21495 # DEPENDENCYPART_GRANDPAR
(24,2),(2,4),0.132861 # DEPENDENCYPART_GRANDPAR
(24,2),(2,5),-0.406707 # DEPENDENCYPART_GRANDPAR
(24,2),(2,7),-0.237637 # DEPENDENCYPART_GRANDPAR
(24,2),(2,8),-0.0441417 # DEPENDENCYPART_GRANDPAR
(24,2),(2,9),-0.299833 # DEPENDENCYPART_GRANDPAR
(24,6),(6,2),-0.38407 # DEPENDENCYPART_GRANDPAR
(24,6),(6,3),-0.153254 # DEPENDENCYPART_GRANDPAR
(24,6),(6,4),0.0249342 # DEPENDENCYPART_GRANDPAR
(24,6),(6,5),-0.319982 # DEPENDENCYPART_GRANDPAR
(24,6),(6,7),-0.327729 # DEPENDENCYPART_GRANDPAR
(24,6),(6,8),-0.0991569 # DEPENDENCYPART_GRANDPAR
(24,6),(6,9),-0.325029 # DEPENDENCYPART_GRANDPAR
(24,6),(6,10),-0.0846051 # DEPENDENCYPART_GRANDPAR
(24,6),(6,11),-0.103918 # DEPENDENCYPART_GRANDPAR
(24,6),(6,13),-0.0491764 # DEPENDENCYPART_GRANDPAR
(24,6),(6,14),-0.0192034 # DEPENDENCYPART_GRANDPAR
(24,6),(6,16),-0.0102888 # DEPENDENCYPART_GRANDPAR
(24,6),(6,17),-0.116137 # DEPENDENCYPART_GRANDPAR
(24,6),(6,18),0.0657426 # DEPENDENCYPART_GRANDPAR
(24,6),(6,24),-0.752148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,8),(8,1),-0.212331 # DEPENDENCYPART_GRANDPAR
(24,8),(8,2),-0.395437 # DEPENDENCYPART_GRANDPAR
(24,8),(8,3),-0.214965 # DEPENDENCYPART_GRANDPAR
(24,8),(8,4),-0.0179277 # DEPENDENCYPART_GRANDPAR
(24,8),(8,5),-0.413879 # DEPENDENCYPART_GRANDPAR
(24,8),(8,6),-0.369421 # DEPENDENCYPART_GRANDPAR
(24,8),(8,7),-0.240701 # DEPENDENCYPART_GRANDPAR
(24,8),(8,9),-0.318574 # DEPENDENCYPART_GRANDPAR
(24,8),(8,10),-0.0135044 # DEPENDENCYPART_GRANDPAR
(24,8),(8,11),-0.177932 # DEPENDENCYPART_GRANDPAR
(24,8),(8,12),-0.357255 # DEPENDENCYPART_GRANDPAR
(24,8),(8,13),-0.0507591 # DEPENDENCYPART_GRANDPAR
(24,8),(8,16),0.0665384 # DEPENDENCYPART_GRANDPAR
(24,8),(8,17),-0.0478889 # DEPENDENCYPART_GRANDPAR
(24,8),(8,18),0.0540602 # DEPENDENCYPART_GRANDPAR
(24,8),(8,24),-0.778227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,9),(9,10),0.051581 # DEPENDENCYPART_GRANDPAR
(24,10),(10,2),-0.496549 # DEPENDENCYPART_GRANDPAR
(24,10),(10,3),-0.0815285 # DEPENDENCYPART_GRANDPAR
(24,10),(10,4),0.00421109 # DEPENDENCYPART_GRANDPAR
(24,10),(10,5),-0.393407 # DEPENDENCYPART_GRANDPAR
(24,10),(10,6),-0.273621 # DEPENDENCYPART_GRANDPAR
(24,10),(10,7),-0.220939 # DEPENDENCYPART_GRANDPAR
(24,10),(10,8),-0.126798 # DEPENDENCYPART_GRANDPAR
(24,10),(10,9),-0.32846 # DEPENDENCYPART_GRANDPAR
(24,10),(10,11),-0.0266105 # DEPENDENCYPART_GRANDPAR
(24,10),(10,12),-0.296461 # DEPENDENCYPART_GRANDPAR
(24,10),(10,13),-0.0551388 # DEPENDENCYPART_GRANDPAR
(24,10),(10,14),-0.0555715 # DEPENDENCYPART_GRANDPAR
(24,10),(10,16),-0.0420905 # DEPENDENCYPART_GRANDPAR
(24,10),(10,17),-0.157877 # DEPENDENCYPART_GRANDPAR
(24,10),(10,18),0.0456523 # DEPENDENCYPART_GRANDPAR
(24,10),(10,19),-0.262825 # DEPENDENCYPART_GRANDPAR
(24,10),(10,20),0.0176397 # DEPENDENCYPART_GRANDPAR
(24,10),(10,22),0.400018 # DEPENDENCYPART_GRANDPAR
(24,10),(10,24),-0.693207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,12),(12,6),-0.313355 # DEPENDENCYPART_GRANDPAR
(24,12),(12,11),-0.135016 # DEPENDENCYPART_GRANDPAR
(24,12),(12,13),0.131966 # DEPENDENCYPART_GRANDPAR
(24,12),(12,14),0.0783834 # DEPENDENCYPART_GRANDPAR
(24,12),(12,17),0.174443 # DEPENDENCYPART_GRANDPAR
(24,13),(13,4),0.0653519 # DEPENDENCYPART_GRANDPAR
(24,13),(13,7),-0.208407 # DEPENDENCYPART_GRANDPAR
(24,13),(13,9),-0.263343 # DEPENDENCYPART_GRANDPAR
(24,13),(13,10),-0.0126614 # DEPENDENCYPART_GRANDPAR
(24,13),(13,11),-0.124171 # DEPENDENCYPART_GRANDPAR
(24,13),(13,12),-0.222967 # DEPENDENCYPART_GRANDPAR
(24,13),(13,14),0.0976375 # DEPENDENCYPART_GRANDPAR
(24,13),(13,15),0.225531 # DEPENDENCYPART_GRANDPAR
(24,13),(13,16),0.140294 # DEPENDENCYPART_GRANDPAR
(24,13),(13,17),0.0281919 # DEPENDENCYPART_GRANDPAR
(24,13),(13,18),0.124359 # DEPENDENCYPART_GRANDPAR
(24,13),(13,24),-0.602052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,13),(13,25),-0.0514949 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),-0.008753 # DEPENDENCYPART_GRANDPAR
(24,14),(14,15),0.1115 # DEPENDENCYPART_GRANDPAR
(24,15),(15,16),0.0286991 # DEPENDENCYPART_GRANDPAR
(24,16),(16,2),-0.478613 # DEPENDENCYPART_GRANDPAR
(24,16),(16,4),-0.000667158 # DEPENDENCYPART_GRANDPAR
(24,16),(16,5),-0.392706 # DEPENDENCYPART_GRANDPAR
(24,16),(16,6),-0.277034 # DEPENDENCYPART_GRANDPAR
