# _root_ kasu honetan gutuna posta arruntaren_bidez etorri da , eta etako presoek bizi duten egoeraren erantzule egiten gaituzte " , azaldu zuen .
#goldHeads=6,1,6,6,4,9,6,7,20,11,12,14,12,15,16,9,16,17,18,0,0,21,
#predictedHeads=6,1,6,6,4,9,6,7,0,11,12,14,12,15,16,9,16,17,18,0,20,21,
(19,16),(16,14),-0.124474 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.103181 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.115153 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.428127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.268052 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.259406 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.0862195 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0360971 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.0167479 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.100385 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),-0.207001 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.278116 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-0.486274 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.629453 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.567443 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.220597 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.356917 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.349545 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.586927 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.549641 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.514417 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.176927 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.464679 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.444949 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.00341006 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.148371 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.277853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.0902806 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.169072 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.110554 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.199176 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.00493472 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),0.0821755 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),0.427136 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),0.0541111 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.24067 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.00940605 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),0.0832493 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),0.423868 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),0.0601259 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.237341 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.242897 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),0.0832493 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),0.423868 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),-0.265757 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),0.16248 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),0.121136 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.292255 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.192026 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.00164993 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),0.121345 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),0.637645 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.132664 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),0.0903912 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.301022 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),0.124861 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),0.0507121 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),-0.220911 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),-0.161076 # DEPENDENCYPART_GRANDPAR
(20,6),(6,15),-0.0547948 # DEPENDENCYPART_GRANDPAR
(20,6),(6,16),0.432057 # DEPENDENCYPART_GRANDPAR
(20,6),(6,17),0.283104 # DEPENDENCYPART_GRANDPAR
(20,6),(6,20),-0.426424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,6),(6,21),-0.412769 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),0.14904 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),0.473561 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),0.264688 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),0.160744 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.251252 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.15114 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),0.0392357 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),0.11199 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),0.266725 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),0.405329 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.122644 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.267097 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),0.166538 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),0.0796804 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.377571 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.119391 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),-0.0117305 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),0.545239 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-0.48515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,11),0.161733 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),0.0736752 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.236039 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),0.248793 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.00396955 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),0.117341 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.269077 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),0.0742401 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.410729 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.122348 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.0170265 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),0.0923796 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),0.102125 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),-0.234359 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.0105216 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),0.258641 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.0140673 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),0.144671 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.22838 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.169146 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.403789 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.115957 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.010618 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),0.624443 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.0966821 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-0.345754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,22),0.223252 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.357751 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),0.0661737 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.0170384 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.174939 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.0679532 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.138021 # DEPENDENCYPART_GRANDPAR
(20,13),(13,21),-0.407147 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),0.245296 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.0166433 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),0.113389 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.265533 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),0.131993 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),0.0611039 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.31856 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.0199859 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.0915833 # DEPENDENCYPART_GRANDPAR
(20,14),(14,21),-0.279785 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),0.248653 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.00972861 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),0.11448 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.269605 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),0.127921 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),0.054282 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.315141 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.157945 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.614856 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.0899503 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.345116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.279785 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),0.223889 # DEPENDENCYPART_GRANDPAR
(20,16),(16,1),0.103095 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.278603 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.210066 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),-0.0196907 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),0.169731 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),0.469357 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.0272122 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),0.118046 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.270334 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),0.155903 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),0.0782908 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.290055 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.137886 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.0267448 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.252502 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.0949278 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.423066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.413461 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.0464767 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.260712 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.151576 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.0574571 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.42655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.406742 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.413945 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.121615 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.451812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,16),0.293462 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.349047 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),-0.184488 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),0.22339 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.531268 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.177869 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),0.0961373 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.0835901 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.0841393 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.230076 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.3217 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),0.360398 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.30001 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.235562 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.482355 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.131179 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.0811463 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.0475609 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.0044616 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.1246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
