# _root_ ( ... ) paulinok azken asaltoa bota zuela uste_zuen , baina heriotzaren aurre-salara ailegatzea besterik ez zuen egin , azken asaltoek beti heriotzaren kaudrilateroan jotzen bait dute amaierako kanpanilla .
#goldHeads=0,1,0,9,6,7,9,7,11,9,0,13,14,18,14,15,18,11,18,21,25,25,24,25,18,27,25,29,25,29,
#predictedHeads=0,1,0,7,6,7,9,7,11,9,0,13,14,18,14,15,18,11,18,21,25,25,24,25,0,25,26,29,25,29,
(22,24),(24,22),-0.532531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.144204 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.236397 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.406057 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.396568 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.400344 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.00359381 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),-0.437636 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-1.64497 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.401197 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.339189 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.0203148 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),-0.534864 # DEPENDENCYPART_GRANDPAR
(23,21),(21,12),-0.573841 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-0.350749 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.277877 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.143173 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.245647 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.0106303 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.04974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.301291 # DEPENDENCYPART_GRANDPAR
(23,21),(21,30),-0.376082 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.277067 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.95625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.2078 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.399088 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.486145 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.571075 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.174548 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.624069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.35477 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.481339 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.542051 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.306298 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),-0.288136 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.0825707 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.495403 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.259019 # DEPENDENCYPART_GRANDPAR
(23,28),(28,22),-0.174548 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-0.624735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),0.123714 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),-0.116896 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.296694 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.306546 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.288196 # DEPENDENCYPART_GRANDPAR
(24,19),(19,14),-0.53025 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-1.71835 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.402346 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),-0.340338 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.0544503 # DEPENDENCYPART_GRANDPAR
(24,21),(21,11),-0.471626 # DEPENDENCYPART_GRANDPAR
(24,21),(21,12),-0.480019 # DEPENDENCYPART_GRANDPAR
(24,21),(21,14),-0.443363 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.279026 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.177309 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.25279 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.0215301 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),0.213828 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-0.53993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,30),-0.368324 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),0.00465452 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.172505 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-0.446439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,19),-0.177309 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.25279 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),0.0348595 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.123359 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-0.53993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,27),-0.660014 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-0.710366 # DEPENDENCYPART_GRANDPAR
(24,23),(23,30),-0.368324 # DEPENDENCYPART_GRANDPAR
(24,25),(25,4),-1.49136 # DEPENDENCYPART_GRANDPAR
(24,25),(25,6),-1.15108 # DEPENDENCYPART_GRANDPAR
(24,25),(25,7),-0.726544 # DEPENDENCYPART_GRANDPAR
(24,25),(25,9),-1.3691 # DEPENDENCYPART_GRANDPAR
(24,25),(25,10),-0.462681 # DEPENDENCYPART_GRANDPAR
(24,25),(25,11),-0.675643 # DEPENDENCYPART_GRANDPAR
(24,25),(25,12),-0.82569 # DEPENDENCYPART_GRANDPAR
(24,25),(25,13),-0.766745 # DEPENDENCYPART_GRANDPAR
(24,25),(25,14),-0.754587 # DEPENDENCYPART_GRANDPAR
(24,25),(25,15),-0.427653 # DEPENDENCYPART_GRANDPAR
(24,25),(25,16),-0.405964 # DEPENDENCYPART_GRANDPAR
(24,25),(25,17),-1.85581 # DEPENDENCYPART_GRANDPAR
(24,25),(25,18),-0.609778 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-0.507423 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.469198 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.310812 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.248422 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.233303 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.218348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.0891947 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.465806 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.22236 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.0344533 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.11718 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.338849 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.150942 # DEPENDENCYPART_GRANDPAR
(24,28),(28,22),-0.206708 # DEPENDENCYPART_GRANDPAR
(24,28),(28,23),-0.211844 # DEPENDENCYPART_GRANDPAR
(24,28),(28,24),-0.114925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,28),(28,25),-0.0701635 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.380355 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.198469 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.280438 # DEPENDENCYPART_GRANDPAR
(24,29),(29,22),-0.206708 # DEPENDENCYPART_GRANDPAR
(24,29),(29,23),-0.211844 # DEPENDENCYPART_GRANDPAR
(24,29),(29,24),-0.114258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,29),(29,25),-0.0699412 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),-0.380133 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),-0.285358 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),-0.280378 # DEPENDENCYPART_GRANDPAR
(25,4),(4,3),-0.388553 # DEPENDENCYPART_GRANDPAR
(25,4),(4,6),-0.39205 # DEPENDENCYPART_GRANDPAR
(25,6),(6,4),-0.504196 # DEPENDENCYPART_GRANDPAR
(25,6),(6,5),-0.0696533 # DEPENDENCYPART_GRANDPAR
(25,6),(6,7),-0.10836 # DEPENDENCYPART_GRANDPAR
(25,6),(6,8),0.185973 # DEPENDENCYPART_GRANDPAR
(25,6),(6,15),0.018716 # DEPENDENCYPART_GRANDPAR
(25,7),(7,4),-0.484513 # DEPENDENCYPART_GRANDPAR
(25,7),(7,5),-0.175171 # DEPENDENCYPART_GRANDPAR
(25,7),(7,6),-0.433901 # DEPENDENCYPART_GRANDPAR
(25,7),(7,8),0.326833 # DEPENDENCYPART_GRANDPAR
(25,7),(7,9),-0.431549 # DEPENDENCYPART_GRANDPAR
(25,7),(7,10),-0.247225 # DEPENDENCYPART_GRANDPAR
(25,7),(7,11),-0.296354 # DEPENDENCYPART_GRANDPAR
(25,7),(7,12),-0.273918 # DEPENDENCYPART_GRANDPAR
(25,7),(7,13),-0.341154 # DEPENDENCYPART_GRANDPAR
(25,7),(7,14),0.0651927 # DEPENDENCYPART_GRANDPAR
(25,7),(7,15),-0.197043 # DEPENDENCYPART_GRANDPAR
(25,7),(7,17),-0.54771 # DEPENDENCYPART_GRANDPAR
(25,7),(7,18),-0.337164 # DEPENDENCYPART_GRANDPAR
(25,7),(7,21),0.0545396 # DEPENDENCYPART_GRANDPAR
(25,7),(7,23),0.211696 # DEPENDENCYPART_GRANDPAR
(25,7),(7,24),0.388115 # DEPENDENCYPART_GRANDPAR
(25,7),(7,25),-0.589536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,7),(7,26),-0.0974268 # DEPENDENCYPART_GRANDPAR
(25,7),(7,28),-0.0913579 # DEPENDENCYPART_GRANDPAR
(25,7),(7,29),-0.162902 # DEPENDENCYPART_GRANDPAR
(25,9),(9,4),-0.499149 # DEPENDENCYPART_GRANDPAR
(25,9),(9,6),-0.448537 # DEPENDENCYPART_GRANDPAR
(25,9),(9,7),-0.287272 # DEPENDENCYPART_GRANDPAR
(25,9),(9,8),0.219286 # DEPENDENCYPART_GRANDPAR
(25,9),(9,10),-0.235653 # DEPENDENCYPART_GRANDPAR
(25,9),(9,11),-0.292891 # DEPENDENCYPART_GRANDPAR
(25,9),(9,12),-0.260012 # DEPENDENCYPART_GRANDPAR
(25,9),(9,13),-0.327248 # DEPENDENCYPART_GRANDPAR
(25,9),(9,14),0.0588112 # DEPENDENCYPART_GRANDPAR
(25,9),(9,16),-0.242123 # DEPENDENCYPART_GRANDPAR
(25,9),(9,17),-0.539976 # DEPENDENCYPART_GRANDPAR
(25,9),(9,18),-0.343545 # DEPENDENCYPART_GRANDPAR
(25,9),(9,25),-0.588252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,9),(9,27),-0.473639 # DEPENDENCYPART_GRANDPAR
(25,10),(10,7),-0.302792 # DEPENDENCYPART_GRANDPAR
(25,10),(10,8),0.172116 # DEPENDENCYPART_GRANDPAR
(25,10),(10,9),-0.445936 # DEPENDENCYPART_GRANDPAR
(25,10),(10,11),-0.137084 # DEPENDENCYPART_GRANDPAR
(25,10),(10,15),-0.0767394 # DEPENDENCYPART_GRANDPAR
(25,11),(11,4),-0.484985 # DEPENDENCYPART_GRANDPAR
(25,11),(11,6),-0.434373 # DEPENDENCYPART_GRANDPAR
(25,11),(11,7),-0.248302 # DEPENDENCYPART_GRANDPAR
(25,11),(11,8),0.163769 # DEPENDENCYPART_GRANDPAR
(25,11),(11,9),-0.420393 # DEPENDENCYPART_GRANDPAR
(25,11),(11,10),-0.163161 # DEPENDENCYPART_GRANDPAR
(25,11),(11,12),-0.334054 # DEPENDENCYPART_GRANDPAR
(25,11),(11,13),-0.40129 # DEPENDENCYPART_GRANDPAR
(25,11),(11,14),0.0883856 # DEPENDENCYPART_GRANDPAR
(25,11),(11,15),-0.224458 # DEPENDENCYPART_GRANDPAR
(25,11),(11,18),-0.265728 # DEPENDENCYPART_GRANDPAR
(25,11),(11,21),-0.00559633 # DEPENDENCYPART_GRANDPAR
(25,11),(11,24),0.327979 # DEPENDENCYPART_GRANDPAR
(25,11),(11,25),-0.640396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,11),(11,28),-0.0896014 # DEPENDENCYPART_GRANDPAR
(25,11),(11,29),-0.161171 # DEPENDENCYPART_GRANDPAR
(25,12),(12,9),-0.348872 # DEPENDENCYPART_GRANDPAR
(25,12),(12,10),-0.154724 # DEPENDENCYPART_GRANDPAR
(25,12),(12,11),-0.303551 # DEPENDENCYPART_GRANDPAR
(25,12),(12,13),-0.272646 # DEPENDENCYPART_GRANDPAR
(25,12),(12,15),0.018716 # DEPENDENCYPART_GRANDPAR
(25,12),(12,17),-0.641054 # DEPENDENCYPART_GRANDPAR
(25,13),(13,7),-0.205368 # DEPENDENCYPART_GRANDPAR
(25,13),(13,9),-0.348872 # DEPENDENCYPART_GRANDPAR
(25,13),(13,10),-0.154724 # DEPENDENCYPART_GRANDPAR
(25,13),(13,11),-0.303551 # DEPENDENCYPART_GRANDPAR
(25,13),(13,12),-0.266944 # DEPENDENCYPART_GRANDPAR
(25,13),(13,14),0.261718 # DEPENDENCYPART_GRANDPAR
(25,13),(13,15),0.018716 # DEPENDENCYPART_GRANDPAR
(25,13),(13,16),-0.266975 # DEPENDENCYPART_GRANDPAR
(25,13),(13,17),-0.641054 # DEPENDENCYPART_GRANDPAR
(25,14),(14,4),-0.49679 # DEPENDENCYPART_GRANDPAR
(25,14),(14,6),-0.446178 # DEPENDENCYPART_GRANDPAR
(25,14),(14,7),-0.287423 # DEPENDENCYPART_GRANDPAR
(25,14),(14,8),0.219993 # DEPENDENCYPART_GRANDPAR
(25,14),(14,9),-0.436287 # DEPENDENCYPART_GRANDPAR
(25,14),(14,10),-0.191489 # DEPENDENCYPART_GRANDPAR
(25,14),(14,11),-0.382235 # DEPENDENCYPART_GRANDPAR
(25,14),(14,12),-0.259538 # DEPENDENCYPART_GRANDPAR
(25,14),(14,13),-0.326774 # DEPENDENCYPART_GRANDPAR
(25,14),(14,15),-0.193371 # DEPENDENCYPART_GRANDPAR
(25,14),(14,16),-0.241951 # DEPENDENCYPART_GRANDPAR
(25,14),(14,17),-0.539667 # DEPENDENCYPART_GRANDPAR
(25,14),(14,18),-0.342291 # DEPENDENCYPART_GRANDPAR
(25,14),(14,19),-0.107542 # DEPENDENCYPART_GRANDPAR
(25,14),(14,21),0.0676587 # DEPENDENCYPART_GRANDPAR
(25,14),(14,22),0.0034444 # DEPENDENCYPART_GRANDPAR
(25,14),(14,23),0.224815 # DEPENDENCYPART_GRANDPAR
(25,14),(14,24),0.401234 # DEPENDENCYPART_GRANDPAR
(25,14),(14,25),-0.5882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,14),(14,26),-0.0963591 # DEPENDENCYPART_GRANDPAR
(25,14),(14,27),-0.473637 # DEPENDENCYPART_GRANDPAR
(25,14),(14,28),-0.089979 # DEPENDENCYPART_GRANDPAR
(25,14),(14,29),-0.161523 # DEPENDENCYPART_GRANDPAR
(25,15),(15,13),-0.36366 # DEPENDENCYPART_GRANDPAR
(25,15),(15,16),-0.255096 # DEPENDENCYPART_GRANDPAR
(25,16),(16,12),-0.343447 # DEPENDENCYPART_GRANDPAR
(25,16),(16,13),-0.410683 # DEPENDENCYPART_GRANDPAR
(25,16),(16,21),0.0600833 # DEPENDENCYPART_GRANDPAR
(25,16),(16,23),0.21724 # DEPENDENCYPART_GRANDPAR
(25,17),(17,4),-0.655426 # DEPENDENCYPART_GRANDPAR
(25,17),(17,14),-0.0231343 # DEPENDENCYPART_GRANDPAR
(25,17),(17,16),-0.370055 # DEPENDENCYPART_GRANDPAR
(25,17),(17,22),-0.0711071 # DEPENDENCYPART_GRANDPAR
(25,18),(18,4),-0.431739 # DEPENDENCYPART_GRANDPAR
(25,18),(18,6),-0.381127 # DEPENDENCYPART_GRANDPAR
(25,18),(18,7),-0.31508 # DEPENDENCYPART_GRANDPAR
(25,18),(18,8),0.198098 # DEPENDENCYPART_GRANDPAR
(25,18),(18,9),-0.463944 # DEPENDENCYPART_GRANDPAR
(25,18),(18,10),-0.191926 # DEPENDENCYPART_GRANDPAR
(25,18),(18,11),-0.384646 # DEPENDENCYPART_GRANDPAR
(25,18),(18,12),-0.194487 # DEPENDENCYPART_GRANDPAR
(25,18),(18,13),-0.261723 # DEPENDENCYPART_GRANDPAR
(25,18),(18,14),0.0331325 # DEPENDENCYPART_GRANDPAR
(25,18),(18,15),-0.210648 # DEPENDENCYPART_GRANDPAR
(25,18),(18,16),-0.270479 # DEPENDENCYPART_GRANDPAR
(25,18),(18,17),-0.621714 # DEPENDENCYPART_GRANDPAR
(25,18),(18,19),-0.129623 # DEPENDENCYPART_GRANDPAR
(25,18),(18,20),-0.016329 # DEPENDENCYPART_GRANDPAR
(25,18),(18,21),0.0679064 # DEPENDENCYPART_GRANDPAR
(25,18),(18,22),0.0122779 # DEPENDENCYPART_GRANDPAR
(25,18),(18,23),0.225063 # DEPENDENCYPART_GRANDPAR
(25,18),(18,24),0.401482 # DEPENDENCYPART_GRANDPAR
(25,18),(18,25),-0.58578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,18),(18,26),-0.0973614 # DEPENDENCYPART_GRANDPAR
(25,18),(18,27),-0.47614 # DEPENDENCYPART_GRANDPAR
(25,18),(18,28),-0.102426 # DEPENDENCYPART_GRANDPAR
(25,18),(18,29),-0.17397 # DEPENDENCYPART_GRANDPAR
(25,19),(19,14),0.0510572 # DEPENDENCYPART_GRANDPAR
(25,19),(19,17),-0.628937 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),-0.328194 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),-0.281386 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),0.111154 # DEPENDENCYPART_GRANDPAR
(25,21),(21,11),-0.303551 # DEPENDENCYPART_GRANDPAR
(25,21),(21,12),-0.266944 # DEPENDENCYPART_GRANDPAR
(25,21),(21,14),0.148121 # DEPENDENCYPART_GRANDPAR
(25,21),(21,18),-0.178305 # DEPENDENCYPART_GRANDPAR
(25,21),(21,19),-0.026785 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),0.114232 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),-0.0229777 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),0.280205 # DEPENDENCYPART_GRANDPAR
(25,21),(21,24),0.456623 # DEPENDENCYPART_GRANDPAR
(25,21),(21,30),0.292376 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),-0.0435717 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),0.250793 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),0.427212 # DEPENDENCYPART_GRANDPAR
(25,23),(23,19),-0.026785 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),0.114232 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),0.0615139 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.0711179 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),0.456623 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-0.349352 # DEPENDENCYPART_GRANDPAR
(25,23),(23,28),0.063156 # DEPENDENCYPART_GRANDPAR
(25,23),(23,30),0.292376 # DEPENDENCYPART_GRANDPAR
(25,24),(24,19),-0.026785 # DEPENDENCYPART_GRANDPAR
(25,24),(24,20),0.114232 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),0.0615139 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-0.0711179 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),0.21867 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-0.497068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,27),-0.349352 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),0.063156 # DEPENDENCYPART_GRANDPAR
(25,24),(24,29),-0.00841389 # DEPENDENCYPART_GRANDPAR
(25,24),(24,30),0.292376 # DEPENDENCYPART_GRANDPAR
(25,26),(26,8),0.0650661 # DEPENDENCYPART_GRANDPAR
(25,26),(26,17),-0.738191 # DEPENDENCYPART_GRANDPAR
(25,26),(26,18),-0.459366 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.318851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.144334 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),0.265911 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),0.19371 # DEPENDENCYPART_GRANDPAR
(25,27),(27,26),0.139048 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),0.159473 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),0.087271 # DEPENDENCYPART_GRANDPAR
(25,28),(28,22),-0.150808 # DEPENDENCYPART_GRANDPAR
(25,28),(28,23),0.0228974 # DEPENDENCYPART_GRANDPAR
(25,28),(28,24),0.199316 # DEPENDENCYPART_GRANDPAR
(25,28),(28,25),-0.212367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,28),(28,27),-0.252901 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),0.187096 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),0.35235 # DEPENDENCYPART_GRANDPAR
(25,29),(29,22),-0.150808 # DEPENDENCYPART_GRANDPAR
(25,29),(29,23),0.0228974 # DEPENDENCYPART_GRANDPAR
(25,29),(29,24),0.199316 # DEPENDENCYPART_GRANDPAR
(25,29),(29,25),-0.212367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,29),(29,27),-0.252901 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),0.320175 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),0.352417 # DEPENDENCYPART_GRANDPAR
(26,8),(8,4),-0.308116 # DEPENDENCYPART_GRANDPAR
(26,8),(8,6),-0.252965 # DEPENDENCYPART_GRANDPAR
(26,8),(8,9),-0.220663 # DEPENDENCYPART_GRANDPAR
(26,17),(17,4),-0.283575 # DEPENDENCYPART_GRANDPAR
(26,17),(17,14),-0.1691 # DEPENDENCYPART_GRANDPAR
(26,17),(17,16),-0.0747283 # DEPENDENCYPART_GRANDPAR
(26,17),(17,22),0.0787867 # DEPENDENCYPART_GRANDPAR
(26,18),(18,4),-0.256676 # DEPENDENCYPART_GRANDPAR
(26,18),(18,6),-0.201526 # DEPENDENCYPART_GRANDPAR
(26,18),(18,7),-0.295071 # DEPENDENCYPART_GRANDPAR
(26,18),(18,8),-0.243764 # DEPENDENCYPART_GRANDPAR
(26,18),(18,9),-0.34635 # DEPENDENCYPART_GRANDPAR
(26,18),(18,10),0.968015 # DEPENDENCYPART_GRANDPAR
(26,18),(18,11),-0.184288 # DEPENDENCYPART_GRANDPAR
(26,18),(18,12),-0.103867 # DEPENDENCYPART_GRANDPAR
(26,18),(18,13),-0.158929 # DEPENDENCYPART_GRANDPAR
(26,18),(18,14),-0.259318 # DEPENDENCYPART_GRANDPAR
(26,18),(18,15),-0.0112204 # DEPENDENCYPART_GRANDPAR
(26,18),(18,16),-0.147889 # DEPENDENCYPART_GRANDPAR
(26,18),(18,17),-0.234586 # DEPENDENCYPART_GRANDPAR
(26,18),(18,19),0.591159 # DEPENDENCYPART_GRANDPAR
(26,18),(18,20),0.0514856 # DEPENDENCYPART_GRANDPAR
(26,18),(18,21),-0.0710179 # DEPENDENCYPART_GRANDPAR
(26,18),(18,22),0.0965421 # DEPENDENCYPART_GRANDPAR
(26,18),(18,23),-0.00668384 # DEPENDENCYPART_GRANDPAR
(26,18),(18,24),-0.00912381 # DEPENDENCYPART_GRANDPAR
(26,18),(18,25),0.0593196 # DEPENDENCYPART_GRANDPAR
(26,18),(18,26),-0.443879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,18),(18,27),-0.27751 # DEPENDENCYPART_GRANDPAR
(26,18),(18,28),-0.552205 # DEPENDENCYPART_GRANDPAR
(26,18),(18,29),-0.499598 # DEPENDENCYPART_GRANDPAR
(26,25),(25,4),-0.296495 # DEPENDENCYPART_GRANDPAR
(26,25),(25,6),-0.241344 # DEPENDENCYPART_GRANDPAR
(26,25),(25,7),-0.268399 # DEPENDENCYPART_GRANDPAR
(26,25),(25,9),-0.319678 # DEPENDENCYPART_GRANDPAR
(26,25),(25,10),0.979965 # DEPENDENCYPART_GRANDPAR
(26,25),(25,11),-0.184607 # DEPENDENCYPART_GRANDPAR
(26,25),(25,12),-0.143685 # DEPENDENCYPART_GRANDPAR
(26,25),(25,13),-0.198748 # DEPENDENCYPART_GRANDPAR
(26,25),(25,14),-0.232646 # DEPENDENCYPART_GRANDPAR
(26,25),(25,15),-0.0436999 # DEPENDENCYPART_GRANDPAR
(26,25),(25,16),-0.152814 # DEPENDENCYPART_GRANDPAR
(26,25),(25,17),-0.187855 # DEPENDENCYPART_GRANDPAR
(26,25),(25,18),-0.100746 # DEPENDENCYPART_GRANDPAR
(26,25),(25,19),0.560867 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),0.0158828 # DEPENDENCYPART_GRANDPAR
(26,25),(25,21),-0.130758 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),0.0262519 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),-0.0664242 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),-0.0688641 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-0.443767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-0.276393 # DEPENDENCYPART_GRANDPAR
(26,25),(25,28),-0.542928 # DEPENDENCYPART_GRANDPAR
(26,25),(25,29),-0.49032 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.164443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),-0.238726 # DEPENDENCYPART_GRANDPAR
(26,27),(27,29),-0.186144 # DEPENDENCYPART_GRANDPAR
(26,28),(28,22),-0.166032 # DEPENDENCYPART_GRANDPAR
(26,28),(28,23),-0.28471 # DEPENDENCYPART_GRANDPAR
(26,28),(28,24),-0.28715 # DEPENDENCYPART_GRANDPAR
(26,28),(28,25),-0.114473 # DEPENDENCYPART_GRANDPAR
(26,28),(28,27),-0.0668013 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),-0.165559 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),0.512355 # DEPENDENCYPART_GRANDPAR
(26,29),(29,22),-0.166032 # DEPENDENCYPART_GRANDPAR
(26,29),(29,23),-0.28471 # DEPENDENCYPART_GRANDPAR
(26,29),(29,24),-0.28715 # DEPENDENCYPART_GRANDPAR
(26,29),(29,25),-0.114473 # DEPENDENCYPART_GRANDPAR
(26,29),(29,27),-0.0668013 # DEPENDENCYPART_GRANDPAR
