# _root_ hala , aznarri " doluminik sentituena " helarazi dio chiracek , eta jauregiren senide eta lagunei " frantziaren laguntasuna " helarazteko eskaera egin dio .
#goldHeads=0,3,8,3,8,5,6,12,8,8,10,0,14,15,21,15,16,19,21,19,22,23,12,23,24,
#predictedHeads=0,3,8,3,6,8,6,12,8,8,10,0,14,15,23,15,16,19,21,19,22,23,12,23,24,
(23,11),(11,6),-0.419498 # DEPENDENCYPART_GRANDPAR
(23,11),(11,9),-0.845736 # DEPENDENCYPART_GRANDPAR
(23,11),(11,12),-0.00773406 # DEPENDENCYPART_GRANDPAR
(23,12),(12,1),-0.788357 # DEPENDENCYPART_GRANDPAR
(23,12),(12,3),-0.0294097 # DEPENDENCYPART_GRANDPAR
(23,12),(12,5),0.0450216 # DEPENDENCYPART_GRANDPAR
(23,12),(12,6),-0.384007 # DEPENDENCYPART_GRANDPAR
(23,12),(12,8),-0.303773 # DEPENDENCYPART_GRANDPAR
(23,12),(12,9),-0.897193 # DEPENDENCYPART_GRANDPAR
(23,12),(12,10),-0.10826 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),-0.210927 # DEPENDENCYPART_GRANDPAR
(23,12),(12,13),-0.255774 # DEPENDENCYPART_GRANDPAR
(23,12),(12,14),0.194755 # DEPENDENCYPART_GRANDPAR
(23,12),(12,15),0.0954684 # DEPENDENCYPART_GRANDPAR
(23,12),(12,16),-0.425025 # DEPENDENCYPART_GRANDPAR
(23,12),(12,19),0.0872817 # DEPENDENCYPART_GRANDPAR
(23,12),(12,21),0.0562238 # DEPENDENCYPART_GRANDPAR
(23,12),(12,22),0.358 # DEPENDENCYPART_GRANDPAR
(23,12),(12,23),-0.776094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,13),(13,14),0.218648 # DEPENDENCYPART_GRANDPAR
(23,14),(14,1),-0.823864 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),-0.155956 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.0508217 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.0613368 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.198646 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),0.154365 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.322832 # DEPENDENCYPART_GRANDPAR
(23,14),(14,18),-0.0884967 # DEPENDENCYPART_GRANDPAR
(23,14),(14,21),0.133884 # DEPENDENCYPART_GRANDPAR
(23,15),(15,1),-0.788357 # DEPENDENCYPART_GRANDPAR
(23,15),(15,3),-0.0294097 # DEPENDENCYPART_GRANDPAR
(23,15),(15,5),0.0450216 # DEPENDENCYPART_GRANDPAR
(23,15),(15,6),-0.384007 # DEPENDENCYPART_GRANDPAR
(23,15),(15,8),-0.303773 # DEPENDENCYPART_GRANDPAR
(23,15),(15,9),-0.897193 # DEPENDENCYPART_GRANDPAR
(23,15),(15,10),-0.10826 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),-0.210927 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),-0.135711 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.171582 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),0.293663 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.425025 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),-0.107521 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),0.0872817 # DEPENDENCYPART_GRANDPAR
(23,15),(15,21),0.0562238 # DEPENDENCYPART_GRANDPAR
(23,15),(15,22),0.358 # DEPENDENCYPART_GRANDPAR
(23,15),(15,23),-0.776094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,13),-0.21052 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),0.236376 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),0.143809 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),0.158557 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),0.0921072 # DEPENDENCYPART_GRANDPAR
(23,16),(16,22),0.366762 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-0.658755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,11),-0.0508217 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),0.111565 # DEPENDENCYPART_GRANDPAR
(23,19),(19,1),-0.823864 # DEPENDENCYPART_GRANDPAR
(23,19),(19,12),-0.0611816 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.203392 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),0.229814 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),0.180027 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.290713 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.0829103 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.0556106 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),0.133884 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),0.382574 # DEPENDENCYPART_GRANDPAR
(23,19),(19,24),-0.553566 # DEPENDENCYPART_GRANDPAR
(23,19),(19,25),0.0139759 # DEPENDENCYPART_GRANDPAR
(23,21),(21,3),-0.167657 # DEPENDENCYPART_GRANDPAR
(23,21),(21,5),-0.0913401 # DEPENDENCYPART_GRANDPAR
(23,21),(21,6),-0.460825 # DEPENDENCYPART_GRANDPAR
(23,21),(21,10),-0.247512 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),-0.16504 # DEPENDENCYPART_GRANDPAR
(23,21),(21,12),-0.190216 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-0.304138 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),0.141319 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),0.0509923 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.166943 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),0.0337487 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.345203 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-0.682155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.705341 # DEPENDENCYPART_GRANDPAR
(23,22),(22,1),-0.787345 # DEPENDENCYPART_GRANDPAR
(23,22),(22,12),-0.00616642 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),0.235042 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.257165 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.0286268 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),0.177332 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.0973712 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.553739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.551238 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),0.0162962 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.027045 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.4866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.00719739 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),0.0923502 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.296772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,1),0.111516 # DEPENDENCYPART_GRANDPAR
(24,22),(22,12),0.0628677 # DEPENDENCYPART_GRANDPAR
(24,22),(22,15),0.0609335 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),0.231069 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.287888 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.630498 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),0.0599891 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.00344678 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.01892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.327844 # DEPENDENCYPART_GRANDPAR
(24,23),(23,1),0.155684 # DEPENDENCYPART_GRANDPAR
(24,23),(23,3),-0.883191 # DEPENDENCYPART_GRANDPAR
(24,23),(23,5),-0.622786 # DEPENDENCYPART_GRANDPAR
(24,23),(23,6),0.599547 # DEPENDENCYPART_GRANDPAR
(24,23),(23,8),0.239019 # DEPENDENCYPART_GRANDPAR
(24,23),(23,10),-0.77456 # DEPENDENCYPART_GRANDPAR
(24,23),(23,11),0.403949 # DEPENDENCYPART_GRANDPAR
(24,23),(23,12),0.053758 # DEPENDENCYPART_GRANDPAR
(24,23),(23,13),-0.392304 # DEPENDENCYPART_GRANDPAR
(24,23),(23,14),-0.142586 # DEPENDENCYPART_GRANDPAR
(24,23),(23,15),0.0518239 # DEPENDENCYPART_GRANDPAR
(24,23),(23,16),0.247999 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-0.251985 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.598402 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.0101894 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.481689 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.02393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.366058 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.588641 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.282116 # DEPENDENCYPART_GRANDPAR
(25,22),(22,1),0.394408 # DEPENDENCYPART_GRANDPAR
(25,22),(22,12),-0.0797066 # DEPENDENCYPART_GRANDPAR
(25,22),(22,15),-0.113849 # DEPENDENCYPART_GRANDPAR
(25,22),(22,16),-0.312151 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),-0.278378 # DEPENDENCYPART_GRANDPAR
(25,22),(22,19),-0.172844 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),-0.0680573 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),0.00173582 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),0.0160889 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-0.400732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,1),0.426101 # DEPENDENCYPART_GRANDPAR
(25,23),(23,3),-0.387728 # DEPENDENCYPART_GRANDPAR
(25,23),(23,5),-0.381663 # DEPENDENCYPART_GRANDPAR
(25,23),(23,6),-0.336363 # DEPENDENCYPART_GRANDPAR
(25,23),(23,8),-0.255212 # DEPENDENCYPART_GRANDPAR
(25,23),(23,10),-0.27869 # DEPENDENCYPART_GRANDPAR
(25,23),(23,11),-0.291773 # DEPENDENCYPART_GRANDPAR
(25,23),(23,12),-0.103856 # DEPENDENCYPART_GRANDPAR
(25,23),(23,13),-0.333694 # DEPENDENCYPART_GRANDPAR
(25,23),(23,14),-0.302615 # DEPENDENCYPART_GRANDPAR
(25,23),(23,15),-0.137999 # DEPENDENCYPART_GRANDPAR
(25,23),(23,16),-0.290051 # DEPENDENCYPART_GRANDPAR
(25,23),(23,18),-0.31109 # DEPENDENCYPART_GRANDPAR
(25,23),(23,19),-0.209365 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.161576 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.120407 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),0.0655317 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-0.501462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
