# _root_ gainera , ez da kasu honetan bakarrik ezagutzen zientziaren praktika , baina gutxi_batzuek bakarrik ezagutzen dituzte zientzia horren oinarri diren lege eta arauak .
#goldHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
#predictedHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
(16,17),(17,22),-0.266277 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.32135 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.0869355 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.732384 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.546211 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.483429 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.491771 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.647184 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.731789 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.510474 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.273476 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.361412 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.431662 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.624063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),3.32501e-05 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.334209 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.221525 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.280569 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.299394 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.300046 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.182932 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.375407 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.0593445 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.260577 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),0.33399 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.364679 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.440682 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.210284 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.012668 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.226926 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.423996 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.0973816 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.250493 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.0574513 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.304798 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.106534 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.749403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,19),-0.473985 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.330413 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.551385 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.42298 # DEPENDENCYPART_GRANDPAR
(17,12),(12,23),-0.602814 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.462576 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.577489 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.184399 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.319717 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.219912 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.675191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.399774 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.405901 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.487943 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.0311075 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),0.158915 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-1.10473 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.323503 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.502599 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.226305 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.114986 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.182443 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.38768 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.097895 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.218754 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.292108 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0480433 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.328046 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.788722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.476896 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.513304 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.332434 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.582127 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.477537 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.641974 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0667113 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.743708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,20),-0.310583 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.130535 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),-0.166702 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.24788 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.298898 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.241434 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.175758 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.35025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.0212022 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.135521 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.249096 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.307212 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.215268 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-0.833037 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-0.746441 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-0.447783 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.390222 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-0.692124 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.889941 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.202107 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.367926 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.269522 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.206349 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.209564 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.48255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.185427 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.202085 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.142824 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.252552 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.193868 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.346809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.00318476 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.0717708 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.00568319 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.262283 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.300952 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.217396 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-0.441057 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-0.407747 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-0.701972 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.89979 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.359339 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.262796 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.223874 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.22157 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.316159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),-0.164903 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.0174806 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.0460703 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.125177 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.150825 # DEPENDENCYPART_GRANDPAR
(17,23),(23,18),0.00232042 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.14825 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0981552 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.21445 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.282695 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.331733 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.00674657 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.590576 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.46574 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.341346 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.420272 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.210524 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.264109 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.311874 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.333 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.188911 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.359142 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.340408 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.0745109 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.15678 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.0206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.633047 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.704944 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.644966 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.443814 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.986667 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.549373 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.258132 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.444905 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.682695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.464147 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.37765 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.717845 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.194171 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.444397 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.664193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.2506 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.436128 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.194644 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.710315 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.194483 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.665187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,21),-0.263927 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.161073 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.194547 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.286668 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.570993 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.199836 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.413145 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.305745 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.14504 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.92917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,22),-0.366768 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.310029 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.0766031 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),0.119716 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-1.91604 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.208068 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.439674 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.120649 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.0299046 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),0.138017 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.379853 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),0.108673 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.232184 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.384205 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.00704553 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.779402 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.0782781 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.913264 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.0427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.394486 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.586077 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.438404 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.536876 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),0.101462 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.216464 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.109713 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.190622 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-1.21856 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),1.08755 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.02262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.404195 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.574642 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.406361 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.516799 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.501264 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.154791 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.935053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.487007 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.429228 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.718422 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.684848 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-0.344771 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.306474 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.372484 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.882934 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.18838 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.384038 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.231167 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.107978 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.31701 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.259004 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.628958 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.735868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.141829 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.206836 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.0838247 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.239853 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),0.597129 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.608637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.062193 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.225442 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.20013 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.425528 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),0.597466 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.15967 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.0648459 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.422583 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.133864 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.234498 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.756297 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),0.61006 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.100212 # DEPENDENCYPART_GRANDPAR
(20,5),(5,13),-0.182239 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.29692 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.202213 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.607771 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),-0.290586 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),-0.27114 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.288919 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),0.296461 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.372064 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.238175 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.30331 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.283541 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.176142 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.241513 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.751679 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.156248 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),0.302394 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.206044 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.202976 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.608864 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.314968 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.277359 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.331095 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),-0.0640648 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),-0.133896 # DEPENDENCYPART_GRANDPAR
(20,8),(8,16),-0.173776 # DEPENDENCYPART_GRANDPAR
(20,8),(8,17),0.197448 # DEPENDENCYPART_GRANDPAR
(20,8),(8,19),0.102165 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-0.82848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,21),-0.239794 # DEPENDENCYPART_GRANDPAR
(20,8),(8,22),-0.450246 # DEPENDENCYPART_GRANDPAR
(20,8),(8,23),-0.522031 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.133259 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.164292 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),0.339098 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.224039 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.34536 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.611194 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.265468 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.197434 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),-0.320805 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.167151 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),0.339126 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.224019 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.345448 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.210693 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.267876 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.268146 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.198143 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.00630443 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.322184 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-0.80733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,22),-0.402032 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.47497 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.238429 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.162402 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.24783 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.211321 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.143343 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),0.328142 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.209073 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.399043 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.189633 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.594286 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.0984712 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.374163 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.111292 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.091749 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.381617 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.146838 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),0.0493088 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-0.808358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,21),-0.165237 # DEPENDENCYPART_GRANDPAR
(20,12),(12,22),-0.415237 # DEPENDENCYPART_GRANDPAR
(20,12),(12,23),-0.439056 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.27114 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.739863 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.2934 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.4431 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.138996 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.162894 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.0642671 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.380128 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.283541 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.176142 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.241513 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.751679 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.156248 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),0.302394 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.206044 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.419551 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.194913 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.607305 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.143199 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.316147 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.434697 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.109265 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.173776 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.197448 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.0411243 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.102165 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.82848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.239794 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.450246 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.522031 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.0862849 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.225606 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.79978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,11),-0.0978284 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.211735 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.127274 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.11314 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.360249 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.206181 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.0803649 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.80733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.155295 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.402033 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.428889 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.232167 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.127615 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.098099 # DEPENDENCYPART_GRANDPAR
(20,18),(18,21),-0.118652 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.392311 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.127604 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.112636 # DEPENDENCYPART_GRANDPAR
