# _root_ madrilek aurtengo finantzaketa osatzeko borondatea agertu arren , arazo sakonak konpondu gabe daudela uste_du : diru hori nondik etorriko den , zenbat izango den eta hobetuzen menpekotasuna forcem-ekiko .
#goldHeads=6,3,4,5,6,14,6,7,13,9,13,11,14,0,14,19,16,19,25,19,20,23,25,23,9,27,25,27,28,
#predictedHeads=6,3,4,5,6,14,6,7,11,9,14,13,14,0,14,19,16,19,14,19,20,23,25,23,0,27,25,27,28,
(21,13),(13,27),-0.458303 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),0.014881 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),0.0154495 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.0236549 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),0.187367 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),0.0754744 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.00973446 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),0.0996811 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),0.086092 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.265975 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),0.261203 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),0.227741 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),0.157473 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.361072 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),0.478911 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.407184 # DEPENDENCYPART_GRANDPAR
(21,14),(14,24),0.0509401 # DEPENDENCYPART_GRANDPAR
(21,14),(14,25),-0.174679 # DEPENDENCYPART_GRANDPAR
(21,14),(14,27),-0.468598 # DEPENDENCYPART_GRANDPAR
(21,19),(19,1),-0.00307999 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),0.0142269 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),0.00812839 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.024309 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),0.180046 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),0.292872 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),0.0748203 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.0119605 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),0.09236 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),0.0845066 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),0.260892 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),0.128499 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.27048 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.0728406 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.180697 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.477706 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.362635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,23),-0.405376 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),0.0513391 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.180622 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-0.467823 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-0.415969 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.269433 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.308572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,23),-0.342307 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),0.0426471 # DEPENDENCYPART_GRANDPAR
(21,23),(23,4),-0.292218 # DEPENDENCYPART_GRANDPAR
(21,23),(23,5),-0.377161 # DEPENDENCYPART_GRANDPAR
(21,23),(23,6),-0.152197 # DEPENDENCYPART_GRANDPAR
(21,23),(23,8),0.0352096 # DEPENDENCYPART_GRANDPAR
(21,23),(23,9),-0.28995 # DEPENDENCYPART_GRANDPAR
(21,23),(23,10),-0.246032 # DEPENDENCYPART_GRANDPAR
(21,23),(23,11),-0.201453 # DEPENDENCYPART_GRANDPAR
(21,23),(23,12),-0.130185 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.000141358 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.168572 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.133892 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.110072 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.0580312 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),0.00666496 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),0.198002 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.233752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.243744 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.232685 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.0390534 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.139448 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.128701 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.0768463 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.34621 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.33938 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.233758 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.188249 # DEPENDENCYPART_GRANDPAR
(22,21),(21,23),-0.167746 # DEPENDENCYPART_GRANDPAR
(23,4),(4,1),-0.422436 # DEPENDENCYPART_GRANDPAR
(23,4),(4,2),-0.578815 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),-0.62576 # DEPENDENCYPART_GRANDPAR
(23,4),(4,5),-0.477167 # DEPENDENCYPART_GRANDPAR
(23,4),(4,6),-0.638448 # DEPENDENCYPART_GRANDPAR
(23,4),(4,8),-0.284331 # DEPENDENCYPART_GRANDPAR
(23,4),(4,10),-0.405046 # DEPENDENCYPART_GRANDPAR
(23,4),(4,14),-0.381635 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),-0.461429 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.596167 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),-0.66197 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.568968 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),-0.440964 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.324346 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),-0.310781 # DEPENDENCYPART_GRANDPAR
(23,6),(6,1),-0.440563 # DEPENDENCYPART_GRANDPAR
(23,6),(6,2),-0.58918 # DEPENDENCYPART_GRANDPAR
(23,6),(6,3),-0.643887 # DEPENDENCYPART_GRANDPAR
(23,6),(6,4),-0.667361 # DEPENDENCYPART_GRANDPAR
(23,6),(6,5),-0.503074 # DEPENDENCYPART_GRANDPAR
(23,6),(6,7),-0.168494 # DEPENDENCYPART_GRANDPAR
(23,6),(6,8),-0.282794 # DEPENDENCYPART_GRANDPAR
(23,6),(6,9),-0.251415 # DEPENDENCYPART_GRANDPAR
(23,6),(6,10),-0.40665 # DEPENDENCYPART_GRANDPAR
(23,6),(6,11),-0.580585 # DEPENDENCYPART_GRANDPAR
(23,6),(6,12),-0.194605 # DEPENDENCYPART_GRANDPAR
(23,6),(6,13),-0.359492 # DEPENDENCYPART_GRANDPAR
(23,6),(6,14),-0.36237 # DEPENDENCYPART_GRANDPAR
(23,6),(6,20),0.358099 # DEPENDENCYPART_GRANDPAR
(23,6),(6,25),-0.411906 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.0407079 # DEPENDENCYPART_GRANDPAR
(23,8),(8,10),-0.255479 # DEPENDENCYPART_GRANDPAR
(23,9),(9,1),-0.440522 # DEPENDENCYPART_GRANDPAR
(23,9),(9,2),-0.589093 # DEPENDENCYPART_GRANDPAR
(23,9),(9,6),-0.477693 # DEPENDENCYPART_GRANDPAR
(23,9),(9,7),-0.237783 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.202037 # DEPENDENCYPART_GRANDPAR
(23,9),(9,10),-0.288621 # DEPENDENCYPART_GRANDPAR
(23,9),(9,11),-0.407608 # DEPENDENCYPART_GRANDPAR
(23,9),(9,12),-0.145764 # DEPENDENCYPART_GRANDPAR
(23,9),(9,16),0.121031 # DEPENDENCYPART_GRANDPAR
(23,9),(9,19),0.114316 # DEPENDENCYPART_GRANDPAR
(23,9),(9,25),-0.27974 # DEPENDENCYPART_GRANDPAR
(23,10),(10,5),-0.460187 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),-0.208961 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-0.244332 # DEPENDENCYPART_GRANDPAR
(23,10),(10,12),-0.13643 # DEPENDENCYPART_GRANDPAR
(23,11),(11,1),-0.429304 # DEPENDENCYPART_GRANDPAR
(23,11),(11,2),-0.584923 # DEPENDENCYPART_GRANDPAR
(23,11),(11,3),-0.632627 # DEPENDENCYPART_GRANDPAR
(23,11),(11,4),-0.655372 # DEPENDENCYPART_GRANDPAR
(23,11),(11,5),-0.491814 # DEPENDENCYPART_GRANDPAR
(23,11),(11,6),-0.581411 # DEPENDENCYPART_GRANDPAR
(23,11),(11,8),-0.24987 # DEPENDENCYPART_GRANDPAR
(23,11),(11,9),-0.265825 # DEPENDENCYPART_GRANDPAR
(23,11),(11,10),-0.271322 # DEPENDENCYPART_GRANDPAR
(23,11),(11,12),-0.181924 # DEPENDENCYPART_GRANDPAR
(23,11),(11,13),-0.353264 # DEPENDENCYPART_GRANDPAR
(23,11),(11,14),-0.371047 # DEPENDENCYPART_GRANDPAR
(23,11),(11,16),0.076366 # DEPENDENCYPART_GRANDPAR
(23,11),(11,19),-0.070145 # DEPENDENCYPART_GRANDPAR
(23,11),(11,20),0.362555 # DEPENDENCYPART_GRANDPAR
(23,11),(11,23),-0.816077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,11),(11,24),-0.494084 # DEPENDENCYPART_GRANDPAR
(23,11),(11,25),-0.408488 # DEPENDENCYPART_GRANDPAR
(23,11),(11,28),-0.35411 # DEPENDENCYPART_GRANDPAR
(23,12),(12,9),-0.396263 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),-0.529632 # DEPENDENCYPART_GRANDPAR
(23,12),(12,13),-0.295472 # DEPENDENCYPART_GRANDPAR
(23,12),(12,16),0.0778483 # DEPENDENCYPART_GRANDPAR
(23,13),(13,1),-0.396412 # DEPENDENCYPART_GRANDPAR
(23,13),(13,3),-0.599226 # DEPENDENCYPART_GRANDPAR
(23,13),(13,4),-0.625005 # DEPENDENCYPART_GRANDPAR
(23,13),(13,5),-0.454736 # DEPENDENCYPART_GRANDPAR
(23,13),(13,6),-0.546694 # DEPENDENCYPART_GRANDPAR
(23,13),(13,7),-0.19993 # DEPENDENCYPART_GRANDPAR
(23,13),(13,8),-0.240533 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),-0.237371 # DEPENDENCYPART_GRANDPAR
(23,13),(13,10),-0.302372 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.508293 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.151898 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),-0.358455 # DEPENDENCYPART_GRANDPAR
(23,13),(13,16),-0.00555167 # DEPENDENCYPART_GRANDPAR
(23,13),(13,19),-0.0572595 # DEPENDENCYPART_GRANDPAR
(23,13),(13,20),0.200524 # DEPENDENCYPART_GRANDPAR
(23,13),(13,23),-0.872646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,13),(13,24),-0.494607 # DEPENDENCYPART_GRANDPAR
(23,13),(13,25),-0.404992 # DEPENDENCYPART_GRANDPAR
(23,13),(13,27),-0.474021 # DEPENDENCYPART_GRANDPAR
(23,14),(14,3),-0.655456 # DEPENDENCYPART_GRANDPAR
(23,14),(14,4),-0.653744 # DEPENDENCYPART_GRANDPAR
(23,14),(14,5),-0.514644 # DEPENDENCYPART_GRANDPAR
(23,14),(14,6),-0.579783 # DEPENDENCYPART_GRANDPAR
(23,14),(14,9),-0.288654 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),-0.277471 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.537479 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.282828 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.300775 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.275813 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),0.0557844 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.279805 # DEPENDENCYPART_GRANDPAR
(23,14),(14,19),-0.0829031 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),0.350228 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-0.817506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,24),-0.494308 # DEPENDENCYPART_GRANDPAR
(23,14),(14,25),-0.401489 # DEPENDENCYPART_GRANDPAR
(23,14),(14,27),-0.410151 # DEPENDENCYPART_GRANDPAR
(23,16),(16,2),-0.571825 # DEPENDENCYPART_GRANDPAR
(23,16),(16,7),-0.223368 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.180699 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.203026 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),0.0170411 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),0.220788 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),0.0270341 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-0.770433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,27),-0.31407 # DEPENDENCYPART_GRANDPAR
(23,19),(19,1),-0.438663 # DEPENDENCYPART_GRANDPAR
(23,19),(19,3),-0.641986 # DEPENDENCYPART_GRANDPAR
(23,19),(19,4),-0.6577 # DEPENDENCYPART_GRANDPAR
(23,19),(19,5),-0.501174 # DEPENDENCYPART_GRANDPAR
(23,19),(19,6),-0.583739 # DEPENDENCYPART_GRANDPAR
(23,19),(19,8),-0.251514 # DEPENDENCYPART_GRANDPAR
(23,19),(19,9),-0.275184 # DEPENDENCYPART_GRANDPAR
(23,19),(19,10),-0.27373 # DEPENDENCYPART_GRANDPAR
(23,19),(19,11),-0.541435 # DEPENDENCYPART_GRANDPAR
(23,19),(19,12),-0.278446 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.299404 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),-0.330526 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),0.127666 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.210736 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.234981 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),0.354265 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.273117 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-0.815847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),-0.493849 # DEPENDENCYPART_GRANDPAR
(23,19),(19,25),-0.407372 # DEPENDENCYPART_GRANDPAR
(23,19),(19,27),-0.40922 # DEPENDENCYPART_GRANDPAR
(23,19),(19,28),-0.353869 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.0793527 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.220144 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-0.80381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.470033 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-0.283073 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-0.321903 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.0246134 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),0.215809 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-0.826996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,21),-0.0478026 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),-0.292894 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.110111 # DEPENDENCYPART_GRANDPAR
(23,25),(25,4),-0.92307 # DEPENDENCYPART_GRANDPAR
(23,25),(25,6),-0.843334 # DEPENDENCYPART_GRANDPAR
(23,25),(25,11),-0.802354 # DEPENDENCYPART_GRANDPAR
(23,25),(25,12),-0.52569 # DEPENDENCYPART_GRANDPAR
(23,25),(25,13),-0.568306 # DEPENDENCYPART_GRANDPAR
(23,25),(25,14),-0.592573 # DEPENDENCYPART_GRANDPAR
(23,25),(25,16),-0.395205 # DEPENDENCYPART_GRANDPAR
(23,25),(25,17),-0.492873 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-0.293001 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.0622039 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.568067 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.484947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.199245 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.148998 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.0212177 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),0.0765689 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.074173 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.0188218 # DEPENDENCYPART_GRANDPAR
(23,27),(27,17),-0.389273 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-0.369912 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.485705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,25),-0.151087 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.142959 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.0187013 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.0763329 # DEPENDENCYPART_GRANDPAR
(23,28),(28,21),-0.369912 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.142959 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),0.0265379 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.0763329 # DEPENDENCYPART_GRANDPAR
(24,25),(25,4),-0.24317 # DEPENDENCYPART_GRANDPAR
(24,25),(25,6),-0.294446 # DEPENDENCYPART_GRANDPAR
(24,25),(25,11),-0.43011 # DEPENDENCYPART_GRANDPAR
(24,25),(25,12),-0.386634 # DEPENDENCYPART_GRANDPAR
(24,25),(25,13),-0.623041 # DEPENDENCYPART_GRANDPAR
(24,25),(25,14),-0.501771 # DEPENDENCYPART_GRANDPAR
(24,25),(25,16),-0.667258 # DEPENDENCYPART_GRANDPAR
(24,25),(25,17),-0.698723 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-0.64414 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.487087 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.327967 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.538046 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.488828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.557315 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.187567 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.568896 # DEPENDENCYPART_GRANDPAR
(24,28),(28,21),-0.272511 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),-0.464014 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.0965859 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),0.0782643 # DEPENDENCYPART_GRANDPAR
(25,4),(4,1),-0.155381 # DEPENDENCYPART_GRANDPAR
(25,4),(4,2),-0.287659 # DEPENDENCYPART_GRANDPAR
(25,4),(4,3),-0.432153 # DEPENDENCYPART_GRANDPAR
(25,4),(4,5),-0.516549 # DEPENDENCYPART_GRANDPAR
(25,4),(4,6),0.198322 # DEPENDENCYPART_GRANDPAR
(25,4),(4,8),0.176844 # DEPENDENCYPART_GRANDPAR
(25,4),(4,10),-8.86098e-05 # DEPENDENCYPART_GRANDPAR
(25,4),(4,14),0.0500964 # DEPENDENCYPART_GRANDPAR
(25,6),(6,1),-0.151243 # DEPENDENCYPART_GRANDPAR
(25,6),(6,2),-0.27799 # DEPENDENCYPART_GRANDPAR
(25,6),(6,3),-0.428015 # DEPENDENCYPART_GRANDPAR
(25,6),(6,4),0.00175546 # DEPENDENCYPART_GRANDPAR
(25,6),(6,5),-0.392727 # DEPENDENCYPART_GRANDPAR
(25,6),(6,7),-0.0570661 # DEPENDENCYPART_GRANDPAR
(25,6),(6,8),0.204855 # DEPENDENCYPART_GRANDPAR
(25,6),(6,9),-0.00925333 # DEPENDENCYPART_GRANDPAR
(25,6),(6,10),0.0268039 # DEPENDENCYPART_GRANDPAR
(25,6),(6,11),0.264385 # DEPENDENCYPART_GRANDPAR
(25,6),(6,12),-0.261205 # DEPENDENCYPART_GRANDPAR
(25,6),(6,13),0.256523 # DEPENDENCYPART_GRANDPAR
(25,6),(6,14),0.0861083 # DEPENDENCYPART_GRANDPAR
(25,6),(6,20),-0.0846003 # DEPENDENCYPART_GRANDPAR
(25,6),(6,25),-0.428088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,11),(11,1),-0.13646 # DEPENDENCYPART_GRANDPAR
(25,11),(11,2),-0.276677 # DEPENDENCYPART_GRANDPAR
(25,11),(11,3),-0.413233 # DEPENDENCYPART_GRANDPAR
(25,11),(11,4),0.00898393 # DEPENDENCYPART_GRANDPAR
(25,11),(11,5),-0.377944 # DEPENDENCYPART_GRANDPAR
(25,11),(11,6),0.174845 # DEPENDENCYPART_GRANDPAR
(25,11),(11,8),0.276044 # DEPENDENCYPART_GRANDPAR
(25,11),(11,9),0.0663165 # DEPENDENCYPART_GRANDPAR
(25,11),(11,10),0.173745 # DEPENDENCYPART_GRANDPAR
(25,11),(11,12),-0.296605 # DEPENDENCYPART_GRANDPAR
(25,11),(11,13),0.224363 # DEPENDENCYPART_GRANDPAR
(25,11),(11,14),0.0487205 # DEPENDENCYPART_GRANDPAR
(25,11),(11,16),0.0680541 # DEPENDENCYPART_GRANDPAR
(25,11),(11,19),0.256544 # DEPENDENCYPART_GRANDPAR
(25,11),(11,20),-0.132341 # DEPENDENCYPART_GRANDPAR
(25,11),(11,23),0.50055 # DEPENDENCYPART_GRANDPAR
(25,11),(11,24),0.68221 # DEPENDENCYPART_GRANDPAR
(25,11),(11,25),-0.42359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,11),(11,28),-0.485026 # DEPENDENCYPART_GRANDPAR
(25,12),(12,9),-0.186818 # DEPENDENCYPART_GRANDPAR
(25,12),(12,11),0.0906813 # DEPENDENCYPART_GRANDPAR
(25,12),(12,13),0.212019 # DEPENDENCYPART_GRANDPAR
(25,12),(12,16),0.0173632 # DEPENDENCYPART_GRANDPAR
(25,13),(13,1),-0.0784986 # DEPENDENCYPART_GRANDPAR
(25,13),(13,3),-0.354677 # DEPENDENCYPART_GRANDPAR
(25,13),(13,4),0.0384415 # DEPENDENCYPART_GRANDPAR
(25,13),(13,5),-0.312088 # DEPENDENCYPART_GRANDPAR
(25,13),(13,6),0.204729 # DEPENDENCYPART_GRANDPAR
(25,13),(13,7),-0.00667857 # DEPENDENCYPART_GRANDPAR
(25,13),(13,8),0.28568 # DEPENDENCYPART_GRANDPAR
(25,13),(13,9),0.114828 # DEPENDENCYPART_GRANDPAR
(25,13),(13,10),0.235583 # DEPENDENCYPART_GRANDPAR
(25,13),(13,11),0.223942 # DEPENDENCYPART_GRANDPAR
(25,13),(13,12),-0.161938 # DEPENDENCYPART_GRANDPAR
(25,13),(13,14),0.0229966 # DEPENDENCYPART_GRANDPAR
(25,13),(13,16),0.123169 # DEPENDENCYPART_GRANDPAR
(25,13),(13,19),0.23074 # DEPENDENCYPART_GRANDPAR
(25,13),(13,20),-0.223116 # DEPENDENCYPART_GRANDPAR
(25,13),(13,23),0.43327 # DEPENDENCYPART_GRANDPAR
(25,13),(13,24),0.591435 # DEPENDENCYPART_GRANDPAR
(25,13),(13,25),-0.390042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,13),(13,27),-0.28142 # DEPENDENCYPART_GRANDPAR
(25,14),(14,3),-0.431144 # DEPENDENCYPART_GRANDPAR
(25,14),(14,4),0.0291272 # DEPENDENCYPART_GRANDPAR
(25,14),(14,5),-0.395855 # DEPENDENCYPART_GRANDPAR
(25,14),(14,6),0.194989 # DEPENDENCYPART_GRANDPAR
(25,14),(14,9),0.0484056 # DEPENDENCYPART_GRANDPAR
(25,14),(14,10),0.174411 # DEPENDENCYPART_GRANDPAR
(25,14),(14,11),0.210989 # DEPENDENCYPART_GRANDPAR
(25,14),(14,12),-0.188393 # DEPENDENCYPART_GRANDPAR
(25,14),(14,13),0.272912 # DEPENDENCYPART_GRANDPAR
(25,14),(14,15),0.157629 # DEPENDENCYPART_GRANDPAR
(25,14),(14,16),0.0787231 # DEPENDENCYPART_GRANDPAR
(25,14),(14,17),-0.213689 # DEPENDENCYPART_GRANDPAR
(25,14),(14,19),0.260926 # DEPENDENCYPART_GRANDPAR
(25,14),(14,20),-0.126835 # DEPENDENCYPART_GRANDPAR
(25,14),(14,23),0.504932 # DEPENDENCYPART_GRANDPAR
(25,14),(14,24),0.687716 # DEPENDENCYPART_GRANDPAR
(25,14),(14,25),-0.401935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,14),(14,27),-0.304864 # DEPENDENCYPART_GRANDPAR
(25,16),(16,2),-0.3663 # DEPENDENCYPART_GRANDPAR
(25,16),(16,7),-0.0979132 # DEPENDENCYPART_GRANDPAR
(25,16),(16,13),0.233398 # DEPENDENCYPART_GRANDPAR
(25,16),(16,14),-0.0990907 # DEPENDENCYPART_GRANDPAR
(25,16),(16,17),-0.0328539 # DEPENDENCYPART_GRANDPAR
(25,16),(16,20),-0.251495 # DEPENDENCYPART_GRANDPAR
(25,17),(17,19),0.275289 # DEPENDENCYPART_GRANDPAR
(25,17),(17,23),0.483828 # DEPENDENCYPART_GRANDPAR
(25,17),(17,27),-0.12386 # DEPENDENCYPART_GRANDPAR
(25,19),(19,1),-0.150561 # DEPENDENCYPART_GRANDPAR
(25,19),(19,3),-0.427334 # DEPENDENCYPART_GRANDPAR
(25,19),(19,4),0.00553498 # DEPENDENCYPART_GRANDPAR
(25,19),(19,5),-0.392045 # DEPENDENCYPART_GRANDPAR
(25,19),(19,6),0.171396 # DEPENDENCYPART_GRANDPAR
(25,19),(19,8),0.27364 # DEPENDENCYPART_GRANDPAR
(25,19),(19,9),0.0522152 # DEPENDENCYPART_GRANDPAR
(25,19),(19,10),0.170149 # DEPENDENCYPART_GRANDPAR
(25,19),(19,11),0.187397 # DEPENDENCYPART_GRANDPAR
(25,19),(19,12),-0.192014 # DEPENDENCYPART_GRANDPAR
(25,19),(19,13),0.266064 # DEPENDENCYPART_GRANDPAR
(25,19),(19,14),0.0121362 # DEPENDENCYPART_GRANDPAR
(25,19),(19,16),0.209839 # DEPENDENCYPART_GRANDPAR
(25,19),(19,17),-0.0900645 # DEPENDENCYPART_GRANDPAR
