# _root_ وَ وَقَعَت الهَزَّةُ فِي الساعَةِ 10,30 بِ التَوْقِيتِ المَحَلِّيِّ ( 1,30 تغ ) فِي هٰذِهِ الجَزِيرَةِ الَّتِي تَقَعُ عَلَى بُعْدِ 150 كلم جَنُوبَ طُوكِيُو وَ تُؤْوِي 3100 نَسَمَةٍ .
#goldHeads=0,0,2,2,4,5,6,7,8,5,5,11,5,2,16,14,16,25,18,19,20,21,18,23,16,25,26,27,0,
#predictedHeads=0,0,2,2,4,5,2,7,8,7,10,11,10,2,16,14,16,16,18,19,20,21,21,23,20,25,26,27,0,
(18,20),(20,24),-0.16269 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.108177 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.424871 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.333337 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.693336 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-1.11556 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.522158 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.0985662 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.141461 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.0521976 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.20285 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.447464 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),-0.307477 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.00493412 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.0488712 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.141627 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.12565 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.42723 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.338124 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.678797 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.336988 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.143412 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.00136569 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.478615 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.347313 # DEPENDENCYPART_GRANDPAR
(18,25),(25,1),-1.20383 # DEPENDENCYPART_GRANDPAR
(18,25),(25,2),-1.52772 # DEPENDENCYPART_GRANDPAR
(18,25),(25,3),-1.71693 # DEPENDENCYPART_GRANDPAR
(18,25),(25,4),-1.48268 # DEPENDENCYPART_GRANDPAR
(18,25),(25,5),-1.8912 # DEPENDENCYPART_GRANDPAR
(18,25),(25,7),-1.42866 # DEPENDENCYPART_GRANDPAR
(18,25),(25,8),-1.69701 # DEPENDENCYPART_GRANDPAR
(18,25),(25,9),-2.0537 # DEPENDENCYPART_GRANDPAR
(18,25),(25,11),-1.37909 # DEPENDENCYPART_GRANDPAR
(18,25),(25,15),-0.843258 # DEPENDENCYPART_GRANDPAR
(18,25),(25,16),-1.23318 # DEPENDENCYPART_GRANDPAR
(18,25),(25,17),-0.892669 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-1.01257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,19),0.525129 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),0.00396951 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),-0.00673375 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.149105 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),0.0342953 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.220604 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.591029 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.290473 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.510667 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.293142 # DEPENDENCYPART_GRANDPAR
(18,26),(26,19),0.363664 # DEPENDENCYPART_GRANDPAR
(18,26),(26,20),-0.28154 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),-0.129131 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.242765 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.459055 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.201463 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.404747 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.688311 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.30115 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),-0.0678416 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.735898 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.310759 # DEPENDENCYPART_GRANDPAR
(18,28),(28,24),-0.297546 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-0.376409 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.339377 # DEPENDENCYPART_GRANDPAR
(18,29),(29,26),-0.524524 # DEPENDENCYPART_GRANDPAR
(18,29),(29,27),-0.357915 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),-0.816313 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),0.169875 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.0361568 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.0507113 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.356587 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),0.146608 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.403198 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.118462 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-0.228507 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.967307 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.518246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.473638 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.0596857 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.0327279 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),0.228391 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.390575 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),-0.448982 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.0507753 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.12562 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.432124 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.52288 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.0348682 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.351647 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),0.124948 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.415297 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.140427 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.2171 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),-0.539131 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.0113687 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.259248 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.392593 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.0880417 # DEPENDENCYPART_GRANDPAR
(19,25),(25,1),-0.989487 # DEPENDENCYPART_GRANDPAR
(19,25),(25,2),-0.936838 # DEPENDENCYPART_GRANDPAR
(19,25),(25,3),-0.957935 # DEPENDENCYPART_GRANDPAR
(19,25),(25,4),-0.652258 # DEPENDENCYPART_GRANDPAR
(19,25),(25,5),-0.993157 # DEPENDENCYPART_GRANDPAR
(19,25),(25,7),-0.828964 # DEPENDENCYPART_GRANDPAR
(19,25),(25,8),-1.04346 # DEPENDENCYPART_GRANDPAR
(19,25),(25,9),-0.884306 # DEPENDENCYPART_GRANDPAR
(19,25),(25,11),-0.864436 # DEPENDENCYPART_GRANDPAR
(19,25),(25,15),-0.929384 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-0.980946 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-0.841013 # DEPENDENCYPART_GRANDPAR
(19,25),(25,18),-0.738518 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-0.585179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,20),0.627663 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),0.0732745 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),0.00284438 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.105857 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.457302 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.454736 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.0545723 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),0.135458 # DEPENDENCYPART_GRANDPAR
(19,25),(25,29),-0.435243 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.27661 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.693888 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.312587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.434457 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.130064 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.0228362 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),0.128277 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.50383 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.61049 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.0507287 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.00108949 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.30477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.649438 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.0753972 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.0323253 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),0.173143 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),0.0406543 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.0841435 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.489368 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.516379 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.0821115 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),0.046297 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),0.0589165 # DEPENDENCYPART_GRANDPAR
(20,25),(25,1),-1.13632 # DEPENDENCYPART_GRANDPAR
(20,25),(25,2),-1.13975 # DEPENDENCYPART_GRANDPAR
(20,25),(25,3),-1.5542 # DEPENDENCYPART_GRANDPAR
(20,25),(25,4),-1.14062 # DEPENDENCYPART_GRANDPAR
(20,25),(25,5),-1.45489 # DEPENDENCYPART_GRANDPAR
(20,25),(25,7),-1.11592 # DEPENDENCYPART_GRANDPAR
(20,25),(25,8),-1.14345 # DEPENDENCYPART_GRANDPAR
(20,25),(25,9),-1.25316 # DEPENDENCYPART_GRANDPAR
(20,25),(25,11),-0.768971 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-1.01216 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-1.2905 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-0.797015 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-1.07404 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.712786 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.43321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),0.634157 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.476039 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.0234568 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.0333619 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),0.153408 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),0.106269 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),0.028857 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.545706 # DEPENDENCYPART_GRANDPAR
(20,26),(26,19),-0.727752 # DEPENDENCYPART_GRANDPAR
(20,26),(26,20),-0.587491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,26),(26,21),0.4865 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),-0.16894 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.23161 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.0994852 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),0.116233 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),0.119177 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),-0.429462 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),0.100418 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.12457 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.499776 # DEPENDENCYPART_GRANDPAR
(20,28),(28,24),-0.00355128 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),0.0263635 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-0.514202 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.274844 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.342581 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.440837 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.352402 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.412292 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.343 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.262687 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.306357 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.295425 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.360681 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.196137 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.167003 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),0.00178232 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.00282437 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.079113 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.07518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.173423 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.630092 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.669699 # DEPENDENCYPART_GRANDPAR
(21,16),(16,26),-0.727416 # DEPENDENCYPART_GRANDPAR
(21,16),(16,27),-0.815652 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.0228807 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.07914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.179177 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.627019 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.6404 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.702104 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.07518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.173423 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.638738 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.630092 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.6697 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.727416 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-0.815652 # DEPENDENCYPART_GRANDPAR
(21,20),(20,28),-1.04654 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.495032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.0224589 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.0153375 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.628996 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.491526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,24),-0.0291729 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.173396 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.205505 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.260678 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.359154 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.42867 # DEPENDENCYPART_GRANDPAR
(21,25),(25,1),-0.914426 # DEPENDENCYPART_GRANDPAR
(21,25),(25,2),-0.826791 # DEPENDENCYPART_GRANDPAR
(21,25),(25,3),-0.931248 # DEPENDENCYPART_GRANDPAR
(21,25),(25,4),-0.877498 # DEPENDENCYPART_GRANDPAR
(21,25),(25,5),-0.943748 # DEPENDENCYPART_GRANDPAR
(21,25),(25,7),-0.847587 # DEPENDENCYPART_GRANDPAR
(21,25),(25,8),-0.931667 # DEPENDENCYPART_GRANDPAR
(21,25),(25,9),-0.825887 # DEPENDENCYPART_GRANDPAR
(21,25),(25,11),-0.734588 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.649099 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-0.77947 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-0.620861 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.722576 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.662248 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.583131 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.51454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),0.388678 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.011243 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.0317371 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.0796356 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.201554 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.204989 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.374161 # DEPENDENCYPART_GRANDPAR
(21,26),(26,19),-0.671355 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-0.621268 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.506137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,23),-0.0549947 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.078103 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.150989 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.188665 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.22858 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.301859 # DEPENDENCYPART_GRANDPAR
(21,29),(29,26),-0.0869165 # DEPENDENCYPART_GRANDPAR
(21,29),(29,27),-0.210457 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),-0.40968 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.170491 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.0995798 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.0580113 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.27806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.432642 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.709208 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.757196 # DEPENDENCYPART_GRANDPAR
(22,21),(21,29),-0.886206 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.712417 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.629426 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),-0.23564 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.152796 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.185279 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.290635 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.33615 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.321203 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.680308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.168249 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.174133 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.251882 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.0284166 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.0734679 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.4952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.116153 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-0.713152 # DEPENDENCYPART_GRANDPAR
(23,20),(20,26),-0.754083 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),-0.754152 # DEPENDENCYPART_GRANDPAR
(23,20),(20,28),-1.22372 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.587786 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.193821 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.0967727 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.0520198 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.4046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,25),-0.701739 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.705084 # DEPENDENCYPART_GRANDPAR
(23,21),(21,29),-1.11644 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.620131 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.710961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,26),-0.196031 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.063295 # DEPENDENCYPART_GRANDPAR
(23,25),(25,1),-1.01789 # DEPENDENCYPART_GRANDPAR
(23,25),(25,2),-1.07073 # DEPENDENCYPART_GRANDPAR
(23,25),(25,3),-1.4529 # DEPENDENCYPART_GRANDPAR
(23,25),(25,4),-0.973989 # DEPENDENCYPART_GRANDPAR
(23,25),(25,5),-1.42093 # DEPENDENCYPART_GRANDPAR
(23,25),(25,7),-0.975434 # DEPENDENCYPART_GRANDPAR
(23,25),(25,8),-0.990996 # DEPENDENCYPART_GRANDPAR
(23,25),(25,9),-1.06796 # DEPENDENCYPART_GRANDPAR
(23,25),(25,11),-0.637545 # DEPENDENCYPART_GRANDPAR
(23,25),(25,15),-0.868405 # DEPENDENCYPART_GRANDPAR
(23,25),(25,16),-1.26968 # DEPENDENCYPART_GRANDPAR
(23,25),(25,17),-0.580348 # DEPENDENCYPART_GRANDPAR
(23,25),(25,18),-1.02065 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-0.729062 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.78571 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.663394 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.633714 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.835443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.472797 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.0986943 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.0253508 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.29519 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.595118 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-0.744027 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-0.838101 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.666681 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.96499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.305031 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.211285 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.0087206 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.19561 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.472211 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.695632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,28),-0.463681 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.556406 # DEPENDENCYPART_GRANDPAR
(23,28),(28,24),0.532757 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.0952577 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.529464 # DEPENDENCYPART_GRANDPAR
(23,29),(29,26),0.00106418 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),-0.0749818 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),-0.51716 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.151752 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.053175 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.3209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,20),-0.165099 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.140854 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.33219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.39491 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.956125 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.83312 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-0.897314 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),-0.970541 # DEPENDENCYPART_GRANDPAR
(24,26),(26,19),-0.800823 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-0.881264 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-0.757415 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.714352 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.763128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.172516 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.198431 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.153438 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.320178 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.666285 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.26438 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.311701 # DEPENDENCYPART_GRANDPAR
(25,1),(1,2),-0.396202 # DEPENDENCYPART_GRANDPAR
(25,1),(1,4),-0.459891 # DEPENDENCYPART_GRANDPAR
(25,1),(1,6),-0.422868 # DEPENDENCYPART_GRANDPAR
(25,2),(2,1),-0.361711 # DEPENDENCYPART_GRANDPAR
(25,2),(2,3),0.0206819 # DEPENDENCYPART_GRANDPAR
(25,2),(2,4),-0.217566 # DEPENDENCYPART_GRANDPAR
