# _root_ كَما أَعْلَنَت أَنَّ طائِراتِ مُكافَحَةِ المُخَدِّراتِ , وَ هِيَ جُزْءٌ مِن بَرْنامَجِ المُراقَبَةِ الجَوِّيَّةِ الَّذِي تُمَوِّلُ هُ الوِلاياتُ المُتَّحِدَةُ , سَ يَتِمُّ اِسْتِئْنافُ العَمَلِ بِ ها قَرِيباً جِدّاً .
#goldHeads=0,0,2,22,4,5,10,10,10,4,10,11,12,13,12,12,16,16,18,10,22,3,22,23,24,25,22,27,0,
#predictedHeads=0,0,2,10,4,5,6,10,10,3,10,11,12,13,12,12,16,16,18,19,22,3,22,23,24,25,22,27,0,
(20,18),(18,26),-0.736118 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0758287 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.178629 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.20579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.86422 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.788934 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-0.93625 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-0.915531 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-0.793617 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-0.735486 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-0.801154 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-0.861362 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-0.807794 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-0.625416 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-0.655606 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.798291 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.680872 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.64201 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.701666 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.688836 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.665022 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.500856 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.424359 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.60443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.445069 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.124779 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.16851 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.203295 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.0816909 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.151638 # DEPENDENCYPART_GRANDPAR
(20,22),(22,29),-0.327099 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.142056 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.0881379 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.0341441 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.05143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.207396 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.854634 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.807143 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.664107 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-0.682493 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.0519669 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.0108133 # DEPENDENCYPART_GRANDPAR
(21,20),(20,22),-0.187301 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.490168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,24),-0.124753 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.0797421 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.0342923 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.199048 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.275672 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.348722 # DEPENDENCYPART_GRANDPAR
(21,29),(29,27),-0.278019 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),-0.327457 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.497767 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.0206363 # DEPENDENCYPART_GRANDPAR
(22,1),(1,8),0.233683 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.157339 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.260069 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.294852 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.549492 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.77236 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),0.052376 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),0.167171 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),-0.749932 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-0.470299 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-0.050503 # DEPENDENCYPART_GRANDPAR
(22,3),(3,12),0.132368 # DEPENDENCYPART_GRANDPAR
(22,3),(3,13),-0.282558 # DEPENDENCYPART_GRANDPAR
(22,3),(3,14),-0.838173 # DEPENDENCYPART_GRANDPAR
(22,3),(3,15),0.231803 # DEPENDENCYPART_GRANDPAR
(22,3),(3,16),0.382425 # DEPENDENCYPART_GRANDPAR
(22,3),(3,17),-0.48928 # DEPENDENCYPART_GRANDPAR
(22,3),(3,18),0.02258 # DEPENDENCYPART_GRANDPAR
(22,3),(3,20),0.281713 # DEPENDENCYPART_GRANDPAR
(22,3),(3,22),-1.23235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,3),(3,23),-0.311041 # DEPENDENCYPART_GRANDPAR
(22,3),(3,28),-0.530003 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.386279 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.0799825 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.360847 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.578534 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.0790237 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),0.391302 # DEPENDENCYPART_GRANDPAR
(22,4),(4,9),-0.60882 # DEPENDENCYPART_GRANDPAR
(22,4),(4,10),-0.29685 # DEPENDENCYPART_GRANDPAR
(22,4),(4,11),0.150204 # DEPENDENCYPART_GRANDPAR
(22,4),(4,12),0.313159 # DEPENDENCYPART_GRANDPAR
(22,4),(4,13),-0.104834 # DEPENDENCYPART_GRANDPAR
(22,4),(4,14),-0.632834 # DEPENDENCYPART_GRANDPAR
(22,4),(4,15),0.36858 # DEPENDENCYPART_GRANDPAR
(22,4),(4,16),0.591835 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-0.183687 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.388173 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.0932344 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.593945 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.079443 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),0.423215 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),-0.609649 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),-0.31226 # DEPENDENCYPART_GRANDPAR
(22,5),(5,11),0.149412 # DEPENDENCYPART_GRANDPAR
(22,5),(5,15),0.367383 # DEPENDENCYPART_GRANDPAR
(22,5),(5,16),0.591044 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-0.386279 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.329845 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.0790239 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),0.391292 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.60882 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-0.29684 # DEPENDENCYPART_GRANDPAR
(22,6),(6,11),0.150204 # DEPENDENCYPART_GRANDPAR
(22,7),(7,2),-0.499904 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-0.230236 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.488213 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.697265 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),-0.279147 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.616226 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.188922 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),0.0298649 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.227195 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.437563 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.0883442 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.752303 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.302738 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),0.0377535 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),0.299577 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.114264 # DEPENDENCYPART_GRANDPAR
(22,8),(8,14),-0.764693 # DEPENDENCYPART_GRANDPAR
(22,8),(8,16),0.43849 # DEPENDENCYPART_GRANDPAR
(22,8),(8,17),-0.510931 # DEPENDENCYPART_GRANDPAR
(22,8),(8,19),-0.0818549 # DEPENDENCYPART_GRANDPAR
(22,8),(8,20),0.237774 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-1.26505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,8),(8,29),-0.818218 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.460123 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-0.668532 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),0.183074 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),0.108105 # DEPENDENCYPART_GRANDPAR
(22,10),(10,1),-0.168792 # DEPENDENCYPART_GRANDPAR
(22,10),(10,2),-0.384736 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),-0.0779292 # DEPENDENCYPART_GRANDPAR
(22,10),(10,4),-0.0672351 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.328433 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.533625 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.0429229 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),0.229989 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.62912 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),0.151382 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),0.318626 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.0993582 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.633201 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),0.369785 # DEPENDENCYPART_GRANDPAR
(22,10),(10,16),0.591549 # DEPENDENCYPART_GRANDPAR
(22,10),(10,17),-0.395771 # DEPENDENCYPART_GRANDPAR
(22,11),(11,1),-0.292075 # DEPENDENCYPART_GRANDPAR
(22,11),(11,4),-0.0119119 # DEPENDENCYPART_GRANDPAR
(22,11),(11,5),-0.271465 # DEPENDENCYPART_GRANDPAR
(22,11),(11,6),-0.476837 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),-0.0523773 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.629832 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.192538 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),0.359231 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.0568915 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.748167 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),0.320789 # DEPENDENCYPART_GRANDPAR
(22,11),(11,21),0.351949 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.105607 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.632825 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),0.367933 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),0.591597 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),-0.397412 # DEPENDENCYPART_GRANDPAR
(22,12),(12,18),0.177832 # DEPENDENCYPART_GRANDPAR
(22,12),(12,19),0.0562871 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-1.15156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,12),(12,24),-0.719927 # DEPENDENCYPART_GRANDPAR
(22,12),(12,25),-0.49986 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.631357 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),0.358381 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.632818 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),0.36858 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),0.591835 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.396976 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),0.178624 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),0.0562943 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-1.15156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,1),-0.226152 # DEPENDENCYPART_GRANDPAR
(22,15),(15,2),-0.531178 # DEPENDENCYPART_GRANDPAR
(22,15),(15,3),-0.149042 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.676156 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),0.605965 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.440928 # DEPENDENCYPART_GRANDPAR
(22,15),(15,26),-0.807289 # DEPENDENCYPART_GRANDPAR
(22,16),(16,1),-0.248759 # DEPENDENCYPART_GRANDPAR
(22,16),(16,3),-0.149568 # DEPENDENCYPART_GRANDPAR
(22,16),(16,4),-0.0969377 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.607929 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.272838 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.0134245 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),0.327561 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.0838888 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.638685 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),0.34666 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.605511 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.0975814 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.145453 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),0.14845 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),0.330644 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-1.11917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,23),-0.296389 # DEPENDENCYPART_GRANDPAR
(22,16),(16,24),-0.702036 # DEPENDENCYPART_GRANDPAR
(22,16),(16,25),-0.481288 # DEPENDENCYPART_GRANDPAR
(22,16),(16,27),-0.458906 # DEPENDENCYPART_GRANDPAR
(22,16),(16,28),-0.515352 # DEPENDENCYPART_GRANDPAR
(22,16),(16,29),-0.741495 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.141812 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),0.270269 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.10655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,17),-0.312065 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.0698815 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.137852 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.292004 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.15156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.314295 # DEPENDENCYPART_GRANDPAR
(22,18),(18,24),-0.719944 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.49986 # DEPENDENCYPART_GRANDPAR
(22,18),(18,26),-0.875011 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.257429 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.222606 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.174728 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.09746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,25),-0.451795 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),0.0554051 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.0274642 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.10205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,18),0.111343 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.196654 # DEPENDENCYPART_GRANDPAR
(22,21),(21,23),-0.237588 # DEPENDENCYPART_GRANDPAR
(22,21),(21,29),-0.736503 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.282893 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.12958 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.191971 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.0110889 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),0.255634 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),0.292733 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.144185 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.282893 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),0.470292 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.209561 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.0122613 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),0.240715 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),0.291137 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.257189 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),0.484714 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.0691836 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),0.0375252 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),0.298882 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),0.508822 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.0501697 # DEPENDENCYPART_GRANDPAR
(22,27),(27,18),-0.537499 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),-0.41344 # DEPENDENCYPART_GRANDPAR
(22,27),(27,23),0.333491 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),-0.0750466 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.193827 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.258166 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),0.351646 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.0715686 # DEPENDENCYPART_GRANDPAR
(22,28),(28,21),-0.282893 # DEPENDENCYPART_GRANDPAR
(22,28),(28,23),0.468312 # DEPENDENCYPART_GRANDPAR
(22,28),(28,24),0.0538553 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),0.289367 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),-0.147668 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),0.218382 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.147184 # DEPENDENCYPART_GRANDPAR
(22,29),(29,27),0.0820579 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),0.157876 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.310308 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.172005 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.19183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,29),-0.938361 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.827377 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.469412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.0888818 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.0259526 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.00912847 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.289193 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.802896 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.609573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.270114 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.0512811 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.0815022 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.120304 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.319173 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.681248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.203705 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.0501353 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.391649 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.364879 # DEPENDENCYPART_GRANDPAR
(23,27),(27,18),-1.01695 # DEPENDENCYPART_GRANDPAR
(23,27),(27,20),-0.822843 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.630871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),0.254057 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.0258538 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.232193 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.314268 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.418364 # DEPENDENCYPART_GRANDPAR
(23,28),(28,21),-0.827377 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-0.469633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),0.409384 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),0.161035 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.0429821 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),0.000836406 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.339803 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),-0.101804 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),-0.383526 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.526306 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.166493 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),0.107593 # DEPENDENCYPART_GRANDPAR
(24,21),(21,29),-1.05091 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.15533 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.42055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.484586 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.626592 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-1.04283 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-1.22043 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),-1.07569 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.714408 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.59861 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.759687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),0.289713 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.224497 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.175601 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.402752 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.554262 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.823502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,27),-0.376804 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.503872 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.477022 # DEPENDENCYPART_GRANDPAR
(24,27),(27,18),-1.24959 # DEPENDENCYPART_GRANDPAR
(24,27),(27,20),-0.817733 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.562931 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.77315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),0.202048 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.0223134 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.42493 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.528178 # DEPENDENCYPART_GRANDPAR
(24,28),(28,21),-0.738895 # DEPENDENCYPART_GRANDPAR
(24,28),(28,23),-0.644689 # DEPENDENCYPART_GRANDPAR
(24,28),(28,24),-0.617824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,28),(28,25),0.337227 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),0.166896 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.319643 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.452261 # DEPENDENCYPART_GRANDPAR
(25,21),(21,18),-0.184824 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.0554908 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),-0.138154 # DEPENDENCYPART_GRANDPAR
(25,21),(21,29),-0.78354 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),0.0687977 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.110468 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.19882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.29221 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-0.555204 # DEPENDENCYPART_GRANDPAR
(25,23),(23,28),-0.807829 # DEPENDENCYPART_GRANDPAR
(25,23),(23,29),-0.752349 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),0.0788528 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.0465833 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.19882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.292211 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.555205 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-0.807832 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.757819 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.656833 # DEPENDENCYPART_GRANDPAR
(25,26),(26,27),0.0676365 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),-0.197193 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),-0.266426 # DEPENDENCYPART_GRANDPAR
(25,27),(27,18),-0.809724 # DEPENDENCYPART_GRANDPAR
