# _root_ وَ يُشَكِّلُ هٰذا الخَفْضُ , بِ الإِضافَةِ إِلَى ثَلاثَةِ آلافِ آخَرِينَ فِي مارِس الماضِي , نِسْبَةَ 11 بِ المِائَةِ مِن مَجْمُوعِ عَدَدِ العامِلِينَ عَلَى أَجْهِزَةِ الفَحْصِ وَ البالِغِ 55600 شَخْصٍ . وَ مِن المُتَوَقَّعِ أَن تُوَفِّرَ إِدارَةُ أَمْنِ النَقْلِ مَبْلَغاً يَقْرَبُ مِن 280 مِلْيُونَ دُولارٍ أَمْرِيكِيٍّ .
#goldHeads=0,0,4,8,4,8,8,2,8,9,10,11,12,13,14,2,16,17,18,17,20,21,22,23,24,25,28,22,28,29,0,0,0,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
#predictedHeads=0,0,4,2,4,2,6,7,8,9,10,9,12,13,16,2,16,17,18,17,20,21,22,23,24,25,25,27,28,29,0,0,29,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
(27,15),(15,4),-0.53071 # DEPENDENCYPART_GRANDPAR
(27,15),(15,7),-0.376425 # DEPENDENCYPART_GRANDPAR
(27,15),(15,9),-0.351446 # DEPENDENCYPART_GRANDPAR
(27,15),(15,10),-0.398122 # DEPENDENCYPART_GRANDPAR
(27,15),(15,11),-0.413816 # DEPENDENCYPART_GRANDPAR
(27,15),(15,12),-0.364024 # DEPENDENCYPART_GRANDPAR
(27,15),(15,13),-0.035491 # DEPENDENCYPART_GRANDPAR
(27,15),(15,14),-0.419729 # DEPENDENCYPART_GRANDPAR
(27,15),(15,16),0.0767273 # DEPENDENCYPART_GRANDPAR
(27,15),(15,17),-0.276273 # DEPENDENCYPART_GRANDPAR
(27,16),(16,2),-0.516333 # DEPENDENCYPART_GRANDPAR
(27,16),(16,5),-0.600271 # DEPENDENCYPART_GRANDPAR
(27,16),(16,12),-0.348862 # DEPENDENCYPART_GRANDPAR
(27,16),(16,13),0.0638864 # DEPENDENCYPART_GRANDPAR
(27,16),(16,14),-0.437002 # DEPENDENCYPART_GRANDPAR
(27,16),(16,15),-0.330977 # DEPENDENCYPART_GRANDPAR
(27,16),(16,17),-0.284171 # DEPENDENCYPART_GRANDPAR
(27,16),(16,18),0.0215819 # DEPENDENCYPART_GRANDPAR
(27,16),(16,19),-0.197027 # DEPENDENCYPART_GRANDPAR
(27,16),(16,20),-0.0192156 # DEPENDENCYPART_GRANDPAR
(27,16),(16,21),-0.0848581 # DEPENDENCYPART_GRANDPAR
(27,16),(16,22),0.0543431 # DEPENDENCYPART_GRANDPAR
(27,16),(16,23),-0.0448999 # DEPENDENCYPART_GRANDPAR
(27,16),(16,24),-0.00648812 # DEPENDENCYPART_GRANDPAR
(27,16),(16,31),-0.713828 # DEPENDENCYPART_GRANDPAR
(27,17),(17,16),0.118173 # DEPENDENCYPART_GRANDPAR
(27,17),(17,18),-0.0299473 # DEPENDENCYPART_GRANDPAR
(27,17),(17,19),-0.237085 # DEPENDENCYPART_GRANDPAR
(27,17),(17,20),-0.0268455 # DEPENDENCYPART_GRANDPAR
(27,17),(17,21),-0.123886 # DEPENDENCYPART_GRANDPAR
(27,17),(17,24),-0.0203189 # DEPENDENCYPART_GRANDPAR
(27,18),(18,17),-0.250351 # DEPENDENCYPART_GRANDPAR
(27,18),(18,19),-0.312392 # DEPENDENCYPART_GRANDPAR
(27,18),(18,20),-0.262409 # DEPENDENCYPART_GRANDPAR
(27,18),(18,21),-0.193751 # DEPENDENCYPART_GRANDPAR
(27,18),(18,22),-0.0781654 # DEPENDENCYPART_GRANDPAR
(27,18),(18,23),-0.150952 # DEPENDENCYPART_GRANDPAR
(27,18),(18,25),-0.0544074 # DEPENDENCYPART_GRANDPAR
(27,18),(18,27),-0.983778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,19),(19,20),-0.0146931 # DEPENDENCYPART_GRANDPAR
(27,19),(19,21),-0.0898256 # DEPENDENCYPART_GRANDPAR
(27,19),(19,22),0.0493756 # DEPENDENCYPART_GRANDPAR
(27,19),(19,23),-0.0498674 # DEPENDENCYPART_GRANDPAR
(27,19),(19,24),-0.00215222 # DEPENDENCYPART_GRANDPAR
(27,20),(20,18),-0.18679 # DEPENDENCYPART_GRANDPAR
(27,20),(20,19),-0.116199 # DEPENDENCYPART_GRANDPAR
(27,20),(20,21),-0.196599 # DEPENDENCYPART_GRANDPAR
(27,20),(20,22),-0.0745897 # DEPENDENCYPART_GRANDPAR
(27,20),(20,23),-0.152711 # DEPENDENCYPART_GRANDPAR
(27,20),(20,25),-0.0561662 # DEPENDENCYPART_GRANDPAR
(27,20),(20,27),-0.979456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,21),(21,22),0.049397 # DEPENDENCYPART_GRANDPAR
(27,21),(21,23),-0.049846 # DEPENDENCYPART_GRANDPAR
(27,21),(21,24),-0.00211007 # DEPENDENCYPART_GRANDPAR
(27,21),(21,25),0.0484488 # DEPENDENCYPART_GRANDPAR
(27,21),(21,26),0.0714325 # DEPENDENCYPART_GRANDPAR
(27,21),(21,27),-0.904669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,21),(21,28),-0.250076 # DEPENDENCYPART_GRANDPAR
(27,21),(21,29),-0.587735 # DEPENDENCYPART_GRANDPAR
(27,21),(21,30),-0.892819 # DEPENDENCYPART_GRANDPAR
(27,22),(22,21),-0.055023 # DEPENDENCYPART_GRANDPAR
(27,22),(22,23),-0.0645358 # DEPENDENCYPART_GRANDPAR
(27,22),(22,24),-0.00777615 # DEPENDENCYPART_GRANDPAR
(27,22),(22,25),0.033759 # DEPENDENCYPART_GRANDPAR
(27,22),(22,26),0.0567427 # DEPENDENCYPART_GRANDPAR
(27,22),(22,27),-0.904669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,22),(22,28),-0.250076 # DEPENDENCYPART_GRANDPAR
(27,22),(22,29),-0.587735 # DEPENDENCYPART_GRANDPAR
(27,22),(22,30),-0.892819 # DEPENDENCYPART_GRANDPAR
(27,22),(22,32),-0.53429 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),-0.0019337 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),0.0485376 # DEPENDENCYPART_GRANDPAR
(27,23),(23,26),0.0715213 # DEPENDENCYPART_GRANDPAR
(27,23),(23,27),-0.904669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,23),(23,28),-0.250076 # DEPENDENCYPART_GRANDPAR
(27,23),(23,33),-0.813714 # DEPENDENCYPART_GRANDPAR
(27,24),(24,21),-0.0915067 # DEPENDENCYPART_GRANDPAR
(27,24),(24,22),0.0273379 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),-0.0512303 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),-0.00947967 # DEPENDENCYPART_GRANDPAR
(27,24),(24,26),0.0135041 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-0.978019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,28),-0.26113 # DEPENDENCYPART_GRANDPAR
(27,24),(24,29),-0.58167 # DEPENDENCYPART_GRANDPAR
(27,24),(24,32),-0.60764 # DEPENDENCYPART_GRANDPAR
(27,24),(24,34),-0.931786 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),0.0715219 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-0.904669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,28),-0.250076 # DEPENDENCYPART_GRANDPAR
(27,25),(25,29),-0.587735 # DEPENDENCYPART_GRANDPAR
(27,25),(25,30),-0.892819 # DEPENDENCYPART_GRANDPAR
(27,25),(25,31),-0.713828 # DEPENDENCYPART_GRANDPAR
(27,25),(25,32),-0.53429 # DEPENDENCYPART_GRANDPAR
(27,25),(25,33),-0.813714 # DEPENDENCYPART_GRANDPAR
(27,25),(25,34),-0.961216 # DEPENDENCYPART_GRANDPAR
(27,25),(25,35),-0.749223 # DEPENDENCYPART_GRANDPAR
(27,25),(25,36),-0.868923 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-0.904669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,28),-0.250076 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),-0.683246 # DEPENDENCYPART_GRANDPAR
(27,28),(28,29),0.103641 # DEPENDENCYPART_GRANDPAR
(27,28),(28,30),-0.136255 # DEPENDENCYPART_GRANDPAR
(27,28),(28,31),-0.154646 # DEPENDENCYPART_GRANDPAR
(27,28),(28,32),0.0295988 # DEPENDENCYPART_GRANDPAR
(27,28),(28,33),-0.195511 # DEPENDENCYPART_GRANDPAR
(27,28),(28,34),-0.190229 # DEPENDENCYPART_GRANDPAR
(27,28),(28,35),-0.0625625 # DEPENDENCYPART_GRANDPAR
(27,29),(29,25),-0.697518 # DEPENDENCYPART_GRANDPAR
(27,29),(29,26),-0.674534 # DEPENDENCYPART_GRANDPAR
(27,29),(29,28),0.255207 # DEPENDENCYPART_GRANDPAR
(27,29),(29,30),-0.145723 # DEPENDENCYPART_GRANDPAR
(27,29),(29,31),-0.193834 # DEPENDENCYPART_GRANDPAR
(27,29),(29,32),-0.120082 # DEPENDENCYPART_GRANDPAR
(27,29),(29,33),-0.299412 # DEPENDENCYPART_GRANDPAR
(27,29),(29,35),-0.16513 # DEPENDENCYPART_GRANDPAR
(27,29),(29,36),-0.248406 # DEPENDENCYPART_GRANDPAR
(27,29),(29,41),-0.36407 # DEPENDENCYPART_GRANDPAR
(27,30),(30,29),0.0293307 # DEPENDENCYPART_GRANDPAR
(27,30),(30,31),-0.0963724 # DEPENDENCYPART_GRANDPAR
(27,30),(30,32),0.00126005 # DEPENDENCYPART_GRANDPAR
(27,30),(30,33),-0.156912 # DEPENDENCYPART_GRANDPAR
(27,30),(30,34),-0.121758 # DEPENDENCYPART_GRANDPAR
(27,30),(30,36),-0.249237 # DEPENDENCYPART_GRANDPAR
(27,31),(31,29),0.0321379 # DEPENDENCYPART_GRANDPAR
(27,31),(31,30),-0.237991 # DEPENDENCYPART_GRANDPAR
(27,32),(32,2),-1.19116 # DEPENDENCYPART_GRANDPAR
(27,32),(32,6),-0.993497 # DEPENDENCYPART_GRANDPAR
(27,32),(32,8),-0.834585 # DEPENDENCYPART_GRANDPAR
(27,32),(32,9),-1.00782 # DEPENDENCYPART_GRANDPAR
(27,32),(32,17),-0.935748 # DEPENDENCYPART_GRANDPAR
(27,32),(32,19),-0.949492 # DEPENDENCYPART_GRANDPAR
(27,32),(32,21),-0.841116 # DEPENDENCYPART_GRANDPAR
(27,32),(32,22),-0.715363 # DEPENDENCYPART_GRANDPAR
(27,32),(32,23),-0.798675 # DEPENDENCYPART_GRANDPAR
(27,32),(32,25),-0.702864 # DEPENDENCYPART_GRANDPAR
(27,32),(32,26),-0.67988 # DEPENDENCYPART_GRANDPAR
(27,32),(32,28),0.043829 # DEPENDENCYPART_GRANDPAR
(27,32),(32,29),-0.244634 # DEPENDENCYPART_GRANDPAR
(27,32),(32,30),-0.529484 # DEPENDENCYPART_GRANDPAR
(27,32),(32,31),-0.452435 # DEPENDENCYPART_GRANDPAR
(27,32),(32,33),-0.506998 # DEPENDENCYPART_GRANDPAR
(27,32),(32,34),-0.552636 # DEPENDENCYPART_GRANDPAR
(27,32),(32,35),-0.520656 # DEPENDENCYPART_GRANDPAR
(27,32),(32,36),-0.380485 # DEPENDENCYPART_GRANDPAR
(27,32),(32,37),-0.760202 # DEPENDENCYPART_GRANDPAR
(27,32),(32,38),-0.848923 # DEPENDENCYPART_GRANDPAR
(27,32),(32,39),-0.786447 # DEPENDENCYPART_GRANDPAR
(27,32),(32,40),-0.750095 # DEPENDENCYPART_GRANDPAR
(27,32),(32,41),-0.496149 # DEPENDENCYPART_GRANDPAR
(27,33),(33,30),-0.195986 # DEPENDENCYPART_GRANDPAR
(27,33),(33,31),-0.197748 # DEPENDENCYPART_GRANDPAR
(27,33),(33,32),-0.038637 # DEPENDENCYPART_GRANDPAR
(27,33),(33,34),-0.0695335 # DEPENDENCYPART_GRANDPAR
(27,33),(33,35),0.069182 # DEPENDENCYPART_GRANDPAR
(27,33),(33,36),-0.289941 # DEPENDENCYPART_GRANDPAR
(27,33),(33,37),-0.325155 # DEPENDENCYPART_GRANDPAR
(27,33),(33,38),-0.413847 # DEPENDENCYPART_GRANDPAR
(27,33),(33,39),-0.361123 # DEPENDENCYPART_GRANDPAR
(27,33),(33,42),-0.282153 # DEPENDENCYPART_GRANDPAR
(27,34),(34,35),-0.057731 # DEPENDENCYPART_GRANDPAR
(27,34),(34,36),-0.255721 # DEPENDENCYPART_GRANDPAR
(27,34),(34,37),-0.318295 # DEPENDENCYPART_GRANDPAR
(27,35),(35,2),-1.16713 # DEPENDENCYPART_GRANDPAR
(27,35),(35,25),-0.700985 # DEPENDENCYPART_GRANDPAR
(27,35),(35,29),-0.0991934 # DEPENDENCYPART_GRANDPAR
(27,35),(35,30),-0.419728 # DEPENDENCYPART_GRANDPAR
(27,35),(35,32),-0.0404626 # DEPENDENCYPART_GRANDPAR
(27,35),(35,33),-0.313699 # DEPENDENCYPART_GRANDPAR
(27,35),(35,34),-0.488235 # DEPENDENCYPART_GRANDPAR
(27,35),(35,36),-0.293043 # DEPENDENCYPART_GRANDPAR
(27,35),(35,37),-0.654914 # DEPENDENCYPART_GRANDPAR
(27,35),(35,38),-0.743485 # DEPENDENCYPART_GRANDPAR
(27,35),(35,39),-0.687856 # DEPENDENCYPART_GRANDPAR
(27,35),(35,40),-0.644817 # DEPENDENCYPART_GRANDPAR
(27,35),(35,41),-0.408707 # DEPENDENCYPART_GRANDPAR
(27,35),(35,42),-0.397746 # DEPENDENCYPART_GRANDPAR
(27,35),(35,43),-0.457147 # DEPENDENCYPART_GRANDPAR
(27,35),(35,44),-0.785603 # DEPENDENCYPART_GRANDPAR
(27,35),(35,45),-0.751917 # DEPENDENCYPART_GRANDPAR
(27,35),(35,46),-0.332796 # DEPENDENCYPART_GRANDPAR
(27,36),(36,33),-0.210056 # DEPENDENCYPART_GRANDPAR
(27,36),(36,34),-0.237633 # DEPENDENCYPART_GRANDPAR
(27,36),(36,35),-0.234934 # DEPENDENCYPART_GRANDPAR
(27,36),(36,37),-0.367357 # DEPENDENCYPART_GRANDPAR
(27,36),(36,38),-0.455339 # DEPENDENCYPART_GRANDPAR
(27,36),(36,39),-0.406361 # DEPENDENCYPART_GRANDPAR
(27,36),(36,40),-0.356676 # DEPENDENCYPART_GRANDPAR
(27,36),(36,41),-0.354196 # DEPENDENCYPART_GRANDPAR
(27,36),(36,42),-0.226861 # DEPENDENCYPART_GRANDPAR
(27,36),(36,43),-0.245383 # DEPENDENCYPART_GRANDPAR
(27,36),(36,44),-0.514093 # DEPENDENCYPART_GRANDPAR
(27,36),(36,45),-0.471516 # DEPENDENCYPART_GRANDPAR
(27,36),(36,46),-0.190268 # DEPENDENCYPART_GRANDPAR
(27,37),(37,38),-0.405187 # DEPENDENCYPART_GRANDPAR
(27,37),(37,39),-0.346845 # DEPENDENCYPART_GRANDPAR
(27,37),(37,40),-0.308575 # DEPENDENCYPART_GRANDPAR
(27,37),(37,41),-0.372963 # DEPENDENCYPART_GRANDPAR
(27,37),(37,42),-0.155985 # DEPENDENCYPART_GRANDPAR
(27,38),(38,37),-0.372087 # DEPENDENCYPART_GRANDPAR
(27,38),(38,39),-0.349036 # DEPENDENCYPART_GRANDPAR
(27,38),(38,40),-0.310766 # DEPENDENCYPART_GRANDPAR
(27,38),(38,41),-0.373 # DEPENDENCYPART_GRANDPAR
(27,38),(38,42),-0.158646 # DEPENDENCYPART_GRANDPAR
(27,38),(38,43),-0.238806 # DEPENDENCYPART_GRANDPAR
(27,38),(38,46),-0.150461 # DEPENDENCYPART_GRANDPAR
(27,39),(39,37),-0.355348 # DEPENDENCYPART_GRANDPAR
(27,39),(39,38),-0.447319 # DEPENDENCYPART_GRANDPAR
(27,39),(39,40),-0.31072 # DEPENDENCYPART_GRANDPAR
(27,39),(39,41),-0.374608 # DEPENDENCYPART_GRANDPAR
(27,39),(39,42),-0.158035 # DEPENDENCYPART_GRANDPAR
(27,39),(39,43),-0.241292 # DEPENDENCYPART_GRANDPAR
(27,39),(39,44),-0.453161 # DEPENDENCYPART_GRANDPAR
(27,39),(39,45),-0.390783 # DEPENDENCYPART_GRANDPAR
(27,39),(39,46),-0.16833 # DEPENDENCYPART_GRANDPAR
(27,40),(40,37),-0.350167 # DEPENDENCYPART_GRANDPAR
(27,40),(40,38),-0.442138 # DEPENDENCYPART_GRANDPAR
(27,40),(40,39),-0.424783 # DEPENDENCYPART_GRANDPAR
(27,40),(40,41),-0.372065 # DEPENDENCYPART_GRANDPAR
(27,40),(40,42),-0.157675 # DEPENDENCYPART_GRANDPAR
(27,40),(40,43),-0.238749 # DEPENDENCYPART_GRANDPAR
(27,41),(41,33),-0.210447 # DEPENDENCYPART_GRANDPAR
(27,41),(41,34),-0.237789 # DEPENDENCYPART_GRANDPAR
(27,41),(41,36),-0.185773 # DEPENDENCYPART_GRANDPAR
(27,41),(41,37),-0.437781 # DEPENDENCYPART_GRANDPAR
(27,41),(41,38),-0.523814 # DEPENDENCYPART_GRANDPAR
(27,41),(41,39),-0.492153 # DEPENDENCYPART_GRANDPAR
(27,41),(41,40),-0.423553 # DEPENDENCYPART_GRANDPAR
(27,41),(41,42),-0.229388 # DEPENDENCYPART_GRANDPAR
(27,41),(41,43),-0.245402 # DEPENDENCYPART_GRANDPAR
(27,41),(41,44),-0.514094 # DEPENDENCYPART_GRANDPAR
(27,41),(41,45),-0.471517 # DEPENDENCYPART_GRANDPAR
(27,41),(41,46),-0.190269 # DEPENDENCYPART_GRANDPAR
(27,42),(42,40),-0.446032 # DEPENDENCYPART_GRANDPAR
(27,42),(42,43),-0.290323 # DEPENDENCYPART_GRANDPAR
(27,42),(42,44),-0.458419 # DEPENDENCYPART_GRANDPAR
(27,42),(42,45),-0.433331 # DEPENDENCYPART_GRANDPAR
(27,42),(42,46),-0.136423 # DEPENDENCYPART_GRANDPAR
(27,43),(43,38),-0.499905 # DEPENDENCYPART_GRANDPAR
(27,43),(43,39),-0.466718 # DEPENDENCYPART_GRANDPAR
(27,43),(43,40),-0.399651 # DEPENDENCYPART_GRANDPAR
(27,43),(43,42),-0.0870572 # DEPENDENCYPART_GRANDPAR
(27,43),(43,44),-0.458411 # DEPENDENCYPART_GRANDPAR
(27,43),(43,45),-0.529968 # DEPENDENCYPART_GRANDPAR
(27,43),(43,46),-0.255559 # DEPENDENCYPART_GRANDPAR
(27,44),(44,43),-0.330259 # DEPENDENCYPART_GRANDPAR
(27,44),(44,45),-0.428681 # DEPENDENCYPART_GRANDPAR
(27,44),(44,46),-0.193725 # DEPENDENCYPART_GRANDPAR
(27,45),(45,44),-0.513189 # DEPENDENCYPART_GRANDPAR
(27,45),(45,46),-0.103499 # DEPENDENCYPART_GRANDPAR
(28,26),(26,27),-0.25283 # DEPENDENCYPART_GRANDPAR
(28,26),(26,28),-0.931012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,29),(29,25),-1.29605 # DEPENDENCYPART_GRANDPAR
(28,29),(29,26),-1.01374 # DEPENDENCYPART_GRANDPAR
(28,29),(29,28),-0.329675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,29),(29,30),-0.00380182 # DEPENDENCYPART_GRANDPAR
(28,29),(29,31),0.0639884 # DEPENDENCYPART_GRANDPAR
(28,29),(29,32),-0.0349868 # DEPENDENCYPART_GRANDPAR
(28,29),(29,33),0.024593 # DEPENDENCYPART_GRANDPAR
(28,29),(29,35),0.0390823 # DEPENDENCYPART_GRANDPAR
(28,29),(29,36),-0.520864 # DEPENDENCYPART_GRANDPAR
(28,29),(29,41),-0.468137 # DEPENDENCYPART_GRANDPAR
(28,30),(30,29),0.500693 # DEPENDENCYPART_GRANDPAR
(28,30),(30,31),-0.000103852 # DEPENDENCYPART_GRANDPAR
(28,30),(30,32),-0.0543808 # DEPENDENCYPART_GRANDPAR
(28,30),(30,33),-0.010696 # DEPENDENCYPART_GRANDPAR
(28,30),(30,34),-0.16053 # DEPENDENCYPART_GRANDPAR
(28,30),(30,36),-0.564973 # DEPENDENCYPART_GRANDPAR
(28,31),(31,29),0.497063 # DEPENDENCYPART_GRANDPAR
(28,31),(31,30),-0.110451 # DEPENDENCYPART_GRANDPAR
(28,32),(32,2),-1.68755 # DEPENDENCYPART_GRANDPAR
(28,32),(32,6),-0.995017 # DEPENDENCYPART_GRANDPAR
(28,32),(32,8),-0.823312 # DEPENDENCYPART_GRANDPAR
(28,32),(32,9),-1.33997 # DEPENDENCYPART_GRANDPAR
(28,32),(32,17),-1.12134 # DEPENDENCYPART_GRANDPAR
(28,32),(32,19),-1.23505 # DEPENDENCYPART_GRANDPAR
(28,32),(32,21),-1.05006 # DEPENDENCYPART_GRANDPAR
(28,32),(32,22),-1.01428 # DEPENDENCYPART_GRANDPAR
(28,32),(32,23),-1.22584 # DEPENDENCYPART_GRANDPAR
(28,32),(32,25),-1.3091 # DEPENDENCYPART_GRANDPAR
(28,32),(32,26),-1.02678 # DEPENDENCYPART_GRANDPAR
(28,32),(32,28),-0.32792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,32),(32,29),0.515927 # DEPENDENCYPART_GRANDPAR
(28,32),(32,30),-0.0692637 # DEPENDENCYPART_GRANDPAR
(28,32),(32,31),0.0275714 # DEPENDENCYPART_GRANDPAR
(28,32),(32,33),-0.0208462 # DEPENDENCYPART_GRANDPAR
(28,32),(32,34),-0.0117991 # DEPENDENCYPART_GRANDPAR
(28,32),(32,35),0.0225595 # DEPENDENCYPART_GRANDPAR
(28,32),(32,36),-0.540724 # DEPENDENCYPART_GRANDPAR
(28,32),(32,37),-0.555485 # DEPENDENCYPART_GRANDPAR
(28,32),(32,38),-0.318801 # DEPENDENCYPART_GRANDPAR
(28,32),(32,39),-0.281597 # DEPENDENCYPART_GRANDPAR
(28,32),(32,40),-0.246696 # DEPENDENCYPART_GRANDPAR
(28,32),(32,41),-0.487997 # DEPENDENCYPART_GRANDPAR
(28,33),(33,30),-0.100388 # DEPENDENCYPART_GRANDPAR
(28,33),(33,31),-0.0337831 # DEPENDENCYPART_GRANDPAR
(28,33),(33,32),-0.0557161 # DEPENDENCYPART_GRANDPAR
(28,33),(33,34),0.0202086 # DEPENDENCYPART_GRANDPAR
(28,33),(33,35),0.108298 # DEPENDENCYPART_GRANDPAR
(28,33),(33,36),-0.557338 # DEPENDENCYPART_GRANDPAR
(28,33),(33,37),-0.545044 # DEPENDENCYPART_GRANDPAR
(28,33),(33,38),-0.303883 # DEPENDENCYPART_GRANDPAR
(28,33),(33,39),-0.279768 # DEPENDENCYPART_GRANDPAR
(28,33),(33,42),-0.185871 # DEPENDENCYPART_GRANDPAR
(28,34),(34,35),0.0105892 # DEPENDENCYPART_GRANDPAR
(28,34),(34,36),-0.57142 # DEPENDENCYPART_GRANDPAR
(28,34),(34,37),-0.693136 # DEPENDENCYPART_GRANDPAR
(28,35),(35,2),-1.67196 # DEPENDENCYPART_GRANDPAR
(28,35),(35,25),-1.29624 # DEPENDENCYPART_GRANDPAR
(28,35),(35,29),0.527749 # DEPENDENCYPART_GRANDPAR
(28,35),(35,30),-0.114519 # DEPENDENCYPART_GRANDPAR
(28,35),(35,32),0.0497342 # DEPENDENCYPART_GRANDPAR
(28,35),(35,33),-0.00659837 # DEPENDENCYPART_GRANDPAR
(28,35),(35,34),-0.205823 # DEPENDENCYPART_GRANDPAR
(28,35),(35,36),-0.473169 # DEPENDENCYPART_GRANDPAR
(28,35),(35,37),-0.665404 # DEPENDENCYPART_GRANDPAR
(28,35),(35,38),-0.428551 # DEPENDENCYPART_GRANDPAR
(28,35),(35,39),-0.398273 # DEPENDENCYPART_GRANDPAR
(28,35),(35,40),-0.356625 # DEPENDENCYPART_GRANDPAR
(28,35),(35,41),-0.420442 # DEPENDENCYPART_GRANDPAR
(28,35),(35,42),-0.210958 # DEPENDENCYPART_GRANDPAR
(28,35),(35,43),-0.113733 # DEPENDENCYPART_GRANDPAR
(28,35),(35,44),-0.348976 # DEPENDENCYPART_GRANDPAR
(28,35),(35,45),-0.320675 # DEPENDENCYPART_GRANDPAR
(28,35),(35,46),-0.526441 # DEPENDENCYPART_GRANDPAR
(29,25),(25,26),-0.108378 # DEPENDENCYPART_GRANDPAR
(29,25),(25,27),-0.0763378 # DEPENDENCYPART_GRANDPAR
(29,25),(25,28),0.0626214 # DEPENDENCYPART_GRANDPAR
(29,25),(25,29),-1.1049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,25),(25,30),-0.182174 # DEPENDENCYPART_GRANDPAR
(29,25),(25,31),-0.661152 # DEPENDENCYPART_GRANDPAR
(29,25),(25,32),-0.649076 # DEPENDENCYPART_GRANDPAR
(29,25),(25,33),-0.722772 # DEPENDENCYPART_GRANDPAR
(29,25),(25,34),-0.646868 # DEPENDENCYPART_GRANDPAR
(29,25),(25,35),-0.787411 # DEPENDENCYPART_GRANDPAR
(29,25),(25,36),-0.772458 # DEPENDENCYPART_GRANDPAR
(29,26),(26,27),-0.0763378 # DEPENDENCYPART_GRANDPAR
(29,26),(26,28),0.0626214 # DEPENDENCYPART_GRANDPAR
(29,28),(28,26),-0.0929903 # DEPENDENCYPART_GRANDPAR
(29,28),(28,29),-1.09557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,28),(28,30),-0.130435 # DEPENDENCYPART_GRANDPAR
(29,28),(28,31),-0.663194 # DEPENDENCYPART_GRANDPAR
(29,28),(28,32),-0.664574 # DEPENDENCYPART_GRANDPAR
(29,28),(28,33),-0.707756 # DEPENDENCYPART_GRANDPAR
(29,28),(28,34),-0.595128 # DEPENDENCYPART_GRANDPAR
(29,28),(28,35),-0.788278 # DEPENDENCYPART_GRANDPAR
(29,30),(30,29),-0.522013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,30),(30,31),-0.135734 # DEPENDENCYPART_GRANDPAR
(29,30),(30,32),-0.159191 # DEPENDENCYPART_GRANDPAR
(29,30),(30,33),-0.206909 # DEPENDENCYPART_GRANDPAR
(29,30),(30,34),-0.0388709 # DEPENDENCYPART_GRANDPAR
(29,30),(30,36),-0.259152 # DEPENDENCYPART_GRANDPAR
(29,31),(31,29),-0.499228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,31),(31,30),0.456528 # DEPENDENCYPART_GRANDPAR
(29,32),(32,2),-0.899762 # DEPENDENCYPART_GRANDPAR
(29,32),(32,6),-1.00814 # DEPENDENCYPART_GRANDPAR
(29,32),(32,8),-0.916885 # DEPENDENCYPART_GRANDPAR
(29,32),(32,9),-0.938125 # DEPENDENCYPART_GRANDPAR
(29,32),(32,17),-0.8156 # DEPENDENCYPART_GRANDPAR
(29,32),(32,19),-0.878856 # DEPENDENCYPART_GRANDPAR
(29,32),(32,21),-0.890549 # DEPENDENCYPART_GRANDPAR
(29,32),(32,22),-0.869009 # DEPENDENCYPART_GRANDPAR
(29,32),(32,23),-0.865957 # DEPENDENCYPART_GRANDPAR
(29,32),(32,25),-0.799778 # DEPENDENCYPART_GRANDPAR
(29,32),(32,26),-0.771078 # DEPENDENCYPART_GRANDPAR
(29,32),(32,28),-0.594017 # DEPENDENCYPART_GRANDPAR
(29,32),(32,29),-0.542533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,32),(32,30),0.448481 # DEPENDENCYPART_GRANDPAR
(29,32),(32,31),-0.122497 # DEPENDENCYPART_GRANDPAR
(29,32),(32,33),-0.0918069 # DEPENDENCYPART_GRANDPAR
