# _root_ Bir konuda bilgi _ verirken veya bir gerçeği _ savunurken , _ türlü kanıtlardan _ _ faydalanan , bunları bilimsel biçimde _ inceleyen gazete ve dergi yazılarına makale _ denir .
#goldHeads=2,4,4,5,6,10,8,9,10,16,0,13,14,16,16,17,18,23,22,21,22,23,24,25,26,27,30,30,30,31,0,
#predictedHeads=2,4,4,5,6,7,8,9,10,30,0,13,14,16,16,17,18,24,22,21,22,23,24,25,26,27,30,30,30,31,0,
(29,24),(24,22),-0.196929 # DEPENDENCYPART_GRANDPAR
(29,24),(24,23),0.103135 # DEPENDENCYPART_GRANDPAR
(29,24),(24,25),-0.204903 # DEPENDENCYPART_GRANDPAR
(29,24),(24,26),-0.152641 # DEPENDENCYPART_GRANDPAR
(29,24),(24,27),-0.0494569 # DEPENDENCYPART_GRANDPAR
(29,24),(24,28),-0.0994611 # DEPENDENCYPART_GRANDPAR
(29,24),(24,29),-0.650777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,25),(25,21),-0.316897 # DEPENDENCYPART_GRANDPAR
(29,25),(25,22),0.106389 # DEPENDENCYPART_GRANDPAR
(29,25),(25,24),-0.0630662 # DEPENDENCYPART_GRANDPAR
(29,25),(25,26),-0.301926 # DEPENDENCYPART_GRANDPAR
(29,25),(25,27),-0.198741 # DEPENDENCYPART_GRANDPAR
(29,26),(26,17),0.127289 # DEPENDENCYPART_GRANDPAR
(29,26),(26,19),-0.130435 # DEPENDENCYPART_GRANDPAR
(29,26),(26,20),0.238005 # DEPENDENCYPART_GRANDPAR
(29,26),(26,21),-0.332541 # DEPENDENCYPART_GRANDPAR
(29,26),(26,22),-0.196929 # DEPENDENCYPART_GRANDPAR
(29,26),(26,23),0.103135 # DEPENDENCYPART_GRANDPAR
(29,26),(26,24),-0.0729885 # DEPENDENCYPART_GRANDPAR
(29,26),(26,25),0.0271241 # DEPENDENCYPART_GRANDPAR
(29,26),(26,27),-0.0494569 # DEPENDENCYPART_GRANDPAR
(29,26),(26,28),-0.0994611 # DEPENDENCYPART_GRANDPAR
(29,26),(26,29),-0.650777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,27),(27,17),0.127289 # DEPENDENCYPART_GRANDPAR
(29,27),(27,18),-0.350472 # DEPENDENCYPART_GRANDPAR
(29,27),(27,19),-0.130435 # DEPENDENCYPART_GRANDPAR
(29,27),(27,20),0.238005 # DEPENDENCYPART_GRANDPAR
(29,27),(27,21),-0.332541 # DEPENDENCYPART_GRANDPAR
(29,27),(27,22),-0.196929 # DEPENDENCYPART_GRANDPAR
(29,27),(27,23),0.103135 # DEPENDENCYPART_GRANDPAR
(29,27),(27,24),-0.0729885 # DEPENDENCYPART_GRANDPAR
(29,27),(27,25),0.0271241 # DEPENDENCYPART_GRANDPAR
(29,27),(27,26),-0.0161086 # DEPENDENCYPART_GRANDPAR
(29,27),(27,28),-0.0994611 # DEPENDENCYPART_GRANDPAR
(29,27),(27,29),-0.650777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,28),(28,17),0.135011 # DEPENDENCYPART_GRANDPAR
(29,28),(28,19),-0.130435 # DEPENDENCYPART_GRANDPAR
(29,28),(28,20),0.248255 # DEPENDENCYPART_GRANDPAR
(29,28),(28,21),-0.332541 # DEPENDENCYPART_GRANDPAR
(29,28),(28,22),-0.196929 # DEPENDENCYPART_GRANDPAR
(29,28),(28,23),0.110857 # DEPENDENCYPART_GRANDPAR
(29,28),(28,24),-0.0729885 # DEPENDENCYPART_GRANDPAR
(29,28),(28,25),0.0271241 # DEPENDENCYPART_GRANDPAR
(29,28),(28,26),-0.0161086 # DEPENDENCYPART_GRANDPAR
(29,28),(28,27),0.0870756 # DEPENDENCYPART_GRANDPAR
(29,28),(28,29),-0.650777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,30),(30,2),0.0297032 # DEPENDENCYPART_GRANDPAR
(29,30),(30,3),-0.80705 # DEPENDENCYPART_GRANDPAR
(29,30),(30,4),-0.612659 # DEPENDENCYPART_GRANDPAR
(29,30),(30,5),-0.783476 # DEPENDENCYPART_GRANDPAR
(29,30),(30,6),-0.450958 # DEPENDENCYPART_GRANDPAR
(29,30),(30,8),-0.75983 # DEPENDENCYPART_GRANDPAR
(29,30),(30,9),-0.571834 # DEPENDENCYPART_GRANDPAR
(29,30),(30,10),-0.573346 # DEPENDENCYPART_GRANDPAR
(29,30),(30,11),-0.544823 # DEPENDENCYPART_GRANDPAR
(29,30),(30,12),-0.797215 # DEPENDENCYPART_GRANDPAR
(29,30),(30,13),-0.0558165 # DEPENDENCYPART_GRANDPAR
(29,30),(30,14),-0.582406 # DEPENDENCYPART_GRANDPAR
(29,30),(30,15),-0.89762 # DEPENDENCYPART_GRANDPAR
(29,30),(30,16),-0.546254 # DEPENDENCYPART_GRANDPAR
(29,30),(30,18),-0.566631 # DEPENDENCYPART_GRANDPAR
(29,30),(30,19),-0.332278 # DEPENDENCYPART_GRANDPAR
(29,30),(30,20),-0.0748796 # DEPENDENCYPART_GRANDPAR
(29,30),(30,21),-0.703565 # DEPENDENCYPART_GRANDPAR
(29,30),(30,22),-0.51176 # DEPENDENCYPART_GRANDPAR
(29,30),(30,23),-0.174374 # DEPENDENCYPART_GRANDPAR
(29,30),(30,24),-0.46236 # DEPENDENCYPART_GRANDPAR
(29,30),(30,25),-0.144047 # DEPENDENCYPART_GRANDPAR
(29,30),(30,26),-0.40548 # DEPENDENCYPART_GRANDPAR
(29,30),(30,27),-0.302296 # DEPENDENCYPART_GRANDPAR
(29,30),(30,28),-0.3523 # DEPENDENCYPART_GRANDPAR
(29,30),(30,29),-0.56902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,2),(2,1),-0.335121 # DEPENDENCYPART_GRANDPAR
(30,2),(2,7),-0.508304 # DEPENDENCYPART_GRANDPAR
(30,3),(3,1),-0.340046 # DEPENDENCYPART_GRANDPAR
(30,3),(3,2),0.362549 # DEPENDENCYPART_GRANDPAR
(30,3),(3,7),-0.50828 # DEPENDENCYPART_GRANDPAR
(30,4),(4,1),-0.517932 # DEPENDENCYPART_GRANDPAR
(30,4),(4,2),0.438851 # DEPENDENCYPART_GRANDPAR
(30,4),(4,3),-0.263593 # DEPENDENCYPART_GRANDPAR
(30,4),(4,6),-0.639696 # DEPENDENCYPART_GRANDPAR
(30,4),(4,8),-0.792918 # DEPENDENCYPART_GRANDPAR
(30,4),(4,10),-0.584504 # DEPENDENCYPART_GRANDPAR
(30,5),(5,1),-0.366198 # DEPENDENCYPART_GRANDPAR
(30,5),(5,2),0.427975 # DEPENDENCYPART_GRANDPAR
(30,5),(5,3),-0.323007 # DEPENDENCYPART_GRANDPAR
(30,5),(5,4),-0.0801765 # DEPENDENCYPART_GRANDPAR
(30,5),(5,6),-0.60643 # DEPENDENCYPART_GRANDPAR
(30,6),(6,2),0.446803 # DEPENDENCYPART_GRANDPAR
(30,6),(6,3),-0.282553 # DEPENDENCYPART_GRANDPAR
(30,6),(6,4),-0.208013 # DEPENDENCYPART_GRANDPAR
(30,6),(6,5),-0.36863 # DEPENDENCYPART_GRANDPAR
(30,6),(6,8),-0.662621 # DEPENDENCYPART_GRANDPAR
(30,8),(8,1),-0.330225 # DEPENDENCYPART_GRANDPAR
(30,8),(8,2),0.371825 # DEPENDENCYPART_GRANDPAR
(30,8),(8,3),-0.339166 # DEPENDENCYPART_GRANDPAR
(30,8),(8,4),-0.391316 # DEPENDENCYPART_GRANDPAR
(30,8),(8,5),-0.459405 # DEPENDENCYPART_GRANDPAR
(30,8),(8,6),-0.553433 # DEPENDENCYPART_GRANDPAR
(30,8),(8,7),-0.269993 # DEPENDENCYPART_GRANDPAR
(30,8),(8,9),-0.18427 # DEPENDENCYPART_GRANDPAR
(30,9),(9,1),-0.517932 # DEPENDENCYPART_GRANDPAR
(30,9),(9,2),0.438851 # DEPENDENCYPART_GRANDPAR
(30,9),(9,3),-0.263593 # DEPENDENCYPART_GRANDPAR
(30,9),(9,4),-0.237766 # DEPENDENCYPART_GRANDPAR
(30,9),(9,5),-0.467655 # DEPENDENCYPART_GRANDPAR
(30,9),(9,6),-0.521235 # DEPENDENCYPART_GRANDPAR
(30,9),(9,7),-0.457701 # DEPENDENCYPART_GRANDPAR
(30,9),(9,8),-0.331707 # DEPENDENCYPART_GRANDPAR
(30,9),(9,11),-0.77773 # DEPENDENCYPART_GRANDPAR
(30,9),(9,16),-0.413506 # DEPENDENCYPART_GRANDPAR
(30,10),(10,2),0.427975 # DEPENDENCYPART_GRANDPAR
(30,10),(10,3),-0.323007 # DEPENDENCYPART_GRANDPAR
(30,10),(10,5),-0.404047 # DEPENDENCYPART_GRANDPAR
(30,10),(10,6),-0.526214 # DEPENDENCYPART_GRANDPAR
(30,10),(10,7),-0.305966 # DEPENDENCYPART_GRANDPAR
(30,10),(10,8),-0.389646 # DEPENDENCYPART_GRANDPAR
(30,10),(10,9),0.223236 # DEPENDENCYPART_GRANDPAR
(30,11),(11,1),-0.358446 # DEPENDENCYPART_GRANDPAR
(30,11),(11,3),-0.348325 # DEPENDENCYPART_GRANDPAR
(30,11),(11,4),-0.205323 # DEPENDENCYPART_GRANDPAR
(30,11),(11,5),-0.321417 # DEPENDENCYPART_GRANDPAR
(30,11),(11,6),-0.552318 # DEPENDENCYPART_GRANDPAR
(30,11),(11,7),-0.298214 # DEPENDENCYPART_GRANDPAR
(30,11),(11,8),-0.419238 # DEPENDENCYPART_GRANDPAR
(30,11),(11,9),0.0980894 # DEPENDENCYPART_GRANDPAR
(30,11),(11,10),-0.276373 # DEPENDENCYPART_GRANDPAR
(30,11),(11,16),-0.581059 # DEPENDENCYPART_GRANDPAR
(30,11),(11,30),-1.02075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,12),(12,9),0.00452472 # DEPENDENCYPART_GRANDPAR
(30,12),(12,11),-0.246218 # DEPENDENCYPART_GRANDPAR
(30,12),(12,13),0.232841 # DEPENDENCYPART_GRANDPAR
(30,13),(13,1),-0.273067 # DEPENDENCYPART_GRANDPAR
(30,13),(13,4),-0.245087 # DEPENDENCYPART_GRANDPAR
(30,13),(13,7),-0.212835 # DEPENDENCYPART_GRANDPAR
(30,13),(13,8),-0.394025 # DEPENDENCYPART_GRANDPAR
(30,13),(13,9),0.0583252 # DEPENDENCYPART_GRANDPAR
(30,13),(13,10),-0.355595 # DEPENDENCYPART_GRANDPAR
(30,13),(13,11),-0.493055 # DEPENDENCYPART_GRANDPAR
(30,13),(13,12),-0.511452 # DEPENDENCYPART_GRANDPAR
(30,13),(13,15),-0.810425 # DEPENDENCYPART_GRANDPAR
(30,13),(13,28),-0.033772 # DEPENDENCYPART_GRANDPAR
(30,14),(14,1),-0.335892 # DEPENDENCYPART_GRANDPAR
(30,14),(14,7),-0.275661 # DEPENDENCYPART_GRANDPAR
(30,14),(14,9),-0.093534 # DEPENDENCYPART_GRANDPAR
(30,14),(14,11),-0.454316 # DEPENDENCYPART_GRANDPAR
(30,14),(14,12),-0.681732 # DEPENDENCYPART_GRANDPAR
(30,14),(14,13),0.412462 # DEPENDENCYPART_GRANDPAR
(30,14),(14,15),-0.689867 # DEPENDENCYPART_GRANDPAR
(30,15),(15,11),-0.246218 # DEPENDENCYPART_GRANDPAR
(30,15),(15,12),-0.513748 # DEPENDENCYPART_GRANDPAR
(30,15),(15,13),0.346069 # DEPENDENCYPART_GRANDPAR
(30,15),(15,14),-0.11088 # DEPENDENCYPART_GRANDPAR
(30,15),(15,16),-0.298638 # DEPENDENCYPART_GRANDPAR
(30,16),(16,2),0.438851 # DEPENDENCYPART_GRANDPAR
(30,16),(16,3),-0.263593 # DEPENDENCYPART_GRANDPAR
(30,16),(16,4),-0.237766 # DEPENDENCYPART_GRANDPAR
(30,16),(16,5),-0.467655 # DEPENDENCYPART_GRANDPAR
(30,16),(16,6),-0.521235 # DEPENDENCYPART_GRANDPAR
(30,16),(16,8),-0.331707 # DEPENDENCYPART_GRANDPAR
(30,16),(16,9),0.0656468 # DEPENDENCYPART_GRANDPAR
(30,16),(16,10),-0.422612 # DEPENDENCYPART_GRANDPAR
(30,16),(16,11),-0.427219 # DEPENDENCYPART_GRANDPAR
(30,16),(16,12),-0.317281 # DEPENDENCYPART_GRANDPAR
(30,16),(16,13),0.311913 # DEPENDENCYPART_GRANDPAR
(30,16),(16,14),-0.0810782 # DEPENDENCYPART_GRANDPAR
(30,16),(16,15),-0.199846 # DEPENDENCYPART_GRANDPAR
(30,16),(16,30),-0.94894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,18),(18,1),-0.358446 # DEPENDENCYPART_GRANDPAR
(30,18),(18,4),-0.205323 # DEPENDENCYPART_GRANDPAR
(30,18),(18,9),0.0980894 # DEPENDENCYPART_GRANDPAR
(30,18),(18,12),-1.01242 # DEPENDENCYPART_GRANDPAR
(30,18),(18,13),0.408074 # DEPENDENCYPART_GRANDPAR
(30,18),(18,14),-0.164101 # DEPENDENCYPART_GRANDPAR
(30,18),(18,15),-0.894984 # DEPENDENCYPART_GRANDPAR
(30,18),(18,16),0.100084 # DEPENDENCYPART_GRANDPAR
(30,18),(18,17),0.0315612 # DEPENDENCYPART_GRANDPAR
(30,18),(18,24),-0.227892 # DEPENDENCYPART_GRANDPAR
(30,18),(18,28),-0.207767 # DEPENDENCYPART_GRANDPAR
(30,18),(18,29),-0.254564 # DEPENDENCYPART_GRANDPAR
(30,18),(18,30),-1.02075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,19),(19,17),0.0222576 # DEPENDENCYPART_GRANDPAR
(30,19),(19,18),-0.372634 # DEPENDENCYPART_GRANDPAR
(30,19),(19,21),-0.151007 # DEPENDENCYPART_GRANDPAR
(30,19),(19,24),-0.103328 # DEPENDENCYPART_GRANDPAR
(30,20),(20,15),-0.450198 # DEPENDENCYPART_GRANDPAR
(30,20),(20,16),0.0121829 # DEPENDENCYPART_GRANDPAR
(30,20),(20,17),-0.0267864 # DEPENDENCYPART_GRANDPAR
(30,20),(20,18),-0.397106 # DEPENDENCYPART_GRANDPAR
(30,20),(20,19),-0.182744 # DEPENDENCYPART_GRANDPAR
(30,20),(20,26),-0.00489591 # DEPENDENCYPART_GRANDPAR
(30,20),(20,27),-0.113849 # DEPENDENCYPART_GRANDPAR
(30,20),(20,28),-0.0451719 # DEPENDENCYPART_GRANDPAR
(30,21),(21,7),-0.26304 # DEPENDENCYPART_GRANDPAR
(30,21),(21,13),0.429832 # DEPENDENCYPART_GRANDPAR
(30,21),(21,14),-0.158646 # DEPENDENCYPART_GRANDPAR
(30,21),(21,16),-0.0864254 # DEPENDENCYPART_GRANDPAR
(30,21),(21,17),0.00243022 # DEPENDENCYPART_GRANDPAR
(30,21),(21,18),-0.310786 # DEPENDENCYPART_GRANDPAR
(30,21),(21,19),-0.229507 # DEPENDENCYPART_GRANDPAR
(30,21),(21,20),0.121131 # DEPENDENCYPART_GRANDPAR
(30,21),(21,22),-0.153375 # DEPENDENCYPART_GRANDPAR
(30,21),(21,25),-0.200213 # DEPENDENCYPART_GRANDPAR
(30,21),(21,26),0.066528 # DEPENDENCYPART_GRANDPAR
(30,21),(21,27),-0.0424251 # DEPENDENCYPART_GRANDPAR
(30,22),(22,2),0.438851 # DEPENDENCYPART_GRANDPAR
(30,22),(22,3),-0.263593 # DEPENDENCYPART_GRANDPAR
(30,22),(22,5),-0.467655 # DEPENDENCYPART_GRANDPAR
(30,22),(22,8),-0.331707 # DEPENDENCYPART_GRANDPAR
(30,22),(22,10),-0.422612 # DEPENDENCYPART_GRANDPAR
(30,22),(22,12),-0.317281 # DEPENDENCYPART_GRANDPAR
(30,22),(22,14),-0.0810782 # DEPENDENCYPART_GRANDPAR
(30,22),(22,15),-0.199846 # DEPENDENCYPART_GRANDPAR
(30,22),(22,16),0.0676415 # DEPENDENCYPART_GRANDPAR
(30,22),(22,17),-0.184528 # DEPENDENCYPART_GRANDPAR
(30,22),(22,18),-0.291079 # DEPENDENCYPART_GRANDPAR
(30,22),(22,19),-0.0794286 # DEPENDENCYPART_GRANDPAR
(30,22),(22,20),-0.0841401 # DEPENDENCYPART_GRANDPAR
(30,22),(22,21),0.170833 # DEPENDENCYPART_GRANDPAR
(30,22),(22,24),-0.235059 # DEPENDENCYPART_GRANDPAR
(30,22),(22,25),-0.120577 # DEPENDENCYPART_GRANDPAR
(30,22),(22,26),-0.174659 # DEPENDENCYPART_GRANDPAR
(30,22),(22,27),-0.283612 # DEPENDENCYPART_GRANDPAR
(30,22),(22,28),-0.214935 # DEPENDENCYPART_GRANDPAR
(30,22),(22,29),-0.0870115 # DEPENDENCYPART_GRANDPAR
(30,23),(23,11),-0.531206 # DEPENDENCYPART_GRANDPAR
(30,23),(23,12),-0.552163 # DEPENDENCYPART_GRANDPAR
(30,23),(23,14),-0.178184 # DEPENDENCYPART_GRANDPAR
(30,23),(23,15),-0.434729 # DEPENDENCYPART_GRANDPAR
(30,23),(23,18),-0.395067 # DEPENDENCYPART_GRANDPAR
(30,23),(23,20),0.0888717 # DEPENDENCYPART_GRANDPAR
(30,23),(23,21),0.0746128 # DEPENDENCYPART_GRANDPAR
(30,23),(23,22),0.0454235 # DEPENDENCYPART_GRANDPAR
(30,24),(24,7),-0.275661 # DEPENDENCYPART_GRANDPAR
(30,24),(24,10),-0.420029 # DEPENDENCYPART_GRANDPAR
(30,24),(24,12),-0.681732 # DEPENDENCYPART_GRANDPAR
(30,24),(24,13),0.412462 # DEPENDENCYPART_GRANDPAR
(30,24),(24,14),-0.165555 # DEPENDENCYPART_GRANDPAR
(30,24),(24,15),-0.564298 # DEPENDENCYPART_GRANDPAR
(30,24),(24,17),-0.0149398 # DEPENDENCYPART_GRANDPAR
(30,24),(24,18),-0.318176 # DEPENDENCYPART_GRANDPAR
(30,24),(24,19),-0.237009 # DEPENDENCYPART_GRANDPAR
(30,24),(24,20),0.103761 # DEPENDENCYPART_GRANDPAR
(30,24),(24,21),0.0831253 # DEPENDENCYPART_GRANDPAR
(30,24),(24,22),-0.0626367 # DEPENDENCYPART_GRANDPAR
(30,24),(24,23),0.163657 # DEPENDENCYPART_GRANDPAR
(30,24),(24,25),-0.200206 # DEPENDENCYPART_GRANDPAR
(30,24),(24,26),0.0665392 # DEPENDENCYPART_GRANDPAR
(30,24),(24,27),-0.0424139 # DEPENDENCYPART_GRANDPAR
(30,24),(24,28),0.0262632 # DEPENDENCYPART_GRANDPAR
(30,24),(24,29),0.144222 # DEPENDENCYPART_GRANDPAR
(30,25),(25,21),0.134514 # DEPENDENCYPART_GRANDPAR
(30,25),(25,22),0.168841 # DEPENDENCYPART_GRANDPAR
(30,25),(25,24),0.190186 # DEPENDENCYPART_GRANDPAR
(30,25),(25,26),-0.0635242 # DEPENDENCYPART_GRANDPAR
(30,25),(25,27),-0.172477 # DEPENDENCYPART_GRANDPAR
(30,26),(26,17),-0.0149398 # DEPENDENCYPART_GRANDPAR
(30,26),(26,19),-0.237009 # DEPENDENCYPART_GRANDPAR
(30,26),(26,20),0.103761 # DEPENDENCYPART_GRANDPAR
(30,26),(26,21),0.0831253 # DEPENDENCYPART_GRANDPAR
(30,26),(26,22),-0.0626367 # DEPENDENCYPART_GRANDPAR
(30,26),(26,23),0.163657 # DEPENDENCYPART_GRANDPAR
(30,26),(26,24),0.143113 # DEPENDENCYPART_GRANDPAR
(30,26),(26,25),0.0809904 # DEPENDENCYPART_GRANDPAR
(30,26),(26,27),-0.0424139 # DEPENDENCYPART_GRANDPAR
(30,26),(26,28),0.0262632 # DEPENDENCYPART_GRANDPAR
(30,26),(26,29),0.144222 # DEPENDENCYPART_GRANDPAR
(30,27),(27,17),-0.0149398 # DEPENDENCYPART_GRANDPAR
(30,27),(27,18),-0.318176 # DEPENDENCYPART_GRANDPAR
(30,27),(27,19),-0.237009 # DEPENDENCYPART_GRANDPAR
(30,27),(27,20),0.103761 # DEPENDENCYPART_GRANDPAR
(30,27),(27,21),0.0831253 # DEPENDENCYPART_GRANDPAR
(30,27),(27,22),-0.0626367 # DEPENDENCYPART_GRANDPAR
(30,27),(27,23),0.163657 # DEPENDENCYPART_GRANDPAR
(30,27),(27,24),0.143113 # DEPENDENCYPART_GRANDPAR
(30,27),(27,25),0.0809904 # DEPENDENCYPART_GRANDPAR
(30,27),(27,26),0.203513 # DEPENDENCYPART_GRANDPAR
(30,27),(27,28),0.0262632 # DEPENDENCYPART_GRANDPAR
(30,27),(27,29),0.144222 # DEPENDENCYPART_GRANDPAR
(30,28),(28,17),-0.00721734 # DEPENDENCYPART_GRANDPAR
(30,28),(28,19),-0.237009 # DEPENDENCYPART_GRANDPAR
(30,28),(28,20),0.114011 # DEPENDENCYPART_GRANDPAR
(30,28),(28,21),0.0831253 # DEPENDENCYPART_GRANDPAR
(30,28),(28,22),-0.0626367 # DEPENDENCYPART_GRANDPAR
(30,28),(28,23),0.171379 # DEPENDENCYPART_GRANDPAR
(30,28),(28,24),0.143113 # DEPENDENCYPART_GRANDPAR
(30,28),(28,25),0.0809904 # DEPENDENCYPART_GRANDPAR
(30,28),(28,26),0.203513 # DEPENDENCYPART_GRANDPAR
(30,28),(28,27),0.0945602 # DEPENDENCYPART_GRANDPAR
(30,28),(28,29),0.144222 # DEPENDENCYPART_GRANDPAR
(30,29),(29,5),-0.467655 # DEPENDENCYPART_GRANDPAR
(30,29),(29,10),-0.422612 # DEPENDENCYPART_GRANDPAR
(30,29),(29,14),-0.0810782 # DEPENDENCYPART_GRANDPAR
(30,29),(29,19),-0.0794286 # DEPENDENCYPART_GRANDPAR
(30,29),(29,20),-0.0841401 # DEPENDENCYPART_GRANDPAR
(30,29),(29,21),0.170833 # DEPENDENCYPART_GRANDPAR
(30,29),(29,22),0.0965441 # DEPENDENCYPART_GRANDPAR
(30,29),(29,23),-0.00601222 # DEPENDENCYPART_GRANDPAR
(30,29),(29,24),0.22759 # DEPENDENCYPART_GRANDPAR
(30,29),(29,25),0.0769262 # DEPENDENCYPART_GRANDPAR
(30,29),(29,26),0.287991 # DEPENDENCYPART_GRANDPAR
(30,29),(29,27),0.179037 # DEPENDENCYPART_GRANDPAR
(30,29),(29,28),0.247425 # DEPENDENCYPART_GRANDPAR
(30,29),(29,30),-0.94894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,4),(4,1),-0.865761 # DEPENDENCYPART_GRANDPAR
(31,4),(4,2),-0.606495 # DEPENDENCYPART_GRANDPAR
(31,4),(4,3),-0.862208 # DEPENDENCYPART_GRANDPAR
(31,4),(4,6),-0.442001 # DEPENDENCYPART_GRANDPAR
(31,4),(4,8),-0.537594 # DEPENDENCYPART_GRANDPAR
(31,4),(4,10),-0.506706 # DEPENDENCYPART_GRANDPAR
(31,5),(5,1),-0.630644 # DEPENDENCYPART_GRANDPAR
(31,5),(5,2),-0.419127 # DEPENDENCYPART_GRANDPAR
(31,5),(5,3),-0.68113 # DEPENDENCYPART_GRANDPAR
(31,5),(5,4),-0.279372 # DEPENDENCYPART_GRANDPAR
(31,5),(5,6),-0.0717648 # DEPENDENCYPART_GRANDPAR
(31,6),(6,2),-0.526157 # DEPENDENCYPART_GRANDPAR
(31,6),(6,3),-0.777481 # DEPENDENCYPART_GRANDPAR
(31,6),(6,4),-0.502786 # DEPENDENCYPART_GRANDPAR
(31,6),(6,5),-0.506915 # DEPENDENCYPART_GRANDPAR
(31,6),(6,8),-0.168357 # DEPENDENCYPART_GRANDPAR
(31,9),(9,1),-0.865761 # DEPENDENCYPART_GRANDPAR
(31,9),(9,2),-0.606495 # DEPENDENCYPART_GRANDPAR
(31,9),(9,3),-0.862208 # DEPENDENCYPART_GRANDPAR
(31,9),(9,4),-0.574082 # DEPENDENCYPART_GRANDPAR
(31,9),(9,5),-0.615276 # DEPENDENCYPART_GRANDPAR
(31,9),(9,6),-0.341185 # DEPENDENCYPART_GRANDPAR
(31,9),(9,7),-0.686877 # DEPENDENCYPART_GRANDPAR
(31,9),(9,8),-0.180633 # DEPENDENCYPART_GRANDPAR
(31,9),(9,11),-0.15016 # DEPENDENCYPART_GRANDPAR
(31,9),(9,16),-0.453982 # DEPENDENCYPART_GRANDPAR
(31,10),(10,2),-0.419127 # DEPENDENCYPART_GRANDPAR
(31,10),(10,3),-0.68113 # DEPENDENCYPART_GRANDPAR
(31,10),(10,5),-0.338576 # DEPENDENCYPART_GRANDPAR
(31,10),(10,6),-0.0945227 # DEPENDENCYPART_GRANDPAR
(31,10),(10,7),-0.45176 # DEPENDENCYPART_GRANDPAR
(31,10),(10,8),-0.0226409 # DEPENDENCYPART_GRANDPAR
(31,10),(10,9),-0.15119 # DEPENDENCYPART_GRANDPAR
(31,13),(13,1),-0.559794 # DEPENDENCYPART_GRANDPAR
(31,13),(13,4),-0.213368 # DEPENDENCYPART_GRANDPAR
(31,13),(13,7),-0.38091 # DEPENDENCYPART_GRANDPAR
(31,13),(13,8),0.110436 # DEPENDENCYPART_GRANDPAR
(31,13),(13,9),-0.0851857 # DEPENDENCYPART_GRANDPAR
(31,13),(13,10),-0.140689 # DEPENDENCYPART_GRANDPAR
(31,13),(13,11),0.157295 # DEPENDENCYPART_GRANDPAR
(31,13),(13,12),-0.694743 # DEPENDENCYPART_GRANDPAR
(31,13),(13,15),-0.936049 # DEPENDENCYPART_GRANDPAR
(31,13),(13,28),-0.260263 # DEPENDENCYPART_GRANDPAR
(31,16),(16,2),-0.606495 # DEPENDENCYPART_GRANDPAR
(31,16),(16,3),-0.862208 # DEPENDENCYPART_GRANDPAR
(31,16),(16,4),-0.574082 # DEPENDENCYPART_GRANDPAR
(31,16),(16,5),-0.615276 # DEPENDENCYPART_GRANDPAR
(31,16),(16,6),-0.341185 # DEPENDENCYPART_GRANDPAR
(31,16),(16,8),-0.180633 # DEPENDENCYPART_GRANDPAR
(31,16),(16,9),-0.4459 # DEPENDENCYPART_GRANDPAR
(31,16),(16,10),-0.425569 # DEPENDENCYPART_GRANDPAR
(31,16),(16,11),-0.219468 # DEPENDENCYPART_GRANDPAR
(31,16),(16,12),-1.14998 # DEPENDENCYPART_GRANDPAR
(31,16),(16,13),-0.792693 # DEPENDENCYPART_GRANDPAR
(31,16),(16,14),-0.562809 # DEPENDENCYPART_GRANDPAR
(31,16),(16,15),-1.05234 # DEPENDENCYPART_GRANDPAR
(31,16),(16,30),0.210264 # DEPENDENCYPART_GRANDPAR
(31,17),(17,8),0.124311 # DEPENDENCYPART_GRANDPAR
(31,17),(17,10),-0.121969 # DEPENDENCYPART_GRANDPAR
(31,17),(17,11),0.171894 # DEPENDENCYPART_GRANDPAR
(31,17),(17,12),-0.680795 # DEPENDENCYPART_GRANDPAR
(31,17),(17,13),-0.53076 # DEPENDENCYPART_GRANDPAR
(31,17),(17,14),-0.251764 # DEPENDENCYPART_GRANDPAR
(31,17),(17,15),-0.583161 # DEPENDENCYPART_GRANDPAR
(31,17),(17,16),-0.0895572 # DEPENDENCYPART_GRANDPAR
(31,18),(18,1),-0.578601 # DEPENDENCYPART_GRANDPAR
(31,18),(18,4),-0.308847 # DEPENDENCYPART_GRANDPAR
(31,18),(18,9),-0.180665 # DEPENDENCYPART_GRANDPAR
(31,18),(18,12),-1.17663 # DEPENDENCYPART_GRANDPAR
(31,18),(18,13),-0.516208 # DEPENDENCYPART_GRANDPAR
(31,18),(18,14),-0.379268 # DEPENDENCYPART_GRANDPAR
(31,18),(18,15),-1.07899 # DEPENDENCYPART_GRANDPAR
(31,18),(18,16),-0.199743 # DEPENDENCYPART_GRANDPAR
(31,18),(18,17),-0.0628644 # DEPENDENCYPART_GRANDPAR
(31,18),(18,24),-0.617717 # DEPENDENCYPART_GRANDPAR
