# _root_ _ İnsanlık , _ Roma_İmparatorluğu döneminin öncesinde bu birleşime çok yaklaşmış , fakat çağdaş bilimin _ doğuşu için Bilimsel_Devrimi _ beklemek zorunda_kalmıştır .
#goldHeads=2,11,0,5,6,7,11,9,11,11,12,22,23,15,17,17,18,22,20,21,22,23,0,
#predictedHeads=2,11,0,5,6,7,11,9,11,11,12,22,23,15,17,17,18,22,20,21,22,23,0,
(21,5),(5,1),-0.764999 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.466845 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.115699 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.541873 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.0358815 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.113945 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.536799 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.413721 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.0358815 # DEPENDENCYPART_GRANDPAR
(21,7),(7,2),-0.468909 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.113057 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),-0.542548 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.420856 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.474274 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.0358815 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-0.523952 # DEPENDENCYPART_GRANDPAR
(21,7),(7,11),-0.649781 # DEPENDENCYPART_GRANDPAR
(21,7),(7,22),-0.119609 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.11544 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.541284 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.418207 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.471625 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.513119 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.0413497 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.0638228 # DEPENDENCYPART_GRANDPAR
(21,9),(9,22),-0.119507 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.0143199 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.0491722 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.0951635 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.0414662 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.0306975 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),0.0504668 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.363877 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),0.157015 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.513684 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),0.110042 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),-0.111386 # DEPENDENCYPART_GRANDPAR
(21,12),(12,22),-0.206032 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.483103 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.388848 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.329983 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.573689 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.323115 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.253557 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.137991 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.0463399 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.467309 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),0.0103477 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.571278 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.369611 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),0.188193 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.285702 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.19573 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),0.254659 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.0566863 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),0.274015 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.206568 # DEPENDENCYPART_GRANDPAR
(21,17),(17,1),-0.76441 # DEPENDENCYPART_GRANDPAR
(21,17),(17,2),-0.46626 # DEPENDENCYPART_GRANDPAR
(21,17),(17,3),-0.11544 # DEPENDENCYPART_GRANDPAR
(21,17),(17,4),-0.541284 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.418207 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-0.471625 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.513119 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),-0.449493 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),0.014958 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.358509 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),0.193007 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),0.293894 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.129041 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.106367 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.636965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,10),0.00294564 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.35722 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),0.250177 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),0.238449 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.0883304 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.22025 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.367722 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.217326 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),0.293894 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.129041 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.106367 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.329049 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.0415061 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.206584 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.636965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,1),-0.605638 # DEPENDENCYPART_GRANDPAR
(21,20),(20,2),-0.363912 # DEPENDENCYPART_GRANDPAR
(21,20),(20,5),-0.316446 # DEPENDENCYPART_GRANDPAR
(21,20),(20,6),-0.36562 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),-0.408278 # DEPENDENCYPART_GRANDPAR
(21,20),(20,9),-0.347146 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),0.0128473 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.550175 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.176134 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),0.319588 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.0266684 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.0334479 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.431396 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.015277 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.450751 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.486982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.0883477 # DEPENDENCYPART_GRANDPAR
(22,1),(1,8),-0.0887341 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.208438 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.559901 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.416412 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),0.0995972 # DEPENDENCYPART_GRANDPAR
(22,3),(3,22),-1.337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,4),(4,2),-0.362306 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.228775 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-0.0887341 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-0.21195 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.405438 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.434466 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.372114 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.0251063 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.433039 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.367107 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.320583 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.0251063 # DEPENDENCYPART_GRANDPAR
(22,7),(7,2),-0.43553 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),-0.445982 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-0.395163 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.355092 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.174861 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.0252105 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),-0.134015 # DEPENDENCYPART_GRANDPAR
(22,7),(7,11),0.3595 # DEPENDENCYPART_GRANDPAR
(22,7),(7,22),-1.36546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,3),-0.433039 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.368602 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.322078 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-0.141846 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.280495 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),0.0587194 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.40123 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-1.36546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,4),-0.151309 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.329917 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.148331 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.287266 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),0.0375875 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.0121919 # DEPENDENCYPART_GRANDPAR
(22,11),(11,1),-0.0563954 # DEPENDENCYPART_GRANDPAR
(22,11),(11,2),-0.409059 # DEPENDENCYPART_GRANDPAR
(22,11),(11,3),-0.630914 # DEPENDENCYPART_GRANDPAR
(22,11),(11,4),-0.21656 # DEPENDENCYPART_GRANDPAR
(22,11),(11,5),-0.329208 # DEPENDENCYPART_GRANDPAR
(22,11),(11,6),-0.147036 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),-0.286155 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-0.0945319 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.0108966 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.348444 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.103712 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.101023 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.0536163 # DEPENDENCYPART_GRANDPAR
(22,11),(11,16),-0.341993 # DEPENDENCYPART_GRANDPAR
(22,11),(11,17),0.350596 # DEPENDENCYPART_GRANDPAR
(22,11),(11,18),-0.0366757 # DEPENDENCYPART_GRANDPAR
(22,11),(11,19),-0.275658 # DEPENDENCYPART_GRANDPAR
(22,11),(11,20),-0.0183599 # DEPENDENCYPART_GRANDPAR
(22,11),(11,21),0.275973 # DEPENDENCYPART_GRANDPAR
(22,11),(11,22),-1.43139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,12),(12,3),-0.492388 # DEPENDENCYPART_GRANDPAR
(22,12),(12,6),-0.154389 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),-0.295209 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),-0.00362174 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.0182495 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.2436 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),0.966671 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.246699 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),-0.625945 # DEPENDENCYPART_GRANDPAR
(22,12),(12,19),-0.458682 # DEPENDENCYPART_GRANDPAR
(22,12),(12,20),-0.302312 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-1.337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,11),0.694178 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.241778 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.111937 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),0.420839 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.253618 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.191375 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),-0.296268 # DEPENDENCYPART_GRANDPAR
(22,15),(15,8),0.0508431 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-0.0257764 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.344298 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),0.45596 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.181737 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.233358 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.0625721 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.221773 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),0.407306 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.0734004 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.218947 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),0.101861 # DEPENDENCYPART_GRANDPAR
(22,16),(16,1),0.0971235 # DEPENDENCYPART_GRANDPAR
(22,16),(16,2),-0.36885 # DEPENDENCYPART_GRANDPAR
(22,16),(16,4),-0.0630408 # DEPENDENCYPART_GRANDPAR
(22,16),(16,5),-0.288999 # DEPENDENCYPART_GRANDPAR
(22,16),(16,6),-0.106826 # DEPENDENCYPART_GRANDPAR
(22,16),(16,7),-0.248707 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),0.0293133 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.414325 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),0.325832 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.161924 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.1449 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.250324 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),0.176357 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),0.160562 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.101691 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.465692 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),-0.134705 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),0.0859394 # DEPENDENCYPART_GRANDPAR
(22,17),(17,1),-0.208438 # DEPENDENCYPART_GRANDPAR
(22,17),(17,2),-0.402516 # DEPENDENCYPART_GRANDPAR
(22,17),(17,3),-0.433039 # DEPENDENCYPART_GRANDPAR
(22,17),(17,4),-0.368602 # DEPENDENCYPART_GRANDPAR
(22,17),(17,5),-0.322078 # DEPENDENCYPART_GRANDPAR
(22,17),(17,6),-0.141846 # DEPENDENCYPART_GRANDPAR
(22,17),(17,7),-0.280495 # DEPENDENCYPART_GRANDPAR
(22,17),(17,9),-0.00435259 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.336862 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.168312 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.225819 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.0491309 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),0.157424 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.120579 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.333903 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.314649 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.249577 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.191276 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.0885786 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),0.09624 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.226973 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.494985 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.225446 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.0491309 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),0.157424 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.120579 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),0.537138 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.00990074 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.102333 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.333903 # DEPENDENCYPART_GRANDPAR
(22,20),(20,1),0.0971235 # DEPENDENCYPART_GRANDPAR
(22,20),(20,2),-0.36885 # DEPENDENCYPART_GRANDPAR
(22,20),(20,5),-0.288999 # DEPENDENCYPART_GRANDPAR
(22,20),(20,6),-0.106826 # DEPENDENCYPART_GRANDPAR
(22,20),(20,7),-0.248707 # DEPENDENCYPART_GRANDPAR
(22,20),(20,9),0.0293133 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.414325 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),0.325832 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.161924 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.250324 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),0.176357 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),0.0137522 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),0.570804 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),0.0388585 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.05545 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.0859394 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.2652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,1),-0.212188 # DEPENDENCYPART_GRANDPAR
(22,21),(21,2),-0.406265 # DEPENDENCYPART_GRANDPAR
(22,21),(21,4),-0.372352 # DEPENDENCYPART_GRANDPAR
(22,21),(21,5),-0.325828 # DEPENDENCYPART_GRANDPAR
(22,21),(21,6),-0.145596 # DEPENDENCYPART_GRANDPAR
(22,21),(21,7),-0.284244 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.00810233 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.169562 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.227069 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.0503808 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),0.153674 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),0.533388 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),0.00865083 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.0928656 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.201804 # DEPENDENCYPART_GRANDPAR
(23,1),(1,8),-0.442082 # DEPENDENCYPART_GRANDPAR
(23,10),(10,4),-0.80507 # DEPENDENCYPART_GRANDPAR
(23,10),(10,5),-0.422158 # DEPENDENCYPART_GRANDPAR
(23,10),(10,6),-0.385224 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),-0.353473 # DEPENDENCYPART_GRANDPAR
(23,10),(10,8),-0.337557 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-0.418745 # DEPENDENCYPART_GRANDPAR
(23,11),(11,1),-0.493316 # DEPENDENCYPART_GRANDPAR
(23,11),(11,2),0.132593 # DEPENDENCYPART_GRANDPAR
(23,11),(11,3),-0.280429 # DEPENDENCYPART_GRANDPAR
(23,11),(11,4),-0.645901 # DEPENDENCYPART_GRANDPAR
(23,11),(11,5),-0.102037 # DEPENDENCYPART_GRANDPAR
(23,11),(11,6),-0.0633435 # DEPENDENCYPART_GRANDPAR
(23,11),(11,7),-0.0271093 # DEPENDENCYPART_GRANDPAR
(23,11),(11,8),-0.182921 # DEPENDENCYPART_GRANDPAR
(23,11),(11,9),-0.0968646 # DEPENDENCYPART_GRANDPAR
(23,11),(11,10),-0.204938 # DEPENDENCYPART_GRANDPAR
(23,11),(11,13),-0.226693 # DEPENDENCYPART_GRANDPAR
(23,11),(11,14),-0.173603 # DEPENDENCYPART_GRANDPAR
(23,11),(11,15),-0.41448 # DEPENDENCYPART_GRANDPAR
(23,11),(11,16),-0.114057 # DEPENDENCYPART_GRANDPAR
(23,11),(11,17),-0.409627 # DEPENDENCYPART_GRANDPAR
(23,11),(11,18),0.101963 # DEPENDENCYPART_GRANDPAR
(23,11),(11,19),-0.275706 # DEPENDENCYPART_GRANDPAR
(23,11),(11,20),0.0215423 # DEPENDENCYPART_GRANDPAR
(23,11),(11,21),-0.10759 # DEPENDENCYPART_GRANDPAR
(23,11),(11,22),0.503309 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.112385 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.146764 # DEPENDENCYPART_GRANDPAR
(23,13),(13,15),-0.523926 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),0.00934713 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),0.251249 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.123517 # DEPENDENCYPART_GRANDPAR
(23,14),(14,19),-0.309604 # DEPENDENCYPART_GRANDPAR
(23,15),(15,8),-0.188969 # DEPENDENCYPART_GRANDPAR
(23,15),(15,9),-0.100356 # DEPENDENCYPART_GRANDPAR
(23,15),(15,10),-0.160034 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),0.110006 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),0.0966167 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.0673249 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.114196 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.0886166 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.413395 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),-0.0528711 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),-0.279474 # DEPENDENCYPART_GRANDPAR
(23,15),(15,20),0.0469831 # DEPENDENCYPART_GRANDPAR
(23,16),(16,1),-0.898788 # DEPENDENCYPART_GRANDPAR
(23,16),(16,2),-0.299421 # DEPENDENCYPART_GRANDPAR
(23,16),(16,4),-1.05137 # DEPENDENCYPART_GRANDPAR
(23,16),(16,5),-0.534051 # DEPENDENCYPART_GRANDPAR
(23,16),(16,6),-0.495358 # DEPENDENCYPART_GRANDPAR
(23,16),(16,7),-0.462371 # DEPENDENCYPART_GRANDPAR
(23,16),(16,9),-0.528879 # DEPENDENCYPART_GRANDPAR
(23,16),(16,10),-0.620153 # DEPENDENCYPART_GRANDPAR
(23,16),(16,11),-0.207938 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.140113 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.361186 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.468305 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.546093 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.890391 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),-0.141275 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),-0.75647 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),-0.270566 # DEPENDENCYPART_GRANDPAR
(23,16),(16,21),-0.588355 # DEPENDENCYPART_GRANDPAR
(23,17),(17,1),-0.334002 # DEPENDENCYPART_GRANDPAR
(23,17),(17,2),0.138366 # DEPENDENCYPART_GRANDPAR
(23,17),(17,3),-0.32387 # DEPENDENCYPART_GRANDPAR
(23,17),(17,4),-0.486588 # DEPENDENCYPART_GRANDPAR
(23,17),(17,5),-0.0945048 # DEPENDENCYPART_GRANDPAR
(23,17),(17,6),-0.0592414 # DEPENDENCYPART_GRANDPAR
(23,17),(17,7),-0.0285474 # DEPENDENCYPART_GRANDPAR
(23,17),(17,9),-0.0910918 # DEPENDENCYPART_GRANDPAR
(23,17),(17,10),-0.160029 # DEPENDENCYPART_GRANDPAR
(23,17),(17,12),0.10261 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),-0.0672179 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.110808 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.112315 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),0.0277874 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),-0.110973 # DEPENDENCYPART_GRANDPAR
(23,18),(18,10),-0.177358 # DEPENDENCYPART_GRANDPAR
(23,18),(18,12),0.217468 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.0195551 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.196927 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.274621 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.169283 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.266415 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.34487 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),-0.110808 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.112315 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),0.0277874 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.105896 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),0.0896234 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),0.0469831 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.110973 # DEPENDENCYPART_GRANDPAR
(23,20),(20,1),-0.898788 # DEPENDENCYPART_GRANDPAR
(23,20),(20,2),-0.299421 # DEPENDENCYPART_GRANDPAR
(23,20),(20,5),-0.534051 # DEPENDENCYPART_GRANDPAR
(23,20),(20,6),-0.495358 # DEPENDENCYPART_GRANDPAR
(23,20),(20,7),-0.462371 # DEPENDENCYPART_GRANDPAR
(23,20),(20,9),-0.528879 # DEPENDENCYPART_GRANDPAR
(23,20),(20,10),-0.620153 # DEPENDENCYPART_GRANDPAR
(23,20),(20,11),-0.207938 # DEPENDENCYPART_GRANDPAR
(23,20),(20,12),-0.140113 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),-0.468305 # DEPENDENCYPART_GRANDPAR
