# _root_ Birkaç tane rapor ve kamuoyunda da bu olayın kaza _ olmadığı , suikast _ olduğu gibi yaygın bir kanaat _ vardı , o kadar .
#goldHeads=2,3,4,5,20,5,8,10,10,11,12,14,14,15,16,19,19,19,20,21,22,24,24,25,0,
#predictedHeads=2,3,4,5,10,5,8,11,10,11,21,0,15,15,16,21,19,19,21,21,25,0,24,21,0,
(20,12),(12,6),-0.3379 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.25061 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.101543 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.177015 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.105126 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.333109 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.303875 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.114961 # DEPENDENCYPART_GRANDPAR
(20,12),(12,21),-0.198345 # DEPENDENCYPART_GRANDPAR
(20,12),(12,24),-0.171417 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.108169 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.0519146 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.128481 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.0261948 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.0619281 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.070258 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.118762 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.022602 # DEPENDENCYPART_GRANDPAR
(20,13),(13,21),-0.160001 # DEPENDENCYPART_GRANDPAR
(20,13),(13,23),-0.200565 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.455825 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.325022 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.345341 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.483455 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.325454 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),0.0188118 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.10523 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.15438 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.133274 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.215945 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.0787931 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.0689195 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),-0.131761 # DEPENDENCYPART_GRANDPAR
(20,14),(14,21),-0.185964 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.0456528 # DEPENDENCYPART_GRANDPAR
(20,14),(14,24),-0.153648 # DEPENDENCYPART_GRANDPAR
(20,14),(14,25),-0.0103911 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.303897 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.209578 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.11742 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.133339 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.00241616 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.0292801 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.114348 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.232892 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.0316358 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.0983902 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.0996057 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.0195783 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.172148 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.166188 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.534034 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.272715 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),0.0390119 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.235229 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.0520395 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.128531 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.0606424 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.0255066 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.0530643 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.00633327 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.112781 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.0214645 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.464259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.160001 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.0293565 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.200565 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.219897 # DEPENDENCYPART_GRANDPAR
(20,24),(24,4),-0.436609 # DEPENDENCYPART_GRANDPAR
(20,24),(24,7),-0.209052 # DEPENDENCYPART_GRANDPAR
(20,24),(24,11),-0.394992 # DEPENDENCYPART_GRANDPAR
(20,24),(24,12),-0.310792 # DEPENDENCYPART_GRANDPAR
(20,24),(24,15),-0.255303 # DEPENDENCYPART_GRANDPAR
(20,24),(24,16),-0.233041 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.0613291 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.177638 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.171292 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.305726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),-0.0410127 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.0455167 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.0417115 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.169165 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.46142 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),-0.225235 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.447022 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.142315 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.274753 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),0.416676 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),-0.228808 # DEPENDENCYPART_GRANDPAR
(21,3),(3,18),-0.0850039 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.460556 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.153463 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.374403 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.0343994 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),0.416676 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.228808 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.234996 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.298214 # DEPENDENCYPART_GRANDPAR
(21,5),(5,10),0.157444 # DEPENDENCYPART_GRANDPAR
(21,5),(5,18),-0.0850039 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),0.133052 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),0.0732192 # DEPENDENCYPART_GRANDPAR
(21,8),(8,1),-0.489021 # DEPENDENCYPART_GRANDPAR
(21,8),(8,2),-0.181348 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),-0.402288 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),-0.0521056 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),0.172731 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.0935885 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.229429 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.298468 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),0.133409 # DEPENDENCYPART_GRANDPAR
(21,8),(8,23),0.418314 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),-0.473355 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-0.163657 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.388363 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.0417056 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),0.190422 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.0835898 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.212019 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.122969 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),0.156887 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),0.133478 # DEPENDENCYPART_GRANDPAR
(21,9),(9,18),-0.0851895 # DEPENDENCYPART_GRANDPAR
(21,9),(9,23),0.418313 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),-0.615097 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.0327955 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.22998 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.00699763 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),0.331324 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),0.0863989 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.267949 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),0.0129097 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.0912321 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.128555 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.308254 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.367455 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),0.130548 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),-0.109407 # DEPENDENCYPART_GRANDPAR
(21,10),(10,19),-0.191975 # DEPENDENCYPART_GRANDPAR
(21,10),(10,24),0.100375 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.0987523 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.319692 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.0167803 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),0.255327 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.0567521 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.1867 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.0580639 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.162057 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),0.275015 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),0.3925 # DEPENDENCYPART_GRANDPAR
(21,12),(12,1),-0.401263 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),0.078488 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.105341 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.193514 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),0.434331 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),0.241362 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.357238 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.297744 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.161812 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-0.0871452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,24),-0.0486621 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),0.22895 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),0.20006 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),0.0485335 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),0.115262 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),0.3925 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),0.0784424 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),-0.0850039 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),0.0702578 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-0.10876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,23),0.418314 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),-0.0327955 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),-0.22998 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),0.331324 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),0.0129097 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.0912321 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),0.412294 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),0.355676 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),0.0827086 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.114593 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),0.130548 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.109407 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),0.01488 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.191975 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.00764561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),0.174249 # DEPENDENCYPART_GRANDPAR
(21,14),(14,24),0.100375 # DEPENDENCYPART_GRANDPAR
(21,14),(14,25),0.145272 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.155378 # DEPENDENCYPART_GRANDPAR
(21,15),(15,3),-0.376318 # DEPENDENCYPART_GRANDPAR
(21,15),(15,4),-0.0331575 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),0.198701 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.0832232 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.114832 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.218682 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),0.198145 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),0.0410842 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.0180297 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.178279 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.24549 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.0319065 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.0446569 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),0.108054 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.492651 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.00618357 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),0.361866 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),0.0454056 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),0.319684 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.553422 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.0386822 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.0192812 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.141805 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.0146839 # DEPENDENCYPART_GRANDPAR
(21,19),(19,1),-0.458251 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.0345118 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-0.209918 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.216955 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),0.199873 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),0.0484211 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.0163025 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),0.186655 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),0.476964 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.0738816 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.140349 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.0618443 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.0133236 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.10876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),0.0592145 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),0.418314 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.196782 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),0.223076 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),0.160941 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),0.452665 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.0752139 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.096523 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.131193 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.339014 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),0.141297 # DEPENDENCYPART_GRANDPAR
(21,24),(24,4),-0.239168 # DEPENDENCYPART_GRANDPAR
(21,24),(24,7),-0.434256 # DEPENDENCYPART_GRANDPAR
(21,24),(24,11),-0.0630929 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-0.161332 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),0.196505 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-0.188569 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.0346078 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.178422 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.126519 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.198403 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.0159488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.00695006 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.5979 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.17797 # DEPENDENCYPART_GRANDPAR
(22,1),(1,24),-0.288707 # DEPENDENCYPART_GRANDPAR
(22,10),(10,1),-1.31756 # DEPENDENCYPART_GRANDPAR
(22,10),(10,2),-0.694013 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),-0.447339 # DEPENDENCYPART_GRANDPAR
(22,10),(10,4),-1.29704 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.644872 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.605304 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.25779 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.655558 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.827947 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.489213 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.585927 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.828913 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),-0.677833 # DEPENDENCYPART_GRANDPAR
(22,10),(10,16),-0.219779 # DEPENDENCYPART_GRANDPAR
(22,10),(10,19),-0.45281 # DEPENDENCYPART_GRANDPAR
(22,10),(10,24),-0.229317 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.427817 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.0813155 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.10043 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.380792 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.191849 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.256412 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),0.017929 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),0.0334458 # DEPENDENCYPART_GRANDPAR
(22,13),(13,21),0.335482 # DEPENDENCYPART_GRANDPAR
(22,13),(13,23),-0.339324 # DEPENDENCYPART_GRANDPAR
(22,14),(14,2),-0.694013 # DEPENDENCYPART_GRANDPAR
(22,14),(14,3),-0.447339 # DEPENDENCYPART_GRANDPAR
(22,14),(14,5),-0.644872 # DEPENDENCYPART_GRANDPAR
(22,14),(14,8),-0.655558 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),-0.827947 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.86728 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.363584 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.512433 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.715127 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.677833 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.219779 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),-0.419291 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),-0.45281 # DEPENDENCYPART_GRANDPAR
(22,14),(14,21),0.080813 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-0.487041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,24),-0.229317 # DEPENDENCYPART_GRANDPAR
(22,14),(14,25),-0.27159 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.500592 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.140162 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.394021 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.502632 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.249476 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.0670931 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.481257 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.511803 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.339829 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.360501 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),0.0102363 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.103594 # DEPENDENCYPART_GRANDPAR
(22,17),(17,24),-0.288707 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.233626 # DEPENDENCYPART_GRANDPAR
(22,19),(19,1),-0.978734 # DEPENDENCYPART_GRANDPAR
(22,19),(19,4),-0.978058 # DEPENDENCYPART_GRANDPAR
(22,19),(19,7),0.0480904 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.512917 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),-0.0813585 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),-0.10043 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.413671 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.286389 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.272771 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),0.0914525 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.169188 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.197207 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.143168 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.335482 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-0.505465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.339324 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-0.389661 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.592228 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.946302 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.713552 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.320196 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.699215 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.305585 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.57029 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.24631 # DEPENDENCYPART_GRANDPAR
(22,21),(21,2),-0.249189 # DEPENDENCYPART_GRANDPAR
(22,21),(21,3),0.00237545 # DEPENDENCYPART_GRANDPAR
(22,21),(21,5),-0.201807 # DEPENDENCYPART_GRANDPAR
(22,21),(21,7),0.0636878 # DEPENDENCYPART_GRANDPAR
(22,21),(21,8),-0.207668 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.384732 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.473182 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),0.0839031 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.211306 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.272061 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.331754 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.121086 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),0.210116 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.0727419 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),0.120822 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),0.103777 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.322691 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.275827 # DEPENDENCYPART_GRANDPAR
(22,24),(24,4),-1.3117 # DEPENDENCYPART_GRANDPAR
(22,24),(24,7),-0.187422 # DEPENDENCYPART_GRANDPAR
(22,24),(24,11),-0.43484 # DEPENDENCYPART_GRANDPAR
(22,24),(24,12),-0.605774 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-0.623363 # DEPENDENCYPART_GRANDPAR
(22,24),(24,16),-0.227529 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.509782 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.159114 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.398438 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.199026 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),0.064826 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.281201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.0173203 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.000549573 # DEPENDENCYPART_GRANDPAR
(22,25),(25,1),-1.31854 # DEPENDENCYPART_GRANDPAR
(22,25),(25,5),-0.668766 # DEPENDENCYPART_GRANDPAR
(22,25),(25,6),-0.459518 # DEPENDENCYPART_GRANDPAR
(22,25),(25,8),-0.675448 # DEPENDENCYPART_GRANDPAR
(22,25),(25,10),-0.971023 # DEPENDENCYPART_GRANDPAR
(22,25),(25,14),-0.829595 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-0.209424 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.50577 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.152042 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.362917 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.189574 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.029336 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.37363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
