# _root_ Netameli uçaklardan _ sonuncusunun _ _ iade_edilişiyle birlikte , deve _ kurban_eden ve _ kanlı deve parçalarıyla personele fotoğraflar _ _ _ çektirten kişi , başka nasıl biri _ olabilir ?
#goldHeads=2,4,4,6,6,7,8,11,0,11,12,13,23,15,17,17,22,22,22,21,22,23,24,30,0,27,28,30,30,31,0,
#predictedHeads=2,6,4,6,6,7,8,11,0,11,12,13,14,15,16,17,22,19,22,21,22,23,24,30,0,27,28,30,30,31,0,
(29,25),(25,15),0.0866914 # DEPENDENCYPART_GRANDPAR
(29,25),(25,18),-0.0435396 # DEPENDENCYPART_GRANDPAR
(29,25),(25,19),-0.00809489 # DEPENDENCYPART_GRANDPAR
(29,25),(25,20),0.0630401 # DEPENDENCYPART_GRANDPAR
(29,25),(25,21),-0.028974 # DEPENDENCYPART_GRANDPAR
(29,25),(25,22),-0.0202885 # DEPENDENCYPART_GRANDPAR
(29,25),(25,23),0.172474 # DEPENDENCYPART_GRANDPAR
(29,25),(25,24),0.121604 # DEPENDENCYPART_GRANDPAR
(29,25),(25,29),-0.54846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,25),(25,30),-0.616415 # DEPENDENCYPART_GRANDPAR
(29,25),(25,31),-0.350689 # DEPENDENCYPART_GRANDPAR
(29,26),(26,22),-0.116983 # DEPENDENCYPART_GRANDPAR
(29,26),(26,23),-0.0193949 # DEPENDENCYPART_GRANDPAR
(29,26),(26,24),-0.0302213 # DEPENDENCYPART_GRANDPAR
(29,26),(26,25),-0.0917853 # DEPENDENCYPART_GRANDPAR
(29,27),(27,20),-0.0667653 # DEPENDENCYPART_GRANDPAR
(29,27),(27,21),-0.158779 # DEPENDENCYPART_GRANDPAR
(29,27),(27,22),-0.150094 # DEPENDENCYPART_GRANDPAR
(29,27),(27,24),-0.0784929 # DEPENDENCYPART_GRANDPAR
(29,27),(27,25),-0.165302 # DEPENDENCYPART_GRANDPAR
(29,27),(27,26),0.198347 # DEPENDENCYPART_GRANDPAR
(29,28),(28,24),0.120065 # DEPENDENCYPART_GRANDPAR
(29,28),(28,27),0.25974 # DEPENDENCYPART_GRANDPAR
(29,28),(28,31),-0.315627 # DEPENDENCYPART_GRANDPAR
(29,30),(30,2),-0.860741 # DEPENDENCYPART_GRANDPAR
(29,30),(30,4),-0.803735 # DEPENDENCYPART_GRANDPAR
(29,30),(30,5),-0.544949 # DEPENDENCYPART_GRANDPAR
(29,30),(30,6),-0.623706 # DEPENDENCYPART_GRANDPAR
(29,30),(30,7),-0.722702 # DEPENDENCYPART_GRANDPAR
(29,30),(30,8),-0.368997 # DEPENDENCYPART_GRANDPAR
(29,30),(30,9),-0.417185 # DEPENDENCYPART_GRANDPAR
(29,30),(30,10),-0.60827 # DEPENDENCYPART_GRANDPAR
(29,30),(30,11),-0.398354 # DEPENDENCYPART_GRANDPAR
(29,30),(30,13),-0.379329 # DEPENDENCYPART_GRANDPAR
(29,30),(30,14),-0.883987 # DEPENDENCYPART_GRANDPAR
(29,30),(30,15),-0.290458 # DEPENDENCYPART_GRANDPAR
(29,30),(30,16),-0.489938 # DEPENDENCYPART_GRANDPAR
(29,30),(30,17),-0.455024 # DEPENDENCYPART_GRANDPAR
(29,30),(30,18),-0.51656 # DEPENDENCYPART_GRANDPAR
(29,30),(30,19),-0.481115 # DEPENDENCYPART_GRANDPAR
(29,30),(30,20),-0.471782 # DEPENDENCYPART_GRANDPAR
(29,30),(30,21),-0.563796 # DEPENDENCYPART_GRANDPAR
(29,30),(30,22),-0.555111 # DEPENDENCYPART_GRANDPAR
(29,30),(30,23),-0.201845 # DEPENDENCYPART_GRANDPAR
(29,30),(30,24),-0.349176 # DEPENDENCYPART_GRANDPAR
(29,30),(30,25),-0.26538 # DEPENDENCYPART_GRANDPAR
(29,30),(30,26),-0.0210592 # DEPENDENCYPART_GRANDPAR
(29,30),(30,27),-0.0712255 # DEPENDENCYPART_GRANDPAR
(29,30),(30,28),-0.136227 # DEPENDENCYPART_GRANDPAR
(29,30),(30,29),-0.499761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,30),(30,31),-0.330383 # DEPENDENCYPART_GRANDPAR
(29,31),(31,1),-0.582129 # DEPENDENCYPART_GRANDPAR
(29,31),(31,3),-0.893007 # DEPENDENCYPART_GRANDPAR
(29,31),(31,5),-0.541595 # DEPENDENCYPART_GRANDPAR
(29,31),(31,6),-0.620352 # DEPENDENCYPART_GRANDPAR
(29,31),(31,8),-0.404447 # DEPENDENCYPART_GRANDPAR
(29,31),(31,11),-0.395 # DEPENDENCYPART_GRANDPAR
(29,31),(31,13),-0.39224 # DEPENDENCYPART_GRANDPAR
(29,31),(31,15),-0.280161 # DEPENDENCYPART_GRANDPAR
(29,31),(31,20),-0.468428 # DEPENDENCYPART_GRANDPAR
(29,31),(31,21),-0.560442 # DEPENDENCYPART_GRANDPAR
(29,31),(31,22),-0.551757 # DEPENDENCYPART_GRANDPAR
(29,31),(31,23),-0.191548 # DEPENDENCYPART_GRANDPAR
(29,31),(31,24),-0.277313 # DEPENDENCYPART_GRANDPAR
(29,31),(31,25),-0.297529 # DEPENDENCYPART_GRANDPAR
(29,31),(31,26),-0.0107527 # DEPENDENCYPART_GRANDPAR
(29,31),(31,27),-0.0625238 # DEPENDENCYPART_GRANDPAR
(29,31),(31,28),-0.129475 # DEPENDENCYPART_GRANDPAR
(29,31),(31,29),-0.674298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,31),(31,30),-0.687595 # DEPENDENCYPART_GRANDPAR
(30,2),(2,1),-0.538617 # DEPENDENCYPART_GRANDPAR
(30,2),(2,3),-1.48533 # DEPENDENCYPART_GRANDPAR
(30,2),(2,4),-0.502624 # DEPENDENCYPART_GRANDPAR
(30,2),(2,5),-0.909346 # DEPENDENCYPART_GRANDPAR
(30,4),(4,1),-0.538617 # DEPENDENCYPART_GRANDPAR
(30,4),(4,2),-0.688719 # DEPENDENCYPART_GRANDPAR
(30,4),(4,3),-1.41311 # DEPENDENCYPART_GRANDPAR
(30,4),(4,5),-0.909346 # DEPENDENCYPART_GRANDPAR
(30,4),(4,6),-0.84106 # DEPENDENCYPART_GRANDPAR
(30,5),(5,1),-0.74735 # DEPENDENCYPART_GRANDPAR
(30,5),(5,2),-0.670551 # DEPENDENCYPART_GRANDPAR
(30,5),(5,3),-1.34599 # DEPENDENCYPART_GRANDPAR
(30,5),(5,4),-0.339808 # DEPENDENCYPART_GRANDPAR
(30,6),(6,1),-0.74735 # DEPENDENCYPART_GRANDPAR
(30,6),(6,2),-0.670551 # DEPENDENCYPART_GRANDPAR
(30,6),(6,3),-1.34599 # DEPENDENCYPART_GRANDPAR
(30,6),(6,4),-0.339808 # DEPENDENCYPART_GRANDPAR
(30,6),(6,5),-0.66621 # DEPENDENCYPART_GRANDPAR
(30,6),(6,8),-0.0259625 # DEPENDENCYPART_GRANDPAR
(30,7),(7,1),-0.538617 # DEPENDENCYPART_GRANDPAR
(30,7),(7,2),-0.688719 # DEPENDENCYPART_GRANDPAR
(30,7),(7,3),-1.41311 # DEPENDENCYPART_GRANDPAR
(30,7),(7,4),-0.357976 # DEPENDENCYPART_GRANDPAR
(30,7),(7,5),-0.804405 # DEPENDENCYPART_GRANDPAR
(30,7),(7,6),-0.736119 # DEPENDENCYPART_GRANDPAR
(30,8),(8,2),-0.634011 # DEPENDENCYPART_GRANDPAR
(30,8),(8,4),-0.303268 # DEPENDENCYPART_GRANDPAR
(30,8),(8,7),-0.253526 # DEPENDENCYPART_GRANDPAR
(30,9),(9,1),-0.496424 # DEPENDENCYPART_GRANDPAR
(30,9),(9,3),-1.70399 # DEPENDENCYPART_GRANDPAR
(30,9),(9,4),-0.36565 # DEPENDENCYPART_GRANDPAR
(30,9),(9,5),-0.600538 # DEPENDENCYPART_GRANDPAR
(30,9),(9,6),-0.532252 # DEPENDENCYPART_GRANDPAR
(30,9),(9,7),-0.315908 # DEPENDENCYPART_GRANDPAR
(30,9),(9,8),0.292374 # DEPENDENCYPART_GRANDPAR
(30,9),(9,22),-0.75354 # DEPENDENCYPART_GRANDPAR
(30,9),(9,29),-0.35859 # DEPENDENCYPART_GRANDPAR
(30,9),(9,30),-0.581424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,10),(10,3),-1.41311 # DEPENDENCYPART_GRANDPAR
(30,10),(10,6),-0.736119 # DEPENDENCYPART_GRANDPAR
(30,10),(10,7),-0.308234 # DEPENDENCYPART_GRANDPAR
(30,10),(10,9),-0.471472 # DEPENDENCYPART_GRANDPAR
(30,11),(11,2),-0.670551 # DEPENDENCYPART_GRANDPAR
(30,11),(11,4),-0.339808 # DEPENDENCYPART_GRANDPAR
(30,11),(11,5),-0.66621 # DEPENDENCYPART_GRANDPAR
(30,11),(11,6),-0.597923 # DEPENDENCYPART_GRANDPAR
(30,11),(11,7),-0.290065 # DEPENDENCYPART_GRANDPAR
(30,11),(11,8),0.153046 # DEPENDENCYPART_GRANDPAR
(30,11),(11,9),-0.490853 # DEPENDENCYPART_GRANDPAR
(30,11),(11,10),-0.57959 # DEPENDENCYPART_GRANDPAR
(30,11),(11,13),-0.347103 # DEPENDENCYPART_GRANDPAR
(30,13),(13,6),-0.521488 # DEPENDENCYPART_GRANDPAR
(30,13),(13,10),-0.574 # DEPENDENCYPART_GRANDPAR
(30,13),(13,11),-0.287555 # DEPENDENCYPART_GRANDPAR
(30,13),(13,12),-0.05379 # DEPENDENCYPART_GRANDPAR
(30,14),(14,11),-0.397655 # DEPENDENCYPART_GRANDPAR
(30,14),(14,12),-0.284372 # DEPENDENCYPART_GRANDPAR
(30,14),(14,13),-0.103812 # DEPENDENCYPART_GRANDPAR
(30,15),(15,5),-0.710154 # DEPENDENCYPART_GRANDPAR
(30,15),(15,6),-0.641867 # DEPENDENCYPART_GRANDPAR
(30,15),(15,7),-0.340639 # DEPENDENCYPART_GRANDPAR
(30,15),(15,8),0.155184 # DEPENDENCYPART_GRANDPAR
(30,15),(15,9),-0.563949 # DEPENDENCYPART_GRANDPAR
(30,15),(15,10),-0.630163 # DEPENDENCYPART_GRANDPAR
(30,15),(15,11),-0.407934 # DEPENDENCYPART_GRANDPAR
(30,15),(15,12),-0.202031 # DEPENDENCYPART_GRANDPAR
(30,15),(15,13),-0.223059 # DEPENDENCYPART_GRANDPAR
(30,15),(15,14),-0.867749 # DEPENDENCYPART_GRANDPAR
(30,16),(16,1),-0.538617 # DEPENDENCYPART_GRANDPAR
(30,16),(16,3),-1.41311 # DEPENDENCYPART_GRANDPAR
(30,16),(16,9),-0.471472 # DEPENDENCYPART_GRANDPAR
(30,16),(16,10),-0.597758 # DEPENDENCYPART_GRANDPAR
(30,16),(16,11),-0.502186 # DEPENDENCYPART_GRANDPAR
(30,16),(16,12),-0.177653 # DEPENDENCYPART_GRANDPAR
(30,16),(16,13),-0.147406 # DEPENDENCYPART_GRANDPAR
(30,16),(16,14),-0.977066 # DEPENDENCYPART_GRANDPAR
(30,16),(16,15),-0.298329 # DEPENDENCYPART_GRANDPAR
(30,16),(16,17),-0.335937 # DEPENDENCYPART_GRANDPAR
(30,17),(17,1),-0.538617 # DEPENDENCYPART_GRANDPAR
(30,17),(17,3),-1.41311 # DEPENDENCYPART_GRANDPAR
(30,17),(17,9),-0.471472 # DEPENDENCYPART_GRANDPAR
(30,17),(17,10),-0.597758 # DEPENDENCYPART_GRANDPAR
(30,17),(17,11),-0.502186 # DEPENDENCYPART_GRANDPAR
(30,17),(17,12),-0.177653 # DEPENDENCYPART_GRANDPAR
(30,17),(17,13),-0.147406 # DEPENDENCYPART_GRANDPAR
(30,17),(17,14),-0.977066 # DEPENDENCYPART_GRANDPAR
(30,17),(17,15),-0.298329 # DEPENDENCYPART_GRANDPAR
(30,17),(17,16),-0.2858 # DEPENDENCYPART_GRANDPAR
(30,17),(17,18),-0.469642 # DEPENDENCYPART_GRANDPAR
(30,17),(17,19),-0.732873 # DEPENDENCYPART_GRANDPAR
(30,18),(18,12),-0.177653 # DEPENDENCYPART_GRANDPAR
(30,18),(18,14),-0.977066 # DEPENDENCYPART_GRANDPAR
(30,18),(18,15),-0.298329 # DEPENDENCYPART_GRANDPAR
(30,18),(18,16),-0.2858 # DEPENDENCYPART_GRANDPAR
(30,18),(18,17),-0.191289 # DEPENDENCYPART_GRANDPAR
(30,18),(18,19),-0.732873 # DEPENDENCYPART_GRANDPAR
(30,18),(18,20),-0.410659 # DEPENDENCYPART_GRANDPAR
(30,18),(18,30),-0.610051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,19),(19,12),-0.177653 # DEPENDENCYPART_GRANDPAR
(30,19),(19,14),-0.977066 # DEPENDENCYPART_GRANDPAR
(30,19),(19,15),-0.298329 # DEPENDENCYPART_GRANDPAR
(30,19),(19,16),-0.2858 # DEPENDENCYPART_GRANDPAR
(30,19),(19,17),-0.191289 # DEPENDENCYPART_GRANDPAR
(30,19),(19,18),-0.324994 # DEPENDENCYPART_GRANDPAR
(30,19),(19,20),-0.410659 # DEPENDENCYPART_GRANDPAR
(30,19),(19,21),-0.323013 # DEPENDENCYPART_GRANDPAR
(30,19),(19,30),-0.610051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,20),(20,8),0.153046 # DEPENDENCYPART_GRANDPAR
(30,20),(20,14),-0.68305 # DEPENDENCYPART_GRANDPAR
(30,20),(20,15),-0.50748 # DEPENDENCYPART_GRANDPAR
(30,20),(20,16),-0.267632 # DEPENDENCYPART_GRANDPAR
(30,20),(20,17),-0.173121 # DEPENDENCYPART_GRANDPAR
(30,20),(20,18),-0.306826 # DEPENDENCYPART_GRANDPAR
(30,20),(20,19),-0.570057 # DEPENDENCYPART_GRANDPAR
(30,20),(20,21),-0.559659 # DEPENDENCYPART_GRANDPAR
(30,20),(20,24),-0.555885 # DEPENDENCYPART_GRANDPAR
(30,20),(20,25),-0.316524 # DEPENDENCYPART_GRANDPAR
(30,20),(20,29),-0.188358 # DEPENDENCYPART_GRANDPAR
(30,20),(20,30),-0.490035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,20),(20,31),-0.0340234 # DEPENDENCYPART_GRANDPAR
(30,21),(21,4),-0.339808 # DEPENDENCYPART_GRANDPAR
(30,21),(21,7),-0.290065 # DEPENDENCYPART_GRANDPAR
(30,21),(21,8),0.153046 # DEPENDENCYPART_GRANDPAR
(30,21),(21,10),-0.57959 # DEPENDENCYPART_GRANDPAR
(30,21),(21,12),-0.386386 # DEPENDENCYPART_GRANDPAR
(30,21),(21,14),-0.68305 # DEPENDENCYPART_GRANDPAR
(30,21),(21,16),-0.267632 # DEPENDENCYPART_GRANDPAR
(30,21),(21,17),-0.173121 # DEPENDENCYPART_GRANDPAR
(30,21),(21,18),-0.306826 # DEPENDENCYPART_GRANDPAR
(30,21),(21,19),-0.570057 # DEPENDENCYPART_GRANDPAR
(30,21),(21,20),-0.167523 # DEPENDENCYPART_GRANDPAR
(30,21),(21,22),-0.583309 # DEPENDENCYPART_GRANDPAR
(30,21),(21,24),-0.555885 # DEPENDENCYPART_GRANDPAR
(30,21),(21,25),-0.316524 # DEPENDENCYPART_GRANDPAR
(30,21),(21,29),-0.188358 # DEPENDENCYPART_GRANDPAR
(30,21),(21,30),-0.490035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,21),(21,31),-0.0340234 # DEPENDENCYPART_GRANDPAR
(30,22),(22,2),-0.670551 # DEPENDENCYPART_GRANDPAR
(30,22),(22,4),-0.339808 # DEPENDENCYPART_GRANDPAR
(30,22),(22,7),-0.290065 # DEPENDENCYPART_GRANDPAR
(30,22),(22,8),0.153046 # DEPENDENCYPART_GRANDPAR
(30,22),(22,9),-0.490853 # DEPENDENCYPART_GRANDPAR
(30,22),(22,10),-0.57959 # DEPENDENCYPART_GRANDPAR
(30,22),(22,11),-0.36399 # DEPENDENCYPART_GRANDPAR
(30,22),(22,13),-0.178643 # DEPENDENCYPART_GRANDPAR
(30,22),(22,14),-0.68305 # DEPENDENCYPART_GRANDPAR
(30,22),(22,15),-0.50748 # DEPENDENCYPART_GRANDPAR
(30,22),(22,16),-0.267632 # DEPENDENCYPART_GRANDPAR
(30,22),(22,17),-0.173121 # DEPENDENCYPART_GRANDPAR
(30,22),(22,18),-0.306826 # DEPENDENCYPART_GRANDPAR
(30,22),(22,19),-0.570057 # DEPENDENCYPART_GRANDPAR
(30,22),(22,20),-0.167523 # DEPENDENCYPART_GRANDPAR
(30,22),(22,21),-0.0798769 # DEPENDENCYPART_GRANDPAR
(30,22),(22,24),-0.555885 # DEPENDENCYPART_GRANDPAR
(30,22),(22,25),-0.316524 # DEPENDENCYPART_GRANDPAR
(30,22),(22,29),-0.188358 # DEPENDENCYPART_GRANDPAR
(30,22),(22,30),-0.490035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,22),(22,31),-0.0340234 # DEPENDENCYPART_GRANDPAR
(30,23),(23,14),-0.874738 # DEPENDENCYPART_GRANDPAR
(30,23),(23,16),-0.324563 # DEPENDENCYPART_GRANDPAR
(30,23),(23,17),-0.230052 # DEPENDENCYPART_GRANDPAR
(30,23),(23,18),-0.363757 # DEPENDENCYPART_GRANDPAR
(30,23),(23,19),-0.626988 # DEPENDENCYPART_GRANDPAR
(30,23),(23,21),-0.123926 # DEPENDENCYPART_GRANDPAR
(30,23),(23,22),-0.147575 # DEPENDENCYPART_GRANDPAR
(30,24),(24,9),-0.461085 # DEPENDENCYPART_GRANDPAR
(30,24),(24,10),-0.588467 # DEPENDENCYPART_GRANDPAR
(30,24),(24,12),-0.156161 # DEPENDENCYPART_GRANDPAR
(30,24),(24,13),-0.139367 # DEPENDENCYPART_GRANDPAR
(30,24),(24,15),-0.276837 # DEPENDENCYPART_GRANDPAR
(30,24),(24,16),-0.276509 # DEPENDENCYPART_GRANDPAR
(30,24),(24,17),-0.181998 # DEPENDENCYPART_GRANDPAR
(30,24),(24,18),-0.315703 # DEPENDENCYPART_GRANDPAR
(30,24),(24,19),-0.578934 # DEPENDENCYPART_GRANDPAR
(30,24),(24,20),-0.300214 # DEPENDENCYPART_GRANDPAR
(30,24),(24,21),-0.212569 # DEPENDENCYPART_GRANDPAR
(30,24),(24,22),-0.236218 # DEPENDENCYPART_GRANDPAR
(30,24),(24,23),0.239648 # DEPENDENCYPART_GRANDPAR
(30,24),(24,25),-0.237399 # DEPENDENCYPART_GRANDPAR
(30,24),(24,26),0.0743232 # DEPENDENCYPART_GRANDPAR
(30,24),(24,27),0.0866814 # DEPENDENCYPART_GRANDPAR
(30,24),(24,29),0.0461142 # DEPENDENCYPART_GRANDPAR
(30,24),(24,30),-0.610051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,25),(25,5),-0.600538 # DEPENDENCYPART_GRANDPAR
(30,25),(25,6),-0.532252 # DEPENDENCYPART_GRANDPAR
(30,25),(25,11),-0.298319 # DEPENDENCYPART_GRANDPAR
(30,25),(25,12),-0.13546 # DEPENDENCYPART_GRANDPAR
(30,25),(25,15),-0.24532 # DEPENDENCYPART_GRANDPAR
(30,25),(25,18),-0.332668 # DEPENDENCYPART_GRANDPAR
(30,25),(25,19),-0.595899 # DEPENDENCYPART_GRANDPAR
(30,25),(25,20),-0.101851 # DEPENDENCYPART_GRANDPAR
(30,25),(25,21),-0.0142052 # DEPENDENCYPART_GRANDPAR
(30,25),(25,22),-0.0378546 # DEPENDENCYPART_GRANDPAR
(30,25),(25,23),0.260348 # DEPENDENCYPART_GRANDPAR
(30,25),(25,24),-0.176392 # DEPENDENCYPART_GRANDPAR
(30,25),(25,29),-0.35859 # DEPENDENCYPART_GRANDPAR
(30,25),(25,30),-0.581424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,25),(25,31),-0.160769 # DEPENDENCYPART_GRANDPAR
(30,26),(26,22),-0.165846 # DEPENDENCYPART_GRANDPAR
(30,26),(26,23),0.175922 # DEPENDENCYPART_GRANDPAR
(30,26),(26,24),-0.22623 # DEPENDENCYPART_GRANDPAR
(30,26),(26,25),-0.060555 # DEPENDENCYPART_GRANDPAR
(30,27),(27,20),-0.252613 # DEPENDENCYPART_GRANDPAR
(30,27),(27,21),-0.164967 # DEPENDENCYPART_GRANDPAR
(30,27),(27,22),-0.188617 # DEPENDENCYPART_GRANDPAR
(30,27),(27,24),-0.251901 # DEPENDENCYPART_GRANDPAR
(30,27),(27,25),-0.123732 # DEPENDENCYPART_GRANDPAR
(30,27),(27,26),0.146917 # DEPENDENCYPART_GRANDPAR
(30,28),(28,24),-0.136885 # DEPENDENCYPART_GRANDPAR
(30,28),(28,27),0.184573 # DEPENDENCYPART_GRANDPAR
(30,28),(28,31),-0.144017 # DEPENDENCYPART_GRANDPAR
(30,29),(29,7),-0.290065 # DEPENDENCYPART_GRANDPAR
(30,29),(29,16),-0.267632 # DEPENDENCYPART_GRANDPAR
(30,29),(29,17),-0.173121 # DEPENDENCYPART_GRANDPAR
(30,29),(29,18),-0.306826 # DEPENDENCYPART_GRANDPAR
(30,29),(29,19),-0.570057 # DEPENDENCYPART_GRANDPAR
(30,29),(29,20),-0.167523 # DEPENDENCYPART_GRANDPAR
(30,29),(29,21),-0.0798769 # DEPENDENCYPART_GRANDPAR
(30,29),(29,22),-0.103526 # DEPENDENCYPART_GRANDPAR
(30,29),(29,23),0.00942219 # DEPENDENCYPART_GRANDPAR
(30,29),(29,24),-0.141436 # DEPENDENCYPART_GRANDPAR
(30,29),(29,25),-0.00840429 # DEPENDENCYPART_GRANDPAR
(30,29),(29,26),-0.0560412 # DEPENDENCYPART_GRANDPAR
(30,29),(29,27),-0.0108737 # DEPENDENCYPART_GRANDPAR
(30,29),(29,28),0.123316 # DEPENDENCYPART_GRANDPAR
(30,29),(29,30),-0.490035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,29),(29,31),-0.0340234 # DEPENDENCYPART_GRANDPAR
(30,31),(31,1),-0.761876 # DEPENDENCYPART_GRANDPAR
(30,31),(31,3),-1.71403 # DEPENDENCYPART_GRANDPAR
(30,31),(31,5),-1.175 # DEPENDENCYPART_GRANDPAR
(30,31),(31,6),-1.10672 # DEPENDENCYPART_GRANDPAR
(30,31),(31,8),-0.0780721 # DEPENDENCYPART_GRANDPAR
(30,31),(31,11),-0.872782 # DEPENDENCYPART_GRANDPAR
(30,31),(31,13),-0.38628 # DEPENDENCYPART_GRANDPAR
(30,31),(31,15),-0.514935 # DEPENDENCYPART_GRANDPAR
(30,31),(31,20),-0.676315 # DEPENDENCYPART_GRANDPAR
(30,31),(31,21),-0.588669 # DEPENDENCYPART_GRANDPAR
(30,31),(31,22),-0.612318 # DEPENDENCYPART_GRANDPAR
(30,31),(31,23),-0.00510329 # DEPENDENCYPART_GRANDPAR
(30,31),(31,24),-0.459304 # DEPENDENCYPART_GRANDPAR
(30,31),(31,25),-0.271785 # DEPENDENCYPART_GRANDPAR
(30,31),(31,26),-0.0527076 # DEPENDENCYPART_GRANDPAR
(30,31),(31,27),-0.0547177 # DEPENDENCYPART_GRANDPAR
(30,31),(31,28),-0.216629 # DEPENDENCYPART_GRANDPAR
(30,31),(31,29),-0.217368 # DEPENDENCYPART_GRANDPAR
(30,31),(31,30),-0.661566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,3),(3,1),-1.27007 # DEPENDENCYPART_GRANDPAR
(31,3),(3,2),-1.3302 # DEPENDENCYPART_GRANDPAR
(31,5),(5,1),-1.21085 # DEPENDENCYPART_GRANDPAR
(31,5),(5,2),-1.24404 # DEPENDENCYPART_GRANDPAR
(31,5),(5,3),-2.09885 # DEPENDENCYPART_GRANDPAR
(31,5),(5,4),-1.31145 # DEPENDENCYPART_GRANDPAR
(31,6),(6,1),-1.21085 # DEPENDENCYPART_GRANDPAR
(31,6),(6,2),-1.24404 # DEPENDENCYPART_GRANDPAR
(31,6),(6,3),-2.09885 # DEPENDENCYPART_GRANDPAR
(31,6),(6,4),-1.31145 # DEPENDENCYPART_GRANDPAR
(31,6),(6,5),-0.953502 # DEPENDENCYPART_GRANDPAR
(31,6),(6,8),-0.845682 # DEPENDENCYPART_GRANDPAR
(31,8),(8,2),-1.09812 # DEPENDENCYPART_GRANDPAR
(31,8),(8,4),-1.16554 # DEPENDENCYPART_GRANDPAR
(31,8),(8,7),-0.953824 # DEPENDENCYPART_GRANDPAR
(31,11),(11,2),-1.24404 # DEPENDENCYPART_GRANDPAR
(31,11),(11,4),-1.31145 # DEPENDENCYPART_GRANDPAR
(31,11),(11,5),-0.953502 # DEPENDENCYPART_GRANDPAR
(31,11),(11,6),-0.870958 # DEPENDENCYPART_GRANDPAR
(31,11),(11,7),-1.09974 # DEPENDENCYPART_GRANDPAR
(31,11),(11,8),-0.651933 # DEPENDENCYPART_GRANDPAR
(31,11),(11,9),-1.26403 # DEPENDENCYPART_GRANDPAR
(31,11),(11,10),-1.18572 # DEPENDENCYPART_GRANDPAR
(31,11),(11,13),-0.700638 # DEPENDENCYPART_GRANDPAR
(31,13),(13,6),-0.868937 # DEPENDENCYPART_GRANDPAR
(31,13),(13,10),-1.17083 # DEPENDENCYPART_GRANDPAR
(31,13),(13,11),-0.822081 # DEPENDENCYPART_GRANDPAR
(31,13),(13,12),-0.893633 # DEPENDENCYPART_GRANDPAR
(31,15),(15,5),-0.622545 # DEPENDENCYPART_GRANDPAR
(31,15),(15,6),-0.540001 # DEPENDENCYPART_GRANDPAR
(31,15),(15,7),-0.822178 # DEPENDENCYPART_GRANDPAR
(31,15),(15,8),-0.494723 # DEPENDENCYPART_GRANDPAR
(31,15),(15,9),-0.988582 # DEPENDENCYPART_GRANDPAR
(31,15),(15,10),-0.908163 # DEPENDENCYPART_GRANDPAR
(31,15),(15,11),-0.493145 # DEPENDENCYPART_GRANDPAR
(31,15),(15,12),-0.750403 # DEPENDENCYPART_GRANDPAR
(31,15),(15,13),-0.359428 # DEPENDENCYPART_GRANDPAR
(31,15),(15,14),-1.07883 # DEPENDENCYPART_GRANDPAR
(31,20),(20,8),-0.651933 # DEPENDENCYPART_GRANDPAR
(31,20),(20,14),-1.44903 # DEPENDENCYPART_GRANDPAR
(31,20),(20,15),-0.946791 # DEPENDENCYPART_GRANDPAR
(31,20),(20,16),-0.777411 # DEPENDENCYPART_GRANDPAR
(31,20),(20,17),-0.717462 # DEPENDENCYPART_GRANDPAR
(31,20),(20,18),-0.69946 # DEPENDENCYPART_GRANDPAR
(31,20),(20,19),-0.693353 # DEPENDENCYPART_GRANDPAR
(31,20),(20,21),-0.574217 # DEPENDENCYPART_GRANDPAR
(31,20),(20,24),-0.363777 # DEPENDENCYPART_GRANDPAR
(31,20),(20,25),-0.447478 # DEPENDENCYPART_GRANDPAR
(31,20),(20,29),-0.0997226 # DEPENDENCYPART_GRANDPAR
(31,20),(20,30),0.260181 # DEPENDENCYPART_GRANDPAR
(31,20),(20,31),-0.54373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,21),(21,4),-1.31145 # DEPENDENCYPART_GRANDPAR
(31,21),(21,7),-1.09974 # DEPENDENCYPART_GRANDPAR
(31,21),(21,8),-0.651933 # DEPENDENCYPART_GRANDPAR
(31,21),(21,10),-1.18572 # DEPENDENCYPART_GRANDPAR
(31,21),(21,12),-1.0174 # DEPENDENCYPART_GRANDPAR
(31,21),(21,14),-1.44903 # DEPENDENCYPART_GRANDPAR
(31,21),(21,16),-0.777411 # DEPENDENCYPART_GRANDPAR
(31,21),(21,17),-0.717462 # DEPENDENCYPART_GRANDPAR
(31,21),(21,18),-0.69946 # DEPENDENCYPART_GRANDPAR
(31,21),(21,19),-0.693353 # DEPENDENCYPART_GRANDPAR
