# _root_ Bu rolünün uzun bir dönem _ devam_etmesi , döviz kurlarının nerede _ olmasını _ istemenize _ _ bağlı_olarak , enflasyon _ hedeflemesinin rafa _ _ kaldırılması mecburiyetini _ doğurur .
#goldHeads=2,6,5,5,6,7,29,0,10,12,12,13,14,15,17,17,18,25,0,22,22,25,25,25,26,27,29,29,30,0,
#predictedHeads=2,7,5,5,6,7,8,0,10,12,12,13,14,15,17,17,18,29,0,22,22,27,25,25,26,27,29,29,30,0,
(26,20),(20,23),-0.0828446 # DEPENDENCYPART_GRANDPAR
(26,20),(20,24),-0.0406154 # DEPENDENCYPART_GRANDPAR
(26,22),(22,15),-0.702244 # DEPENDENCYPART_GRANDPAR
(26,22),(22,16),-0.55599 # DEPENDENCYPART_GRANDPAR
(26,22),(22,18),-0.144266 # DEPENDENCYPART_GRANDPAR
(26,22),(22,19),-0.567496 # DEPENDENCYPART_GRANDPAR
(26,22),(22,20),-0.180551 # DEPENDENCYPART_GRANDPAR
(26,22),(22,21),-0.0812305 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),-0.0828446 # DEPENDENCYPART_GRANDPAR
(26,22),(22,26),-0.757108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,15),-0.702244 # DEPENDENCYPART_GRANDPAR
(26,23),(23,17),-0.266932 # DEPENDENCYPART_GRANDPAR
(26,23),(23,19),-0.567496 # DEPENDENCYPART_GRANDPAR
(26,23),(23,20),-0.180551 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),-0.0812305 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),0.255978 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),-0.0406154 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),0.0900153 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-0.757108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,27),-0.230252 # DEPENDENCYPART_GRANDPAR
(26,24),(24,18),-0.124314 # DEPENDENCYPART_GRANDPAR
(26,24),(24,20),-0.142383 # DEPENDENCYPART_GRANDPAR
(26,24),(24,21),-0.0404032 # DEPENDENCYPART_GRANDPAR
(26,24),(24,22),0.297133 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),0.010891 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.0719118 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-0.610196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),-0.0833407 # DEPENDENCYPART_GRANDPAR
(26,24),(24,28),-0.0463035 # DEPENDENCYPART_GRANDPAR
(26,25),(25,5),-0.862235 # DEPENDENCYPART_GRANDPAR
(26,25),(25,13),-0.376037 # DEPENDENCYPART_GRANDPAR
(26,25),(25,14),-0.229771 # DEPENDENCYPART_GRANDPAR
(26,25),(25,15),-0.661088 # DEPENDENCYPART_GRANDPAR
(26,25),(25,16),-0.458385 # DEPENDENCYPART_GRANDPAR
(26,25),(25,17),-0.226105 # DEPENDENCYPART_GRANDPAR
(26,25),(25,18),-0.124314 # DEPENDENCYPART_GRANDPAR
(26,25),(25,19),-0.416302 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),-0.142383 # DEPENDENCYPART_GRANDPAR
(26,25),(25,21),-0.0404032 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),0.297133 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),0.010891 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),0.0883568 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-0.610196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-0.0833407 # DEPENDENCYPART_GRANDPAR
(26,25),(25,28),-0.0463035 # DEPENDENCYPART_GRANDPAR
(26,27),(27,20),-0.472542 # DEPENDENCYPART_GRANDPAR
(26,27),(27,21),-0.366462 # DEPENDENCYPART_GRANDPAR
(26,27),(27,22),-0.034136 # DEPENDENCYPART_GRANDPAR
(26,27),(27,23),-0.320378 # DEPENDENCYPART_GRANDPAR
(26,27),(27,24),-0.237702 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-0.107071 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.519574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),0.223078 # DEPENDENCYPART_GRANDPAR
(27,20),(20,4),-0.145888 # DEPENDENCYPART_GRANDPAR
(27,20),(20,17),-0.134242 # DEPENDENCYPART_GRANDPAR
(27,20),(20,18),-0.382403 # DEPENDENCYPART_GRANDPAR
(27,20),(20,19),-0.519293 # DEPENDENCYPART_GRANDPAR
(27,20),(20,21),-0.148494 # DEPENDENCYPART_GRANDPAR
(27,20),(20,22),0.0928627 # DEPENDENCYPART_GRANDPAR
(27,20),(20,23),-0.037813 # DEPENDENCYPART_GRANDPAR
(27,20),(20,24),-0.174306 # DEPENDENCYPART_GRANDPAR
(27,21),(21,13),0.0183917 # DEPENDENCYPART_GRANDPAR
(27,21),(21,15),-0.63929 # DEPENDENCYPART_GRANDPAR
(27,21),(21,16),-0.506108 # DEPENDENCYPART_GRANDPAR
(27,21),(21,17),-0.0757742 # DEPENDENCYPART_GRANDPAR
(27,21),(21,18),-0.344783 # DEPENDENCYPART_GRANDPAR
(27,21),(21,19),-0.351395 # DEPENDENCYPART_GRANDPAR
(27,21),(21,20),-0.150218 # DEPENDENCYPART_GRANDPAR
(27,21),(21,22),-0.120787 # DEPENDENCYPART_GRANDPAR
(27,21),(21,23),-0.251462 # DEPENDENCYPART_GRANDPAR
(27,21),(21,24),-0.336233 # DEPENDENCYPART_GRANDPAR
(27,21),(21,25),0.11039 # DEPENDENCYPART_GRANDPAR
(27,21),(21,26),-0.326236 # DEPENDENCYPART_GRANDPAR
(27,21),(21,27),-0.496744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,21),(21,28),-0.269461 # DEPENDENCYPART_GRANDPAR
(27,22),(22,15),-0.713293 # DEPENDENCYPART_GRANDPAR
(27,22),(22,16),-0.636536 # DEPENDENCYPART_GRANDPAR
(27,22),(22,18),-0.382394 # DEPENDENCYPART_GRANDPAR
(27,22),(22,19),-0.519284 # DEPENDENCYPART_GRANDPAR
(27,22),(22,20),-0.221233 # DEPENDENCYPART_GRANDPAR
(27,22),(22,21),-0.0572617 # DEPENDENCYPART_GRANDPAR
(27,22),(22,23),-0.037813 # DEPENDENCYPART_GRANDPAR
(27,22),(22,26),-0.112586 # DEPENDENCYPART_GRANDPAR
(27,23),(23,15),-0.713293 # DEPENDENCYPART_GRANDPAR
(27,23),(23,17),-0.134206 # DEPENDENCYPART_GRANDPAR
(27,23),(23,19),-0.519284 # DEPENDENCYPART_GRANDPAR
(27,23),(23,20),-0.221233 # DEPENDENCYPART_GRANDPAR
(27,23),(23,21),-0.0572617 # DEPENDENCYPART_GRANDPAR
(27,23),(23,22),0.165315 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),-0.174306 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),0.272318 # DEPENDENCYPART_GRANDPAR
(27,23),(23,26),-0.112586 # DEPENDENCYPART_GRANDPAR
(27,23),(23,27),-0.646727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,18),-0.344783 # DEPENDENCYPART_GRANDPAR
(27,24),(24,20),-0.150218 # DEPENDENCYPART_GRANDPAR
(27,24),(24,21),0.00117051 # DEPENDENCYPART_GRANDPAR
(27,24),(24,22),0.239317 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),0.108642 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),0.11039 # DEPENDENCYPART_GRANDPAR
(27,24),(24,26),-0.326236 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-0.496744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,28),-0.269461 # DEPENDENCYPART_GRANDPAR
(27,25),(25,5),-0.524911 # DEPENDENCYPART_GRANDPAR
(27,25),(25,13),0.0183917 # DEPENDENCYPART_GRANDPAR
(27,25),(25,14),-0.0917374 # DEPENDENCYPART_GRANDPAR
(27,25),(25,15),-0.63929 # DEPENDENCYPART_GRANDPAR
(27,25),(25,16),-0.506108 # DEPENDENCYPART_GRANDPAR
(27,25),(25,17),-0.0757742 # DEPENDENCYPART_GRANDPAR
(27,25),(25,18),-0.344783 # DEPENDENCYPART_GRANDPAR
(27,25),(25,19),-0.351395 # DEPENDENCYPART_GRANDPAR
(27,25),(25,20),-0.150218 # DEPENDENCYPART_GRANDPAR
(27,25),(25,21),0.00117051 # DEPENDENCYPART_GRANDPAR
(27,25),(25,22),0.239317 # DEPENDENCYPART_GRANDPAR
(27,25),(25,23),0.108642 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),-0.024641 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),-0.326236 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-0.496744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,28),-0.269461 # DEPENDENCYPART_GRANDPAR
(27,26),(26,16),-0.663086 # DEPENDENCYPART_GRANDPAR
(27,26),(26,18),-0.393647 # DEPENDENCYPART_GRANDPAR
(27,26),(26,19),-0.531566 # DEPENDENCYPART_GRANDPAR
(27,26),(26,20),-0.244924 # DEPENDENCYPART_GRANDPAR
(27,26),(26,22),0.141623 # DEPENDENCYPART_GRANDPAR
(27,26),(26,23),0.0109478 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),-0.100044 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),0.34658 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-0.646727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,18),-0.392009 # DEPENDENCYPART_GRANDPAR
(27,28),(28,20),-0.383114 # DEPENDENCYPART_GRANDPAR
(27,28),(28,21),-0.326659 # DEPENDENCYPART_GRANDPAR
(27,28),(28,22),0.0053116 # DEPENDENCYPART_GRANDPAR
(27,28),(28,23),-0.125364 # DEPENDENCYPART_GRANDPAR
(27,28),(28,24),-0.35247 # DEPENDENCYPART_GRANDPAR
(27,28),(28,25),0.0941529 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),-0.200138 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-0.622843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),-0.210212 # DEPENDENCYPART_GRANDPAR
(28,18),(18,2),-0.682053 # DEPENDENCYPART_GRANDPAR
(28,18),(18,5),-0.7026 # DEPENDENCYPART_GRANDPAR
(28,18),(18,7),-0.595764 # DEPENDENCYPART_GRANDPAR
(28,18),(18,9),-0.422141 # DEPENDENCYPART_GRANDPAR
(28,18),(18,10),-0.618981 # DEPENDENCYPART_GRANDPAR
(28,18),(18,13),-0.509569 # DEPENDENCYPART_GRANDPAR
(28,18),(18,15),-0.255921 # DEPENDENCYPART_GRANDPAR
(28,18),(18,16),-0.2126 # DEPENDENCYPART_GRANDPAR
(28,18),(18,17),0.0518987 # DEPENDENCYPART_GRANDPAR
(28,20),(20,4),-0.0133981 # DEPENDENCYPART_GRANDPAR
(28,20),(20,17),-0.408579 # DEPENDENCYPART_GRANDPAR
(28,20),(20,18),-0.477594 # DEPENDENCYPART_GRANDPAR
(28,20),(20,19),-0.309984 # DEPENDENCYPART_GRANDPAR
(28,20),(20,21),-0.32064 # DEPENDENCYPART_GRANDPAR
(28,20),(20,22),-0.282155 # DEPENDENCYPART_GRANDPAR
(28,20),(20,23),-0.458941 # DEPENDENCYPART_GRANDPAR
(28,20),(20,24),-0.449998 # DEPENDENCYPART_GRANDPAR
(28,21),(21,13),-0.643429 # DEPENDENCYPART_GRANDPAR
(28,21),(21,15),-0.380659 # DEPENDENCYPART_GRANDPAR
(28,21),(21,16),-0.28496 # DEPENDENCYPART_GRANDPAR
(28,21),(21,17),-0.1853 # DEPENDENCYPART_GRANDPAR
(28,21),(21,18),-0.642405 # DEPENDENCYPART_GRANDPAR
(28,21),(21,19),-0.322575 # DEPENDENCYPART_GRANDPAR
(28,21),(21,20),-0.406505 # DEPENDENCYPART_GRANDPAR
(28,21),(21,22),-0.527547 # DEPENDENCYPART_GRANDPAR
(28,21),(21,23),-0.704333 # DEPENDENCYPART_GRANDPAR
(28,21),(21,24),-0.676465 # DEPENDENCYPART_GRANDPAR
(28,21),(21,25),-0.423053 # DEPENDENCYPART_GRANDPAR
(28,21),(21,26),-0.308145 # DEPENDENCYPART_GRANDPAR
(28,21),(21,27),-0.405906 # DEPENDENCYPART_GRANDPAR
(28,21),(21,28),-0.556333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,22),(22,15),-0.259478 # DEPENDENCYPART_GRANDPAR
(28,22),(22,16),-0.545202 # DEPENDENCYPART_GRANDPAR
(28,22),(22,18),-0.477587 # DEPENDENCYPART_GRANDPAR
(28,22),(22,19),-0.309977 # DEPENDENCYPART_GRANDPAR
(28,22),(22,20),-0.281348 # DEPENDENCYPART_GRANDPAR
(28,22),(22,21),-0.264908 # DEPENDENCYPART_GRANDPAR
(28,22),(22,23),-0.458941 # DEPENDENCYPART_GRANDPAR
(28,22),(22,26),-0.0627531 # DEPENDENCYPART_GRANDPAR
(28,23),(23,15),-0.259478 # DEPENDENCYPART_GRANDPAR
(28,23),(23,17),-0.408549 # DEPENDENCYPART_GRANDPAR
(28,23),(23,19),-0.309977 # DEPENDENCYPART_GRANDPAR
(28,23),(23,20),-0.281348 # DEPENDENCYPART_GRANDPAR
(28,23),(23,21),-0.264908 # DEPENDENCYPART_GRANDPAR
(28,23),(23,22),-0.145623 # DEPENDENCYPART_GRANDPAR
(28,23),(23,24),-0.449998 # DEPENDENCYPART_GRANDPAR
(28,23),(23,25),-0.196586 # DEPENDENCYPART_GRANDPAR
(28,23),(23,26),-0.0627531 # DEPENDENCYPART_GRANDPAR
(28,23),(23,27),-0.160514 # DEPENDENCYPART_GRANDPAR
(28,24),(24,18),-0.642405 # DEPENDENCYPART_GRANDPAR
(28,24),(24,20),-0.406505 # DEPENDENCYPART_GRANDPAR
(28,24),(24,21),-0.041659 # DEPENDENCYPART_GRANDPAR
(28,24),(24,22),-0.266804 # DEPENDENCYPART_GRANDPAR
(28,24),(24,23),-0.443589 # DEPENDENCYPART_GRANDPAR
(28,24),(24,25),-0.423053 # DEPENDENCYPART_GRANDPAR
(28,24),(24,26),-0.308145 # DEPENDENCYPART_GRANDPAR
(28,24),(24,27),-0.405906 # DEPENDENCYPART_GRANDPAR
(28,24),(24,28),-0.556333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,25),(25,5),-0.812774 # DEPENDENCYPART_GRANDPAR
(28,25),(25,13),-0.643429 # DEPENDENCYPART_GRANDPAR
(28,25),(25,14),-0.169246 # DEPENDENCYPART_GRANDPAR
(28,25),(25,15),-0.380659 # DEPENDENCYPART_GRANDPAR
(28,25),(25,16),-0.28496 # DEPENDENCYPART_GRANDPAR
(28,25),(25,17),-0.1853 # DEPENDENCYPART_GRANDPAR
(28,25),(25,18),-0.642405 # DEPENDENCYPART_GRANDPAR
(28,25),(25,19),-0.322575 # DEPENDENCYPART_GRANDPAR
(28,25),(25,20),-0.406505 # DEPENDENCYPART_GRANDPAR
(28,25),(25,21),-0.041659 # DEPENDENCYPART_GRANDPAR
(28,25),(25,22),-0.266804 # DEPENDENCYPART_GRANDPAR
(28,25),(25,23),-0.443589 # DEPENDENCYPART_GRANDPAR
(28,25),(25,24),-0.171017 # DEPENDENCYPART_GRANDPAR
(28,25),(25,26),-0.308145 # DEPENDENCYPART_GRANDPAR
(28,25),(25,27),-0.405906 # DEPENDENCYPART_GRANDPAR
(28,25),(25,28),-0.556333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,26),(26,16),-0.541442 # DEPENDENCYPART_GRANDPAR
(28,26),(26,18),-0.474371 # DEPENDENCYPART_GRANDPAR
(28,26),(26,19),-0.307275 # DEPENDENCYPART_GRANDPAR
(28,26),(26,20),-0.277597 # DEPENDENCYPART_GRANDPAR
(28,26),(26,22),-0.141871 # DEPENDENCYPART_GRANDPAR
(28,26),(26,23),-0.318657 # DEPENDENCYPART_GRANDPAR
(28,26),(26,24),-0.391033 # DEPENDENCYPART_GRANDPAR
(28,26),(26,25),-0.137621 # DEPENDENCYPART_GRANDPAR
(28,26),(26,27),-0.156626 # DEPENDENCYPART_GRANDPAR
(28,27),(27,20),-0.281348 # DEPENDENCYPART_GRANDPAR
(28,27),(27,21),-0.264908 # DEPENDENCYPART_GRANDPAR
(28,27),(27,22),-0.145623 # DEPENDENCYPART_GRANDPAR
(28,27),(27,23),-0.322408 # DEPENDENCYPART_GRANDPAR
(28,27),(27,24),-0.394266 # DEPENDENCYPART_GRANDPAR
(28,27),(27,25),-0.140854 # DEPENDENCYPART_GRANDPAR
(28,27),(27,26),0.0701337 # DEPENDENCYPART_GRANDPAR
(28,27),(27,28),-0.658584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,29),(29,2),-1.0732 # DEPENDENCYPART_GRANDPAR
(28,29),(29,5),-1.10021 # DEPENDENCYPART_GRANDPAR
(28,29),(29,6),-1.05293 # DEPENDENCYPART_GRANDPAR
(28,29),(29,7),-0.986915 # DEPENDENCYPART_GRANDPAR
(28,29),(29,8),-0.670405 # DEPENDENCYPART_GRANDPAR
(28,29),(29,9),-0.813292 # DEPENDENCYPART_GRANDPAR
(28,29),(29,10),-1.01013 # DEPENDENCYPART_GRANDPAR
(28,29),(29,12),-0.642798 # DEPENDENCYPART_GRANDPAR
(28,29),(29,13),-0.898518 # DEPENDENCYPART_GRANDPAR
(28,29),(29,14),-0.706256 # DEPENDENCYPART_GRANDPAR
(28,29),(29,15),-0.647072 # DEPENDENCYPART_GRANDPAR
(28,29),(29,16),-0.984959 # DEPENDENCYPART_GRANDPAR
(28,29),(29,17),-0.72231 # DEPENDENCYPART_GRANDPAR
(28,29),(29,18),-0.670426 # DEPENDENCYPART_GRANDPAR
(28,29),(29,19),-0.525065 # DEPENDENCYPART_GRANDPAR
(28,29),(29,20),-0.672796 # DEPENDENCYPART_GRANDPAR
(28,29),(29,21),-0.578669 # DEPENDENCYPART_GRANDPAR
(28,29),(29,22),-0.533217 # DEPENDENCYPART_GRANDPAR
(28,29),(29,23),-0.710002 # DEPENDENCYPART_GRANDPAR
(28,29),(29,24),-0.708027 # DEPENDENCYPART_GRANDPAR
(28,29),(29,25),-0.454615 # DEPENDENCYPART_GRANDPAR
(28,29),(29,26),-0.313815 # DEPENDENCYPART_GRANDPAR
(28,29),(29,27),-0.411575 # DEPENDENCYPART_GRANDPAR
(28,29),(29,28),-0.575945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,2),(2,1),0.0896214 # DEPENDENCYPART_GRANDPAR
(29,2),(2,3),-1.06875 # DEPENDENCYPART_GRANDPAR
(29,2),(2,4),-0.810801 # DEPENDENCYPART_GRANDPAR
(29,5),(5,1),0.103889 # DEPENDENCYPART_GRANDPAR
(29,5),(5,2),-0.470985 # DEPENDENCYPART_GRANDPAR
(29,5),(5,3),-0.970991 # DEPENDENCYPART_GRANDPAR
(29,5),(5,4),-0.568338 # DEPENDENCYPART_GRANDPAR
(29,5),(5,6),-0.600696 # DEPENDENCYPART_GRANDPAR
(29,6),(6,1),-0.0356041 # DEPENDENCYPART_GRANDPAR
(29,6),(6,2),-0.437462 # DEPENDENCYPART_GRANDPAR
(29,6),(6,3),-1.20027 # DEPENDENCYPART_GRANDPAR
(29,6),(6,4),-0.782245 # DEPENDENCYPART_GRANDPAR
(29,6),(6,5),-0.19161 # DEPENDENCYPART_GRANDPAR
(29,6),(6,7),-0.57151 # DEPENDENCYPART_GRANDPAR
(29,6),(6,8),-0.790234 # DEPENDENCYPART_GRANDPAR
(29,6),(6,12),-0.762676 # DEPENDENCYPART_GRANDPAR
(29,6),(6,14),-0.51908 # DEPENDENCYPART_GRANDPAR
(29,7),(7,1),0.0896214 # DEPENDENCYPART_GRANDPAR
(29,7),(7,2),-0.471127 # DEPENDENCYPART_GRANDPAR
(29,7),(7,3),-0.972609 # DEPENDENCYPART_GRANDPAR
(29,7),(7,4),-0.576281 # DEPENDENCYPART_GRANDPAR
(29,7),(7,5),-0.237798 # DEPENDENCYPART_GRANDPAR
(29,7),(7,6),-0.499975 # DEPENDENCYPART_GRANDPAR
(29,8),(8,1),0.0272803 # DEPENDENCYPART_GRANDPAR
(29,8),(8,3),-0.950204 # DEPENDENCYPART_GRANDPAR
(29,8),(8,4),-0.612369 # DEPENDENCYPART_GRANDPAR
(29,8),(8,5),-0.249647 # DEPENDENCYPART_GRANDPAR
(29,8),(8,6),-0.334267 # DEPENDENCYPART_GRANDPAR
(29,8),(8,7),-0.208831 # DEPENDENCYPART_GRANDPAR
(29,8),(8,14),-0.686688 # DEPENDENCYPART_GRANDPAR
(29,8),(8,17),-0.603942 # DEPENDENCYPART_GRANDPAR
(29,8),(8,25),-0.249168 # DEPENDENCYPART_GRANDPAR
(29,8),(8,28),-0.315298 # DEPENDENCYPART_GRANDPAR
(29,8),(8,29),-0.714664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,9),(9,1),0.0896214 # DEPENDENCYPART_GRANDPAR
(29,9),(9,3),-0.972609 # DEPENDENCYPART_GRANDPAR
(29,9),(9,4),-0.576281 # DEPENDENCYPART_GRANDPAR
(29,9),(9,6),-0.499975 # DEPENDENCYPART_GRANDPAR
(29,9),(9,7),-0.194934 # DEPENDENCYPART_GRANDPAR
(29,9),(9,8),-0.45612 # DEPENDENCYPART_GRANDPAR
(29,9),(9,10),-0.579122 # DEPENDENCYPART_GRANDPAR
(29,9),(9,12),-0.525638 # DEPENDENCYPART_GRANDPAR
(29,10),(10,1),0.0896214 # DEPENDENCYPART_GRANDPAR
(29,10),(10,3),-0.972609 # DEPENDENCYPART_GRANDPAR
(29,10),(10,4),-0.576281 # DEPENDENCYPART_GRANDPAR
(29,10),(10,6),-0.499975 # DEPENDENCYPART_GRANDPAR
(29,10),(10,7),-0.194934 # DEPENDENCYPART_GRANDPAR
(29,10),(10,8),-0.45612 # DEPENDENCYPART_GRANDPAR
(29,10),(10,9),-0.162795 # DEPENDENCYPART_GRANDPAR
(29,10),(10,12),-0.525638 # DEPENDENCYPART_GRANDPAR
(29,12),(12,1),-0.0356041 # DEPENDENCYPART_GRANDPAR
(29,12),(12,2),-0.437462 # DEPENDENCYPART_GRANDPAR
(29,12),(12,5),-0.19161 # DEPENDENCYPART_GRANDPAR
(29,12),(12,6),-0.365644 # DEPENDENCYPART_GRANDPAR
(29,12),(12,7),-0.161268 # DEPENDENCYPART_GRANDPAR
(29,12),(12,8),-0.449731 # DEPENDENCYPART_GRANDPAR
(29,12),(12,9),-0.129129 # DEPENDENCYPART_GRANDPAR
(29,12),(12,10),-0.416107 # DEPENDENCYPART_GRANDPAR
(29,12),(12,11),-0.359675 # DEPENDENCYPART_GRANDPAR
(29,12),(12,13),-0.471418 # DEPENDENCYPART_GRANDPAR
(29,12),(12,14),-0.51908 # DEPENDENCYPART_GRANDPAR
(29,13),(13,2),-0.480282 # DEPENDENCYPART_GRANDPAR
(29,13),(13,3),-0.978731 # DEPENDENCYPART_GRANDPAR
(29,13),(13,5),-0.246953 # DEPENDENCYPART_GRANDPAR
(29,13),(13,7),-0.204089 # DEPENDENCYPART_GRANDPAR
(29,13),(13,8),-0.462123 # DEPENDENCYPART_GRANDPAR
(29,13),(13,9),-0.171949 # DEPENDENCYPART_GRANDPAR
(29,13),(13,10),-0.458928 # DEPENDENCYPART_GRANDPAR
(29,13),(13,11),-0.503907 # DEPENDENCYPART_GRANDPAR
(29,13),(13,12),-0.42816 # DEPENDENCYPART_GRANDPAR
(29,14),(14,2),-0.437462 # DEPENDENCYPART_GRANDPAR
(29,14),(14,5),-0.19161 # DEPENDENCYPART_GRANDPAR
(29,14),(14,7),-0.161268 # DEPENDENCYPART_GRANDPAR
(29,14),(14,8),-0.449731 # DEPENDENCYPART_GRANDPAR
(29,14),(14,9),-0.129129 # DEPENDENCYPART_GRANDPAR
(29,14),(14,10),-0.416107 # DEPENDENCYPART_GRANDPAR
(29,14),(14,11),-0.359675 # DEPENDENCYPART_GRANDPAR
(29,14),(14,12),-0.290586 # DEPENDENCYPART_GRANDPAR
(29,14),(14,13),-0.0679544 # DEPENDENCYPART_GRANDPAR
(29,14),(14,15),-0.450041 # DEPENDENCYPART_GRANDPAR
(29,14),(14,16),-0.73679 # DEPENDENCYPART_GRANDPAR
(29,15),(15,8),-0.45612 # DEPENDENCYPART_GRANDPAR
(29,15),(15,9),-0.162795 # DEPENDENCYPART_GRANDPAR
(29,15),(15,10),-0.449773 # DEPENDENCYPART_GRANDPAR
(29,15),(15,13),-0.0925461 # DEPENDENCYPART_GRANDPAR
(29,15),(15,14),-0.181322 # DEPENDENCYPART_GRANDPAR
(29,15),(15,16),-0.38951 # DEPENDENCYPART_GRANDPAR
(29,16),(16,9),-0.122585 # DEPENDENCYPART_GRANDPAR
(29,16),(16,10),-0.409563 # DEPENDENCYPART_GRANDPAR
(29,16),(16,12),-0.328179 # DEPENDENCYPART_GRANDPAR
(29,16),(16,13),-0.0590042 # DEPENDENCYPART_GRANDPAR
(29,16),(16,14),-0.0845841 # DEPENDENCYPART_GRANDPAR
(29,16),(16,15),-0.0332556 # DEPENDENCYPART_GRANDPAR
(29,16),(16,17),-0.315642 # DEPENDENCYPART_GRANDPAR
(29,17),(17,2),-0.437462 # DEPENDENCYPART_GRANDPAR
(29,17),(17,5),-0.19161 # DEPENDENCYPART_GRANDPAR
(29,17),(17,6),-0.365644 # DEPENDENCYPART_GRANDPAR
(29,17),(17,7),-0.161268 # DEPENDENCYPART_GRANDPAR
(29,17),(17,8),-0.449731 # DEPENDENCYPART_GRANDPAR
(29,17),(17,9),-0.129129 # DEPENDENCYPART_GRANDPAR
(29,17),(17,10),-0.416107 # DEPENDENCYPART_GRANDPAR
(29,17),(17,11),-0.359675 # DEPENDENCYPART_GRANDPAR
(29,17),(17,12),-0.290586 # DEPENDENCYPART_GRANDPAR
(29,17),(17,13),-0.0679544 # DEPENDENCYPART_GRANDPAR
(29,17),(17,14),-0.0469902 # DEPENDENCYPART_GRANDPAR
(29,17),(17,15),-0.0397996 # DEPENDENCYPART_GRANDPAR
(29,17),(17,16),0.0423289 # DEPENDENCYPART_GRANDPAR
(29,17),(17,19),-0.401033 # DEPENDENCYPART_GRANDPAR
(29,17),(17,26),-0.13893 # DEPENDENCYPART_GRANDPAR
(29,17),(17,29),-0.642862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,18),(18,2),-0.454771 # DEPENDENCYPART_GRANDPAR
(29,18),(18,5),-0.219393 # DEPENDENCYPART_GRANDPAR
(29,18),(18,7),-0.178577 # DEPENDENCYPART_GRANDPAR
(29,18),(18,9),-0.146438 # DEPENDENCYPART_GRANDPAR
(29,18),(18,10),-0.433416 # DEPENDENCYPART_GRANDPAR
(29,18),(18,13),-0.0761585 # DEPENDENCYPART_GRANDPAR
(29,18),(18,15),-0.0571086 # DEPENDENCYPART_GRANDPAR
(29,18),(18,16),-0.0146555 # DEPENDENCYPART_GRANDPAR
(29,18),(18,17),0.204663 # DEPENDENCYPART_GRANDPAR
(29,19),(19,1),0.0272803 # DEPENDENCYPART_GRANDPAR
(29,19),(19,4),-0.612369 # DEPENDENCYPART_GRANDPAR
(29,19),(19,6),-0.334267 # DEPENDENCYPART_GRANDPAR
(29,19),(19,12),-0.259208 # DEPENDENCYPART_GRANDPAR
