# _root_ " Bankalar öyle bir izlenim yarattı ki sanki _ _ verilen hizmetler hava , su gibi _ _ ücretsiz _ olabilir " _ diyen Demiray , bundan_sonra _ _ verilen hizmetlerden ücret _ alınacağını _ bildirdi .
#goldHeads=0,6,5,5,6,7,8,20,10,11,12,20,16,0,16,18,18,19,20,21,22,23,24,25,35,0,30,29,30,31,33,33,34,35,36,37,0,
#predictedHeads=0,6,5,5,6,10,6,10,10,11,12,13,21,0,16,20,18,19,21,21,22,23,24,25,36,0,28,29,30,31,33,34,34,36,36,37,0,
(31,33),(33,25),-0.46724 # DEPENDENCYPART_GRANDPAR
(31,33),(33,26),-0.496469 # DEPENDENCYPART_GRANDPAR
(31,33),(33,27),-0.431034 # DEPENDENCYPART_GRANDPAR
(31,33),(33,28),-0.517914 # DEPENDENCYPART_GRANDPAR
(31,33),(33,29),-0.0779949 # DEPENDENCYPART_GRANDPAR
(31,33),(33,30),-0.200349 # DEPENDENCYPART_GRANDPAR
(31,33),(33,31),-0.612485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,33),(33,32),-0.533862 # DEPENDENCYPART_GRANDPAR
(31,33),(33,34),-0.0422732 # DEPENDENCYPART_GRANDPAR
(31,33),(33,35),0.0791423 # DEPENDENCYPART_GRANDPAR
(32,18),(18,10),-0.23297 # DEPENDENCYPART_GRANDPAR
(32,18),(18,14),-0.305681 # DEPENDENCYPART_GRANDPAR
(32,18),(18,15),-0.323223 # DEPENDENCYPART_GRANDPAR
(32,18),(18,16),-0.297853 # DEPENDENCYPART_GRANDPAR
(32,18),(18,17),-0.464003 # DEPENDENCYPART_GRANDPAR
(32,24),(24,12),-0.605209 # DEPENDENCYPART_GRANDPAR
(32,24),(24,13),-0.199737 # DEPENDENCYPART_GRANDPAR
(32,24),(24,14),-0.473044 # DEPENDENCYPART_GRANDPAR
(32,24),(24,15),-0.361605 # DEPENDENCYPART_GRANDPAR
(32,24),(24,16),-0.310586 # DEPENDENCYPART_GRANDPAR
(32,24),(24,17),-0.546614 # DEPENDENCYPART_GRANDPAR
(32,24),(24,22),-0.638616 # DEPENDENCYPART_GRANDPAR
(32,24),(24,23),-0.226013 # DEPENDENCYPART_GRANDPAR
(32,26),(26,6),-0.0596661 # DEPENDENCYPART_GRANDPAR
(32,26),(26,9),-0.664342 # DEPENDENCYPART_GRANDPAR
(32,26),(26,10),-0.596229 # DEPENDENCYPART_GRANDPAR
(32,26),(26,11),-0.112106 # DEPENDENCYPART_GRANDPAR
(32,26),(26,20),-0.456985 # DEPENDENCYPART_GRANDPAR
(32,26),(26,21),-0.190277 # DEPENDENCYPART_GRANDPAR
(32,26),(26,23),-0.507662 # DEPENDENCYPART_GRANDPAR
(32,26),(26,24),-0.16188 # DEPENDENCYPART_GRANDPAR
(32,26),(26,25),0.212007 # DEPENDENCYPART_GRANDPAR
(32,26),(26,28),-0.589826 # DEPENDENCYPART_GRANDPAR
(32,26),(26,34),-0.293627 # DEPENDENCYPART_GRANDPAR
(32,26),(26,35),-0.340779 # DEPENDENCYPART_GRANDPAR
(32,26),(26,36),-0.557553 # DEPENDENCYPART_GRANDPAR
(32,27),(27,19),-0.338547 # DEPENDENCYPART_GRANDPAR
(32,27),(27,23),-0.480189 # DEPENDENCYPART_GRANDPAR
(32,27),(27,25),-0.15835 # DEPENDENCYPART_GRANDPAR
(32,27),(27,26),-0.292405 # DEPENDENCYPART_GRANDPAR
(32,27),(27,31),-0.389557 # DEPENDENCYPART_GRANDPAR
(32,28),(28,19),-0.29164 # DEPENDENCYPART_GRANDPAR
(32,28),(28,24),-0.224821 # DEPENDENCYPART_GRANDPAR
(32,28),(28,25),-0.110465 # DEPENDENCYPART_GRANDPAR
(32,28),(28,26),-0.125082 # DEPENDENCYPART_GRANDPAR
(32,28),(28,27),-0.0771899 # DEPENDENCYPART_GRANDPAR
(32,28),(28,29),-0.258905 # DEPENDENCYPART_GRANDPAR
(32,28),(28,31),-0.550977 # DEPENDENCYPART_GRANDPAR
(32,28),(28,32),-0.636116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,28),(28,33),-0.189088 # DEPENDENCYPART_GRANDPAR
(32,28),(28,34),-0.104946 # DEPENDENCYPART_GRANDPAR
(32,28),(28,35),-0.240222 # DEPENDENCYPART_GRANDPAR
(32,29),(29,5),-0.560392 # DEPENDENCYPART_GRANDPAR
(32,29),(29,12),-0.564709 # DEPENDENCYPART_GRANDPAR
(32,29),(29,13),-0.154892 # DEPENDENCYPART_GRANDPAR
(32,29),(29,15),-0.312178 # DEPENDENCYPART_GRANDPAR
(32,29),(29,16),-0.34803 # DEPENDENCYPART_GRANDPAR
(32,29),(29,17),-0.617487 # DEPENDENCYPART_GRANDPAR
(32,29),(29,18),-0.794294 # DEPENDENCYPART_GRANDPAR
(32,29),(29,19),-0.29164 # DEPENDENCYPART_GRANDPAR
(32,29),(29,20),-0.279077 # DEPENDENCYPART_GRANDPAR
(32,29),(29,21),-0.403891 # DEPENDENCYPART_GRANDPAR
(32,29),(29,22),-0.500103 # DEPENDENCYPART_GRANDPAR
(32,29),(29,23),-0.329753 # DEPENDENCYPART_GRANDPAR
(32,29),(29,24),-0.224821 # DEPENDENCYPART_GRANDPAR
(32,29),(29,25),-0.110465 # DEPENDENCYPART_GRANDPAR
(32,29),(29,26),-0.125082 # DEPENDENCYPART_GRANDPAR
(32,29),(29,27),-0.0771899 # DEPENDENCYPART_GRANDPAR
(32,29),(29,28),-0.119435 # DEPENDENCYPART_GRANDPAR
(32,29),(29,31),-0.550977 # DEPENDENCYPART_GRANDPAR
(32,29),(29,32),-0.636116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,29),(29,34),-0.104946 # DEPENDENCYPART_GRANDPAR
(32,30),(30,16),-0.299581 # DEPENDENCYPART_GRANDPAR
(32,30),(30,22),-0.616697 # DEPENDENCYPART_GRANDPAR
(32,30),(30,25),-0.152746 # DEPENDENCYPART_GRANDPAR
(32,30),(30,26),-0.223305 # DEPENDENCYPART_GRANDPAR
(32,30),(30,27),-0.0239264 # DEPENDENCYPART_GRANDPAR
(32,30),(30,28),0.000121309 # DEPENDENCYPART_GRANDPAR
(32,30),(30,29),0.175 # DEPENDENCYPART_GRANDPAR
(32,31),(31,18),-0.870602 # DEPENDENCYPART_GRANDPAR
(32,31),(31,24),-0.258301 # DEPENDENCYPART_GRANDPAR
(32,31),(31,26),-0.289485 # DEPENDENCYPART_GRANDPAR
(32,31),(31,27),-0.096925 # DEPENDENCYPART_GRANDPAR
(32,31),(31,28),-0.174382 # DEPENDENCYPART_GRANDPAR
(32,31),(31,29),0.000496346 # DEPENDENCYPART_GRANDPAR
(32,31),(31,30),-0.0603379 # DEPENDENCYPART_GRANDPAR
(32,31),(31,32),-0.786099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,31),(31,33),-0.20801 # DEPENDENCYPART_GRANDPAR
(32,33),(33,19),-0.525646 # DEPENDENCYPART_GRANDPAR
(32,33),(33,22),-0.686364 # DEPENDENCYPART_GRANDPAR
(32,33),(33,24),-0.454228 # DEPENDENCYPART_GRANDPAR
(32,33),(33,25),-0.336508 # DEPENDENCYPART_GRANDPAR
(32,33),(33,26),-0.302516 # DEPENDENCYPART_GRANDPAR
(32,33),(33,27),-0.200032 # DEPENDENCYPART_GRANDPAR
(32,33),(33,28),-0.450021 # DEPENDENCYPART_GRANDPAR
(32,33),(33,29),-0.275142 # DEPENDENCYPART_GRANDPAR
(32,33),(33,30),-0.263035 # DEPENDENCYPART_GRANDPAR
(32,33),(33,31),-0.424879 # DEPENDENCYPART_GRANDPAR
(32,33),(33,32),-0.762214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,33),(33,34),0.12906 # DEPENDENCYPART_GRANDPAR
(32,33),(33,35),0.0903632 # DEPENDENCYPART_GRANDPAR
(32,35),(35,19),-0.525646 # DEPENDENCYPART_GRANDPAR
(32,35),(35,25),-0.336508 # DEPENDENCYPART_GRANDPAR
(32,35),(35,27),-0.200032 # DEPENDENCYPART_GRANDPAR
(32,35),(35,28),-0.450021 # DEPENDENCYPART_GRANDPAR
(32,35),(35,29),-0.275142 # DEPENDENCYPART_GRANDPAR
(32,35),(35,30),-0.263035 # DEPENDENCYPART_GRANDPAR
(32,35),(35,31),-0.424879 # DEPENDENCYPART_GRANDPAR
(32,35),(35,32),-0.762214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,35),(35,33),-0.172851 # DEPENDENCYPART_GRANDPAR
(32,35),(35,34),-0.231044 # DEPENDENCYPART_GRANDPAR
(32,35),(35,36),-0.27103 # DEPENDENCYPART_GRANDPAR
(33,19),(19,4),0.152197 # DEPENDENCYPART_GRANDPAR
(33,19),(19,11),-0.963126 # DEPENDENCYPART_GRANDPAR
(33,19),(19,14),-0.23972 # DEPENDENCYPART_GRANDPAR
(33,19),(19,15),0.0363551 # DEPENDENCYPART_GRANDPAR
(33,19),(19,16),-0.910119 # DEPENDENCYPART_GRANDPAR
(33,19),(19,17),-0.495546 # DEPENDENCYPART_GRANDPAR
(33,19),(19,18),-0.374889 # DEPENDENCYPART_GRANDPAR
(33,19),(19,20),-0.804227 # DEPENDENCYPART_GRANDPAR
(33,22),(22,9),-0.195378 # DEPENDENCYPART_GRANDPAR
(33,22),(22,11),-0.8792 # DEPENDENCYPART_GRANDPAR
(33,22),(22,18),-0.457164 # DEPENDENCYPART_GRANDPAR
(33,22),(22,19),-0.129224 # DEPENDENCYPART_GRANDPAR
(33,22),(22,20),-0.280501 # DEPENDENCYPART_GRANDPAR
(33,22),(22,21),0.416788 # DEPENDENCYPART_GRANDPAR
(33,22),(22,23),-0.85853 # DEPENDENCYPART_GRANDPAR
(33,22),(22,35),-0.413913 # DEPENDENCYPART_GRANDPAR
(33,22),(22,36),-0.865493 # DEPENDENCYPART_GRANDPAR
(33,24),(24,12),-0.136674 # DEPENDENCYPART_GRANDPAR
(33,24),(24,13),-0.161316 # DEPENDENCYPART_GRANDPAR
(33,24),(24,14),-0.289962 # DEPENDENCYPART_GRANDPAR
(33,24),(24,15),-0.0367771 # DEPENDENCYPART_GRANDPAR
(33,24),(24,16),-1.00212 # DEPENDENCYPART_GRANDPAR
(33,24),(24,17),-0.344216 # DEPENDENCYPART_GRANDPAR
(33,24),(24,22),-0.307167 # DEPENDENCYPART_GRANDPAR
(33,24),(24,23),-0.330833 # DEPENDENCYPART_GRANDPAR
(33,25),(25,11),-0.960645 # DEPENDENCYPART_GRANDPAR
(33,25),(25,21),-0.20061 # DEPENDENCYPART_GRANDPAR
(33,25),(25,22),-0.28697 # DEPENDENCYPART_GRANDPAR
(33,25),(25,23),-0.499626 # DEPENDENCYPART_GRANDPAR
(33,25),(25,24),-0.0192327 # DEPENDENCYPART_GRANDPAR
(33,26),(26,6),0.0719869 # DEPENDENCYPART_GRANDPAR
(33,26),(26,9),-0.447021 # DEPENDENCYPART_GRANDPAR
(33,26),(26,10),-0.613649 # DEPENDENCYPART_GRANDPAR
(33,26),(26,11),-0.84128 # DEPENDENCYPART_GRANDPAR
(33,26),(26,20),-0.532145 # DEPENDENCYPART_GRANDPAR
(33,26),(26,21),0.338051 # DEPENDENCYPART_GRANDPAR
(33,26),(26,23),-0.283681 # DEPENDENCYPART_GRANDPAR
(33,26),(26,24),0.0820638 # DEPENDENCYPART_GRANDPAR
(33,26),(26,25),0.167893 # DEPENDENCYPART_GRANDPAR
(33,26),(26,28),-0.62248 # DEPENDENCYPART_GRANDPAR
(33,26),(26,34),-0.20171 # DEPENDENCYPART_GRANDPAR
(33,26),(26,35),-0.335637 # DEPENDENCYPART_GRANDPAR
(33,26),(26,36),-0.783567 # DEPENDENCYPART_GRANDPAR
(33,27),(27,19),-0.275159 # DEPENDENCYPART_GRANDPAR
(33,27),(27,23),-0.523064 # DEPENDENCYPART_GRANDPAR
(33,27),(27,25),0.0580098 # DEPENDENCYPART_GRANDPAR
(33,27),(27,26),-0.0809919 # DEPENDENCYPART_GRANDPAR
(33,27),(27,31),0.0515451 # DEPENDENCYPART_GRANDPAR
(33,28),(28,19),-0.35682 # DEPENDENCYPART_GRANDPAR
(33,28),(28,24),-0.538022 # DEPENDENCYPART_GRANDPAR
(33,28),(28,25),-0.00804465 # DEPENDENCYPART_GRANDPAR
(33,28),(28,26),-0.039117 # DEPENDENCYPART_GRANDPAR
(33,28),(28,27),-0.260837 # DEPENDENCYPART_GRANDPAR
(33,28),(28,29),-0.602837 # DEPENDENCYPART_GRANDPAR
(33,28),(28,31),-0.168935 # DEPENDENCYPART_GRANDPAR
(33,28),(28,32),-0.231964 # DEPENDENCYPART_GRANDPAR
(33,28),(28,33),-0.461286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(33,28),(28,34),-0.098927 # DEPENDENCYPART_GRANDPAR
(33,28),(28,35),-0.262703 # DEPENDENCYPART_GRANDPAR
(33,29),(29,5),-0.601038 # DEPENDENCYPART_GRANDPAR
(33,29),(29,12),-0.217039 # DEPENDENCYPART_GRANDPAR
(33,29),(29,13),-0.237345 # DEPENDENCYPART_GRANDPAR
(33,29),(29,15),-0.111346 # DEPENDENCYPART_GRANDPAR
(33,29),(29,16),-1.27479 # DEPENDENCYPART_GRANDPAR
(33,29),(29,17),-0.235304 # DEPENDENCYPART_GRANDPAR
(33,29),(29,18),-0.533638 # DEPENDENCYPART_GRANDPAR
(33,29),(29,19),-0.35682 # DEPENDENCYPART_GRANDPAR
(33,29),(29,20),-0.525246 # DEPENDENCYPART_GRANDPAR
(33,29),(29,21),-0.361557 # DEPENDENCYPART_GRANDPAR
(33,29),(29,22),-0.267525 # DEPENDENCYPART_GRANDPAR
(33,29),(29,23),-0.276782 # DEPENDENCYPART_GRANDPAR
(33,29),(29,24),-0.538022 # DEPENDENCYPART_GRANDPAR
(33,29),(29,25),-0.00804465 # DEPENDENCYPART_GRANDPAR
(33,29),(29,26),-0.039117 # DEPENDENCYPART_GRANDPAR
(33,29),(29,27),-0.260837 # DEPENDENCYPART_GRANDPAR
(33,29),(29,28),0.0732571 # DEPENDENCYPART_GRANDPAR
(33,29),(29,31),-0.168935 # DEPENDENCYPART_GRANDPAR
(33,29),(29,32),-0.231964 # DEPENDENCYPART_GRANDPAR
(33,29),(29,34),-0.098927 # DEPENDENCYPART_GRANDPAR
(33,30),(30,16),-1.01348 # DEPENDENCYPART_GRANDPAR
(33,30),(30,22),-0.312834 # DEPENDENCYPART_GRANDPAR
(33,30),(30,25),0.0394008 # DEPENDENCYPART_GRANDPAR
(33,30),(30,26),-0.0774656 # DEPENDENCYPART_GRANDPAR
(33,30),(30,27),-0.0318595 # DEPENDENCYPART_GRANDPAR
(33,30),(30,28),-0.00951277 # DEPENDENCYPART_GRANDPAR
(33,30),(30,29),-0.180159 # DEPENDENCYPART_GRANDPAR
(33,31),(31,18),-0.389072 # DEPENDENCYPART_GRANDPAR
(33,31),(31,24),-0.0358966 # DEPENDENCYPART_GRANDPAR
(33,31),(31,26),-0.033609 # DEPENDENCYPART_GRANDPAR
(33,31),(31,27),-0.0379143 # DEPENDENCYPART_GRANDPAR
(33,31),(31,28),-0.157082 # DEPENDENCYPART_GRANDPAR
(33,31),(31,29),-0.327728 # DEPENDENCYPART_GRANDPAR
(33,31),(31,30),-0.113456 # DEPENDENCYPART_GRANDPAR
(33,31),(31,32),0.0134273 # DEPENDENCYPART_GRANDPAR
(33,31),(31,33),-0.563537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(33,32),(32,18),-0.368463 # DEPENDENCYPART_GRANDPAR
(33,32),(32,24),-0.0152876 # DEPENDENCYPART_GRANDPAR
(33,32),(32,26),-0.0251409 # DEPENDENCYPART_GRANDPAR
(33,32),(32,27),-0.0294462 # DEPENDENCYPART_GRANDPAR
(33,32),(32,28),-0.148614 # DEPENDENCYPART_GRANDPAR
(33,32),(32,29),-0.31926 # DEPENDENCYPART_GRANDPAR
(33,32),(32,30),-0.0893022 # DEPENDENCYPART_GRANDPAR
(33,32),(32,31),0.217852 # DEPENDENCYPART_GRANDPAR
(33,32),(32,33),-0.563537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(33,32),(32,35),-0.364954 # DEPENDENCYPART_GRANDPAR
(33,34),(34,17),-0.925418 # DEPENDENCYPART_GRANDPAR
(33,34),(34,26),-0.164575 # DEPENDENCYPART_GRANDPAR
(33,34),(34,31),-0.15936 # DEPENDENCYPART_GRANDPAR
(33,34),(34,32),-0.222389 # DEPENDENCYPART_GRANDPAR
(33,34),(34,33),-0.380541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(33,35),(35,19),-0.356228 # DEPENDENCYPART_GRANDPAR
(33,35),(35,25),-0.025063 # DEPENDENCYPART_GRANDPAR
(33,35),(35,27),-0.101502 # DEPENDENCYPART_GRANDPAR
(33,35),(35,28),-0.286469 # DEPENDENCYPART_GRANDPAR
(33,35),(35,29),-0.457115 # DEPENDENCYPART_GRANDPAR
(33,35),(35,30),-0.138926 # DEPENDENCYPART_GRANDPAR
(33,35),(35,31),0.0923993 # DEPENDENCYPART_GRANDPAR
(33,35),(35,32),0.029371 # DEPENDENCYPART_GRANDPAR
(33,35),(35,33),-0.607008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(33,35),(35,34),-0.360262 # DEPENDENCYPART_GRANDPAR
(33,35),(35,36),-0.777811 # DEPENDENCYPART_GRANDPAR
(34,17),(17,11),-0.0434856 # DEPENDENCYPART_GRANDPAR
(34,17),(17,14),-0.450278 # DEPENDENCYPART_GRANDPAR
(34,17),(17,15),-0.278945 # DEPENDENCYPART_GRANDPAR
(34,17),(17,16),1.65432e-05 # DEPENDENCYPART_GRANDPAR
(34,26),(26,6),0.0641681 # DEPENDENCYPART_GRANDPAR
(34,26),(26,9),-0.506293 # DEPENDENCYPART_GRANDPAR
(34,26),(26,10),-0.410851 # DEPENDENCYPART_GRANDPAR
(34,26),(26,11),0.0316169 # DEPENDENCYPART_GRANDPAR
(34,26),(26,20),-0.229856 # DEPENDENCYPART_GRANDPAR
(34,26),(26,21),-0.0614318 # DEPENDENCYPART_GRANDPAR
(34,26),(26,23),-0.417505 # DEPENDENCYPART_GRANDPAR
(34,26),(26,24),0.0327083 # DEPENDENCYPART_GRANDPAR
(34,26),(26,25),0.19714 # DEPENDENCYPART_GRANDPAR
(34,26),(26,28),-0.557573 # DEPENDENCYPART_GRANDPAR
(34,26),(26,34),-0.531413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(34,26),(26,35),-0.186252 # DEPENDENCYPART_GRANDPAR
(34,26),(26,36),-0.336324 # DEPENDENCYPART_GRANDPAR
(34,31),(31,18),-0.656631 # DEPENDENCYPART_GRANDPAR
(34,31),(31,24),-0.0635992 # DEPENDENCYPART_GRANDPAR
(34,31),(31,26),-0.346586 # DEPENDENCYPART_GRANDPAR
(34,31),(31,27),-0.185853 # DEPENDENCYPART_GRANDPAR
(34,31),(31,28),-0.144828 # DEPENDENCYPART_GRANDPAR
(34,31),(31,29),0.0917041 # DEPENDENCYPART_GRANDPAR
(34,31),(31,30),0.221823 # DEPENDENCYPART_GRANDPAR
(34,31),(31,32),0.203056 # DEPENDENCYPART_GRANDPAR
(34,31),(31,33),0.235025 # DEPENDENCYPART_GRANDPAR
(34,32),(32,18),-0.651595 # DEPENDENCYPART_GRANDPAR
(34,32),(32,24),-0.0585635 # DEPENDENCYPART_GRANDPAR
(34,32),(32,26),-0.345919 # DEPENDENCYPART_GRANDPAR
(34,32),(32,27),-0.185186 # DEPENDENCYPART_GRANDPAR
(34,32),(32,28),-0.144161 # DEPENDENCYPART_GRANDPAR
(34,32),(32,29),0.0923714 # DEPENDENCYPART_GRANDPAR
(34,32),(32,30),0.223317 # DEPENDENCYPART_GRANDPAR
(34,32),(32,31),0.273272 # DEPENDENCYPART_GRANDPAR
(34,32),(32,33),0.235025 # DEPENDENCYPART_GRANDPAR
(34,32),(32,35),-0.104616 # DEPENDENCYPART_GRANDPAR
(34,33),(33,19),-0.176795 # DEPENDENCYPART_GRANDPAR
(34,33),(33,22),-0.557345 # DEPENDENCYPART_GRANDPAR
(34,33),(33,24),-0.030232 # DEPENDENCYPART_GRANDPAR
(34,33),(33,25),-0.125332 # DEPENDENCYPART_GRANDPAR
(34,33),(33,26),-0.18224 # DEPENDENCYPART_GRANDPAR
(34,33),(33,27),-0.166174 # DEPENDENCYPART_GRANDPAR
(34,33),(33,28),-0.0899382 # DEPENDENCYPART_GRANDPAR
(34,33),(33,29),0.146594 # DEPENDENCYPART_GRANDPAR
(34,33),(33,30),0.232099 # DEPENDENCYPART_GRANDPAR
(34,33),(33,31),0.321919 # DEPENDENCYPART_GRANDPAR
(34,33),(33,32),0.335373 # DEPENDENCYPART_GRANDPAR
(34,33),(33,34),-0.342732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(34,33),(33,35),-0.0856948 # DEPENDENCYPART_GRANDPAR
(35,19),(19,4),-0.0730429 # DEPENDENCYPART_GRANDPAR
(35,19),(19,11),-1.07222 # DEPENDENCYPART_GRANDPAR
(35,19),(19,14),-0.395774 # DEPENDENCYPART_GRANDPAR
(35,19),(19,15),-0.00388497 # DEPENDENCYPART_GRANDPAR
(35,19),(19,16),-1.21658 # DEPENDENCYPART_GRANDPAR
(35,19),(19,17),-0.688946 # DEPENDENCYPART_GRANDPAR
(35,19),(19,18),-0.413217 # DEPENDENCYPART_GRANDPAR
(35,19),(19,20),-0.772397 # DEPENDENCYPART_GRANDPAR
(35,25),(25,11),-1.06974 # DEPENDENCYPART_GRANDPAR
(35,25),(25,21),-0.285223 # DEPENDENCYPART_GRANDPAR
(35,25),(25,22),-0.448749 # DEPENDENCYPART_GRANDPAR
(35,25),(25,23),-0.439733 # DEPENDENCYPART_GRANDPAR
(35,25),(25,24),-0.0212252 # DEPENDENCYPART_GRANDPAR
(35,27),(27,19),-0.499335 # DEPENDENCYPART_GRANDPAR
(35,27),(27,23),-0.463171 # DEPENDENCYPART_GRANDPAR
(35,27),(27,25),-0.00510893 # DEPENDENCYPART_GRANDPAR
(35,27),(27,26),-0.241621 # DEPENDENCYPART_GRANDPAR
(35,27),(27,31),-0.136068 # DEPENDENCYPART_GRANDPAR
(35,28),(28,19),-0.580995 # DEPENDENCYPART_GRANDPAR
(35,28),(28,24),-0.540014 # DEPENDENCYPART_GRANDPAR
(35,28),(28,25),-0.0711634 # DEPENDENCYPART_GRANDPAR
(35,28),(28,26),-0.199746 # DEPENDENCYPART_GRANDPAR
(35,28),(28,27),-0.499557 # DEPENDENCYPART_GRANDPAR
(35,28),(28,29),-0.533757 # DEPENDENCYPART_GRANDPAR
(35,28),(28,31),-0.356549 # DEPENDENCYPART_GRANDPAR
(35,28),(28,32),-0.490531 # DEPENDENCYPART_GRANDPAR
(35,28),(28,33),-0.348627 # DEPENDENCYPART_GRANDPAR
(35,28),(28,34),-0.242489 # DEPENDENCYPART_GRANDPAR
(35,28),(28,35),-0.579753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(35,29),(29,5),-0.817455 # DEPENDENCYPART_GRANDPAR
(35,29),(29,12),-0.397457 # DEPENDENCYPART_GRANDPAR
(35,29),(29,13),-0.450136 # DEPENDENCYPART_GRANDPAR
(35,29),(29,15),-0.151586 # DEPENDENCYPART_GRANDPAR
(35,29),(29,16),-1.58126 # DEPENDENCYPART_GRANDPAR
(35,29),(29,17),-0.428704 # DEPENDENCYPART_GRANDPAR
(35,29),(29,18),-0.571966 # DEPENDENCYPART_GRANDPAR
(35,29),(29,19),-0.580995 # DEPENDENCYPART_GRANDPAR
(35,29),(29,20),-0.493416 # DEPENDENCYPART_GRANDPAR
(35,29),(29,21),-0.446169 # DEPENDENCYPART_GRANDPAR
(35,29),(29,22),-0.429304 # DEPENDENCYPART_GRANDPAR
(35,29),(29,23),-0.216889 # DEPENDENCYPART_GRANDPAR
(35,29),(29,24),-0.540014 # DEPENDENCYPART_GRANDPAR
(35,29),(29,25),-0.0711634 # DEPENDENCYPART_GRANDPAR
(35,29),(29,26),-0.199746 # DEPENDENCYPART_GRANDPAR
(35,29),(29,27),-0.499557 # DEPENDENCYPART_GRANDPAR
(35,29),(29,28),0.092886 # DEPENDENCYPART_GRANDPAR
(35,29),(29,31),-0.356549 # DEPENDENCYPART_GRANDPAR
(35,29),(29,32),-0.490531 # DEPENDENCYPART_GRANDPAR
(35,29),(29,34),-0.242489 # DEPENDENCYPART_GRANDPAR
(35,30),(30,16),-1.31995 # DEPENDENCYPART_GRANDPAR
(35,30),(30,22),-0.474614 # DEPENDENCYPART_GRANDPAR
(35,30),(30,25),-0.0237179 # DEPENDENCYPART_GRANDPAR
(35,30),(30,26),-0.238095 # DEPENDENCYPART_GRANDPAR
(35,30),(30,27),-0.270579 # DEPENDENCYPART_GRANDPAR
(35,30),(30,28),0.0101161 # DEPENDENCYPART_GRANDPAR
(35,30),(30,29),-0.111079 # DEPENDENCYPART_GRANDPAR
(35,31),(31,18),-0.4274 # DEPENDENCYPART_GRANDPAR
(35,31),(31,24),-0.0378891 # DEPENDENCYPART_GRANDPAR
(35,31),(31,26),-0.194238 # DEPENDENCYPART_GRANDPAR
(35,31),(31,27),-0.276634 # DEPENDENCYPART_GRANDPAR
(35,31),(31,28),-0.137453 # DEPENDENCYPART_GRANDPAR
(35,31),(31,29),-0.258649 # DEPENDENCYPART_GRANDPAR
(35,31),(31,30),-0.169312 # DEPENDENCYPART_GRANDPAR
(35,31),(31,32),-0.24514 # DEPENDENCYPART_GRANDPAR
(35,31),(31,33),-0.122161 # DEPENDENCYPART_GRANDPAR
(35,32),(32,18),-0.406791 # DEPENDENCYPART_GRANDPAR
(35,32),(32,24),-0.0172801 # DEPENDENCYPART_GRANDPAR
(35,32),(32,26),-0.18577 # DEPENDENCYPART_GRANDPAR
(35,32),(32,27),-0.268166 # DEPENDENCYPART_GRANDPAR
(35,32),(32,28),-0.128985 # DEPENDENCYPART_GRANDPAR
(35,32),(32,29),-0.25018 # DEPENDENCYPART_GRANDPAR
(35,32),(32,30),-0.145158 # DEPENDENCYPART_GRANDPAR
(35,32),(32,31),0.0302381 # DEPENDENCYPART_GRANDPAR
(35,32),(32,33),-0.122161 # DEPENDENCYPART_GRANDPAR
(35,32),(32,35),-0.682004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(35,33),(33,19),-0.580995 # DEPENDENCYPART_GRANDPAR
(35,33),(33,22),-0.429304 # DEPENDENCYPART_GRANDPAR
(35,33),(33,24),-0.540014 # DEPENDENCYPART_GRANDPAR
(35,33),(33,25),-0.0711634 # DEPENDENCYPART_GRANDPAR
(35,33),(33,26),-0.199746 # DEPENDENCYPART_GRANDPAR
(35,33),(33,27),-0.499557 # DEPENDENCYPART_GRANDPAR
(35,33),(33,28),0.092886 # DEPENDENCYPART_GRANDPAR
(35,33),(33,29),-0.0283093 # DEPENDENCYPART_GRANDPAR
(35,33),(33,30),-0.664406 # DEPENDENCYPART_GRANDPAR
(35,33),(33,31),-0.102894 # DEPENDENCYPART_GRANDPAR
(35,33),(33,32),-0.217757 # DEPENDENCYPART_GRANDPAR
(35,33),(33,34),-0.242489 # DEPENDENCYPART_GRANDPAR
(35,33),(33,35),-0.579753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(35,34),(34,17),-0.688946 # DEPENDENCYPART_GRANDPAR
(35,34),(34,26),-0.187148 # DEPENDENCYPART_GRANDPAR
(35,34),(34,31),0.0289177 # DEPENDENCYPART_GRANDPAR
(35,34),(34,32),-0.091358 # DEPENDENCYPART_GRANDPAR
(35,34),(34,33),-0.0664283 # DEPENDENCYPART_GRANDPAR
