# _root_ Bilimsel_Devrim boyunca alanını din aleyhine gittikçe _ _ genişleterek , dinin _ eskisine göre çok daha dar bir alana _ _ hapsedilmesine _ yol_açan bilimin kendisi de , bugün kendi alanına _ hapsedilmiştir .
#goldHeads=2,8,8,5,8,8,8,9,21,0,21,13,14,21,16,17,19,19,21,21,22,23,24,25,26,33,26,0,32,31,33,33,34,0,
#predictedHeads=2,8,8,5,8,8,8,9,23,0,13,13,14,19,16,17,19,19,21,21,22,23,24,25,26,28,26,0,33,31,33,33,34,0,
(31,29),(29,24),-0.391656 # DEPENDENCYPART_GRANDPAR
(31,29),(29,25),-0.249085 # DEPENDENCYPART_GRANDPAR
(31,29),(29,26),-0.434878 # DEPENDENCYPART_GRANDPAR
(31,29),(29,27),-0.468956 # DEPENDENCYPART_GRANDPAR
(31,29),(29,28),-0.464417 # DEPENDENCYPART_GRANDPAR
(31,29),(29,31),-0.633876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,29),(29,32),-0.340432 # DEPENDENCYPART_GRANDPAR
(31,30),(30,24),-0.42605 # DEPENDENCYPART_GRANDPAR
(31,30),(30,29),-0.0584773 # DEPENDENCYPART_GRANDPAR
(31,32),(32,2),-0.44677 # DEPENDENCYPART_GRANDPAR
(31,32),(32,19),-0.242544 # DEPENDENCYPART_GRANDPAR
(31,32),(32,22),-0.287318 # DEPENDENCYPART_GRANDPAR
(31,32),(32,23),-0.677472 # DEPENDENCYPART_GRANDPAR
(31,32),(32,24),-0.565551 # DEPENDENCYPART_GRANDPAR
(31,32),(32,25),-0.367364 # DEPENDENCYPART_GRANDPAR
(31,32),(32,26),-0.507284 # DEPENDENCYPART_GRANDPAR
(31,32),(32,27),-0.163054 # DEPENDENCYPART_GRANDPAR
(31,32),(32,28),-0.459292 # DEPENDENCYPART_GRANDPAR
(31,32),(32,29),-0.119182 # DEPENDENCYPART_GRANDPAR
(31,32),(32,30),-0.220186 # DEPENDENCYPART_GRANDPAR
(31,32),(32,31),-0.60997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,32),(32,33),-0.277676 # DEPENDENCYPART_GRANDPAR
(32,2),(2,1),-0.217287 # DEPENDENCYPART_GRANDPAR
(32,2),(2,3),-0.578364 # DEPENDENCYPART_GRANDPAR
(32,2),(2,4),-0.255928 # DEPENDENCYPART_GRANDPAR
(32,19),(19,10),-0.318542 # DEPENDENCYPART_GRANDPAR
(32,19),(19,11),-0.149218 # DEPENDENCYPART_GRANDPAR
(32,19),(19,12),-0.323057 # DEPENDENCYPART_GRANDPAR
(32,19),(19,13),-0.0358374 # DEPENDENCYPART_GRANDPAR
(32,19),(19,14),-0.412169 # DEPENDENCYPART_GRANDPAR
(32,19),(19,15),-0.436174 # DEPENDENCYPART_GRANDPAR
(32,19),(19,16),-0.438164 # DEPENDENCYPART_GRANDPAR
(32,19),(19,17),0.0409649 # DEPENDENCYPART_GRANDPAR
(32,19),(19,18),0.22277 # DEPENDENCYPART_GRANDPAR
(32,19),(19,20),-0.427367 # DEPENDENCYPART_GRANDPAR
(32,19),(19,21),-0.298859 # DEPENDENCYPART_GRANDPAR
(32,22),(22,4),-0.0868611 # DEPENDENCYPART_GRANDPAR
(32,22),(22,5),-0.468932 # DEPENDENCYPART_GRANDPAR
(32,22),(22,10),-0.352176 # DEPENDENCYPART_GRANDPAR
(32,22),(22,11),-0.199531 # DEPENDENCYPART_GRANDPAR
(32,22),(22,12),-0.403748 # DEPENDENCYPART_GRANDPAR
(32,22),(22,13),-0.0861507 # DEPENDENCYPART_GRANDPAR
(32,22),(22,15),-0.468855 # DEPENDENCYPART_GRANDPAR
(32,22),(22,16),-0.470844 # DEPENDENCYPART_GRANDPAR
(32,22),(22,17),-0.0400295 # DEPENDENCYPART_GRANDPAR
(32,22),(22,18),0.159837 # DEPENDENCYPART_GRANDPAR
(32,22),(22,19),-0.42007 # DEPENDENCYPART_GRANDPAR
(32,22),(22,20),-0.373555 # DEPENDENCYPART_GRANDPAR
(32,22),(22,21),-0.245048 # DEPENDENCYPART_GRANDPAR
(32,23),(23,1),-0.351113 # DEPENDENCYPART_GRANDPAR
(32,23),(23,2),-1.12621 # DEPENDENCYPART_GRANDPAR
(32,23),(23,4),-0.220681 # DEPENDENCYPART_GRANDPAR
(32,23),(23,5),-0.612822 # DEPENDENCYPART_GRANDPAR
(32,23),(23,9),-0.768545 # DEPENDENCYPART_GRANDPAR
(32,23),(23,11),-0.298495 # DEPENDENCYPART_GRANDPAR
(32,23),(23,12),-0.562497 # DEPENDENCYPART_GRANDPAR
(32,23),(23,13),-0.207332 # DEPENDENCYPART_GRANDPAR
(32,23),(23,14),-0.716892 # DEPENDENCYPART_GRANDPAR
(32,23),(23,15),-0.690722 # DEPENDENCYPART_GRANDPAR
(32,23),(23,16),-0.800691 # DEPENDENCYPART_GRANDPAR
(32,23),(23,17),-0.581682 # DEPENDENCYPART_GRANDPAR
(32,23),(23,18),-0.199824 # DEPENDENCYPART_GRANDPAR
(32,23),(23,19),-0.522534 # DEPENDENCYPART_GRANDPAR
(32,23),(23,20),-0.150306 # DEPENDENCYPART_GRANDPAR
(32,23),(23,21),-0.0217992 # DEPENDENCYPART_GRANDPAR
(32,23),(23,22),-0.407622 # DEPENDENCYPART_GRANDPAR
(32,23),(23,25),-0.567243 # DEPENDENCYPART_GRANDPAR
(32,23),(23,26),-0.309806 # DEPENDENCYPART_GRANDPAR
(32,23),(23,27),0.238544 # DEPENDENCYPART_GRANDPAR
(32,23),(23,28),-0.550642 # DEPENDENCYPART_GRANDPAR
(32,23),(23,29),-0.382555 # DEPENDENCYPART_GRANDPAR
(32,23),(23,30),-0.0336286 # DEPENDENCYPART_GRANDPAR
(32,23),(23,31),-0.37435 # DEPENDENCYPART_GRANDPAR
(32,23),(23,32),-0.561599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,23),(23,33),-0.257088 # DEPENDENCYPART_GRANDPAR
(32,24),(24,2),-0.914839 # DEPENDENCYPART_GRANDPAR
(32,24),(24,14),-0.461357 # DEPENDENCYPART_GRANDPAR
(32,24),(24,19),-0.467578 # DEPENDENCYPART_GRANDPAR
(32,24),(24,22),-0.338572 # DEPENDENCYPART_GRANDPAR
(32,24),(24,23),-0.312423 # DEPENDENCYPART_GRANDPAR
(32,25),(25,11),-0.233378 # DEPENDENCYPART_GRANDPAR
(32,25),(25,12),-0.427508 # DEPENDENCYPART_GRANDPAR
(32,25),(25,14),-0.465056 # DEPENDENCYPART_GRANDPAR
(32,25),(25,16),-0.485874 # DEPENDENCYPART_GRANDPAR
(32,25),(25,17),-0.0637898 # DEPENDENCYPART_GRANDPAR
(32,25),(25,18),0.14439 # DEPENDENCYPART_GRANDPAR
(32,25),(25,19),-0.453917 # DEPENDENCYPART_GRANDPAR
(32,25),(25,20),-0.388585 # DEPENDENCYPART_GRANDPAR
(32,25),(25,21),-0.260078 # DEPENDENCYPART_GRANDPAR
(32,25),(25,22),-0.320288 # DEPENDENCYPART_GRANDPAR
(32,25),(25,23),-0.467946 # DEPENDENCYPART_GRANDPAR
(32,25),(25,24),0.123536 # DEPENDENCYPART_GRANDPAR
(32,25),(25,27),0.348743 # DEPENDENCYPART_GRANDPAR
(32,25),(25,28),-0.478815 # DEPENDENCYPART_GRANDPAR
(32,25),(25,29),-0.143533 # DEPENDENCYPART_GRANDPAR
(32,25),(25,31),-0.129762 # DEPENDENCYPART_GRANDPAR
(32,25),(25,33),-0.368692 # DEPENDENCYPART_GRANDPAR
(32,26),(26,24),0.143389 # DEPENDENCYPART_GRANDPAR
(32,26),(26,25),-0.11513 # DEPENDENCYPART_GRANDPAR
(32,26),(26,27),0.304988 # DEPENDENCYPART_GRANDPAR
(32,27),(27,20),-0.095649 # DEPENDENCYPART_GRANDPAR
(32,27),(27,21),0.0328582 # DEPENDENCYPART_GRANDPAR
(32,27),(27,23),-0.17501 # DEPENDENCYPART_GRANDPAR
(32,27),(27,25),-0.238494 # DEPENDENCYPART_GRANDPAR
(32,27),(27,29),-0.278657 # DEPENDENCYPART_GRANDPAR
(32,28),(28,7),-0.298463 # DEPENDENCYPART_GRANDPAR
(32,28),(28,8),-0.296875 # DEPENDENCYPART_GRANDPAR
(32,28),(28,12),-0.60723 # DEPENDENCYPART_GRANDPAR
(32,28),(28,17),0.0537728 # DEPENDENCYPART_GRANDPAR
(32,28),(28,18),0.129767 # DEPENDENCYPART_GRANDPAR
(32,28),(28,19),-0.338294 # DEPENDENCYPART_GRANDPAR
(32,28),(28,20),-0.157205 # DEPENDENCYPART_GRANDPAR
(32,28),(28,21),-0.0286978 # DEPENDENCYPART_GRANDPAR
(32,28),(28,22),-0.206293 # DEPENDENCYPART_GRANDPAR
(32,28),(28,23),-0.236566 # DEPENDENCYPART_GRANDPAR
(32,28),(28,24),0.241801 # DEPENDENCYPART_GRANDPAR
(32,28),(28,25),-0.0904022 # DEPENDENCYPART_GRANDPAR
(32,28),(28,26),-0.219916 # DEPENDENCYPART_GRANDPAR
(32,28),(28,27),-0.0715417 # DEPENDENCYPART_GRANDPAR
(32,28),(28,29),-0.398139 # DEPENDENCYPART_GRANDPAR
(32,28),(28,31),-0.387248 # DEPENDENCYPART_GRANDPAR
(32,28),(28,32),-0.634532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,28),(28,33),-0.35142 # DEPENDENCYPART_GRANDPAR
(32,28),(28,34),-0.331779 # DEPENDENCYPART_GRANDPAR
(32,29),(29,22),-0.309559 # DEPENDENCYPART_GRANDPAR
(32,29),(29,23),-0.476472 # DEPENDENCYPART_GRANDPAR
(32,29),(29,24),0.131359 # DEPENDENCYPART_GRANDPAR
(32,29),(29,25),-0.173585 # DEPENDENCYPART_GRANDPAR
(32,29),(29,26),-0.250256 # DEPENDENCYPART_GRANDPAR
(32,29),(29,27),-0.237069 # DEPENDENCYPART_GRANDPAR
(32,29),(29,28),-0.255636 # DEPENDENCYPART_GRANDPAR
(32,29),(29,31),-0.131601 # DEPENDENCYPART_GRANDPAR
(32,29),(29,32),-0.663911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,30),(30,24),0.131313 # DEPENDENCYPART_GRANDPAR
(32,30),(30,29),0.0354858 # DEPENDENCYPART_GRANDPAR
(32,31),(31,22),-0.282886 # DEPENDENCYPART_GRANDPAR
(32,31),(31,24),0.143924 # DEPENDENCYPART_GRANDPAR
(32,31),(31,25),-0.144445 # DEPENDENCYPART_GRANDPAR
(32,31),(31,27),-0.220726 # DEPENDENCYPART_GRANDPAR
(32,31),(31,28),-0.235642 # DEPENDENCYPART_GRANDPAR
(32,31),(31,29),-0.0456509 # DEPENDENCYPART_GRANDPAR
(32,31),(31,30),0.159642 # DEPENDENCYPART_GRANDPAR
(32,31),(31,32),-0.66385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,33),(33,1),-0.62921 # DEPENDENCYPART_GRANDPAR
(32,33),(33,2),-1.14762 # DEPENDENCYPART_GRANDPAR
(32,33),(33,3),-0.814016 # DEPENDENCYPART_GRANDPAR
(32,33),(33,4),-0.492536 # DEPENDENCYPART_GRANDPAR
(32,33),(33,5),-0.869474 # DEPENDENCYPART_GRANDPAR
(32,33),(33,6),-0.976605 # DEPENDENCYPART_GRANDPAR
(32,33),(33,7),-0.828574 # DEPENDENCYPART_GRANDPAR
(32,33),(33,8),-0.826987 # DEPENDENCYPART_GRANDPAR
(32,33),(33,9),-0.796566 # DEPENDENCYPART_GRANDPAR
(32,33),(33,10),-0.567264 # DEPENDENCYPART_GRANDPAR
(32,33),(33,11),-0.597401 # DEPENDENCYPART_GRANDPAR
(32,33),(33,13),-0.473745 # DEPENDENCYPART_GRANDPAR
(32,33),(33,14),-0.697251 # DEPENDENCYPART_GRANDPAR
(32,33),(33,15),-0.663357 # DEPENDENCYPART_GRANDPAR
(32,33),(33,16),-0.620528 # DEPENDENCYPART_GRANDPAR
(32,33),(33,17),-0.316978 # DEPENDENCYPART_GRANDPAR
(32,33),(33,19),-0.801101 # DEPENDENCYPART_GRANDPAR
(32,33),(33,20),-0.687317 # DEPENDENCYPART_GRANDPAR
(32,33),(33,21),-0.558809 # DEPENDENCYPART_GRANDPAR
(32,33),(33,22),-0.674035 # DEPENDENCYPART_GRANDPAR
(32,33),(33,23),-0.766677 # DEPENDENCYPART_GRANDPAR
(32,33),(33,24),-0.129395 # DEPENDENCYPART_GRANDPAR
(32,33),(33,25),-0.573011 # DEPENDENCYPART_GRANDPAR
(32,33),(33,26),-0.43133 # DEPENDENCYPART_GRANDPAR
(32,33),(33,27),-0.0164373 # DEPENDENCYPART_GRANDPAR
(32,33),(33,28),-0.449669 # DEPENDENCYPART_GRANDPAR
(32,33),(33,29),-0.373014 # DEPENDENCYPART_GRANDPAR
(32,33),(33,30),-0.157421 # DEPENDENCYPART_GRANDPAR
(32,33),(33,31),-0.380019 # DEPENDENCYPART_GRANDPAR
(32,33),(33,32),-0.58121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(33,1),(1,3),-0.745582 # DEPENDENCYPART_GRANDPAR
(33,2),(2,1),-0.323163 # DEPENDENCYPART_GRANDPAR
(33,2),(2,3),-0.755683 # DEPENDENCYPART_GRANDPAR
(33,2),(2,4),-0.392221 # DEPENDENCYPART_GRANDPAR
(33,3),(3,1),-0.324294 # DEPENDENCYPART_GRANDPAR
(33,3),(3,2),-0.327503 # DEPENDENCYPART_GRANDPAR
(33,3),(3,18),-0.301894 # DEPENDENCYPART_GRANDPAR
(33,4),(4,1),-0.306874 # DEPENDENCYPART_GRANDPAR
(33,4),(4,2),-0.31561 # DEPENDENCYPART_GRANDPAR
(33,4),(4,3),-0.614205 # DEPENDENCYPART_GRANDPAR
(33,4),(4,6),-0.546934 # DEPENDENCYPART_GRANDPAR
(33,5),(5,1),-0.315303 # DEPENDENCYPART_GRANDPAR
(33,5),(5,2),-0.32865 # DEPENDENCYPART_GRANDPAR
(33,5),(5,3),-0.622635 # DEPENDENCYPART_GRANDPAR
(33,5),(5,4),-0.248377 # DEPENDENCYPART_GRANDPAR
(33,5),(5,6),-0.546933 # DEPENDENCYPART_GRANDPAR
(33,5),(5,7),-0.689896 # DEPENDENCYPART_GRANDPAR
(33,5),(5,18),-0.299689 # DEPENDENCYPART_GRANDPAR
(33,6),(6,3),-0.59897 # DEPENDENCYPART_GRANDPAR
(33,6),(6,4),-0.232016 # DEPENDENCYPART_GRANDPAR
(33,6),(6,5),-0.511585 # DEPENDENCYPART_GRANDPAR
(33,7),(7,1),-0.274992 # DEPENDENCYPART_GRANDPAR
(33,7),(7,2),-0.39048 # DEPENDENCYPART_GRANDPAR
(33,7),(7,3),-0.57258 # DEPENDENCYPART_GRANDPAR
(33,7),(7,4),-0.21661 # DEPENDENCYPART_GRANDPAR
(33,7),(7,5),-0.505423 # DEPENDENCYPART_GRANDPAR
(33,7),(7,6),-0.48754 # DEPENDENCYPART_GRANDPAR
(33,7),(7,20),-0.558969 # DEPENDENCYPART_GRANDPAR
(33,7),(7,21),-0.50258 # DEPENDENCYPART_GRANDPAR
(33,7),(7,26),-0.406715 # DEPENDENCYPART_GRANDPAR
(33,7),(7,30),-0.114703 # DEPENDENCYPART_GRANDPAR
(33,8),(8,1),-0.274992 # DEPENDENCYPART_GRANDPAR
(33,8),(8,2),-0.39048 # DEPENDENCYPART_GRANDPAR
(33,8),(8,3),-0.57258 # DEPENDENCYPART_GRANDPAR
(33,8),(8,4),-0.21661 # DEPENDENCYPART_GRANDPAR
(33,8),(8,5),-0.505423 # DEPENDENCYPART_GRANDPAR
(33,8),(8,6),-0.48754 # DEPENDENCYPART_GRANDPAR
(33,8),(8,7),-0.454843 # DEPENDENCYPART_GRANDPAR
(33,8),(8,26),-0.406715 # DEPENDENCYPART_GRANDPAR
(33,8),(8,30),-0.114703 # DEPENDENCYPART_GRANDPAR
(33,9),(9,1),-0.300015 # DEPENDENCYPART_GRANDPAR
(33,9),(9,3),-0.59897 # DEPENDENCYPART_GRANDPAR
(33,9),(9,4),-0.232016 # DEPENDENCYPART_GRANDPAR
(33,9),(9,5),-0.511585 # DEPENDENCYPART_GRANDPAR
(33,9),(9,6),-0.411621 # DEPENDENCYPART_GRANDPAR
(33,9),(9,8),-0.445216 # DEPENDENCYPART_GRANDPAR
(33,10),(10,5),-0.541229 # DEPENDENCYPART_GRANDPAR
(33,10),(10,7),-0.423466 # DEPENDENCYPART_GRANDPAR
(33,10),(10,8),-0.582746 # DEPENDENCYPART_GRANDPAR
(33,10),(10,9),-0.436227 # DEPENDENCYPART_GRANDPAR
(33,10),(10,21),-0.670187 # DEPENDENCYPART_GRANDPAR
(33,10),(10,33),-0.405982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(33,11),(11,8),-0.741173 # DEPENDENCYPART_GRANDPAR
(33,11),(11,10),-0.165187 # DEPENDENCYPART_GRANDPAR
(33,11),(11,12),-0.56611 # DEPENDENCYPART_GRANDPAR
(33,11),(11,18),-0.299689 # DEPENDENCYPART_GRANDPAR
(33,13),(13,5),-0.520351 # DEPENDENCYPART_GRANDPAR
(33,13),(13,6),-0.465852 # DEPENDENCYPART_GRANDPAR
(33,13),(13,7),-0.589175 # DEPENDENCYPART_GRANDPAR
(33,13),(13,8),-0.748455 # DEPENDENCYPART_GRANDPAR
(33,13),(13,9),-0.567069 # DEPENDENCYPART_GRANDPAR
(33,13),(13,10),-0.172469 # DEPENDENCYPART_GRANDPAR
(33,13),(13,11),-0.261963 # DEPENDENCYPART_GRANDPAR
(33,13),(13,12),-0.47747 # DEPENDENCYPART_GRANDPAR
(33,13),(13,15),-0.356773 # DEPENDENCYPART_GRANDPAR
(33,14),(14,6),-0.493394 # DEPENDENCYPART_GRANDPAR
(33,14),(14,9),-0.595826 # DEPENDENCYPART_GRANDPAR
(33,14),(14,10),-0.288457 # DEPENDENCYPART_GRANDPAR
(33,14),(14,11),-0.333864 # DEPENDENCYPART_GRANDPAR
(33,14),(14,12),-0.603766 # DEPENDENCYPART_GRANDPAR
(33,14),(14,13),-0.170347 # DEPENDENCYPART_GRANDPAR
(33,15),(15,12),-0.286754 # DEPENDENCYPART_GRANDPAR
(33,15),(15,13),-0.106278 # DEPENDENCYPART_GRANDPAR
(33,15),(15,14),0.19393 # DEPENDENCYPART_GRANDPAR
(33,15),(15,16),-0.328738 # DEPENDENCYPART_GRANDPAR
(33,16),(16,9),-0.424653 # DEPENDENCYPART_GRANDPAR
(33,16),(16,13),-0.0548088 # DEPENDENCYPART_GRANDPAR
(33,16),(16,14),0.175287 # DEPENDENCYPART_GRANDPAR
(33,16),(16,15),-0.0517029 # DEPENDENCYPART_GRANDPAR
(33,17),(17,7),-0.494043 # DEPENDENCYPART_GRANDPAR
(33,17),(17,8),-0.653323 # DEPENDENCYPART_GRANDPAR
(33,17),(17,10),-0.262268 # DEPENDENCYPART_GRANDPAR
(33,17),(17,13),-0.125512 # DEPENDENCYPART_GRANDPAR
(33,17),(17,14),0.159234 # DEPENDENCYPART_GRANDPAR
(33,17),(17,15),-0.201107 # DEPENDENCYPART_GRANDPAR
(33,17),(17,16),-0.108104 # DEPENDENCYPART_GRANDPAR
(33,17),(17,19),-0.531764 # DEPENDENCYPART_GRANDPAR
(33,17),(17,29),-0.370815 # DEPENDENCYPART_GRANDPAR
(33,17),(17,31),-0.225 # DEPENDENCYPART_GRANDPAR
(33,19),(19,10),-0.150254 # DEPENDENCYPART_GRANDPAR
(33,19),(19,11),-0.222989 # DEPENDENCYPART_GRANDPAR
(33,19),(19,12),-0.415794 # DEPENDENCYPART_GRANDPAR
(33,19),(19,13),-0.0594644 # DEPENDENCYPART_GRANDPAR
(33,19),(19,14),0.170964 # DEPENDENCYPART_GRANDPAR
(33,19),(19,15),-0.270034 # DEPENDENCYPART_GRANDPAR
(33,19),(19,16),-0.175901 # DEPENDENCYPART_GRANDPAR
(33,19),(19,17),0.0405924 # DEPENDENCYPART_GRANDPAR
(33,19),(19,18),-0.0186711 # DEPENDENCYPART_GRANDPAR
(33,19),(19,20),-0.319225 # DEPENDENCYPART_GRANDPAR
(33,19),(19,21),-0.262837 # DEPENDENCYPART_GRANDPAR
(33,20),(20,9),-0.593536 # DEPENDENCYPART_GRANDPAR
(33,20),(20,11),-0.211222 # DEPENDENCYPART_GRANDPAR
(33,20),(20,13),-0.0647733 # DEPENDENCYPART_GRANDPAR
(33,20),(20,14),0.0226675 # DEPENDENCYPART_GRANDPAR
(33,20),(20,15),-0.369868 # DEPENDENCYPART_GRANDPAR
(33,20),(20,16),-0.395781 # DEPENDENCYPART_GRANDPAR
(33,20),(20,17),-0.226232 # DEPENDENCYPART_GRANDPAR
(33,20),(20,18),-0.271134 # DEPENDENCYPART_GRANDPAR
(33,20),(20,19),-0.277084 # DEPENDENCYPART_GRANDPAR
(33,20),(20,22),-0.62286 # DEPENDENCYPART_GRANDPAR
(33,20),(20,23),-0.379954 # DEPENDENCYPART_GRANDPAR
(33,20),(20,25),-0.469916 # DEPENDENCYPART_GRANDPAR
(33,20),(20,26),-0.406715 # DEPENDENCYPART_GRANDPAR
(33,20),(20,28),-0.1703 # DEPENDENCYPART_GRANDPAR
(33,20),(20,30),-0.114703 # DEPENDENCYPART_GRANDPAR
(33,20),(20,31),-0.394424 # DEPENDENCYPART_GRANDPAR
(33,20),(20,33),-0.33418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(33,21),(21,1),-0.274992 # DEPENDENCYPART_GRANDPAR
(33,21),(21,2),-0.39048 # DEPENDENCYPART_GRANDPAR
(33,21),(21,3),-0.57258 # DEPENDENCYPART_GRANDPAR
(33,21),(21,4),-0.21661 # DEPENDENCYPART_GRANDPAR
(33,21),(21,5),-0.505423 # DEPENDENCYPART_GRANDPAR
(33,21),(21,6),-0.48754 # DEPENDENCYPART_GRANDPAR
(33,21),(21,7),-0.454843 # DEPENDENCYPART_GRANDPAR
(33,21),(21,8),-0.614123 # DEPENDENCYPART_GRANDPAR
(33,21),(21,9),-0.593536 # DEPENDENCYPART_GRANDPAR
(33,21),(21,10),-0.166081 # DEPENDENCYPART_GRANDPAR
(33,21),(21,11),-0.211222 # DEPENDENCYPART_GRANDPAR
(33,21),(21,12),-0.40751 # DEPENDENCYPART_GRANDPAR
(33,21),(21,13),-0.0647733 # DEPENDENCYPART_GRANDPAR
(33,21),(21,14),0.0226675 # DEPENDENCYPART_GRANDPAR
(33,21),(21,15),-0.369868 # DEPENDENCYPART_GRANDPAR
(33,21),(21,16),-0.395781 # DEPENDENCYPART_GRANDPAR
(33,21),(21,17),-0.226232 # DEPENDENCYPART_GRANDPAR
(33,21),(21,18),-0.271134 # DEPENDENCYPART_GRANDPAR
(33,21),(21,19),-0.277084 # DEPENDENCYPART_GRANDPAR
(33,21),(21,20),-0.0868785 # DEPENDENCYPART_GRANDPAR
(33,21),(21,22),-0.62286 # DEPENDENCYPART_GRANDPAR
(33,21),(21,23),-0.379954 # DEPENDENCYPART_GRANDPAR
(33,21),(21,26),-0.406715 # DEPENDENCYPART_GRANDPAR
(33,21),(21,28),-0.1703 # DEPENDENCYPART_GRANDPAR
(33,21),(21,30),-0.114703 # DEPENDENCYPART_GRANDPAR
(33,21),(21,31),-0.394424 # DEPENDENCYPART_GRANDPAR
(33,22),(22,4),-0.241037 # DEPENDENCYPART_GRANDPAR
(33,22),(22,5),-0.520351 # DEPENDENCYPART_GRANDPAR
(33,22),(22,10),-0.172469 # DEPENDENCYPART_GRANDPAR
(33,22),(22,11),-0.261963 # DEPENDENCYPART_GRANDPAR
(33,22),(22,12),-0.47747 # DEPENDENCYPART_GRANDPAR
(33,22),(22,13),-0.0984391 # DEPENDENCYPART_GRANDPAR
(33,22),(22,15),-0.292404 # DEPENDENCYPART_GRANDPAR
(33,22),(22,16),-0.198272 # DEPENDENCYPART_GRANDPAR
(33,22),(22,17),-0.021387 # DEPENDENCYPART_GRANDPAR
(33,22),(22,18),-0.0651699 # DEPENDENCYPART_GRANDPAR
(33,22),(22,19),-0.328563 # DEPENDENCYPART_GRANDPAR
(33,22),(22,20),-0.22121 # DEPENDENCYPART_GRANDPAR
(33,22),(22,21),-0.164821 # DEPENDENCYPART_GRANDPAR
(33,23),(23,1),-0.274992 # DEPENDENCYPART_GRANDPAR
(33,23),(23,2),-0.39048 # DEPENDENCYPART_GRANDPAR
(33,23),(23,4),-0.21661 # DEPENDENCYPART_GRANDPAR
(33,23),(23,5),-0.505423 # DEPENDENCYPART_GRANDPAR
(33,23),(23,9),-0.593536 # DEPENDENCYPART_GRANDPAR
(33,23),(23,11),-0.211222 # DEPENDENCYPART_GRANDPAR
(33,23),(23,12),-0.40751 # DEPENDENCYPART_GRANDPAR
(33,23),(23,13),-0.0647733 # DEPENDENCYPART_GRANDPAR
(33,23),(23,14),0.0226675 # DEPENDENCYPART_GRANDPAR
(33,23),(23,15),-0.369868 # DEPENDENCYPART_GRANDPAR
(33,23),(23,16),-0.395781 # DEPENDENCYPART_GRANDPAR
(33,23),(23,17),-0.226232 # DEPENDENCYPART_GRANDPAR
(33,23),(23,18),-0.271134 # DEPENDENCYPART_GRANDPAR
(33,23),(23,19),-0.277084 # DEPENDENCYPART_GRANDPAR
(33,23),(23,20),-0.0868785 # DEPENDENCYPART_GRANDPAR
(33,23),(23,21),-0.0304898 # DEPENDENCYPART_GRANDPAR
(33,23),(23,22),-0.212618 # DEPENDENCYPART_GRANDPAR
(33,23),(23,25),-0.469916 # DEPENDENCYPART_GRANDPAR
(33,23),(23,26),-0.406715 # DEPENDENCYPART_GRANDPAR
(33,23),(23,27),0.189787 # DEPENDENCYPART_GRANDPAR
(33,23),(23,28),-0.1703 # DEPENDENCYPART_GRANDPAR
(33,23),(23,29),-0.541867 # DEPENDENCYPART_GRANDPAR
(33,23),(23,30),-0.114703 # DEPENDENCYPART_GRANDPAR
(33,23),(23,31),-0.394424 # DEPENDENCYPART_GRANDPAR
(33,23),(23,32),-0.0319281 # DEPENDENCYPART_GRANDPAR
(33,23),(23,33),-0.33418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(33,24),(24,2),-0.301446 # DEPENDENCYPART_GRANDPAR
(33,24),(24,14),0.160019 # DEPENDENCYPART_GRANDPAR
(33,24),(24,19),-0.351065 # DEPENDENCYPART_GRANDPAR
(33,24),(24,22),-0.272504 # DEPENDENCYPART_GRANDPAR
(33,24),(24,23),0.0537832 # DEPENDENCYPART_GRANDPAR
(33,25),(25,11),-0.283387 # DEPENDENCYPART_GRANDPAR
(33,25),(25,12),-0.490911 # DEPENDENCYPART_GRANDPAR
(33,25),(25,14),0.137089 # DEPENDENCYPART_GRANDPAR
(33,25),(25,16),-0.205708 # DEPENDENCYPART_GRANDPAR
(33,25),(25,17),-0.0348282 # DEPENDENCYPART_GRANDPAR
(33,25),(25,18),-0.0729868 # DEPENDENCYPART_GRANDPAR
(33,25),(25,19),-0.349986 # DEPENDENCYPART_GRANDPAR
(33,25),(25,20),-0.228647 # DEPENDENCYPART_GRANDPAR
(33,25),(25,21),-0.172258 # DEPENDENCYPART_GRANDPAR
(33,25),(25,22),-0.267708 # DEPENDENCYPART_GRANDPAR
(33,25),(25,23),-0.0496323 # DEPENDENCYPART_GRANDPAR
(33,25),(25,24),0.310103 # DEPENDENCYPART_GRANDPAR
(33,25),(25,27),0.329727 # DEPENDENCYPART_GRANDPAR
(33,25),(25,28),-0.0883893 # DEPENDENCYPART_GRANDPAR
(33,25),(25,29),-0.299614 # DEPENDENCYPART_GRANDPAR
(33,25),(25,31),-0.14768 # DEPENDENCYPART_GRANDPAR
(33,25),(25,33),-0.434438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
