# _root_ Böyle _ önemli bir görevin başına _ _ getirilen kişi , eski _ sakallı fotoğrafından da _ anlaşılıyor ki , bir bütün bürokrasiye _ _ yayılan zihniyetin bir örneği _ olabilir .
#goldHeads=3,3,5,5,6,8,8,9,10,31,0,15,14,15,18,15,18,31,18,0,22,23,25,25,26,27,29,29,31,31,32,0,
#predictedHeads=3,3,5,5,6,8,8,9,10,18,0,13,14,15,18,15,18,20,18,31,22,23,25,25,26,27,29,29,31,31,32,0,
(25,24),(24,18),-0.302235 # DEPENDENCYPART_GRANDPAR
(25,24),(24,20),-0.0198082 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),-0.0780657 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-0.199854 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.144579 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.130162 # DEPENDENCYPART_GRANDPAR
(25,24),(24,29),-0.405923 # DEPENDENCYPART_GRANDPAR
(25,24),(24,30),-0.137465 # DEPENDENCYPART_GRANDPAR
(25,27),(27,12),-0.533452 # DEPENDENCYPART_GRANDPAR
(25,27),(27,14),-0.278259 # DEPENDENCYPART_GRANDPAR
(25,27),(27,20),-0.145266 # DEPENDENCYPART_GRANDPAR
(25,27),(27,22),0.10551 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.395747 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.195799 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.375155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.0133689 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.0121398 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),-0.285333 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),-0.000988617 # DEPENDENCYPART_GRANDPAR
(25,29),(29,21),-0.0295569 # DEPENDENCYPART_GRANDPAR
(25,29),(29,22),0.10551 # DEPENDENCYPART_GRANDPAR
(25,29),(29,23),-0.395747 # DEPENDENCYPART_GRANDPAR
(25,29),(29,24),-0.195799 # DEPENDENCYPART_GRANDPAR
(25,29),(29,25),-0.375155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,29),(29,26),0.0133689 # DEPENDENCYPART_GRANDPAR
(25,29),(29,27),-0.146105 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),-0.216955 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),-0.000269574 # DEPENDENCYPART_GRANDPAR
(25,30),(30,10),-0.448176 # DEPENDENCYPART_GRANDPAR
(25,30),(30,15),-0.265634 # DEPENDENCYPART_GRANDPAR
(25,30),(30,21),0.209564 # DEPENDENCYPART_GRANDPAR
(25,30),(30,22),0.241957 # DEPENDENCYPART_GRANDPAR
(25,30),(30,23),-0.143987 # DEPENDENCYPART_GRANDPAR
(25,30),(30,24),-0.0935481 # DEPENDENCYPART_GRANDPAR
(25,30),(30,25),-0.601622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,30),(30,26),-0.0385188 # DEPENDENCYPART_GRANDPAR
(25,30),(30,27),-0.391496 # DEPENDENCYPART_GRANDPAR
(25,30),(30,28),-0.248348 # DEPENDENCYPART_GRANDPAR
(25,30),(30,29),-0.667258 # DEPENDENCYPART_GRANDPAR
(25,30),(30,31),-0.250224 # DEPENDENCYPART_GRANDPAR
(26,15),(15,3),-0.182014 # DEPENDENCYPART_GRANDPAR
(26,15),(15,4),-0.18761 # DEPENDENCYPART_GRANDPAR
(26,15),(15,5),-0.547876 # DEPENDENCYPART_GRANDPAR
(26,15),(15,6),-0.254124 # DEPENDENCYPART_GRANDPAR
(26,15),(15,8),-0.0705456 # DEPENDENCYPART_GRANDPAR
(26,15),(15,9),-0.130061 # DEPENDENCYPART_GRANDPAR
(26,15),(15,10),-0.409456 # DEPENDENCYPART_GRANDPAR
(26,15),(15,11),-0.346968 # DEPENDENCYPART_GRANDPAR
(26,15),(15,12),-0.111642 # DEPENDENCYPART_GRANDPAR
(26,15),(15,13),-0.196229 # DEPENDENCYPART_GRANDPAR
(26,15),(15,14),0.0347149 # DEPENDENCYPART_GRANDPAR
(26,15),(15,16),0.162527 # DEPENDENCYPART_GRANDPAR
(26,15),(15,17),-0.00321096 # DEPENDENCYPART_GRANDPAR
(26,15),(15,18),0.0593995 # DEPENDENCYPART_GRANDPAR
(26,15),(15,19),0.183203 # DEPENDENCYPART_GRANDPAR
(26,15),(15,24),0.231662 # DEPENDENCYPART_GRANDPAR
(26,15),(15,25),0.349562 # DEPENDENCYPART_GRANDPAR
(26,15),(15,28),-0.157466 # DEPENDENCYPART_GRANDPAR
(26,15),(15,30),-0.153339 # DEPENDENCYPART_GRANDPAR
(26,15),(15,31),-0.0760357 # DEPENDENCYPART_GRANDPAR
(26,19),(19,13),-0.350952 # DEPENDENCYPART_GRANDPAR
(26,19),(19,15),-0.29256 # DEPENDENCYPART_GRANDPAR
(26,19),(19,16),0.0395115 # DEPENDENCYPART_GRANDPAR
(26,19),(19,17),-0.069374 # DEPENDENCYPART_GRANDPAR
(26,19),(19,18),0.112674 # DEPENDENCYPART_GRANDPAR
(26,20),(20,8),-0.190033 # DEPENDENCYPART_GRANDPAR
(26,20),(20,9),0.223413 # DEPENDENCYPART_GRANDPAR
(26,20),(20,12),0.229534 # DEPENDENCYPART_GRANDPAR
(26,20),(20,14),0.388096 # DEPENDENCYPART_GRANDPAR
(26,20),(20,15),-0.168227 # DEPENDENCYPART_GRANDPAR
(26,20),(20,16),0.0445219 # DEPENDENCYPART_GRANDPAR
(26,20),(20,17),-0.0769717 # DEPENDENCYPART_GRANDPAR
(26,20),(20,18),0.288625 # DEPENDENCYPART_GRANDPAR
(26,20),(20,19),0.166184 # DEPENDENCYPART_GRANDPAR
(26,20),(20,25),0.0839931 # DEPENDENCYPART_GRANDPAR
(26,20),(20,30),-0.173369 # DEPENDENCYPART_GRANDPAR
(26,20),(20,31),-0.103075 # DEPENDENCYPART_GRANDPAR
(26,21),(21,20),-0.312717 # DEPENDENCYPART_GRANDPAR
(26,22),(22,13),-0.256294 # DEPENDENCYPART_GRANDPAR
(26,22),(22,17),-0.0214344 # DEPENDENCYPART_GRANDPAR
(26,22),(22,18),-0.0206642 # DEPENDENCYPART_GRANDPAR
(26,22),(22,19),0.119393 # DEPENDENCYPART_GRANDPAR
(26,22),(22,20),-0.37986 # DEPENDENCYPART_GRANDPAR
(26,22),(22,21),0.100866 # DEPENDENCYPART_GRANDPAR
(26,22),(22,27),-0.251677 # DEPENDENCYPART_GRANDPAR
(26,22),(22,29),-0.277928 # DEPENDENCYPART_GRANDPAR
(26,23),(23,3),-0.182014 # DEPENDENCYPART_GRANDPAR
(26,23),(23,9),-0.130061 # DEPENDENCYPART_GRANDPAR
(26,23),(23,11),-0.346968 # DEPENDENCYPART_GRANDPAR
(26,23),(23,12),-0.111642 # DEPENDENCYPART_GRANDPAR
(26,23),(23,14),0.0347149 # DEPENDENCYPART_GRANDPAR
(26,23),(23,16),-0.0583467 # DEPENDENCYPART_GRANDPAR
(26,23),(23,17),0.0425157 # DEPENDENCYPART_GRANDPAR
(26,23),(23,18),0.142686 # DEPENDENCYPART_GRANDPAR
(26,23),(23,19),0.135161 # DEPENDENCYPART_GRANDPAR
(26,23),(23,20),-0.20435 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),0.162641 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),0.242017 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),0.231662 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),0.349562 # DEPENDENCYPART_GRANDPAR
(26,23),(23,28),-0.157466 # DEPENDENCYPART_GRANDPAR
(26,23),(23,29),-0.300083 # DEPENDENCYPART_GRANDPAR
(26,24),(24,10),-0.312639 # DEPENDENCYPART_GRANDPAR
(26,24),(24,15),-0.137625 # DEPENDENCYPART_GRANDPAR
(26,24),(24,17),0.080579 # DEPENDENCYPART_GRANDPAR
(26,24),(24,18),0.101288 # DEPENDENCYPART_GRANDPAR
(26,24),(24,20),-0.211263 # DEPENDENCYPART_GRANDPAR
(26,24),(24,21),0.140522 # DEPENDENCYPART_GRANDPAR
(26,24),(24,22),0.23859 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),0.420155 # DEPENDENCYPART_GRANDPAR
(26,24),(24,27),-0.169972 # DEPENDENCYPART_GRANDPAR
(26,24),(24,29),-0.196222 # DEPENDENCYPART_GRANDPAR
(26,24),(24,30),-0.197473 # DEPENDENCYPART_GRANDPAR
(26,25),(25,5),-0.465786 # DEPENDENCYPART_GRANDPAR
(26,25),(25,6),-0.171456 # DEPENDENCYPART_GRANDPAR
(26,25),(25,10),-0.312639 # DEPENDENCYPART_GRANDPAR
(26,25),(25,13),-0.0346781 # DEPENDENCYPART_GRANDPAR
(26,25),(25,15),-0.137625 # DEPENDENCYPART_GRANDPAR
(26,25),(25,17),0.080579 # DEPENDENCYPART_GRANDPAR
(26,25),(25,18),0.101288 # DEPENDENCYPART_GRANDPAR
(26,25),(25,19),0.166609 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),-0.211263 # DEPENDENCYPART_GRANDPAR
(26,25),(25,21),0.140522 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),0.23859 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),0.420155 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),0.315452 # DEPENDENCYPART_GRANDPAR
(26,25),(25,27),-0.169972 # DEPENDENCYPART_GRANDPAR
(26,25),(25,29),-0.196222 # DEPENDENCYPART_GRANDPAR
(26,25),(25,30),-0.197473 # DEPENDENCYPART_GRANDPAR
(27,12),(12,8),-0.037326 # DEPENDENCYPART_GRANDPAR
(27,12),(12,9),-0.319976 # DEPENDENCYPART_GRANDPAR
(27,12),(12,11),-0.447135 # DEPENDENCYPART_GRANDPAR
(27,12),(12,13),-1.02894 # DEPENDENCYPART_GRANDPAR
(27,12),(12,29),-0.747822 # DEPENDENCYPART_GRANDPAR
(27,14),(14,2),-0.925866 # DEPENDENCYPART_GRANDPAR
(27,14),(14,4),-0.298525 # DEPENDENCYPART_GRANDPAR
(27,14),(14,7),-0.306941 # DEPENDENCYPART_GRANDPAR
(27,14),(14,8),-0.0133683 # DEPENDENCYPART_GRANDPAR
(27,14),(14,10),-0.323775 # DEPENDENCYPART_GRANDPAR
(27,14),(14,11),-0.408449 # DEPENDENCYPART_GRANDPAR
(27,14),(14,12),-0.405406 # DEPENDENCYPART_GRANDPAR
(27,14),(14,13),-0.553028 # DEPENDENCYPART_GRANDPAR
(27,14),(14,16),-0.307192 # DEPENDENCYPART_GRANDPAR
(27,20),(20,8),-0.301036 # DEPENDENCYPART_GRANDPAR
(27,20),(20,9),-0.237618 # DEPENDENCYPART_GRANDPAR
(27,20),(20,12),-0.331077 # DEPENDENCYPART_GRANDPAR
(27,20),(20,14),-0.205606 # DEPENDENCYPART_GRANDPAR
(27,20),(20,15),0.0861896 # DEPENDENCYPART_GRANDPAR
(27,20),(20,16),-0.29713 # DEPENDENCYPART_GRANDPAR
(27,20),(20,17),-0.635554 # DEPENDENCYPART_GRANDPAR
(27,20),(20,18),-0.487714 # DEPENDENCYPART_GRANDPAR
(27,20),(20,19),-0.175621 # DEPENDENCYPART_GRANDPAR
(27,20),(20,25),-0.144438 # DEPENDENCYPART_GRANDPAR
(27,20),(20,30),-0.39949 # DEPENDENCYPART_GRANDPAR
(27,20),(20,31),-0.135304 # DEPENDENCYPART_GRANDPAR
(27,22),(22,13),-0.600227 # DEPENDENCYPART_GRANDPAR
(27,22),(22,17),-0.378108 # DEPENDENCYPART_GRANDPAR
(27,22),(22,18),-0.719093 # DEPENDENCYPART_GRANDPAR
(27,22),(22,19),-0.188599 # DEPENDENCYPART_GRANDPAR
(27,22),(22,20),-0.277057 # DEPENDENCYPART_GRANDPAR
(27,22),(22,21),-0.0630381 # DEPENDENCYPART_GRANDPAR
(27,22),(22,27),-0.414876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,22),(22,29),-0.747832 # DEPENDENCYPART_GRANDPAR
(27,23),(23,3),-0.325942 # DEPENDENCYPART_GRANDPAR
(27,23),(23,9),-0.347834 # DEPENDENCYPART_GRANDPAR
(27,23),(23,11),-0.447575 # DEPENDENCYPART_GRANDPAR
(27,23),(23,12),-0.437242 # DEPENDENCYPART_GRANDPAR
(27,23),(23,14),-0.315468 # DEPENDENCYPART_GRANDPAR
(27,23),(23,16),-0.400821 # DEPENDENCYPART_GRANDPAR
(27,23),(23,17),-0.516077 # DEPENDENCYPART_GRANDPAR
(27,23),(23,18),-0.688619 # DEPENDENCYPART_GRANDPAR
(27,23),(23,19),-0.216212 # DEPENDENCYPART_GRANDPAR
(27,23),(23,20),-0.288673 # DEPENDENCYPART_GRANDPAR
(27,23),(23,21),-0.117511 # DEPENDENCYPART_GRANDPAR
(27,23),(23,22),-0.0349034 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),-0.256273 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),0.173532 # DEPENDENCYPART_GRANDPAR
(27,23),(23,28),-0.0450671 # DEPENDENCYPART_GRANDPAR
(27,23),(23,29),-0.754565 # DEPENDENCYPART_GRANDPAR
(27,24),(24,10),-0.285621 # DEPENDENCYPART_GRANDPAR
(27,24),(24,15),-0.255461 # DEPENDENCYPART_GRANDPAR
(27,24),(24,17),-0.457645 # DEPENDENCYPART_GRANDPAR
(27,24),(24,18),-0.686612 # DEPENDENCYPART_GRANDPAR
(27,24),(24,20),-0.120785 # DEPENDENCYPART_GRANDPAR
(27,24),(24,21),-0.190736 # DEPENDENCYPART_GRANDPAR
(27,24),(24,22),-0.0205479 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),0.270975 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-0.271625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,29),-0.604582 # DEPENDENCYPART_GRANDPAR
(27,24),(24,30),-0.298934 # DEPENDENCYPART_GRANDPAR
(27,25),(25,5),-0.154997 # DEPENDENCYPART_GRANDPAR
(27,25),(25,6),-0.540591 # DEPENDENCYPART_GRANDPAR
(27,25),(25,10),-0.285621 # DEPENDENCYPART_GRANDPAR
(27,25),(25,13),-0.631638 # DEPENDENCYPART_GRANDPAR
(27,25),(25,15),-0.255461 # DEPENDENCYPART_GRANDPAR
(27,25),(25,17),-0.457645 # DEPENDENCYPART_GRANDPAR
(27,25),(25,18),-0.686612 # DEPENDENCYPART_GRANDPAR
(27,25),(25,19),-0.149029 # DEPENDENCYPART_GRANDPAR
(27,25),(25,20),-0.120785 # DEPENDENCYPART_GRANDPAR
(27,25),(25,21),-0.190736 # DEPENDENCYPART_GRANDPAR
(27,25),(25,22),-0.0205479 # DEPENDENCYPART_GRANDPAR
(27,25),(25,23),0.270975 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),-0.106609 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-0.271625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,29),-0.604582 # DEPENDENCYPART_GRANDPAR
(27,25),(25,30),-0.298934 # DEPENDENCYPART_GRANDPAR
(27,26),(26,15),-0.294555 # DEPENDENCYPART_GRANDPAR
(27,26),(26,19),-0.154936 # DEPENDENCYPART_GRANDPAR
(27,26),(26,20),-0.249548 # DEPENDENCYPART_GRANDPAR
(27,26),(26,21),-0.03657 # DEPENDENCYPART_GRANDPAR
(27,26),(26,22),0.0183809 # DEPENDENCYPART_GRANDPAR
(27,26),(26,23),0.231881 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),0.000500378 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),0.430305 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-0.262485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,29),(29,21),-0.276938 # DEPENDENCYPART_GRANDPAR
(27,29),(29,22),-0.274912 # DEPENDENCYPART_GRANDPAR
(27,29),(29,23),-0.113014 # DEPENDENCYPART_GRANDPAR
(27,29),(29,24),-0.45336 # DEPENDENCYPART_GRANDPAR
(27,29),(29,25),-0.0235546 # DEPENDENCYPART_GRANDPAR
(27,29),(29,26),-0.173916 # DEPENDENCYPART_GRANDPAR
(27,29),(29,27),-0.184074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,29),(29,28),0.0100509 # DEPENDENCYPART_GRANDPAR
(27,29),(29,30),-0.0295363 # DEPENDENCYPART_GRANDPAR
(27,30),(30,10),-0.528013 # DEPENDENCYPART_GRANDPAR
(27,30),(30,15),-0.489467 # DEPENDENCYPART_GRANDPAR
(27,30),(30,21),-0.161761 # DEPENDENCYPART_GRANDPAR
(27,30),(30,22),-0.226626 # DEPENDENCYPART_GRANDPAR
(27,30),(30,23),0.0369687 # DEPENDENCYPART_GRANDPAR
(27,30),(30,24),-0.434438 # DEPENDENCYPART_GRANDPAR
(27,30),(30,25),-0.00463306 # DEPENDENCYPART_GRANDPAR
(27,30),(30,26),-0.12564 # DEPENDENCYPART_GRANDPAR
(27,30),(30,27),-0.397723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,30),(30,28),0.0324964 # DEPENDENCYPART_GRANDPAR
(27,30),(30,29),-0.73068 # DEPENDENCYPART_GRANDPAR
(27,30),(30,31),0.147468 # DEPENDENCYPART_GRANDPAR
(28,27),(27,12),-0.183308 # DEPENDENCYPART_GRANDPAR
(28,27),(27,14),-0.158372 # DEPENDENCYPART_GRANDPAR
(28,27),(27,20),-0.293571 # DEPENDENCYPART_GRANDPAR
(28,27),(27,22),-0.121768 # DEPENDENCYPART_GRANDPAR
(28,27),(27,23),-0.0430605 # DEPENDENCYPART_GRANDPAR
(28,27),(27,24),-0.243581 # DEPENDENCYPART_GRANDPAR
(28,27),(27,25),-0.226939 # DEPENDENCYPART_GRANDPAR
(28,27),(27,26),-0.10121 # DEPENDENCYPART_GRANDPAR
(28,27),(27,28),-0.380722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,27),(27,29),-0.226963 # DEPENDENCYPART_GRANDPAR
(28,27),(27,30),-0.21536 # DEPENDENCYPART_GRANDPAR
(29,21),(21,20),-0.366467 # DEPENDENCYPART_GRANDPAR
(29,22),(22,13),-0.502479 # DEPENDENCYPART_GRANDPAR
(29,22),(22,17),-0.278864 # DEPENDENCYPART_GRANDPAR
(29,22),(22,18),-0.605693 # DEPENDENCYPART_GRANDPAR
(29,22),(22,19),-0.119616 # DEPENDENCYPART_GRANDPAR
(29,22),(22,20),-0.259943 # DEPENDENCYPART_GRANDPAR
(29,22),(22,21),-0.121942 # DEPENDENCYPART_GRANDPAR
(29,22),(22,27),-0.0347162 # DEPENDENCYPART_GRANDPAR
(29,22),(22,29),-1.12942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,23),(23,3),-0.385877 # DEPENDENCYPART_GRANDPAR
(29,23),(23,9),-0.273942 # DEPENDENCYPART_GRANDPAR
(29,23),(23,11),-0.334552 # DEPENDENCYPART_GRANDPAR
(29,23),(23,12),-0.24979 # DEPENDENCYPART_GRANDPAR
(29,23),(23,14),-0.332426 # DEPENDENCYPART_GRANDPAR
(29,23),(23,16),-0.326433 # DEPENDENCYPART_GRANDPAR
(29,23),(23,17),-0.416834 # DEPENDENCYPART_GRANDPAR
(29,23),(23,18),-0.575219 # DEPENDENCYPART_GRANDPAR
(29,23),(23,19),-0.147228 # DEPENDENCYPART_GRANDPAR
(29,23),(23,20),-0.27156 # DEPENDENCYPART_GRANDPAR
(29,23),(23,21),-0.176416 # DEPENDENCYPART_GRANDPAR
(29,23),(23,22),-0.0311857 # DEPENDENCYPART_GRANDPAR
(29,23),(23,24),-0.203256 # DEPENDENCYPART_GRANDPAR
(29,23),(23,25),-0.187192 # DEPENDENCYPART_GRANDPAR
(29,23),(23,28),-0.187754 # DEPENDENCYPART_GRANDPAR
(29,23),(23,29),-1.13616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,24),(24,10),-0.151051 # DEPENDENCYPART_GRANDPAR
(29,24),(24,15),-0.509306 # DEPENDENCYPART_GRANDPAR
(29,24),(24,17),-0.358402 # DEPENDENCYPART_GRANDPAR
(29,24),(24,18),-0.573212 # DEPENDENCYPART_GRANDPAR
(29,24),(24,20),-0.103672 # DEPENDENCYPART_GRANDPAR
(29,24),(24,21),-0.249641 # DEPENDENCYPART_GRANDPAR
(29,24),(24,22),-0.0168303 # DEPENDENCYPART_GRANDPAR
(29,24),(24,23),-0.226596 # DEPENDENCYPART_GRANDPAR
(29,24),(24,27),-0.107936 # DEPENDENCYPART_GRANDPAR
(29,24),(24,29),-0.986174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,24),(24,30),-0.284673 # DEPENDENCYPART_GRANDPAR
(29,25),(25,5),-0.416476 # DEPENDENCYPART_GRANDPAR
(29,25),(25,6),-0.759375 # DEPENDENCYPART_GRANDPAR
(29,25),(25,10),-0.151051 # DEPENDENCYPART_GRANDPAR
(29,25),(25,13),-0.53389 # DEPENDENCYPART_GRANDPAR
(29,25),(25,15),-0.509306 # DEPENDENCYPART_GRANDPAR
(29,25),(25,17),-0.358402 # DEPENDENCYPART_GRANDPAR
(29,25),(25,18),-0.573212 # DEPENDENCYPART_GRANDPAR
(29,25),(25,19),-0.0800458 # DEPENDENCYPART_GRANDPAR
(29,25),(25,20),-0.103672 # DEPENDENCYPART_GRANDPAR
(29,25),(25,21),-0.249641 # DEPENDENCYPART_GRANDPAR
(29,25),(25,22),-0.0168303 # DEPENDENCYPART_GRANDPAR
(29,25),(25,23),-0.226596 # DEPENDENCYPART_GRANDPAR
(29,25),(25,24),-0.0535914 # DEPENDENCYPART_GRANDPAR
(29,25),(25,27),-0.107936 # DEPENDENCYPART_GRANDPAR
(29,25),(25,29),-0.986174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,25),(25,30),-0.284673 # DEPENDENCYPART_GRANDPAR
(29,26),(26,15),-0.5484 # DEPENDENCYPART_GRANDPAR
(29,26),(26,19),-0.0859532 # DEPENDENCYPART_GRANDPAR
(29,26),(26,20),-0.232435 # DEPENDENCYPART_GRANDPAR
(29,26),(26,21),-0.0954743 # DEPENDENCYPART_GRANDPAR
(29,26),(26,22),0.0220986 # DEPENDENCYPART_GRANDPAR
(29,26),(26,23),-0.26569 # DEPENDENCYPART_GRANDPAR
(29,26),(26,24),0.0535176 # DEPENDENCYPART_GRANDPAR
(29,26),(26,25),0.0695814 # DEPENDENCYPART_GRANDPAR
(29,27),(27,12),-0.24979 # DEPENDENCYPART_GRANDPAR
(29,27),(27,14),-0.332426 # DEPENDENCYPART_GRANDPAR
(29,27),(27,20),-0.27156 # DEPENDENCYPART_GRANDPAR
(29,27),(27,22),-0.0311857 # DEPENDENCYPART_GRANDPAR
(29,27),(27,23),-0.300599 # DEPENDENCYPART_GRANDPAR
(29,27),(27,24),-0.112024 # DEPENDENCYPART_GRANDPAR
(29,27),(27,25),-0.0959598 # DEPENDENCYPART_GRANDPAR
(29,27),(27,26),0.0647607 # DEPENDENCYPART_GRANDPAR
(29,27),(27,28),-0.187754 # DEPENDENCYPART_GRANDPAR
(29,27),(27,29),-1.13616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,27),(27,30),-0.303595 # DEPENDENCYPART_GRANDPAR
(29,28),(28,27),0.0886905 # DEPENDENCYPART_GRANDPAR
(29,30),(30,10),-0.393444 # DEPENDENCYPART_GRANDPAR
(29,30),(30,15),-0.743312 # DEPENDENCYPART_GRANDPAR
(29,30),(30,21),-0.220665 # DEPENDENCYPART_GRANDPAR
(29,30),(30,22),-0.222908 # DEPENDENCYPART_GRANDPAR
(29,30),(30,23),-0.460602 # DEPENDENCYPART_GRANDPAR
(29,30),(30,24),-0.381421 # DEPENDENCYPART_GRANDPAR
(29,30),(30,25),-0.365357 # DEPENDENCYPART_GRANDPAR
(29,30),(30,26),-0.115557 # DEPENDENCYPART_GRANDPAR
(29,30),(30,27),0.0181618 # DEPENDENCYPART_GRANDPAR
(29,30),(30,28),-0.184731 # DEPENDENCYPART_GRANDPAR
(29,30),(30,29),-1.11227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,30),(30,31),0.145867 # DEPENDENCYPART_GRANDPAR
(30,10),(10,1),-1.07599 # DEPENDENCYPART_GRANDPAR
(30,10),(10,2),-0.654293 # DEPENDENCYPART_GRANDPAR
(30,10),(10,3),-0.138561 # DEPENDENCYPART_GRANDPAR
(30,10),(10,4),-0.222621 # DEPENDENCYPART_GRANDPAR
(30,10),(10,5),-0.112951 # DEPENDENCYPART_GRANDPAR
(30,10),(10,6),-0.540221 # DEPENDENCYPART_GRANDPAR
(30,10),(10,7),-0.310293 # DEPENDENCYPART_GRANDPAR
(30,10),(10,8),-0.405546 # DEPENDENCYPART_GRANDPAR
(30,10),(10,9),-0.234123 # DEPENDENCYPART_GRANDPAR
(30,10),(10,11),-0.316885 # DEPENDENCYPART_GRANDPAR
(30,10),(10,12),-0.531154 # DEPENDENCYPART_GRANDPAR
(30,10),(10,14),-0.262094 # DEPENDENCYPART_GRANDPAR
(30,10),(10,31),-0.729763 # DEPENDENCYPART_GRANDPAR
(30,15),(15,3),-0.159443 # DEPENDENCYPART_GRANDPAR
(30,15),(15,4),-0.234576 # DEPENDENCYPART_GRANDPAR
(30,15),(15,5),-0.12357 # DEPENDENCYPART_GRANDPAR
(30,15),(15,6),-0.55084 # DEPENDENCYPART_GRANDPAR
(30,15),(15,8),-0.412378 # DEPENDENCYPART_GRANDPAR
(30,15),(15,9),-0.255005 # DEPENDENCYPART_GRANDPAR
(30,15),(15,10),-0.275036 # DEPENDENCYPART_GRANDPAR
(30,15),(15,11),-0.0719697 # DEPENDENCYPART_GRANDPAR
(30,15),(15,12),-0.336172 # DEPENDENCYPART_GRANDPAR
(30,15),(15,13),-0.318017 # DEPENDENCYPART_GRANDPAR
(30,15),(15,14),-0.155899 # DEPENDENCYPART_GRANDPAR
(30,15),(15,16),-0.146202 # DEPENDENCYPART_GRANDPAR
(30,15),(15,17),-0.0448881 # DEPENDENCYPART_GRANDPAR
(30,15),(15,18),-0.0762969 # DEPENDENCYPART_GRANDPAR
(30,15),(15,19),0.286781 # DEPENDENCYPART_GRANDPAR
(30,15),(15,24),-0.264706 # DEPENDENCYPART_GRANDPAR
(30,15),(15,25),-0.296047 # DEPENDENCYPART_GRANDPAR
(30,15),(15,28),-0.140719 # DEPENDENCYPART_GRANDPAR
(30,15),(15,30),-0.672577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,15),(15,31),-0.729763 # DEPENDENCYPART_GRANDPAR
(30,21),(21,20),-0.148722 # DEPENDENCYPART_GRANDPAR
(30,22),(22,13),-0.208658 # DEPENDENCYPART_GRANDPAR
(30,22),(22,17),0.138381 # DEPENDENCYPART_GRANDPAR
(30,22),(22,18),-0.063232 # DEPENDENCYPART_GRANDPAR
(30,22),(22,19),0.0494235 # DEPENDENCYPART_GRANDPAR
(30,22),(22,20),-0.127984 # DEPENDENCYPART_GRANDPAR
(30,22),(22,21),-0.0820268 # DEPENDENCYPART_GRANDPAR
(30,22),(22,27),-0.00998386 # DEPENDENCYPART_GRANDPAR
(30,22),(22,29),-0.0819547 # DEPENDENCYPART_GRANDPAR
(30,23),(23,3),-0.159443 # DEPENDENCYPART_GRANDPAR
(30,23),(23,9),-0.255005 # DEPENDENCYPART_GRANDPAR
(30,23),(23,11),-0.0719697 # DEPENDENCYPART_GRANDPAR
