# _root_ _ DYP_Genel_Başkanlığı için Türkiye turuna _ çıkan Elazığ_Milletvekili_Mehmet Ağar , hakkında _ _ _ çıkarılan şaibe söylentilerinin arkasında başka hesaplar _ olduğunu _ savunarak , " _ Benim için şu anda hukuki problem _ yok .
#goldHeads=2,3,7,5,7,7,8,9,24,0,15,13,14,15,17,17,18,22,20,22,22,24,24,35,0,0,28,35,35,31,35,33,35,35,36,0,
#predictedHeads=2,3,6,5,6,7,8,9,11,0,14,13,14,15,17,17,18,21,20,21,22,23,24,27,0,0,28,29,35,31,35,33,35,35,36,0,
(28,27),(27,24),-0.165574 # DEPENDENCYPART_GRANDPAR
(28,27),(27,25),0.187387 # DEPENDENCYPART_GRANDPAR
(28,27),(27,26),-0.0467012 # DEPENDENCYPART_GRANDPAR
(28,31),(31,15),-0.492904 # DEPENDENCYPART_GRANDPAR
(28,31),(31,19),-0.506262 # DEPENDENCYPART_GRANDPAR
(28,31),(31,22),-0.96233 # DEPENDENCYPART_GRANDPAR
(28,31),(31,24),-0.416833 # DEPENDENCYPART_GRANDPAR
(28,31),(31,25),-0.178702 # DEPENDENCYPART_GRANDPAR
(28,31),(31,26),-0.334078 # DEPENDENCYPART_GRANDPAR
(28,31),(31,27),0.16602 # DEPENDENCYPART_GRANDPAR
(28,31),(31,28),-0.214511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,31),(31,29),0.131398 # DEPENDENCYPART_GRANDPAR
(28,31),(31,30),0.360213 # DEPENDENCYPART_GRANDPAR
(28,31),(31,32),0.180708 # DEPENDENCYPART_GRANDPAR
(28,31),(31,33),0.315546 # DEPENDENCYPART_GRANDPAR
(28,31),(31,34),0.331623 # DEPENDENCYPART_GRANDPAR
(28,33),(33,19),-0.506262 # DEPENDENCYPART_GRANDPAR
(28,33),(33,20),-0.825726 # DEPENDENCYPART_GRANDPAR
(28,33),(33,22),-0.96233 # DEPENDENCYPART_GRANDPAR
(28,33),(33,24),-0.416833 # DEPENDENCYPART_GRANDPAR
(28,33),(33,25),-0.178702 # DEPENDENCYPART_GRANDPAR
(28,33),(33,26),-0.334078 # DEPENDENCYPART_GRANDPAR
(28,33),(33,27),0.16602 # DEPENDENCYPART_GRANDPAR
(28,33),(33,28),-0.212795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,33),(33,29),0.133102 # DEPENDENCYPART_GRANDPAR
(28,33),(33,30),0.361917 # DEPENDENCYPART_GRANDPAR
(28,33),(33,31),0.102416 # DEPENDENCYPART_GRANDPAR
(28,33),(33,32),0.0974671 # DEPENDENCYPART_GRANDPAR
(28,33),(33,34),0.313347 # DEPENDENCYPART_GRANDPAR
(29,24),(24,9),-1.16615 # DEPENDENCYPART_GRANDPAR
(29,24),(24,11),-0.620552 # DEPENDENCYPART_GRANDPAR
(29,24),(24,16),-0.778717 # DEPENDENCYPART_GRANDPAR
(29,24),(24,17),-0.717185 # DEPENDENCYPART_GRANDPAR
(29,24),(24,18),-0.433398 # DEPENDENCYPART_GRANDPAR
(29,24),(24,20),-0.521764 # DEPENDENCYPART_GRANDPAR
(29,24),(24,22),-0.047613 # DEPENDENCYPART_GRANDPAR
(29,24),(24,23),-0.299825 # DEPENDENCYPART_GRANDPAR
(29,24),(24,27),0.0473971 # DEPENDENCYPART_GRANDPAR
(29,25),(25,6),-1.20404 # DEPENDENCYPART_GRANDPAR
(29,25),(25,12),-1.05113 # DEPENDENCYPART_GRANDPAR
(29,25),(25,13),-0.960243 # DEPENDENCYPART_GRANDPAR
(29,25),(25,14),-1.0696 # DEPENDENCYPART_GRANDPAR
(29,25),(25,15),-0.59654 # DEPENDENCYPART_GRANDPAR
(29,25),(25,18),-0.355995 # DEPENDENCYPART_GRANDPAR
(29,25),(25,19),-0.508702 # DEPENDENCYPART_GRANDPAR
(29,25),(25,20),-0.458018 # DEPENDENCYPART_GRANDPAR
(29,25),(25,21),-0.642728 # DEPENDENCYPART_GRANDPAR
(29,25),(25,23),-0.462119 # DEPENDENCYPART_GRANDPAR
(29,25),(25,24),-0.196802 # DEPENDENCYPART_GRANDPAR
(29,25),(25,26),-0.200826 # DEPENDENCYPART_GRANDPAR
(29,25),(25,28),0.0371426 # DEPENDENCYPART_GRANDPAR
(29,25),(25,29),-0.39309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,25),(25,35),-0.0744175 # DEPENDENCYPART_GRANDPAR
(29,26),(26,6),-1.14771 # DEPENDENCYPART_GRANDPAR
(29,26),(26,21),-0.586395 # DEPENDENCYPART_GRANDPAR
(29,26),(26,23),-0.405786 # DEPENDENCYPART_GRANDPAR
(29,26),(26,24),-0.226885 # DEPENDENCYPART_GRANDPAR
(29,26),(26,25),-0.276326 # DEPENDENCYPART_GRANDPAR
(29,26),(26,28),0.115173 # DEPENDENCYPART_GRANDPAR
(29,26),(26,29),-0.39632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,26),(26,31),-0.199832 # DEPENDENCYPART_GRANDPAR
(29,26),(26,33),-0.247098 # DEPENDENCYPART_GRANDPAR
(29,26),(26,35),-0.0998201 # DEPENDENCYPART_GRANDPAR
(29,27),(27,24),-0.372481 # DEPENDENCYPART_GRANDPAR
(29,27),(27,25),-0.220259 # DEPENDENCYPART_GRANDPAR
(29,27),(27,26),-0.119132 # DEPENDENCYPART_GRANDPAR
(29,28),(28,1),-1.97209 # DEPENDENCYPART_GRANDPAR
(29,28),(28,2),-1.34933 # DEPENDENCYPART_GRANDPAR
(29,28),(28,5),-1.20287 # DEPENDENCYPART_GRANDPAR
(29,28),(28,12),-1.05742 # DEPENDENCYPART_GRANDPAR
(29,28),(28,14),-1.07588 # DEPENDENCYPART_GRANDPAR
(29,28),(28,15),-0.723421 # DEPENDENCYPART_GRANDPAR
(29,28),(28,16),-0.802008 # DEPENDENCYPART_GRANDPAR
(29,28),(28,17),-0.740476 # DEPENDENCYPART_GRANDPAR
(29,28),(28,18),-0.453594 # DEPENDENCYPART_GRANDPAR
(29,28),(28,20),-0.545055 # DEPENDENCYPART_GRANDPAR
(29,28),(28,21),-0.649012 # DEPENDENCYPART_GRANDPAR
(29,28),(28,22),-0.0642318 # DEPENDENCYPART_GRANDPAR
(29,28),(28,23),-0.468402 # DEPENDENCYPART_GRANDPAR
(29,28),(28,24),-0.243415 # DEPENDENCYPART_GRANDPAR
(29,28),(28,25),-0.318179 # DEPENDENCYPART_GRANDPAR
(29,28),(28,26),-0.154354 # DEPENDENCYPART_GRANDPAR
(29,28),(28,27),0.161142 # DEPENDENCYPART_GRANDPAR
(29,28),(28,31),-0.208316 # DEPENDENCYPART_GRANDPAR
(29,28),(28,33),-0.255386 # DEPENDENCYPART_GRANDPAR
(29,31),(31,15),-0.894385 # DEPENDENCYPART_GRANDPAR
(29,31),(31,19),-0.78964 # DEPENDENCYPART_GRANDPAR
(29,31),(31,22),-0.304405 # DEPENDENCYPART_GRANDPAR
(29,31),(31,24),-0.451915 # DEPENDENCYPART_GRANDPAR
(29,31),(31,25),-0.439486 # DEPENDENCYPART_GRANDPAR
(29,31),(31,26),-0.31571 # DEPENDENCYPART_GRANDPAR
(29,31),(31,27),-0.137824 # DEPENDENCYPART_GRANDPAR
(29,31),(31,28),0.0691851 # DEPENDENCYPART_GRANDPAR
(29,31),(31,29),-0.32182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,31),(31,30),-0.0341075 # DEPENDENCYPART_GRANDPAR
(29,31),(31,32),-0.175962 # DEPENDENCYPART_GRANDPAR
(29,31),(31,33),0.0639398 # DEPENDENCYPART_GRANDPAR
(29,31),(31,34),-0.0428775 # DEPENDENCYPART_GRANDPAR
(29,33),(33,19),-0.78964 # DEPENDENCYPART_GRANDPAR
(29,33),(33,20),-0.784068 # DEPENDENCYPART_GRANDPAR
(29,33),(33,22),-0.304405 # DEPENDENCYPART_GRANDPAR
(29,33),(33,24),-0.451915 # DEPENDENCYPART_GRANDPAR
(29,33),(33,25),-0.439486 # DEPENDENCYPART_GRANDPAR
(29,33),(33,26),-0.31571 # DEPENDENCYPART_GRANDPAR
(29,33),(33,27),-0.137824 # DEPENDENCYPART_GRANDPAR
(29,33),(33,28),0.0691851 # DEPENDENCYPART_GRANDPAR
(29,33),(33,29),-0.32182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,33),(33,30),-0.0341075 # DEPENDENCYPART_GRANDPAR
(29,33),(33,31),-0.0676571 # DEPENDENCYPART_GRANDPAR
(29,33),(33,32),-0.249729 # DEPENDENCYPART_GRANDPAR
(29,33),(33,34),-0.0411138 # DEPENDENCYPART_GRANDPAR
(31,15),(15,3),-0.644637 # DEPENDENCYPART_GRANDPAR
(31,15),(15,4),-1.15895 # DEPENDENCYPART_GRANDPAR
(31,15),(15,5),-0.994312 # DEPENDENCYPART_GRANDPAR
(31,15),(15,8),-0.919756 # DEPENDENCYPART_GRANDPAR
(31,15),(15,9),-0.850945 # DEPENDENCYPART_GRANDPAR
(31,15),(15,10),-0.465632 # DEPENDENCYPART_GRANDPAR
(31,15),(15,11),-0.412061 # DEPENDENCYPART_GRANDPAR
(31,15),(15,13),-0.294801 # DEPENDENCYPART_GRANDPAR
(31,15),(15,14),-0.360855 # DEPENDENCYPART_GRANDPAR
(31,19),(19,13),-0.294301 # DEPENDENCYPART_GRANDPAR
(31,19),(19,14),-0.360355 # DEPENDENCYPART_GRANDPAR
(31,19),(19,16),-0.80995 # DEPENDENCYPART_GRANDPAR
(31,19),(19,17),-0.723936 # DEPENDENCYPART_GRANDPAR
(31,19),(19,18),-0.475833 # DEPENDENCYPART_GRANDPAR
(31,19),(19,27),-0.620652 # DEPENDENCYPART_GRANDPAR
(31,19),(19,33),-0.586708 # DEPENDENCYPART_GRANDPAR
(31,22),(22,5),-1.04354 # DEPENDENCYPART_GRANDPAR
(31,22),(22,8),-0.968983 # DEPENDENCYPART_GRANDPAR
(31,22),(22,9),-0.900748 # DEPENDENCYPART_GRANDPAR
(31,22),(22,10),-0.50357 # DEPENDENCYPART_GRANDPAR
(31,22),(22,11),-0.47369 # DEPENDENCYPART_GRANDPAR
(31,22),(22,16),-0.833407 # DEPENDENCYPART_GRANDPAR
(31,22),(22,17),-0.747393 # DEPENDENCYPART_GRANDPAR
(31,22),(22,18),-0.49839 # DEPENDENCYPART_GRANDPAR
(31,22),(22,20),-0.811822 # DEPENDENCYPART_GRANDPAR
(31,22),(22,21),-0.367351 # DEPENDENCYPART_GRANDPAR
(31,22),(22,23),-0.308842 # DEPENDENCYPART_GRANDPAR
(31,24),(24,9),-0.855858 # DEPENDENCYPART_GRANDPAR
(31,24),(24,11),-0.430957 # DEPENDENCYPART_GRANDPAR
(31,24),(24,16),-0.789092 # DEPENDENCYPART_GRANDPAR
(31,24),(24,17),-0.703078 # DEPENDENCYPART_GRANDPAR
(31,24),(24,18),-0.453683 # DEPENDENCYPART_GRANDPAR
(31,24),(24,20),-0.767508 # DEPENDENCYPART_GRANDPAR
(31,24),(24,22),-0.825519 # DEPENDENCYPART_GRANDPAR
(31,24),(24,23),-0.154468 # DEPENDENCYPART_GRANDPAR
(31,24),(24,27),-0.546026 # DEPENDENCYPART_GRANDPAR
(31,25),(25,6),-0.626282 # DEPENDENCYPART_GRANDPAR
(31,25),(25,12),-0.558847 # DEPENDENCYPART_GRANDPAR
(31,25),(25,13),-0.560267 # DEPENDENCYPART_GRANDPAR
(31,25),(25,14),-0.62632 # DEPENDENCYPART_GRANDPAR
(31,25),(25,15),-0.194111 # DEPENDENCYPART_GRANDPAR
(31,25),(25,18),-0.0115791 # DEPENDENCYPART_GRANDPAR
(31,25),(25,19),-0.164693 # DEPENDENCYPART_GRANDPAR
(31,25),(25,20),-0.353386 # DEPENDENCYPART_GRANDPAR
(31,25),(25,21),-0.467015 # DEPENDENCYPART_GRANDPAR
(31,25),(25,23),-0.355712 # DEPENDENCYPART_GRANDPAR
(31,25),(25,24),-0.149003 # DEPENDENCYPART_GRANDPAR
(31,25),(25,26),-0.449253 # DEPENDENCYPART_GRANDPAR
(31,25),(25,28),-0.353451 # DEPENDENCYPART_GRANDPAR
(31,25),(25,29),-0.503192 # DEPENDENCYPART_GRANDPAR
(31,25),(25,35),-0.634157 # DEPENDENCYPART_GRANDPAR
(31,26),(26,6),-0.546419 # DEPENDENCYPART_GRANDPAR
(31,26),(26,21),-0.387153 # DEPENDENCYPART_GRANDPAR
(31,26),(26,23),-0.275849 # DEPENDENCYPART_GRANDPAR
(31,26),(26,24),-0.195376 # DEPENDENCYPART_GRANDPAR
(31,26),(26,25),-0.374214 # DEPENDENCYPART_GRANDPAR
(31,26),(26,28),-0.258472 # DEPENDENCYPART_GRANDPAR
(31,26),(26,29),-0.490263 # DEPENDENCYPART_GRANDPAR
(31,26),(26,31),-0.698048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,26),(26,33),-0.612454 # DEPENDENCYPART_GRANDPAR
(31,26),(26,35),-0.630885 # DEPENDENCYPART_GRANDPAR
(31,27),(27,24),-0.326273 # DEPENDENCYPART_GRANDPAR
(31,27),(27,25),-0.27514 # DEPENDENCYPART_GRANDPAR
(31,27),(27,26),-0.281471 # DEPENDENCYPART_GRANDPAR
(31,28),(28,1),-1.7202 # DEPENDENCYPART_GRANDPAR
(31,28),(28,2),-0.997254 # DEPENDENCYPART_GRANDPAR
(31,28),(28,5),-0.986396 # DEPENDENCYPART_GRANDPAR
(31,28),(28,12),-0.461003 # DEPENDENCYPART_GRANDPAR
(31,28),(28,14),-0.528476 # DEPENDENCYPART_GRANDPAR
(31,28),(28,15),-0.326544 # DEPENDENCYPART_GRANDPAR
(31,28),(28,16),-0.776263 # DEPENDENCYPART_GRANDPAR
(31,28),(28,17),-0.690249 # DEPENDENCYPART_GRANDPAR
(31,28),(28,18),-0.437761 # DEPENDENCYPART_GRANDPAR
(31,28),(28,20),-0.754678 # DEPENDENCYPART_GRANDPAR
(31,28),(28,21),-0.36917 # DEPENDENCYPART_GRANDPAR
(31,28),(28,22),-0.809654 # DEPENDENCYPART_GRANDPAR
(31,28),(28,23),-0.257867 # DEPENDENCYPART_GRANDPAR
(31,28),(28,24),-0.19309 # DEPENDENCYPART_GRANDPAR
(31,28),(28,25),-0.348875 # DEPENDENCYPART_GRANDPAR
(31,28),(28,26),-0.31275 # DEPENDENCYPART_GRANDPAR
(31,28),(28,27),-0.329178 # DEPENDENCYPART_GRANDPAR
(31,28),(28,31),-0.652617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,28),(28,33),-0.566825 # DEPENDENCYPART_GRANDPAR
(31,29),(29,24),-0.251072 # DEPENDENCYPART_GRANDPAR
(31,29),(29,25),-0.389439 # DEPENDENCYPART_GRANDPAR
(31,29),(29,26),-0.408455 # DEPENDENCYPART_GRANDPAR
(31,29),(29,27),-0.45743 # DEPENDENCYPART_GRANDPAR
(31,29),(29,28),-0.0960186 # DEPENDENCYPART_GRANDPAR
(31,29),(29,31),-0.663603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,29),(29,33),-0.578009 # DEPENDENCYPART_GRANDPAR
(31,32),(32,23),-0.54718 # DEPENDENCYPART_GRANDPAR
(31,32),(32,27),-0.680953 # DEPENDENCYPART_GRANDPAR
(31,32),(32,28),-0.32321 # DEPENDENCYPART_GRANDPAR
(31,32),(32,29),-0.589598 # DEPENDENCYPART_GRANDPAR
(31,32),(32,30),-0.291841 # DEPENDENCYPART_GRANDPAR
(31,32),(32,31),-0.577714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,32),(32,33),-0.270459 # DEPENDENCYPART_GRANDPAR
(31,33),(33,19),-0.485207 # DEPENDENCYPART_GRANDPAR
(31,33),(33,20),-1.08246 # DEPENDENCYPART_GRANDPAR
(31,33),(33,22),-1.14221 # DEPENDENCYPART_GRANDPAR
(31,33),(33,24),-0.373092 # DEPENDENCYPART_GRANDPAR
(31,33),(33,25),-0.489594 # DEPENDENCYPART_GRANDPAR
(31,33),(33,26),-0.462688 # DEPENDENCYPART_GRANDPAR
(31,33),(33,27),-0.706654 # DEPENDENCYPART_GRANDPAR
(31,33),(33,28),-0.282011 # DEPENDENCYPART_GRANDPAR
(31,33),(33,29),-0.581862 # DEPENDENCYPART_GRANDPAR
(31,33),(33,30),-0.270845 # DEPENDENCYPART_GRANDPAR
(31,33),(33,31),-0.441519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,33),(33,32),-0.370173 # DEPENDENCYPART_GRANDPAR
(31,33),(33,34),-0.28913 # DEPENDENCYPART_GRANDPAR
(31,34),(34,20),-0.952368 # DEPENDENCYPART_GRANDPAR
(31,34),(34,25),-0.440677 # DEPENDENCYPART_GRANDPAR
(31,34),(34,26),-0.413719 # DEPENDENCYPART_GRANDPAR
(31,34),(34,27),-0.59206 # DEPENDENCYPART_GRANDPAR
(31,34),(34,28),-0.247798 # DEPENDENCYPART_GRANDPAR
(31,34),(34,29),-0.537823 # DEPENDENCYPART_GRANDPAR
(31,34),(34,30),-0.231671 # DEPENDENCYPART_GRANDPAR
(31,34),(34,31),-0.720101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,34),(34,32),-0.424516 # DEPENDENCYPART_GRANDPAR
(31,34),(34,33),-0.634473 # DEPENDENCYPART_GRANDPAR
(32,23),(23,4),-0.92344 # DEPENDENCYPART_GRANDPAR
(32,23),(23,8),-0.866497 # DEPENDENCYPART_GRANDPAR
(32,23),(23,9),-0.616269 # DEPENDENCYPART_GRANDPAR
(32,23),(23,11),-0.627954 # DEPENDENCYPART_GRANDPAR
(32,23),(23,15),-0.680477 # DEPENDENCYPART_GRANDPAR
(32,23),(23,16),-0.707782 # DEPENDENCYPART_GRANDPAR
(32,23),(23,17),-0.660413 # DEPENDENCYPART_GRANDPAR
(32,23),(23,18),-0.311357 # DEPENDENCYPART_GRANDPAR
(32,23),(23,19),-0.455744 # DEPENDENCYPART_GRANDPAR
(32,23),(23,20),-0.426857 # DEPENDENCYPART_GRANDPAR
(32,23),(23,21),-0.300884 # DEPENDENCYPART_GRANDPAR
(32,23),(23,22),-0.479494 # DEPENDENCYPART_GRANDPAR
(32,23),(23,24),-0.490438 # DEPENDENCYPART_GRANDPAR
(32,23),(23,25),-0.637822 # DEPENDENCYPART_GRANDPAR
(32,23),(23,27),-0.231503 # DEPENDENCYPART_GRANDPAR
(32,23),(23,28),-0.289529 # DEPENDENCYPART_GRANDPAR
(32,23),(23,29),-0.104154 # DEPENDENCYPART_GRANDPAR
(32,23),(23,31),-0.354536 # DEPENDENCYPART_GRANDPAR
(32,23),(23,33),-0.304567 # DEPENDENCYPART_GRANDPAR
(32,27),(27,24),-0.272694 # DEPENDENCYPART_GRANDPAR
(32,27),(27,25),-0.316568 # DEPENDENCYPART_GRANDPAR
(32,27),(27,26),-0.147591 # DEPENDENCYPART_GRANDPAR
(32,28),(28,1),-1.66478 # DEPENDENCYPART_GRANDPAR
(32,28),(28,2),-0.919584 # DEPENDENCYPART_GRANDPAR
(32,28),(28,5),-0.964675 # DEPENDENCYPART_GRANDPAR
(32,28),(28,12),-0.539589 # DEPENDENCYPART_GRANDPAR
(32,28),(28,14),-0.309109 # DEPENDENCYPART_GRANDPAR
(32,28),(28,15),-0.601331 # DEPENDENCYPART_GRANDPAR
(32,28),(28,16),-0.787958 # DEPENDENCYPART_GRANDPAR
(32,28),(28,17),-0.740588 # DEPENDENCYPART_GRANDPAR
(32,28),(28,18),-0.400078 # DEPENDENCYPART_GRANDPAR
(32,28),(28,20),-0.507033 # DEPENDENCYPART_GRANDPAR
(32,28),(28,21),-0.433436 # DEPENDENCYPART_GRANDPAR
(32,28),(28,22),-0.566689 # DEPENDENCYPART_GRANDPAR
(32,28),(28,23),-0.439237 # DEPENDENCYPART_GRANDPAR
(32,28),(28,24),-0.297463 # DEPENDENCYPART_GRANDPAR
(32,28),(28,25),-0.584006 # DEPENDENCYPART_GRANDPAR
(32,28),(28,26),-0.326496 # DEPENDENCYPART_GRANDPAR
(32,28),(28,27),-0.0588173 # DEPENDENCYPART_GRANDPAR
(32,28),(28,31),-0.22528 # DEPENDENCYPART_GRANDPAR
(32,28),(28,33),-0.383752 # DEPENDENCYPART_GRANDPAR
(32,29),(29,24),-0.358753 # DEPENDENCYPART_GRANDPAR
(32,29),(29,25),-0.507579 # DEPENDENCYPART_GRANDPAR
(32,29),(29,26),-0.36535 # DEPENDENCYPART_GRANDPAR
(32,29),(29,27),-0.121519 # DEPENDENCYPART_GRANDPAR
(32,29),(29,28),-0.172542 # DEPENDENCYPART_GRANDPAR
(32,29),(29,31),-0.182706 # DEPENDENCYPART_GRANDPAR
(32,29),(29,33),-0.38167 # DEPENDENCYPART_GRANDPAR
(32,31),(31,15),-0.684453 # DEPENDENCYPART_GRANDPAR
(32,31),(31,19),-0.398088 # DEPENDENCYPART_GRANDPAR
(32,31),(31,22),-0.580397 # DEPENDENCYPART_GRANDPAR
(32,31),(31,24),-0.354359 # DEPENDENCYPART_GRANDPAR
(32,31),(31,25),-0.427567 # DEPENDENCYPART_GRANDPAR
(32,31),(31,26),-0.303758 # DEPENDENCYPART_GRANDPAR
(32,31),(31,27),-0.0958557 # DEPENDENCYPART_GRANDPAR
(32,31),(31,28),-0.118417 # DEPENDENCYPART_GRANDPAR
(32,31),(31,29),-0.00378026 # DEPENDENCYPART_GRANDPAR
(32,31),(31,30),-0.131262 # DEPENDENCYPART_GRANDPAR
(32,31),(31,32),-0.478007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,31),(31,33),-0.408428 # DEPENDENCYPART_GRANDPAR
(32,31),(31,34),-0.298241 # DEPENDENCYPART_GRANDPAR
(32,33),(33,19),-0.561289 # DEPENDENCYPART_GRANDPAR
(32,33),(33,20),-0.815995 # DEPENDENCYPART_GRANDPAR
(32,33),(33,22),-0.883694 # DEPENDENCYPART_GRANDPAR
(32,33),(33,24),-0.528918 # DEPENDENCYPART_GRANDPAR
(32,33),(33,25),-0.677755 # DEPENDENCYPART_GRANDPAR
(32,33),(33,26),-0.502972 # DEPENDENCYPART_GRANDPAR
(32,33),(33,27),-0.296806 # DEPENDENCYPART_GRANDPAR
(32,33),(33,28),-0.32504 # DEPENDENCYPART_GRANDPAR
(32,33),(33,29),-0.229593 # DEPENDENCYPART_GRANDPAR
(32,33),(33,30),-0.350189 # DEPENDENCYPART_GRANDPAR
(32,33),(33,31),-0.350296 # DEPENDENCYPART_GRANDPAR
(32,33),(33,32),-0.376568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,33),(33,34),-0.134168 # DEPENDENCYPART_GRANDPAR
(33,19),(19,13),-0.132979 # DEPENDENCYPART_GRANDPAR
(33,19),(19,14),-0.249981 # DEPENDENCYPART_GRANDPAR
(33,19),(19,16),-0.566457 # DEPENDENCYPART_GRANDPAR
(33,19),(19,17),-0.74537 # DEPENDENCYPART_GRANDPAR
(33,19),(19,18),-0.897211 # DEPENDENCYPART_GRANDPAR
(33,19),(19,27),-1.05114 # DEPENDENCYPART_GRANDPAR
(33,19),(19,33),-0.853163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(33,20),(20,7),-0.205365 # DEPENDENCYPART_GRANDPAR
(33,20),(20,10),-0.502891 # DEPENDENCYPART_GRANDPAR
(33,20),(20,14),-0.415054 # DEPENDENCYPART_GRANDPAR
(33,20),(20,15),-0.257239 # DEPENDENCYPART_GRANDPAR
(33,20),(20,16),-0.572473 # DEPENDENCYPART_GRANDPAR
(33,20),(20,17),-0.751386 # DEPENDENCYPART_GRANDPAR
(33,20),(20,18),-0.902328 # DEPENDENCYPART_GRANDPAR
(33,20),(20,19),-0.236577 # DEPENDENCYPART_GRANDPAR
(33,20),(20,21),-0.483956 # DEPENDENCYPART_GRANDPAR
(33,20),(20,22),-0.781633 # DEPENDENCYPART_GRANDPAR
(33,20),(20,30),-0.241389 # DEPENDENCYPART_GRANDPAR
(33,22),(22,5),-1.00008 # DEPENDENCYPART_GRANDPAR
(33,22),(22,8),-0.690485 # DEPENDENCYPART_GRANDPAR
(33,22),(22,9),-0.686733 # DEPENDENCYPART_GRANDPAR
(33,22),(22,10),-0.510015 # DEPENDENCYPART_GRANDPAR
(33,22),(22,11),-0.756744 # DEPENDENCYPART_GRANDPAR
(33,22),(22,16),-0.604578 # DEPENDENCYPART_GRANDPAR
(33,22),(22,17),-0.783491 # DEPENDENCYPART_GRANDPAR
(33,22),(22,18),-0.934432 # DEPENDENCYPART_GRANDPAR
(33,22),(22,20),-0.591479 # DEPENDENCYPART_GRANDPAR
(33,22),(22,21),-0.403603 # DEPENDENCYPART_GRANDPAR
(33,22),(22,23),-0.410655 # DEPENDENCYPART_GRANDPAR
(33,24),(24,9),-0.644769 # DEPENDENCYPART_GRANDPAR
(33,24),(24,11),-0.716938 # DEPENDENCYPART_GRANDPAR
(33,24),(24,16),-0.563189 # DEPENDENCYPART_GRANDPAR
(33,24),(24,17),-0.742102 # DEPENDENCYPART_GRANDPAR
(33,24),(24,18),-0.892652 # DEPENDENCYPART_GRANDPAR
(33,24),(24,20),-0.550091 # DEPENDENCYPART_GRANDPAR
(33,24),(24,22),-0.698192 # DEPENDENCYPART_GRANDPAR
(33,24),(24,23),-0.248689 # DEPENDENCYPART_GRANDPAR
(33,24),(24,27),-0.976627 # DEPENDENCYPART_GRANDPAR
(33,25),(25,6),-0.657698 # DEPENDENCYPART_GRANDPAR
(33,25),(25,12),-0.54472 # DEPENDENCYPART_GRANDPAR
(33,25),(25,13),-0.417529 # DEPENDENCYPART_GRANDPAR
(33,25),(25,14),-0.534531 # DEPENDENCYPART_GRANDPAR
(33,25),(25,15),-0.147784 # DEPENDENCYPART_GRANDPAR
(33,25),(25,18),-0.4583 # DEPENDENCYPART_GRANDPAR
(33,25),(25,19),-0.185709 # DEPENDENCYPART_GRANDPAR
(33,25),(25,20),-0.143721 # DEPENDENCYPART_GRANDPAR
(33,25),(25,21),-0.512201 # DEPENDENCYPART_GRANDPAR
(33,25),(25,23),-0.453735 # DEPENDENCYPART_GRANDPAR
(33,25),(25,24),-0.184757 # DEPENDENCYPART_GRANDPAR
(33,25),(25,26),-0.496498 # DEPENDENCYPART_GRANDPAR
(33,25),(25,28),-0.33356 # DEPENDENCYPART_GRANDPAR
(33,25),(25,29),-0.350713 # DEPENDENCYPART_GRANDPAR
(33,25),(25,35),-0.401407 # DEPENDENCYPART_GRANDPAR
(33,26),(26,6),-0.577963 # DEPENDENCYPART_GRANDPAR
(33,26),(26,21),-0.432465 # DEPENDENCYPART_GRANDPAR
(33,26),(26,23),-0.374 # DEPENDENCYPART_GRANDPAR
(33,26),(26,24),-0.231234 # DEPENDENCYPART_GRANDPAR
(33,26),(26,25),-0.416726 # DEPENDENCYPART_GRANDPAR
(33,26),(26,28),-0.238581 # DEPENDENCYPART_GRANDPAR
(33,26),(26,29),-0.337784 # DEPENDENCYPART_GRANDPAR
(33,26),(26,31),-0.596815 # DEPENDENCYPART_GRANDPAR
(33,26),(26,33),-0.878899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(33,26),(26,35),-0.398143 # DEPENDENCYPART_GRANDPAR
(33,27),(27,24),-0.355533 # DEPENDENCYPART_GRANDPAR
(33,27),(27,25),-0.311052 # DEPENDENCYPART_GRANDPAR
(33,27),(27,26),-0.325668 # DEPENDENCYPART_GRANDPAR
(33,28),(28,1),-1.46052 # DEPENDENCYPART_GRANDPAR
(33,28),(28,2),-0.833148 # DEPENDENCYPART_GRANDPAR
(33,28),(28,5),-0.944821 # DEPENDENCYPART_GRANDPAR
(33,28),(28,12),-0.441681 # DEPENDENCYPART_GRANDPAR
