# _root_ ATO Başkanı Sinan_Aygün , Maliye Bakanı Kemal_Yazıcıoğlu ziyaretinden sonra da Bakan'ın " Vergi_Barışı_Projesi " konusunda , ocak ayının ilk haftasında _ mükelleflere müjde _ _ verebileceklerini _ söylediğini _ bildirdi .
#goldHeads=2,3,30,0,6,7,8,9,27,9,13,0,15,0,24,0,18,20,20,24,22,24,24,25,26,27,28,30,30,31,0,
#predictedHeads=2,3,30,0,6,7,8,9,25,9,13,0,15,0,25,0,18,20,20,25,22,24,25,25,26,27,28,30,30,31,0,
(28,20),(20,18),0.045353 # DEPENDENCYPART_GRANDPAR
(28,20),(20,19),-0.231289 # DEPENDENCYPART_GRANDPAR
(28,20),(20,21),-0.55835 # DEPENDENCYPART_GRANDPAR
(28,20),(20,22),-0.225419 # DEPENDENCYPART_GRANDPAR
(28,20),(20,24),-0.0139537 # DEPENDENCYPART_GRANDPAR
(28,22),(22,9),-0.385184 # DEPENDENCYPART_GRANDPAR
(28,22),(22,11),-0.4455 # DEPENDENCYPART_GRANDPAR
(28,22),(22,12),-0.716682 # DEPENDENCYPART_GRANDPAR
(28,22),(22,13),-0.734214 # DEPENDENCYPART_GRANDPAR
(28,22),(22,14),-0.580955 # DEPENDENCYPART_GRANDPAR
(28,22),(22,15),-0.496722 # DEPENDENCYPART_GRANDPAR
(28,22),(22,16),-0.352041 # DEPENDENCYPART_GRANDPAR
(28,22),(22,17),-0.408146 # DEPENDENCYPART_GRANDPAR
(28,22),(22,18),0.045353 # DEPENDENCYPART_GRANDPAR
(28,22),(22,19),-0.231289 # DEPENDENCYPART_GRANDPAR
(28,22),(22,20),-0.232395 # DEPENDENCYPART_GRANDPAR
(28,22),(22,21),-0.422002 # DEPENDENCYPART_GRANDPAR
(28,22),(22,23),-0.0160009 # DEPENDENCYPART_GRANDPAR
(28,22),(22,24),-0.0139537 # DEPENDENCYPART_GRANDPAR
(28,23),(23,12),-0.716682 # DEPENDENCYPART_GRANDPAR
(28,23),(23,16),-0.352041 # DEPENDENCYPART_GRANDPAR
(28,23),(23,17),-0.408146 # DEPENDENCYPART_GRANDPAR
(28,23),(23,18),0.045353 # DEPENDENCYPART_GRANDPAR
(28,23),(23,19),-0.231289 # DEPENDENCYPART_GRANDPAR
(28,23),(23,20),-0.232395 # DEPENDENCYPART_GRANDPAR
(28,23),(23,21),-0.422002 # DEPENDENCYPART_GRANDPAR
(28,23),(23,22),-0.159376 # DEPENDENCYPART_GRANDPAR
(28,23),(23,24),-0.0139537 # DEPENDENCYPART_GRANDPAR
(28,23),(23,25),-0.222979 # DEPENDENCYPART_GRANDPAR
(28,27),(27,1),-1.42384 # DEPENDENCYPART_GRANDPAR
(28,27),(27,2),-1.31768 # DEPENDENCYPART_GRANDPAR
(28,27),(27,3),-0.996818 # DEPENDENCYPART_GRANDPAR
(28,27),(27,5),-1.04782 # DEPENDENCYPART_GRANDPAR
(28,27),(27,6),-1.04101 # DEPENDENCYPART_GRANDPAR
(28,27),(27,7),-0.838548 # DEPENDENCYPART_GRANDPAR
(28,27),(27,8),-0.758178 # DEPENDENCYPART_GRANDPAR
(28,27),(27,9),-0.298938 # DEPENDENCYPART_GRANDPAR
(28,27),(27,11),-0.379644 # DEPENDENCYPART_GRANDPAR
(28,27),(27,13),-0.668358 # DEPENDENCYPART_GRANDPAR
(28,27),(27,15),-0.467023 # DEPENDENCYPART_GRANDPAR
(28,27),(27,17),-0.319137 # DEPENDENCYPART_GRANDPAR
(28,27),(27,18),0.111073 # DEPENDENCYPART_GRANDPAR
(28,27),(27,20),-0.166539 # DEPENDENCYPART_GRANDPAR
(28,27),(27,21),-0.343056 # DEPENDENCYPART_GRANDPAR
(28,27),(27,22),-0.0935195 # DEPENDENCYPART_GRANDPAR
(28,27),(27,23),0.115898 # DEPENDENCYPART_GRANDPAR
(28,27),(27,24),0.127575 # DEPENDENCYPART_GRANDPAR
(28,27),(27,25),-0.08145 # DEPENDENCYPART_GRANDPAR
(28,27),(27,26),0.62031 # DEPENDENCYPART_GRANDPAR
(28,27),(27,28),-0.332137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,27),(27,29),-0.0750654 # DEPENDENCYPART_GRANDPAR
(28,29),(29,9),-0.432113 # DEPENDENCYPART_GRANDPAR
(28,29),(29,20),-0.385306 # DEPENDENCYPART_GRANDPAR
(28,29),(29,22),-0.312287 # DEPENDENCYPART_GRANDPAR
(28,29),(29,23),-0.102869 # DEPENDENCYPART_GRANDPAR
(28,29),(29,24),-0.191891 # DEPENDENCYPART_GRANDPAR
(28,29),(29,25),-0.400916 # DEPENDENCYPART_GRANDPAR
(28,29),(29,26),0.401543 # DEPENDENCYPART_GRANDPAR
(28,29),(29,27),-0.0107455 # DEPENDENCYPART_GRANDPAR
(28,29),(29,28),-0.458443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,29),(29,30),-0.0486849 # DEPENDENCYPART_GRANDPAR
(29,9),(9,1),-0.206278 # DEPENDENCYPART_GRANDPAR
(29,9),(9,2),0.568733 # DEPENDENCYPART_GRANDPAR
(29,9),(9,4),-0.844554 # DEPENDENCYPART_GRANDPAR
(29,9),(9,5),-0.416264 # DEPENDENCYPART_GRANDPAR
(29,9),(9,6),-0.448129 # DEPENDENCYPART_GRANDPAR
(29,9),(9,7),-0.287735 # DEPENDENCYPART_GRANDPAR
(29,9),(9,8),-0.177178 # DEPENDENCYPART_GRANDPAR
(29,9),(9,10),-0.147368 # DEPENDENCYPART_GRANDPAR
(29,9),(9,13),-0.428656 # DEPENDENCYPART_GRANDPAR
(29,20),(20,11),-0.425008 # DEPENDENCYPART_GRANDPAR
(29,20),(20,12),-0.79566 # DEPENDENCYPART_GRANDPAR
(29,20),(20,14),-0.663201 # DEPENDENCYPART_GRANDPAR
(29,20),(20,16),-0.331137 # DEPENDENCYPART_GRANDPAR
(29,20),(20,17),-0.178701 # DEPENDENCYPART_GRANDPAR
(29,20),(20,18),-0.412853 # DEPENDENCYPART_GRANDPAR
(29,20),(20,19),-0.154893 # DEPENDENCYPART_GRANDPAR
(29,20),(20,21),-0.143517 # DEPENDENCYPART_GRANDPAR
(29,20),(20,22),-0.268652 # DEPENDENCYPART_GRANDPAR
(29,20),(20,24),-0.430826 # DEPENDENCYPART_GRANDPAR
(29,22),(22,9),-0.88693 # DEPENDENCYPART_GRANDPAR
(29,22),(22,11),-0.425008 # DEPENDENCYPART_GRANDPAR
(29,22),(22,12),-0.79566 # DEPENDENCYPART_GRANDPAR
(29,22),(22,13),-0.29445 # DEPENDENCYPART_GRANDPAR
(29,22),(22,14),-0.663201 # DEPENDENCYPART_GRANDPAR
(29,22),(22,15),-0.288883 # DEPENDENCYPART_GRANDPAR
(29,22),(22,16),-0.331137 # DEPENDENCYPART_GRANDPAR
(29,22),(22,17),-0.178701 # DEPENDENCYPART_GRANDPAR
(29,22),(22,18),-0.412853 # DEPENDENCYPART_GRANDPAR
(29,22),(22,19),-0.154893 # DEPENDENCYPART_GRANDPAR
(29,22),(22,20),-0.266087 # DEPENDENCYPART_GRANDPAR
(29,22),(22,21),-0.0554963 # DEPENDENCYPART_GRANDPAR
(29,22),(22,23),-0.455368 # DEPENDENCYPART_GRANDPAR
(29,22),(22,24),-0.430826 # DEPENDENCYPART_GRANDPAR
(29,23),(23,12),-0.79566 # DEPENDENCYPART_GRANDPAR
(29,23),(23,16),-0.331137 # DEPENDENCYPART_GRANDPAR
(29,23),(23,17),-0.178701 # DEPENDENCYPART_GRANDPAR
(29,23),(23,18),-0.412853 # DEPENDENCYPART_GRANDPAR
(29,23),(23,19),-0.154893 # DEPENDENCYPART_GRANDPAR
(29,23),(23,20),-0.266087 # DEPENDENCYPART_GRANDPAR
(29,23),(23,21),-0.0554963 # DEPENDENCYPART_GRANDPAR
(29,23),(23,22),-0.132119 # DEPENDENCYPART_GRANDPAR
(29,23),(23,24),-0.430826 # DEPENDENCYPART_GRANDPAR
(29,23),(23,25),-0.258525 # DEPENDENCYPART_GRANDPAR
(29,24),(24,3),-0.66369 # DEPENDENCYPART_GRANDPAR
(29,24),(24,9),-1.00051 # DEPENDENCYPART_GRANDPAR
(29,24),(24,11),-0.54619 # DEPENDENCYPART_GRANDPAR
(29,24),(24,18),-0.53179 # DEPENDENCYPART_GRANDPAR
(29,24),(24,20),-0.387268 # DEPENDENCYPART_GRANDPAR
(29,24),(24,21),-0.214245 # DEPENDENCYPART_GRANDPAR
(29,24),(24,22),-0.2533 # DEPENDENCYPART_GRANDPAR
(29,24),(24,23),-0.440017 # DEPENDENCYPART_GRANDPAR
(29,24),(24,26),-0.463315 # DEPENDENCYPART_GRANDPAR
(29,24),(24,28),-0.279733 # DEPENDENCYPART_GRANDPAR
(29,24),(24,29),-0.564651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,25),(25,1),-0.410605 # DEPENDENCYPART_GRANDPAR
(29,25),(25,2),0.37253 # DEPENDENCYPART_GRANDPAR
(29,25),(25,3),-0.66369 # DEPENDENCYPART_GRANDPAR
(29,25),(25,5),-0.622419 # DEPENDENCYPART_GRANDPAR
(29,25),(25,6),-0.653447 # DEPENDENCYPART_GRANDPAR
(29,25),(25,7),-0.492061 # DEPENDENCYPART_GRANDPAR
(29,25),(25,8),-0.381505 # DEPENDENCYPART_GRANDPAR
(29,25),(25,9),-1.00051 # DEPENDENCYPART_GRANDPAR
(29,25),(25,11),-0.54619 # DEPENDENCYPART_GRANDPAR
(29,25),(25,13),-0.415631 # DEPENDENCYPART_GRANDPAR
(29,25),(25,15),-0.43658 # DEPENDENCYPART_GRANDPAR
(29,25),(25,17),-0.283128 # DEPENDENCYPART_GRANDPAR
(29,25),(25,18),-0.53179 # DEPENDENCYPART_GRANDPAR
(29,25),(25,19),-0.750569 # DEPENDENCYPART_GRANDPAR
(29,25),(25,20),-0.387268 # DEPENDENCYPART_GRANDPAR
(29,25),(25,21),-0.214245 # DEPENDENCYPART_GRANDPAR
(29,25),(25,22),-0.2533 # DEPENDENCYPART_GRANDPAR
(29,25),(25,23),-0.440017 # DEPENDENCYPART_GRANDPAR
(29,25),(25,24),-0.151845 # DEPENDENCYPART_GRANDPAR
(29,25),(25,26),-0.463315 # DEPENDENCYPART_GRANDPAR
(29,25),(25,27),-0.390764 # DEPENDENCYPART_GRANDPAR
(29,25),(25,28),-0.279733 # DEPENDENCYPART_GRANDPAR
(29,25),(25,29),-0.564651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,26),(26,8),-0.260324 # DEPENDENCYPART_GRANDPAR
(29,26),(26,13),-0.29445 # DEPENDENCYPART_GRANDPAR
(29,26),(26,15),-0.288883 # DEPENDENCYPART_GRANDPAR
(29,26),(26,16),-0.331137 # DEPENDENCYPART_GRANDPAR
(29,26),(26,17),-0.178701 # DEPENDENCYPART_GRANDPAR
(29,26),(26,18),-0.412853 # DEPENDENCYPART_GRANDPAR
(29,26),(26,20),-0.266087 # DEPENDENCYPART_GRANDPAR
(29,26),(26,22),-0.132119 # DEPENDENCYPART_GRANDPAR
(29,26),(26,23),-0.318835 # DEPENDENCYPART_GRANDPAR
(29,26),(26,25),-0.202793 # DEPENDENCYPART_GRANDPAR
(29,27),(27,1),-0.410605 # DEPENDENCYPART_GRANDPAR
(29,27),(27,2),0.37253 # DEPENDENCYPART_GRANDPAR
(29,27),(27,3),-0.66369 # DEPENDENCYPART_GRANDPAR
(29,27),(27,5),-0.622419 # DEPENDENCYPART_GRANDPAR
(29,27),(27,6),-0.653447 # DEPENDENCYPART_GRANDPAR
(29,27),(27,7),-0.492061 # DEPENDENCYPART_GRANDPAR
(29,27),(27,8),-0.381505 # DEPENDENCYPART_GRANDPAR
(29,27),(27,9),-1.00051 # DEPENDENCYPART_GRANDPAR
(29,27),(27,11),-0.54619 # DEPENDENCYPART_GRANDPAR
(29,27),(27,13),-0.415631 # DEPENDENCYPART_GRANDPAR
(29,27),(27,15),-0.43658 # DEPENDENCYPART_GRANDPAR
(29,27),(27,17),-0.283128 # DEPENDENCYPART_GRANDPAR
(29,27),(27,18),-0.53179 # DEPENDENCYPART_GRANDPAR
(29,27),(27,20),-0.387268 # DEPENDENCYPART_GRANDPAR
(29,27),(27,21),-0.214245 # DEPENDENCYPART_GRANDPAR
(29,27),(27,22),-0.2533 # DEPENDENCYPART_GRANDPAR
(29,27),(27,23),-0.440017 # DEPENDENCYPART_GRANDPAR
(29,27),(27,24),-0.151845 # DEPENDENCYPART_GRANDPAR
(29,27),(27,25),0.0204561 # DEPENDENCYPART_GRANDPAR
(29,27),(27,26),-0.202572 # DEPENDENCYPART_GRANDPAR
(29,27),(27,28),-0.279733 # DEPENDENCYPART_GRANDPAR
(29,27),(27,29),-0.564651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,28),(28,5),-0.507132 # DEPENDENCYPART_GRANDPAR
(29,28),(28,6),-0.537093 # DEPENDENCYPART_GRANDPAR
(29,28),(28,8),-0.266939 # DEPENDENCYPART_GRANDPAR
(29,28),(28,12),-0.802426 # DEPENDENCYPART_GRANDPAR
(29,28),(28,13),-0.301065 # DEPENDENCYPART_GRANDPAR
(29,28),(28,14),-0.669967 # DEPENDENCYPART_GRANDPAR
(29,28),(28,15),-0.295499 # DEPENDENCYPART_GRANDPAR
(29,28),(28,16),-0.341319 # DEPENDENCYPART_GRANDPAR
(29,28),(28,17),-0.185317 # DEPENDENCYPART_GRANDPAR
(29,28),(28,18),-0.419468 # DEPENDENCYPART_GRANDPAR
(29,28),(28,20),-0.272703 # DEPENDENCYPART_GRANDPAR
(29,28),(28,22),-0.138735 # DEPENDENCYPART_GRANDPAR
(29,28),(28,23),-0.325451 # DEPENDENCYPART_GRANDPAR
(29,28),(28,27),-0.11194 # DEPENDENCYPART_GRANDPAR
(29,28),(28,29),-0.666902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,30),(30,1),-0.676731 # DEPENDENCYPART_GRANDPAR
(29,30),(30,2),0.0755359 # DEPENDENCYPART_GRANDPAR
(29,30),(30,3),-0.932227 # DEPENDENCYPART_GRANDPAR
(29,30),(30,4),-1.04409 # DEPENDENCYPART_GRANDPAR
(29,30),(30,5),-0.884895 # DEPENDENCYPART_GRANDPAR
(29,30),(30,6),-0.917862 # DEPENDENCYPART_GRANDPAR
(29,30),(30,7),-0.758474 # DEPENDENCYPART_GRANDPAR
(29,30),(30,8),-0.647918 # DEPENDENCYPART_GRANDPAR
(29,30),(30,9),-1.06574 # DEPENDENCYPART_GRANDPAR
(29,30),(30,10),-0.350396 # DEPENDENCYPART_GRANDPAR
(29,30),(30,11),-0.812603 # DEPENDENCYPART_GRANDPAR
(29,30),(30,12),-0.922303 # DEPENDENCYPART_GRANDPAR
(29,30),(30,13),-0.682044 # DEPENDENCYPART_GRANDPAR
(29,30),(30,14),-0.789844 # DEPENDENCYPART_GRANDPAR
(29,30),(30,15),-0.695827 # DEPENDENCYPART_GRANDPAR
(29,30),(30,16),-0.546225 # DEPENDENCYPART_GRANDPAR
(29,30),(30,17),-0.551227 # DEPENDENCYPART_GRANDPAR
(29,30),(30,18),-0.795609 # DEPENDENCYPART_GRANDPAR
(29,30),(30,19),-0.465294 # DEPENDENCYPART_GRANDPAR
(29,30),(30,20),-0.653681 # DEPENDENCYPART_GRANDPAR
(29,30),(30,21),-0.38435 # DEPENDENCYPART_GRANDPAR
(29,30),(30,22),-0.519713 # DEPENDENCYPART_GRANDPAR
(29,30),(30,23),-0.70643 # DEPENDENCYPART_GRANDPAR
(29,30),(30,24),-0.688855 # DEPENDENCYPART_GRANDPAR
(29,30),(30,25),-0.516554 # DEPENDENCYPART_GRANDPAR
(29,30),(30,26),-0.468985 # DEPENDENCYPART_GRANDPAR
(29,30),(30,27),-0.422325 # DEPENDENCYPART_GRANDPAR
(29,30),(30,28),-0.285412 # DEPENDENCYPART_GRANDPAR
(29,30),(30,29),-0.584265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,2),(2,1),-0.655802 # DEPENDENCYPART_GRANDPAR
(30,2),(2,3),-0.825732 # DEPENDENCYPART_GRANDPAR
(30,2),(2,4),-1.1605 # DEPENDENCYPART_GRANDPAR
(30,3),(3,1),-0.644241 # DEPENDENCYPART_GRANDPAR
(30,3),(3,2),0.0795137 # DEPENDENCYPART_GRANDPAR
(30,3),(3,5),-0.904286 # DEPENDENCYPART_GRANDPAR
(30,4),(4,1),-0.682632 # DEPENDENCYPART_GRANDPAR
(30,4),(4,2),0.0058649 # DEPENDENCYPART_GRANDPAR
(30,4),(4,3),-0.707769 # DEPENDENCYPART_GRANDPAR
(30,5),(5,2),0.0657244 # DEPENDENCYPART_GRANDPAR
(30,5),(5,3),-0.675672 # DEPENDENCYPART_GRANDPAR
(30,5),(5,4),-0.900303 # DEPENDENCYPART_GRANDPAR
(30,5),(5,7),-0.609642 # DEPENDENCYPART_GRANDPAR
(30,6),(6,1),-0.653453 # DEPENDENCYPART_GRANDPAR
(30,6),(6,2),0.0649903 # DEPENDENCYPART_GRANDPAR
(30,6),(6,3),-0.676406 # DEPENDENCYPART_GRANDPAR
(30,6),(6,4),-0.900746 # DEPENDENCYPART_GRANDPAR
(30,6),(6,5),-0.758959 # DEPENDENCYPART_GRANDPAR
(30,6),(6,7),-0.60964 # DEPENDENCYPART_GRANDPAR
(30,6),(6,10),0.274207 # DEPENDENCYPART_GRANDPAR
(30,7),(7,4),-0.900303 # DEPENDENCYPART_GRANDPAR
(30,7),(7,5),-0.758225 # DEPENDENCYPART_GRANDPAR
(30,7),(7,6),-0.612381 # DEPENDENCYPART_GRANDPAR
(30,7),(7,10),0.274207 # DEPENDENCYPART_GRANDPAR
(30,8),(8,4),-0.900303 # DEPENDENCYPART_GRANDPAR
(30,8),(8,5),-0.758225 # DEPENDENCYPART_GRANDPAR
(30,8),(8,6),-0.612381 # DEPENDENCYPART_GRANDPAR
(30,8),(8,7),-0.460365 # DEPENDENCYPART_GRANDPAR
(30,8),(8,10),0.274207 # DEPENDENCYPART_GRANDPAR
(30,9),(9,1),-0.612691 # DEPENDENCYPART_GRANDPAR
(30,9),(9,2),0.0830161 # DEPENDENCYPART_GRANDPAR
(30,9),(9,4),-0.965424 # DEPENDENCYPART_GRANDPAR
(30,9),(9,5),-0.717373 # DEPENDENCYPART_GRANDPAR
(30,9),(9,6),-0.573849 # DEPENDENCYPART_GRANDPAR
(30,9),(9,7),-0.42062 # DEPENDENCYPART_GRANDPAR
(30,9),(9,8),-0.252945 # DEPENDENCYPART_GRANDPAR
(30,9),(9,10),0.249372 # DEPENDENCYPART_GRANDPAR
(30,9),(9,13),-0.560378 # DEPENDENCYPART_GRANDPAR
(30,10),(10,6),-0.739145 # DEPENDENCYPART_GRANDPAR
(30,10),(10,7),-0.58499 # DEPENDENCYPART_GRANDPAR
(30,10),(10,8),-0.417315 # DEPENDENCYPART_GRANDPAR
(30,10),(10,9),-0.245906 # DEPENDENCYPART_GRANDPAR
(30,10),(10,11),-0.558221 # DEPENDENCYPART_GRANDPAR
(30,11),(11,5),-0.758225 # DEPENDENCYPART_GRANDPAR
(30,11),(11,6),-0.612381 # DEPENDENCYPART_GRANDPAR
(30,11),(11,8),-0.29269 # DEPENDENCYPART_GRANDPAR
(30,11),(11,10),-0.179749 # DEPENDENCYPART_GRANDPAR
(30,11),(11,13),-0.56772 # DEPENDENCYPART_GRANDPAR
(30,12),(12,10),0.0649632 # DEPENDENCYPART_GRANDPAR
(30,12),(12,11),-0.268635 # DEPENDENCYPART_GRANDPAR
(30,12),(12,14),-0.554385 # DEPENDENCYPART_GRANDPAR
(30,12),(12,25),-0.286409 # DEPENDENCYPART_GRANDPAR
(30,12),(12,29),-0.188196 # DEPENDENCYPART_GRANDPAR
(30,12),(12,30),-0.766989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,13),(13,1),-0.652718 # DEPENDENCYPART_GRANDPAR
(30,13),(13,2),0.0657244 # DEPENDENCYPART_GRANDPAR
(30,13),(13,3),-0.675672 # DEPENDENCYPART_GRANDPAR
(30,13),(13,4),-0.900303 # DEPENDENCYPART_GRANDPAR
(30,13),(13,7),-0.460365 # DEPENDENCYPART_GRANDPAR
(30,13),(13,8),-0.29269 # DEPENDENCYPART_GRANDPAR
(30,13),(13,9),-0.270137 # DEPENDENCYPART_GRANDPAR
(30,13),(13,10),-0.179749 # DEPENDENCYPART_GRANDPAR
(30,13),(13,11),-0.274158 # DEPENDENCYPART_GRANDPAR
(30,13),(13,12),-0.561422 # DEPENDENCYPART_GRANDPAR
(30,13),(13,14),-0.53444 # DEPENDENCYPART_GRANDPAR
(30,13),(13,15),-0.383526 # DEPENDENCYPART_GRANDPAR
(30,13),(13,30),-0.709837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,14),(14,12),-0.515554 # DEPENDENCYPART_GRANDPAR
(30,14),(14,13),-0.412923 # DEPENDENCYPART_GRANDPAR
(30,14),(14,25),-0.286409 # DEPENDENCYPART_GRANDPAR
(30,14),(14,30),-0.766989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,15),(15,4),-0.906865 # DEPENDENCYPART_GRANDPAR
(30,15),(15,6),-0.616152 # DEPENDENCYPART_GRANDPAR
(30,15),(15,7),-0.464135 # DEPENDENCYPART_GRANDPAR
(30,15),(15,8),-0.29646 # DEPENDENCYPART_GRANDPAR
(30,15),(15,9),-0.276303 # DEPENDENCYPART_GRANDPAR
(30,15),(15,10),-0.185916 # DEPENDENCYPART_GRANDPAR
(30,15),(15,11),-0.277928 # DEPENDENCYPART_GRANDPAR
(30,15),(15,12),-0.567795 # DEPENDENCYPART_GRANDPAR
(30,15),(15,13),-0.422216 # DEPENDENCYPART_GRANDPAR
(30,15),(15,14),-0.432695 # DEPENDENCYPART_GRANDPAR
(30,15),(15,19),-0.263649 # DEPENDENCYPART_GRANDPAR
(30,15),(15,30),-0.709837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,16),(16,14),-0.409367 # DEPENDENCYPART_GRANDPAR
(30,16),(16,15),-0.27503 # DEPENDENCYPART_GRANDPAR
(30,16),(16,25),-0.39521 # DEPENDENCYPART_GRANDPAR
(30,16),(16,29),-0.296997 # DEPENDENCYPART_GRANDPAR
(30,16),(16,30),-0.681381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,17),(17,15),-0.213104 # DEPENDENCYPART_GRANDPAR
(30,17),(17,16),-0.278684 # DEPENDENCYPART_GRANDPAR
(30,17),(17,19),-0.259586 # DEPENDENCYPART_GRANDPAR
(30,17),(17,21),-0.41188 # DEPENDENCYPART_GRANDPAR
(30,18),(18,12),-0.562771 # DEPENDENCYPART_GRANDPAR
(30,18),(18,14),-0.427671 # DEPENDENCYPART_GRANDPAR
(30,18),(18,15),-0.210078 # DEPENDENCYPART_GRANDPAR
(30,18),(18,16),-0.280975 # DEPENDENCYPART_GRANDPAR
(30,18),(18,17),-0.383011 # DEPENDENCYPART_GRANDPAR
(30,18),(18,19),-0.259583 # DEPENDENCYPART_GRANDPAR
(30,18),(18,21),-0.411877 # DEPENDENCYPART_GRANDPAR
(30,19),(19,16),-0.382484 # DEPENDENCYPART_GRANDPAR
(30,19),(19,17),-0.438691 # DEPENDENCYPART_GRANDPAR
(30,19),(19,18),-0.244682 # DEPENDENCYPART_GRANDPAR
(30,19),(19,23),-0.31744 # DEPENDENCYPART_GRANDPAR
(30,20),(20,11),-0.274158 # DEPENDENCYPART_GRANDPAR
(30,20),(20,12),-0.561422 # DEPENDENCYPART_GRANDPAR
(30,20),(20,14),-0.426322 # DEPENDENCYPART_GRANDPAR
(30,20),(20,16),-0.278279 # DEPENDENCYPART_GRANDPAR
(30,20),(20,17),-0.383011 # DEPENDENCYPART_GRANDPAR
(30,20),(20,18),-0.179508 # DEPENDENCYPART_GRANDPAR
(30,20),(20,19),-0.139489 # DEPENDENCYPART_GRANDPAR
(30,20),(20,21),-0.411877 # DEPENDENCYPART_GRANDPAR
(30,20),(20,22),-0.162796 # DEPENDENCYPART_GRANDPAR
(30,20),(20,24),-0.374324 # DEPENDENCYPART_GRANDPAR
(30,21),(21,19),-0.324693 # DEPENDENCYPART_GRANDPAR
(30,21),(21,20),0.0828608 # DEPENDENCYPART_GRANDPAR
(30,21),(21,23),-0.506376 # DEPENDENCYPART_GRANDPAR
(30,22),(22,9),-0.270137 # DEPENDENCYPART_GRANDPAR
(30,22),(22,11),-0.274158 # DEPENDENCYPART_GRANDPAR
(30,22),(22,12),-0.561422 # DEPENDENCYPART_GRANDPAR
(30,22),(22,13),-0.418446 # DEPENDENCYPART_GRANDPAR
(30,22),(22,14),-0.426322 # DEPENDENCYPART_GRANDPAR
(30,22),(22,15),-0.210078 # DEPENDENCYPART_GRANDPAR
(30,22),(22,16),-0.278279 # DEPENDENCYPART_GRANDPAR
(30,22),(22,17),-0.383011 # DEPENDENCYPART_GRANDPAR
(30,22),(22,18),-0.179508 # DEPENDENCYPART_GRANDPAR
(30,22),(22,19),-0.139489 # DEPENDENCYPART_GRANDPAR
(30,22),(22,20),0.0908708 # DEPENDENCYPART_GRANDPAR
(30,22),(22,21),-0.318082 # DEPENDENCYPART_GRANDPAR
(30,22),(22,23),-0.240224 # DEPENDENCYPART_GRANDPAR
(30,22),(22,24),-0.374324 # DEPENDENCYPART_GRANDPAR
(30,23),(23,12),-0.561422 # DEPENDENCYPART_GRANDPAR
(30,23),(23,16),-0.278279 # DEPENDENCYPART_GRANDPAR
(30,23),(23,17),-0.383011 # DEPENDENCYPART_GRANDPAR
(30,23),(23,18),-0.179508 # DEPENDENCYPART_GRANDPAR
(30,23),(23,19),-0.139489 # DEPENDENCYPART_GRANDPAR
(30,23),(23,20),0.0908708 # DEPENDENCYPART_GRANDPAR
(30,23),(23,21),-0.318082 # DEPENDENCYPART_GRANDPAR
(30,23),(23,22),-0.0135216 # DEPENDENCYPART_GRANDPAR
(30,23),(23,24),-0.374324 # DEPENDENCYPART_GRANDPAR
(30,23),(23,25),0.00793701 # DEPENDENCYPART_GRANDPAR
(30,24),(24,3),-0.661362 # DEPENDENCYPART_GRANDPAR
(30,24),(24,9),-0.253563 # DEPENDENCYPART_GRANDPAR
(30,24),(24,11),-0.265105 # DEPENDENCYPART_GRANDPAR
(30,24),(24,18),-0.169209 # DEPENDENCYPART_GRANDPAR
(30,24),(24,20),0.0999235 # DEPENDENCYPART_GRANDPAR
(30,24),(24,21),-0.261121 # DEPENDENCYPART_GRANDPAR
(30,24),(24,22),-0.00446885 # DEPENDENCYPART_GRANDPAR
(30,24),(24,23),-0.0818966 # DEPENDENCYPART_GRANDPAR
(30,24),(24,26),-0.463393 # DEPENDENCYPART_GRANDPAR
(30,24),(24,28),-0.199417 # DEPENDENCYPART_GRANDPAR
(30,24),(24,29),-0.129596 # DEPENDENCYPART_GRANDPAR
(30,25),(25,1),-0.643383 # DEPENDENCYPART_GRANDPAR
(30,25),(25,2),0.0605912 # DEPENDENCYPART_GRANDPAR
(30,25),(25,3),-0.661362 # DEPENDENCYPART_GRANDPAR
(30,25),(25,5),-0.749894 # DEPENDENCYPART_GRANDPAR
(30,25),(25,6),-0.605445 # DEPENDENCYPART_GRANDPAR
(30,25),(25,7),-0.451312 # DEPENDENCYPART_GRANDPAR
(30,25),(25,8),-0.283637 # DEPENDENCYPART_GRANDPAR
(30,25),(25,9),-0.253563 # DEPENDENCYPART_GRANDPAR
(30,25),(25,11),-0.265105 # DEPENDENCYPART_GRANDPAR
(30,25),(25,13),-0.409393 # DEPENDENCYPART_GRANDPAR
(30,25),(25,15),-0.229453 # DEPENDENCYPART_GRANDPAR
(30,25),(25,17),-0.357937 # DEPENDENCYPART_GRANDPAR
