# _root_ Cadı onu _ ziyarete_geldiğinde , aşağıdan " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye seslenirmiş .
#goldHeads=3,3,4,21,0,21,0,9,10,13,0,13,18,16,16,17,13,20,0,21,22,0,
#predictedHeads=3,3,4,5,0,7,0,16,0,16,0,13,16,16,16,17,21,0,0,21,22,0,
(18,22),(22,1),-0.489805 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-0.758882 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-0.719851 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-0.262814 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.265204 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.022125 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.154399 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.131832 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),0.202822 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.568597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),-0.384926 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.329546 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.131725 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.497139 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),0.336055 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.750674 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-1.30305 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.678383 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.573227 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.497139 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),0.336055 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.524139 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.451847 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.346691 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-1.03261 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.368061 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.583419 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.320617 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.256026 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.48552 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.324816 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),-0.0866703 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),-0.240168 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.66115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.405166 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),-0.448872 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),-0.490387 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.180127 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),0.555934 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.601796 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.208516 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-1.06851 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.136225 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.854515 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.0310692 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.850872 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.0524387 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.397987 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.251934 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),0.114211 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.282308 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.0454214 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.283567 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.0738843 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.664508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.395794 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.450465 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.492339 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),0.42062 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.374058 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.21798 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.42838 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.225845 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.109277 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.249167 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.0657875 # DEPENDENCYPART_GRANDPAR
(19,14),(14,20),-0.418241 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.593592 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.620244 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.558459 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.507545 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.256862 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.147739 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.329879 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),0.418359 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-1.07012 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.294559 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-1.01031 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.189403 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.852475 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.210772 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.430641 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.225529 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.110467 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.124172 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.166404 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.295336 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),0.419536 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.384653 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-1.071 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.312362 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-1.01016 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.207206 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.853357 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.228575 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.430494 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.228085 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.111517 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),0.106369 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.168239 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0545048 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0724313 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.649506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.418241 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.397863 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.625986 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.381545 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.276125 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.0398385 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.155394 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.353284 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0856909 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.310141 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.664296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.403487 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.45574 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.48965 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.137803 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.206671 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),0.0169383 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.211169 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.515973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,1),-0.60322 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),0.140618 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-0.633263 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-1.34409 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-0.560972 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-1.16663 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-0.455816 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-1.12645 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.477185 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.647519 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.573066 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.385501 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.138537 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.474888 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.207516 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),0.015144 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.232268 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.501389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.215245 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.170312 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-0.629302 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-0.958278 # DEPENDENCYPART_GRANDPAR
(19,22),(22,7),-1.17854 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.608416 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.423353 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.164618 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.480033 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.233486 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.00987706 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.244348 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.544296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.311141 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.245869 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.712658 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.315 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.307491 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),0.26875 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.0438727 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),0.232661 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.0422354 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.0682355 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.404012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,1),-0.506582 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.712658 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.226813 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.432583 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),0.0118777 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.412558 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.0382694 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.296931 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),0.26875 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.0402075 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),0.233733 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.0790729 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.0579008 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.205677 # DEPENDENCYPART_GRANDPAR
(20,17),(17,2),-0.712658 # DEPENDENCYPART_GRANDPAR
(20,17),(17,4),-0.324517 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.227843 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.45266 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),0.0113627 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.432635 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.0392994 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.317008 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),0.268235 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.044454 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),0.23208 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.0991497 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.0527137 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.0659541 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.420085 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.488224 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.404012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.103922 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.0285162 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),0.448222 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),0.0574016 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),0.497131 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.0186226 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.0445521 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.133434 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.404386 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.551372 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.386338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.13078 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.19015 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.115902 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.0299842 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),0.412434 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.15255 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.0200289 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.000492791 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.270459 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.668628 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.38638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.127383 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.190184 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.0457728 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.138447 # DEPENDENCYPART_GRANDPAR
(21,1),(1,6),-0.187973 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.193524 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.212156 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),0.00480589 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.135569 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.230144 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),0.0348446 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),0.0301394 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.0229945 # DEPENDENCYPART_GRANDPAR
(21,5),(5,21),-1.20507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,3),-0.135569 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.00909758 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.220194 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.30239 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.256541 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.249299 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.263099 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),0.177688 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.261483 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.0381555 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.448318 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-0.27672 # DEPENDENCYPART_GRANDPAR
(21,7),(7,17),-0.435397 # DEPENDENCYPART_GRANDPAR
(21,7),(7,21),-1.29068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,8),(8,1),-0.212156 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.220194 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.0586234 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.202253 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),-0.263099 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),0.0301394 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.0725203 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.178146 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.141089 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.358302 # DEPENDENCYPART_GRANDPAR
(21,9),(9,21),-1.20507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,5),-0.220194 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.202253 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.127192 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),0.00243164 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),0.0893262 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.0596193 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.0962195 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.660747 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.0133659 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.130774 # DEPENDENCYPART_GRANDPAR
(21,11),(11,18),0.121618 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-1.29945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,1),-0.188139 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),0.129488 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),0.0245683 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.0249575 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.0935259 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),0.00881993 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.100084 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.188626 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.0437932 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.320947 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.200566 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.208154 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),-0.491122 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),0.0731954 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),-0.00280975 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),-0.0310953 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-1.13327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,22),-0.106988 # DEPENDENCYPART_GRANDPAR
(21,13),(13,1),-0.22557 # DEPENDENCYPART_GRANDPAR
(21,13),(13,2),0.0740972 # DEPENDENCYPART_GRANDPAR
(21,13),(13,3),-0.0979754 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),-0.0156415 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.41807 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.0651674 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.295735 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.133736 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.195444 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.140293 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.331758 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.286395 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.130914 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.0874072 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.0181205 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.301089 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),0.134192 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),0.058356 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),0.0334108 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-1.29946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,22),-0.260994 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),0.00472682 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.00933937 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.133991 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.11493 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.32514 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.195833 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.0538128 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),0.0390717 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),0.0139943 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.11976 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.0363507 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.131273 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),0.139659 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.0661948 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.511116 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),-0.20698 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.000453227 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.225453 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.0534469 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.207512 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.122015 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.00282748 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.128573 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.12011 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.331573 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),0.191724 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),0.0574573 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.0249194 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.24328 # DEPENDENCYPART_GRANDPAR
(21,17),(17,2),-0.00249947 # DEPENDENCYPART_GRANDPAR
(21,17),(17,4),-0.0322304 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.228529 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-0.0817562 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.210073 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.150325 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),-0.00590367 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.156882 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.122671 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.334026 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),0.186947 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),0.029148 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.0275224 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.153968 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.139961 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.0639818 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.0139946 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.23564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,3),0.0893262 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.122565 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.0990933 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),0.597296 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),0.0899569 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.158447 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),0.204301 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.0841593 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.0304615 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.0443507 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.29945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.268315 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),0.177688 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.0107314 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),0.688674 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),0.0728948 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.137627 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.187239 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.101221 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.357985 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.0429999 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.29068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
