# _root_ Ertesi gün hava _ kararırken , alçak bir sesle " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye seslenirmiş .
#goldHeads=2,4,4,5,24,0,9,9,24,0,12,13,16,0,16,23,19,19,20,16,0,0,24,25,0,
#predictedHeads=2,4,4,5,24,0,9,9,16,0,19,0,19,0,16,21,19,19,20,24,0,0,24,25,0,
(22,16),(16,3),-0.255329 # DEPENDENCYPART_GRANDPAR
(22,16),(16,4),-0.720228 # DEPENDENCYPART_GRANDPAR
(22,16),(16,5),-0.0103745 # DEPENDENCYPART_GRANDPAR
(22,16),(16,6),-1.18371 # DEPENDENCYPART_GRANDPAR
(22,16),(16,7),-0.233227 # DEPENDENCYPART_GRANDPAR
(22,16),(16,8),0.0956346 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.120799 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.854515 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.0310692 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.850872 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.0524387 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.397987 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.251934 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),0.114211 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.282308 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),0.0454214 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),0.283567 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),-0.0738843 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-0.664508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,23),-0.395794 # DEPENDENCYPART_GRANDPAR
(22,16),(16,24),-0.450465 # DEPENDENCYPART_GRANDPAR
(22,16),(16,25),-0.492339 # DEPENDENCYPART_GRANDPAR
(22,17),(17,7),-0.335484 # DEPENDENCYPART_GRANDPAR
(22,17),(17,8),0.0887338 # DEPENDENCYPART_GRANDPAR
(22,17),(17,11),-0.196611 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.21798 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.42838 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.225845 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.109277 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.249167 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.0657875 # DEPENDENCYPART_GRANDPAR
(22,17),(17,23),-0.418241 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.620244 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.558459 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.507545 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.256862 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.147739 # DEPENDENCYPART_GRANDPAR
(22,19),(19,3),-0.409103 # DEPENDENCYPART_GRANDPAR
(22,19),(19,6),-1.18532 # DEPENDENCYPART_GRANDPAR
(22,19),(19,8),0.0859366 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.279129 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-1.01031 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),-0.189403 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),-0.852475 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.210772 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.430641 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.225529 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.110467 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),0.124172 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.166404 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.295336 # DEPENDENCYPART_GRANDPAR
(22,20),(20,1),-0.471753 # DEPENDENCYPART_GRANDPAR
(22,20),(20,6),-1.1862 # DEPENDENCYPART_GRANDPAR
(22,20),(20,7),-0.336567 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),0.0876498 # DEPENDENCYPART_GRANDPAR
(22,20),(20,9),-0.296932 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-1.01016 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.207206 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.853357 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.228575 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.430494 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.228085 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.111517 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),0.106369 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.168239 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.0545048 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.0724313 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-0.649506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.418241 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.397863 # DEPENDENCYPART_GRANDPAR
(22,21),(21,1),-0.46683 # DEPENDENCYPART_GRANDPAR
(22,21),(21,4),-0.744418 # DEPENDENCYPART_GRANDPAR
(22,21),(21,5),-0.124752 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.381545 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.276125 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),0.0398385 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),0.155394 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.353284 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),0.0856909 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.310141 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.664296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.403487 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.45574 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.48965 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.137803 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.206671 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),0.0169383 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.211169 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.515973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,2),-0.71649 # DEPENDENCYPART_GRANDPAR
(22,24),(24,3),-0.675127 # DEPENDENCYPART_GRANDPAR
(22,24),(24,5),-0.357505 # DEPENDENCYPART_GRANDPAR
(22,24),(24,6),-1.45929 # DEPENDENCYPART_GRANDPAR
(22,24),(24,9),-0.545583 # DEPENDENCYPART_GRANDPAR
(22,24),(24,10),-1.16663 # DEPENDENCYPART_GRANDPAR
(22,24),(24,11),-0.455816 # DEPENDENCYPART_GRANDPAR
(22,24),(24,12),-1.12645 # DEPENDENCYPART_GRANDPAR
(22,24),(24,13),-0.477185 # DEPENDENCYPART_GRANDPAR
(22,24),(24,14),-0.647519 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-0.573066 # DEPENDENCYPART_GRANDPAR
(22,24),(24,16),-0.385501 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.138537 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.474888 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.207516 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),0.015144 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.232268 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.501389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.215245 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.170312 # DEPENDENCYPART_GRANDPAR
(22,25),(25,1),-0.730293 # DEPENDENCYPART_GRANDPAR
(22,25),(25,2),-0.735899 # DEPENDENCYPART_GRANDPAR
(22,25),(25,4),-1.07671 # DEPENDENCYPART_GRANDPAR
(22,25),(25,5),-0.39863 # DEPENDENCYPART_GRANDPAR
(22,25),(25,9),-0.571625 # DEPENDENCYPART_GRANDPAR
(22,25),(25,10),-1.17854 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-0.608416 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-0.423353 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.164618 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.480033 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.233486 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.00987706 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.244348 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.544296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),-0.311141 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.245869 # DEPENDENCYPART_GRANDPAR
(23,17),(17,7),-0.412606 # DEPENDENCYPART_GRANDPAR
(23,17),(17,8),-0.45094 # DEPENDENCYPART_GRANDPAR
(23,17),(17,11),-0.423119 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),-0.307491 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),0.26875 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.0438727 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),0.232661 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.0422354 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.0682355 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-0.404012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,3),-0.59311 # DEPENDENCYPART_GRANDPAR
(23,19),(19,6),-0.180662 # DEPENDENCYPART_GRANDPAR
(23,19),(19,8),-0.451393 # DEPENDENCYPART_GRANDPAR
(23,19),(19,9),-0.344135 # DEPENDENCYPART_GRANDPAR
(23,19),(19,10),0.0118777 # DEPENDENCYPART_GRANDPAR
(23,19),(19,11),-0.412558 # DEPENDENCYPART_GRANDPAR
(23,19),(19,12),-0.0382694 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.296931 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),0.26875 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.0402075 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),0.233733 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.0790729 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),0.0579008 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),0.205677 # DEPENDENCYPART_GRANDPAR
(23,20),(20,1),-0.425966 # DEPENDENCYPART_GRANDPAR
(23,20),(20,6),-0.181692 # DEPENDENCYPART_GRANDPAR
(23,20),(20,7),-0.412606 # DEPENDENCYPART_GRANDPAR
(23,20),(20,8),-0.45094 # DEPENDENCYPART_GRANDPAR
(23,20),(20,9),-0.364212 # DEPENDENCYPART_GRANDPAR
(23,20),(20,10),0.0113627 # DEPENDENCYPART_GRANDPAR
(23,20),(20,11),-0.432635 # DEPENDENCYPART_GRANDPAR
(23,20),(20,12),-0.0392994 # DEPENDENCYPART_GRANDPAR
(23,20),(20,13),-0.317008 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),0.268235 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.044454 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),0.23208 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.0991497 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),0.0527137 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),0.0659541 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),0.420085 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.488224 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-0.404012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.103922 # DEPENDENCYPART_GRANDPAR
(23,21),(21,1),-0.272888 # DEPENDENCYPART_GRANDPAR
(23,21),(21,4),-0.106 # DEPENDENCYPART_GRANDPAR
(23,21),(21,5),-0.0153409 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),0.448222 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),0.0574016 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),0.497131 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.0186226 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),0.0445521 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),0.133434 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),0.404386 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.551372 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-0.386338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.13078 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.19015 # DEPENDENCYPART_GRANDPAR
(23,22),(22,4),-0.193386 # DEPENDENCYPART_GRANDPAR
(23,22),(22,5),-0.0553381 # DEPENDENCYPART_GRANDPAR
(23,22),(22,8),-0.443754 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.0299842 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),0.412434 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.15255 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.0200289 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.000492791 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.270459 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.668628 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.38638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.127383 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.190184 # DEPENDENCYPART_GRANDPAR
(24,2),(2,1),0.11684 # DEPENDENCYPART_GRANDPAR
(24,2),(2,3),-0.257372 # DEPENDENCYPART_GRANDPAR
(24,2),(2,8),-0.359004 # DEPENDENCYPART_GRANDPAR
(24,3),(3,1),0.0715804 # DEPENDENCYPART_GRANDPAR
(24,3),(3,2),0.0194137 # DEPENDENCYPART_GRANDPAR
(24,3),(3,7),-0.106695 # DEPENDENCYPART_GRANDPAR
(24,3),(3,8),-0.347029 # DEPENDENCYPART_GRANDPAR
(24,5),(5,2),0.0489344 # DEPENDENCYPART_GRANDPAR
(24,5),(5,3),-0.106216 # DEPENDENCYPART_GRANDPAR
(24,5),(5,4),0.71378 # DEPENDENCYPART_GRANDPAR
(24,6),(6,1),0.09585 # DEPENDENCYPART_GRANDPAR
(24,6),(6,2),0.050048 # DEPENDENCYPART_GRANDPAR
(24,6),(6,3),-0.13709 # DEPENDENCYPART_GRANDPAR
(24,6),(6,4),0.57625 # DEPENDENCYPART_GRANDPAR
(24,6),(6,5),-0.20493 # DEPENDENCYPART_GRANDPAR
(24,6),(6,24),-1.20507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,9),(9,1),0.0688003 # DEPENDENCYPART_GRANDPAR
(24,9),(9,2),0.0147768 # DEPENDENCYPART_GRANDPAR
(24,9),(9,3),-0.118282 # DEPENDENCYPART_GRANDPAR
(24,9),(9,4),0.409229 # DEPENDENCYPART_GRANDPAR
(24,9),(9,5),-0.337085 # DEPENDENCYPART_GRANDPAR
(24,9),(9,6),-0.136891 # DEPENDENCYPART_GRANDPAR
(24,9),(9,7),-0.0258949 # DEPENDENCYPART_GRANDPAR
(24,9),(9,8),-0.113374 # DEPENDENCYPART_GRANDPAR
(24,9),(9,10),-0.30066 # DEPENDENCYPART_GRANDPAR
(24,9),(9,11),-0.254811 # DEPENDENCYPART_GRANDPAR
(24,9),(9,12),-0.247569 # DEPENDENCYPART_GRANDPAR
(24,9),(9,13),-0.261369 # DEPENDENCYPART_GRANDPAR
(24,10),(10,4),0.723799 # DEPENDENCYPART_GRANDPAR
(24,10),(10,6),-0.176868 # DEPENDENCYPART_GRANDPAR
(24,10),(10,7),-0.0090039 # DEPENDENCYPART_GRANDPAR
(24,10),(10,8),-0.106408 # DEPENDENCYPART_GRANDPAR
(24,10),(10,9),-0.0188935 # DEPENDENCYPART_GRANDPAR
(24,10),(10,11),-0.448318 # DEPENDENCYPART_GRANDPAR
(24,10),(10,12),-0.27672 # DEPENDENCYPART_GRANDPAR
(24,10),(10,24),-1.29068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,11),(11,3),-0.11697 # DEPENDENCYPART_GRANDPAR
(24,11),(11,6),-0.135579 # DEPENDENCYPART_GRANDPAR
(24,11),(11,7),-0.0212813 # DEPENDENCYPART_GRANDPAR
(24,11),(11,9),-0.039361 # DEPENDENCYPART_GRANDPAR
(24,11),(11,10),-0.202253 # DEPENDENCYPART_GRANDPAR
(24,11),(11,13),-0.263099 # DEPENDENCYPART_GRANDPAR
(24,12),(12,4),0.57625 # DEPENDENCYPART_GRANDPAR
(24,12),(12,9),-0.0532588 # DEPENDENCYPART_GRANDPAR
(24,12),(12,10),-0.178146 # DEPENDENCYPART_GRANDPAR
(24,12),(12,11),-0.141089 # DEPENDENCYPART_GRANDPAR
(24,12),(12,13),-0.503315 # DEPENDENCYPART_GRANDPAR
(24,12),(12,14),-0.358302 # DEPENDENCYPART_GRANDPAR
(24,12),(12,24),-1.20507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,13),(13,10),-0.202253 # DEPENDENCYPART_GRANDPAR
(24,13),(13,11),-0.127192 # DEPENDENCYPART_GRANDPAR
(24,13),(13,12),0.00243164 # DEPENDENCYPART_GRANDPAR
(24,14),(14,1),0.0511147 # DEPENDENCYPART_GRANDPAR
(24,14),(14,4),0.635437 # DEPENDENCYPART_GRANDPAR
(24,14),(14,7),-0.0328408 # DEPENDENCYPART_GRANDPAR
(24,14),(14,8),-0.149194 # DEPENDENCYPART_GRANDPAR
(24,14),(14,12),-0.0596193 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),-0.0962195 # DEPENDENCYPART_GRANDPAR
(24,14),(14,15),-0.660747 # DEPENDENCYPART_GRANDPAR
(24,14),(14,16),-0.0133659 # DEPENDENCYPART_GRANDPAR
(24,14),(14,19),-0.130774 # DEPENDENCYPART_GRANDPAR
(24,14),(14,21),0.121618 # DEPENDENCYPART_GRANDPAR
(24,14),(14,24),-1.29945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,15),(15,2),0.161482 # DEPENDENCYPART_GRANDPAR
(24,15),(15,5),-0.362239 # DEPENDENCYPART_GRANDPAR
(24,15),(15,9),-0.00570214 # DEPENDENCYPART_GRANDPAR
(24,15),(15,11),-0.0935259 # DEPENDENCYPART_GRANDPAR
(24,15),(15,12),0.00881993 # DEPENDENCYPART_GRANDPAR
(24,15),(15,13),-0.100084 # DEPENDENCYPART_GRANDPAR
(24,15),(15,14),-0.188626 # DEPENDENCYPART_GRANDPAR
(24,15),(15,16),-0.0437932 # DEPENDENCYPART_GRANDPAR
(24,15),(15,17),-0.320947 # DEPENDENCYPART_GRANDPAR
(24,15),(15,18),-0.200566 # DEPENDENCYPART_GRANDPAR
(24,15),(15,19),-0.208154 # DEPENDENCYPART_GRANDPAR
(24,15),(15,20),-0.491122 # DEPENDENCYPART_GRANDPAR
(24,15),(15,21),0.0731954 # DEPENDENCYPART_GRANDPAR
(24,15),(15,22),-0.00280975 # DEPENDENCYPART_GRANDPAR
(24,15),(15,23),-0.0310953 # DEPENDENCYPART_GRANDPAR
(24,15),(15,24),-1.13327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,15),(15,25),-0.106988 # DEPENDENCYPART_GRANDPAR
(24,16),(16,1),-0.0221776 # DEPENDENCYPART_GRANDPAR
(24,16),(16,2),0.0930049 # DEPENDENCYPART_GRANDPAR
(24,16),(16,3),-0.128732 # DEPENDENCYPART_GRANDPAR
(24,16),(16,4),0.448135 # DEPENDENCYPART_GRANDPAR
(24,16),(16,5),-0.365324 # DEPENDENCYPART_GRANDPAR
(24,16),(16,6),-0.333455 # DEPENDENCYPART_GRANDPAR
(24,16),(16,7),-0.10676 # DEPENDENCYPART_GRANDPAR
(24,16),(16,8),-0.286321 # DEPENDENCYPART_GRANDPAR
(24,16),(16,9),-0.0459085 # DEPENDENCYPART_GRANDPAR
(24,16),(16,10),-0.295735 # DEPENDENCYPART_GRANDPAR
(24,16),(16,11),-0.133736 # DEPENDENCYPART_GRANDPAR
(24,16),(16,12),-0.195444 # DEPENDENCYPART_GRANDPAR
(24,16),(16,13),-0.140293 # DEPENDENCYPART_GRANDPAR
(24,16),(16,14),-0.331758 # DEPENDENCYPART_GRANDPAR
(24,16),(16,15),-0.286395 # DEPENDENCYPART_GRANDPAR
(24,16),(16,17),-0.130914 # DEPENDENCYPART_GRANDPAR
(24,16),(16,18),-0.0874072 # DEPENDENCYPART_GRANDPAR
(24,16),(16,19),-0.0181205 # DEPENDENCYPART_GRANDPAR
(24,16),(16,20),-0.301089 # DEPENDENCYPART_GRANDPAR
(24,16),(16,21),0.134192 # DEPENDENCYPART_GRANDPAR
(24,16),(16,22),0.058356 # DEPENDENCYPART_GRANDPAR
(24,16),(16,23),0.0334108 # DEPENDENCYPART_GRANDPAR
(24,16),(16,24),-1.29946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,16),(16,25),-0.260994 # DEPENDENCYPART_GRANDPAR
(24,17),(17,7),-0.0213612 # DEPENDENCYPART_GRANDPAR
(24,17),(17,8),-0.112589 # DEPENDENCYPART_GRANDPAR
(24,17),(17,11),-0.127434 # DEPENDENCYPART_GRANDPAR
(24,17),(17,13),-0.133991 # DEPENDENCYPART_GRANDPAR
(24,17),(17,14),-0.11493 # DEPENDENCYPART_GRANDPAR
(24,17),(17,15),-0.32514 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),0.195833 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),-0.0538128 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),0.0390717 # DEPENDENCYPART_GRANDPAR
(24,17),(17,23),0.0139943 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),-0.0363507 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.131273 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),0.139659 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),0.0661948 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-0.511116 # DEPENDENCYPART_GRANDPAR
(24,19),(19,3),-0.111793 # DEPENDENCYPART_GRANDPAR
(24,19),(19,6),-0.140839 # DEPENDENCYPART_GRANDPAR
(24,19),(19,8),-0.118523 # DEPENDENCYPART_GRANDPAR
(24,19),(19,9),-0.0341845 # DEPENDENCYPART_GRANDPAR
(24,19),(19,10),-0.207512 # DEPENDENCYPART_GRANDPAR
(24,19),(19,11),-0.122015 # DEPENDENCYPART_GRANDPAR
(24,19),(19,12),-0.00282748 # DEPENDENCYPART_GRANDPAR
(24,19),(19,13),-0.128573 # DEPENDENCYPART_GRANDPAR
(24,19),(19,14),-0.12011 # DEPENDENCYPART_GRANDPAR
(24,19),(19,15),-0.331573 # DEPENDENCYPART_GRANDPAR
(24,19),(19,16),0.191724 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),0.0574573 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),0.0249194 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.24328 # DEPENDENCYPART_GRANDPAR
(24,20),(20,1),0.0661085 # DEPENDENCYPART_GRANDPAR
(24,20),(20,6),-0.143915 # DEPENDENCYPART_GRANDPAR
(24,20),(20,7),-0.0285867 # DEPENDENCYPART_GRANDPAR
(24,20),(20,8),-0.119815 # DEPENDENCYPART_GRANDPAR
(24,20),(20,9),-0.0624938 # DEPENDENCYPART_GRANDPAR
(24,20),(20,10),-0.210073 # DEPENDENCYPART_GRANDPAR
(24,20),(20,11),-0.150325 # DEPENDENCYPART_GRANDPAR
(24,20),(20,12),-0.00590367 # DEPENDENCYPART_GRANDPAR
(24,20),(20,13),-0.156882 # DEPENDENCYPART_GRANDPAR
(24,20),(20,14),-0.122671 # DEPENDENCYPART_GRANDPAR
(24,20),(20,15),-0.334026 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),0.186947 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),0.029148 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),0.0275224 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),0.153968 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),0.139961 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),0.0639818 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),0.0139946 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.23564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,1),0.0511147 # DEPENDENCYPART_GRANDPAR
(24,21),(21,4),0.635437 # DEPENDENCYPART_GRANDPAR
(24,21),(21,5),-0.223299 # DEPENDENCYPART_GRANDPAR
(24,21),(21,14),-0.122565 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-0.0990933 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),0.597296 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),0.0899569 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.158447 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),0.204301 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.0841593 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),0.0304615 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.0443507 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.29945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.268315 # DEPENDENCYPART_GRANDPAR
(24,22),(22,4),0.723799 # DEPENDENCYPART_GRANDPAR
(24,22),(22,5),-0.172159 # DEPENDENCYPART_GRANDPAR
(24,22),(22,8),-0.106408 # DEPENDENCYPART_GRANDPAR
(24,22),(22,15),-0.0107314 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),0.688674 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),0.0728948 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.137627 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),0.187239 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.101221 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),0.357985 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.0429999 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.29068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.264806 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),0.00761322 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),0.121921 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.16278 # DEPENDENCYPART_GRANDPAR
