# _root_ On_altı yaşında av tezkeresi _ _ alabilen _ gençler , tüm yıl boyunca _ _ avlanabiliyor , askere gitmiyor ve vergi vermiyorlar .
#goldHeads=2,6,4,6,6,7,9,9,16,0,12,13,16,15,16,17,19,19,20,22,22,23,0,
#predictedHeads=2,22,4,6,6,7,9,9,16,0,12,13,16,15,16,17,19,19,20,22,22,23,0,
(19,2),(2,11),-0.204636 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),0.0730601 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.21967 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.455317 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),0.0730601 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.21967 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.323341 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.453654 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.244828 # DEPENDENCYPART_GRANDPAR
(19,4),(4,22),-0.260705 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.202061 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.169414 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.289187 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.292302 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.391582 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.284278 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),0.403846 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-0.704645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,1),-0.202061 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.169414 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.289187 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.292302 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.218602 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.391582 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.284278 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),0.403846 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.308863 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.311978 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.160217 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.0556484 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.0423657 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.330379 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.21967 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.323341 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.325968 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.352934 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.248365 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),0.0651486 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.156188 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.187225 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.0826559 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),0.107022 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.466246 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.348635 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.310779 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.32325 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.214126 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),0.280823 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.0984082 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.776446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,22),-0.232249 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.209356 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.218095 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),0.093494 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.128175 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.287744 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.101651 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.0246552 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.255591 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.384329 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),-0.0998114 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),-0.260705 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.341529 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.17688 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),0.0536049 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.433559 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.0597828 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.294528 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.0925419 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.0631554 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),0.0943984 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.142171 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.0741748 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.107172 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.285901 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.0945119 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.169414 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.289187 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.292302 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.218602 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.114033 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.137447 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.0862279 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.301072 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.105334 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.20189 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),0.115382 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.228353 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.0514545 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.124691 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.343094 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.704645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,21),-0.216939 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.160448 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.414563 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.209871 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.329397 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.332512 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.31534 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.210771 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.0125155 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.0893412 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.341282 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.309597 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.20937 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),0.0681646 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.244745 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.102064 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.328834 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.0598262 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.15306 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.870838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.414638 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.491477 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.326641 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.568569 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.348635 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.171071 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.101396 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),0.0512805 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.12055 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.60557 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.456949 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),1.1479 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.336084 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.776446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.360237 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.232249 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.52856 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),0.0651486 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.0706358 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.254107 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.29124 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.644623 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.209423 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.804902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.42386 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.510982 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.260705 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.250927 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.66299 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.0403913 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),0.401585 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.286806 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.772557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.158015 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-0.122257 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.324644 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.000125232 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),0.450293 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),0.0127799 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.293178 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.714366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.463684 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-0.515808 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-0.629547 # DEPENDENCYPART_GRANDPAR
(19,22),(22,4),-0.633122 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-0.706046 # DEPENDENCYPART_GRANDPAR
(19,22),(22,6),-0.601477 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-0.47338 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-0.641892 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-0.3524 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-0.339244 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.237948 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.358261 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.654108 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.0618718 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),0.384357 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.0312547 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.273672 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.768429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.30701 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.370865 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.505926 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.571673 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.1709 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.692149 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.214335 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.0246462 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.282213 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),0.0226459 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.395965 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),0.297875 # DEPENDENCYPART_GRANDPAR
(20,12),(12,22),-0.307879 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.374567 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.411888 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.0485492 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.422449 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.579159 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),0.0122152 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.162238 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.105918 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.177681 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.300919 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.287827 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.263542 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.294285 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.744696 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.685112 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.309254 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.770955 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.33298 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.101579 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.424353 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.463633 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),0.0971769 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.423141 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.0744381 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.0734283 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.199366 # DEPENDENCYPART_GRANDPAR
(20,15),(15,21),-0.257807 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.341173 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.397644 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.0968938 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.0723616 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),-0.103105 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.628861 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.569277 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.1018 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.623253 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.1418 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.0663615 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.289402 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.28825 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),0.216844 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.277119 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.0492896 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.0828845 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.193969 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.222786 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.480416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.319694 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.348133 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.404697 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.167113 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.287499 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.368645 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.0477583 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.0537431 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.350955 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.269947 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.494292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.346842 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.307879 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),-0.0968938 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.0723616 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.103105 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.628861 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.569277 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.623253 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.1418 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.0663615 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.289402 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.28825 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),0.216844 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.277119 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.0492896 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.042656 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.297925 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.376324 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.480416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.319694 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.348133 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-0.435344 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.521343 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.293128 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.217059 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.00500437 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),0.0150288 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),0.137534 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.407851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,7),(7,2),-0.926656 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.688261 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),-0.582403 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.480714 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.690162 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.587306 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.884603 # DEPENDENCYPART_GRANDPAR
(21,15),(15,3),-0.655938 # DEPENDENCYPART_GRANDPAR
(21,15),(15,4),-0.55008 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.558558 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.768006 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),-0.369598 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.529843 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.485396 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.377804 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.42793 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.471066 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.357852 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.385306 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.812775 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.603777 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.393406 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-0.808898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.422924 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.10009 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.912272 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.683113 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.577256 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.631786 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.841234 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.378247 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.607127 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.512572 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.540478 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.448577 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.518432 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.383795 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.461844 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.456878 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.788318 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.46139 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.351512 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.0695878 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-0.932252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.498685 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.192453 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),-0.153808 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.450169 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.376466 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.177215 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.280528 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.430526 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.566151 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.759234 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.554135 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.517139 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.997579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.540608 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.266684 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.402202 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.444317 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.522972 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.44931 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.962755 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.674341 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.337913 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.167748 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.95888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.454083 # DEPENDENCYPART_GRANDPAR
(21,19),(19,2),-0.912272 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),-0.683113 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.577256 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.631786 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.841234 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.607127 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.512572 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.540478 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.448577 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.518432 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.383795 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.461844 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.456878 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.977407 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.6628 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.279731 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.0695878 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.932252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.498685 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.372515 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.445452 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.457125 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.824768 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.110453 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.123827 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.995693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,2),(2,1),0.135618 # DEPENDENCYPART_GRANDPAR
(22,2),(2,11),-0.343437 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),0.110027 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.461228 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.333943 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),0.110027 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.461228 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.276365 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.657105 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-0.466497 # DEPENDENCYPART_GRANDPAR
(22,4),(4,22),-0.577077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
