# _root_ Uykusunu bir _ türlü _ _ alamayan eşeğin gönlünü _ almak için _ çeşitli _ komiklikler yapar , ona şeker verir , sağrısını sıvazlarmış .
#goldHeads=6,4,4,6,6,7,8,9,10,11,12,17,14,16,16,17,18,21,21,21,22,24,24,25,0,
#predictedHeads=17,4,4,6,6,7,8,9,10,11,12,17,14,15,16,17,18,21,21,21,22,24,24,25,0,
(22,23),(23,22),-0.257506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,25),-0.0572541 # DEPENDENCYPART_GRANDPAR
(22,24),(24,5),-1.26148 # DEPENDENCYPART_GRANDPAR
(22,24),(24,6),-1.31673 # DEPENDENCYPART_GRANDPAR
(22,24),(24,8),-0.64507 # DEPENDENCYPART_GRANDPAR
(22,24),(24,9),-0.727979 # DEPENDENCYPART_GRANDPAR
(22,24),(24,11),-0.580119 # DEPENDENCYPART_GRANDPAR
(22,24),(24,12),-0.103823 # DEPENDENCYPART_GRANDPAR
(22,24),(24,13),-1.05867 # DEPENDENCYPART_GRANDPAR
(22,24),(24,14),-0.648204 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-1.01624 # DEPENDENCYPART_GRANDPAR
(22,24),(24,16),-0.798625 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.317772 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.263159 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.352122 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.366886 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.0326636 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.225234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.00155073 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.0181159 # DEPENDENCYPART_GRANDPAR
(22,25),(25,2),-0.82462 # DEPENDENCYPART_GRANDPAR
(22,25),(25,5),-1.33331 # DEPENDENCYPART_GRANDPAR
(22,25),(25,6),-1.38855 # DEPENDENCYPART_GRANDPAR
(22,25),(25,10),-0.932871 # DEPENDENCYPART_GRANDPAR
(22,25),(25,12),-0.160239 # DEPENDENCYPART_GRANDPAR
(22,25),(25,13),-1.13698 # DEPENDENCYPART_GRANDPAR
(22,25),(25,14),-0.687536 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-0.879648 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.39345 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.307365 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.350605 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.44796 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.107881 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.344289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),-0.163485 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.151111 # DEPENDENCYPART_GRANDPAR
(23,7),(7,1),-0.0886817 # DEPENDENCYPART_GRANDPAR
(23,7),(7,2),-0.236143 # DEPENDENCYPART_GRANDPAR
(23,7),(7,3),-0.449053 # DEPENDENCYPART_GRANDPAR
(23,7),(7,4),0.058466 # DEPENDENCYPART_GRANDPAR
(23,7),(7,5),-0.250975 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),0.0930055 # DEPENDENCYPART_GRANDPAR
(23,14),(14,3),-0.464215 # DEPENDENCYPART_GRANDPAR
(23,14),(14,5),-0.258964 # DEPENDENCYPART_GRANDPAR
(23,14),(14,6),0.0850162 # DEPENDENCYPART_GRANDPAR
(23,14),(14,8),-0.0868159 # DEPENDENCYPART_GRANDPAR
(23,14),(14,9),0.0753509 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),0.01307 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.239182 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.0920233 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),0.010748 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.612493 # DEPENDENCYPART_GRANDPAR
(23,14),(14,19),-0.0688396 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),-0.0259452 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-0.733314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,2),-0.317085 # DEPENDENCYPART_GRANDPAR
(23,16),(16,3),-0.652792 # DEPENDENCYPART_GRANDPAR
(23,16),(16,4),0.0252155 # DEPENDENCYPART_GRANDPAR
(23,16),(16,7),-0.202919 # DEPENDENCYPART_GRANDPAR
(23,16),(16,8),-0.108492 # DEPENDENCYPART_GRANDPAR
(23,16),(16,9),0.0536752 # DEPENDENCYPART_GRANDPAR
(23,16),(16,10),-0.144482 # DEPENDENCYPART_GRANDPAR
(23,16),(16,11),-0.263897 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.211267 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.177829 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),0.090882 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.348126 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),-0.637542 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),-0.0319912 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),0.108745 # DEPENDENCYPART_GRANDPAR
(23,16),(16,21),-0.357808 # DEPENDENCYPART_GRANDPAR
(23,16),(16,24),-0.505451 # DEPENDENCYPART_GRANDPAR
(23,17),(17,1),-0.0696082 # DEPENDENCYPART_GRANDPAR
(23,17),(17,2),-0.342708 # DEPENDENCYPART_GRANDPAR
(23,17),(17,3),-0.591746 # DEPENDENCYPART_GRANDPAR
(23,17),(17,4),0.0428709 # DEPENDENCYPART_GRANDPAR
(23,17),(17,5),-0.433321 # DEPENDENCYPART_GRANDPAR
(23,17),(17,6),-0.0893405 # DEPENDENCYPART_GRANDPAR
(23,17),(17,8),-0.054509 # DEPENDENCYPART_GRANDPAR
(23,17),(17,9),0.107658 # DEPENDENCYPART_GRANDPAR
(23,17),(17,10),-0.161287 # DEPENDENCYPART_GRANDPAR
(23,17),(17,11),-0.196529 # DEPENDENCYPART_GRANDPAR
(23,17),(17,12),-0.181535 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),-0.116783 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),0.086102 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.28708 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),0.122965 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.603102 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),0.0032488 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),0.0388832 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),-0.37142 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),-0.226006 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-0.713428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,24),-0.550053 # DEPENDENCYPART_GRANDPAR
(23,17),(17,25),-0.186985 # DEPENDENCYPART_GRANDPAR
(23,18),(18,6),-0.192012 # DEPENDENCYPART_GRANDPAR
(23,18),(18,7),-0.093057 # DEPENDENCYPART_GRANDPAR
(23,18),(18,10),-0.263958 # DEPENDENCYPART_GRANDPAR
(23,18),(18,11),0.156155 # DEPENDENCYPART_GRANDPAR
(23,18),(18,12),-0.0645771 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.0825573 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),0.194671 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.252855 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),0.484636 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.313277 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.0553619 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),-0.531357 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),-0.240969 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-0.778751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,24),-0.591976 # DEPENDENCYPART_GRANDPAR
(23,18),(18,25),-0.261216 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.517978 # DEPENDENCYPART_GRANDPAR
(23,20),(20,7),-0.199589 # DEPENDENCYPART_GRANDPAR
(23,20),(20,12),-0.206121 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),0.0942115 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.345562 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),0.0715469 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.508185 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.44865 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),0.0637169 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.357844 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.260627 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-0.740052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.505451 # DEPENDENCYPART_GRANDPAR
(23,21),(21,1),-0.0939981 # DEPENDENCYPART_GRANDPAR
(23,21),(21,5),-0.43252 # DEPENDENCYPART_GRANDPAR
(23,21),(21,6),-0.08854 # DEPENDENCYPART_GRANDPAR
(23,21),(21,8),-0.078899 # DEPENDENCYPART_GRANDPAR
(23,21),(21,9),0.0832679 # DEPENDENCYPART_GRANDPAR
(23,21),(21,10),-0.160486 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),-0.220919 # DEPENDENCYPART_GRANDPAR
(23,21),(21,12),-0.200909 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-0.141242 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),0.0835873 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.31154 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),0.0985748 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.536334 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.486187 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),0.147573 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),0.213156 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.22482 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-0.714145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.550053 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.186985 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),0.484636 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.313277 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.378814 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),0.206136 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.608758 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.0744478 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.778751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.591976 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.261216 # DEPENDENCYPART_GRANDPAR
(23,25),(25,2),-0.535623 # DEPENDENCYPART_GRANDPAR
(23,25),(25,5),-0.806281 # DEPENDENCYPART_GRANDPAR
(23,25),(25,6),-0.462301 # DEPENDENCYPART_GRANDPAR
(23,25),(25,10),-0.534247 # DEPENDENCYPART_GRANDPAR
(23,25),(25,12),-0.358692 # DEPENDENCYPART_GRANDPAR
(23,25),(25,13),-0.605487 # DEPENDENCYPART_GRANDPAR
(23,25),(25,14),-0.181383 # DEPENDENCYPART_GRANDPAR
(23,25),(25,16),-0.27231 # DEPENDENCYPART_GRANDPAR
(23,25),(25,17),-0.817294 # DEPENDENCYPART_GRANDPAR
(23,25),(25,18),-0.680235 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-0.146414 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.158845 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.576894 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.303139 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.586495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.394603 # DEPENDENCYPART_GRANDPAR
(24,5),(5,1),-0.304081 # DEPENDENCYPART_GRANDPAR
(24,5),(5,2),-0.51639 # DEPENDENCYPART_GRANDPAR
(24,5),(5,3),-0.540247 # DEPENDENCYPART_GRANDPAR
(24,5),(5,4),0.117381 # DEPENDENCYPART_GRANDPAR
(24,5),(5,17),-0.10209 # DEPENDENCYPART_GRANDPAR
(24,6),(6,1),-0.304081 # DEPENDENCYPART_GRANDPAR
(24,6),(6,2),-0.51639 # DEPENDENCYPART_GRANDPAR
(24,6),(6,3),-0.540247 # DEPENDENCYPART_GRANDPAR
(24,6),(6,4),0.117381 # DEPENDENCYPART_GRANDPAR
(24,6),(6,5),-0.462739 # DEPENDENCYPART_GRANDPAR
(24,6),(6,17),-0.10209 # DEPENDENCYPART_GRANDPAR
(24,8),(8,3),-0.845808 # DEPENDENCYPART_GRANDPAR
(24,8),(8,4),0.250278 # DEPENDENCYPART_GRANDPAR
(24,8),(8,5),-0.597071 # DEPENDENCYPART_GRANDPAR
(24,8),(8,6),-0.567758 # DEPENDENCYPART_GRANDPAR
(24,8),(8,7),0.135135 # DEPENDENCYPART_GRANDPAR
(24,9),(9,4),0.250278 # DEPENDENCYPART_GRANDPAR
(24,9),(9,5),-0.597071 # DEPENDENCYPART_GRANDPAR
(24,9),(9,6),-0.567758 # DEPENDENCYPART_GRANDPAR
(24,9),(9,7),0.135135 # DEPENDENCYPART_GRANDPAR
(24,9),(9,8),-0.120836 # DEPENDENCYPART_GRANDPAR
(24,9),(9,24),-1.45851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,11),(11,1),-0.323813 # DEPENDENCYPART_GRANDPAR
(24,11),(11,3),-0.826345 # DEPENDENCYPART_GRANDPAR
(24,11),(11,4),0.25199 # DEPENDENCYPART_GRANDPAR
(24,11),(11,7),0.136846 # DEPENDENCYPART_GRANDPAR
(24,11),(11,8),-0.106902 # DEPENDENCYPART_GRANDPAR
(24,11),(11,9),-0.372262 # DEPENDENCYPART_GRANDPAR
(24,11),(11,10),-0.2152 # DEPENDENCYPART_GRANDPAR
(24,12),(12,8),-0.162989 # DEPENDENCYPART_GRANDPAR
(24,12),(12,9),-0.428349 # DEPENDENCYPART_GRANDPAR
(24,12),(12,10),-0.336647 # DEPENDENCYPART_GRANDPAR
(24,12),(12,11),-0.0456913 # DEPENDENCYPART_GRANDPAR
(24,12),(12,13),-0.546706 # DEPENDENCYPART_GRANDPAR
(24,12),(12,15),-0.332799 # DEPENDENCYPART_GRANDPAR
(24,12),(12,16),-0.535169 # DEPENDENCYPART_GRANDPAR
(24,13),(13,7),0.0249391 # DEPENDENCYPART_GRANDPAR
(24,13),(13,9),-0.345986 # DEPENDENCYPART_GRANDPAR
(24,13),(13,10),-0.133516 # DEPENDENCYPART_GRANDPAR
(24,13),(13,11),0.0240018 # DEPENDENCYPART_GRANDPAR
(24,13),(13,12),0.0615164 # DEPENDENCYPART_GRANDPAR
(24,13),(13,14),-0.0883888 # DEPENDENCYPART_GRANDPAR
(24,13),(13,15),-0.504021 # DEPENDENCYPART_GRANDPAR
(24,13),(13,21),0.267573 # DEPENDENCYPART_GRANDPAR
(24,14),(14,3),-0.738586 # DEPENDENCYPART_GRANDPAR
(24,14),(14,5),-0.500787 # DEPENDENCYPART_GRANDPAR
(24,14),(14,6),-0.471475 # DEPENDENCYPART_GRANDPAR
(24,14),(14,8),-0.150651 # DEPENDENCYPART_GRANDPAR
(24,14),(14,9),-0.416011 # DEPENDENCYPART_GRANDPAR
(24,14),(14,10),-0.13397 # DEPENDENCYPART_GRANDPAR
(24,14),(14,11),-0.0344761 # DEPENDENCYPART_GRANDPAR
(24,14),(14,12),0.0761413 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),-0.260969 # DEPENDENCYPART_GRANDPAR
(24,14),(14,15),-0.418918 # DEPENDENCYPART_GRANDPAR
(24,14),(14,19),0.0630467 # DEPENDENCYPART_GRANDPAR
(24,14),(14,20),-0.211268 # DEPENDENCYPART_GRANDPAR
(24,14),(14,23),-0.0503228 # DEPENDENCYPART_GRANDPAR
(24,15),(15,7),0.0249391 # DEPENDENCYPART_GRANDPAR
(24,15),(15,8),-0.0806264 # DEPENDENCYPART_GRANDPAR
(24,15),(15,9),-0.345986 # DEPENDENCYPART_GRANDPAR
(24,15),(15,10),-0.133516 # DEPENDENCYPART_GRANDPAR
(24,15),(15,11),0.0240018 # DEPENDENCYPART_GRANDPAR
(24,15),(15,12),0.0615164 # DEPENDENCYPART_GRANDPAR
(24,15),(15,13),-0.214673 # DEPENDENCYPART_GRANDPAR
(24,15),(15,14),-0.0331985 # DEPENDENCYPART_GRANDPAR
(24,15),(15,20),-0.326242 # DEPENDENCYPART_GRANDPAR
(24,15),(15,24),-1.29232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,16),(16,2),-0.374566 # DEPENDENCYPART_GRANDPAR
(24,16),(16,3),-0.845808 # DEPENDENCYPART_GRANDPAR
(24,16),(16,4),0.250278 # DEPENDENCYPART_GRANDPAR
(24,16),(16,7),0.135135 # DEPENDENCYPART_GRANDPAR
(24,16),(16,8),-0.120836 # DEPENDENCYPART_GRANDPAR
(24,16),(16,9),-0.386196 # DEPENDENCYPART_GRANDPAR
(24,16),(16,10),-0.230253 # DEPENDENCYPART_GRANDPAR
(24,16),(16,11),-0.00496997 # DEPENDENCYPART_GRANDPAR
(24,16),(16,12),-0.000774806 # DEPENDENCYPART_GRANDPAR
(24,16),(16,13),-0.368192 # DEPENDENCYPART_GRANDPAR
(24,16),(16,14),0.0770019 # DEPENDENCYPART_GRANDPAR
(24,16),(16,15),-0.154285 # DEPENDENCYPART_GRANDPAR
(24,16),(16,18),-0.203083 # DEPENDENCYPART_GRANDPAR
(24,16),(16,19),0.0496506 # DEPENDENCYPART_GRANDPAR
(24,16),(16,20),-0.136209 # DEPENDENCYPART_GRANDPAR
(24,16),(16,21),0.350493 # DEPENDENCYPART_GRANDPAR
(24,16),(16,24),-1.45851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,17),(17,1),-0.336257 # DEPENDENCYPART_GRANDPAR
(24,17),(17,2),-0.458721 # DEPENDENCYPART_GRANDPAR
(24,17),(17,3),-0.685731 # DEPENDENCYPART_GRANDPAR
(24,17),(17,4),0.187043 # DEPENDENCYPART_GRANDPAR
(24,17),(17,5),-0.560607 # DEPENDENCYPART_GRANDPAR
(24,17),(17,6),-0.531294 # DEPENDENCYPART_GRANDPAR
(24,17),(17,8),-0.119346 # DEPENDENCYPART_GRANDPAR
(24,17),(17,9),-0.384706 # DEPENDENCYPART_GRANDPAR
(24,17),(17,10),-0.193789 # DEPENDENCYPART_GRANDPAR
(24,17),(17,11),0.00633475 # DEPENDENCYPART_GRANDPAR
(24,17),(17,12),-0.0186139 # DEPENDENCYPART_GRANDPAR
(24,17),(17,13),-0.208114 # DEPENDENCYPART_GRANDPAR
(24,17),(17,14),-0.0122287 # DEPENDENCYPART_GRANDPAR
(24,17),(17,15),0.005792 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-0.397348 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),-0.221833 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),0.0695196 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),-0.190641 # DEPENDENCYPART_GRANDPAR
(24,17),(17,21),0.296417 # DEPENDENCYPART_GRANDPAR
(24,17),(17,22),0.0920735 # DEPENDENCYPART_GRANDPAR
(24,17),(17,23),-0.0296964 # DEPENDENCYPART_GRANDPAR
(24,17),(17,24),-1.52445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,17),(17,25),-0.404028 # DEPENDENCYPART_GRANDPAR
(24,18),(18,6),-0.402049 # DEPENDENCYPART_GRANDPAR
(24,18),(18,7),0.162642 # DEPENDENCYPART_GRANDPAR
(24,18),(18,10),-0.0645447 # DEPENDENCYPART_GRANDPAR
(24,18),(18,11),-0.0123377 # DEPENDENCYPART_GRANDPAR
(24,18),(18,12),0.0598897 # DEPENDENCYPART_GRANDPAR
(24,18),(18,13),-0.719655 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),0.106078 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.505748 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.412735 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),0.641118 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-0.375164 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),0.0961654 # DEPENDENCYPART_GRANDPAR
(24,18),(18,22),0.0547228 # DEPENDENCYPART_GRANDPAR
(24,18),(18,23),-0.212718 # DEPENDENCYPART_GRANDPAR
(24,18),(18,24),-1.43005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,18),(18,25),-0.364019 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),0.025099 # DEPENDENCYPART_GRANDPAR
(24,20),(20,7),0.134909 # DEPENDENCYPART_GRANDPAR
(24,20),(20,12),0.000816437 # DEPENDENCYPART_GRANDPAR
(24,20),(20,14),0.0767765 # DEPENDENCYPART_GRANDPAR
(24,20),(20,15),-0.156303 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),-0.400856 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),0.140278 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),0.0637297 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),0.126441 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),0.350493 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),0.110751 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),0.0274986 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.45851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,1),-0.355213 # DEPENDENCYPART_GRANDPAR
(24,21),(21,5),-0.557729 # DEPENDENCYPART_GRANDPAR
(24,21),(21,6),-0.528416 # DEPENDENCYPART_GRANDPAR
(24,21),(21,8),-0.138302 # DEPENDENCYPART_GRANDPAR
(24,21),(21,9),-0.403662 # DEPENDENCYPART_GRANDPAR
(24,21),(21,10),-0.190912 # DEPENDENCYPART_GRANDPAR
(24,21),(21,11),-0.0126214 # DEPENDENCYPART_GRANDPAR
(24,21),(21,12),-0.0359108 # DEPENDENCYPART_GRANDPAR
(24,21),(21,13),-0.22714 # DEPENDENCYPART_GRANDPAR
(24,21),(21,14),-0.012666 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-0.0132333 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-0.416304 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),0.0195071 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.160306 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),0.180613 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.018257 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),0.0927404 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.0299841 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.52445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.404028 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),-0.412735 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),0.641118 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.0107013 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),0.166333 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.0105095 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),0.950175 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.212718 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.43005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.364019 # DEPENDENCYPART_GRANDPAR
(24,23),(23,7),0.135135 # DEPENDENCYPART_GRANDPAR
(24,23),(23,14),0.0770019 # DEPENDENCYPART_GRANDPAR
(24,23),(23,16),-0.398839 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),0.138686 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),0.0486475 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),0.12485 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),0.0105532 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),0.449907 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),0.362554 # DEPENDENCYPART_GRANDPAR
(24,23),(23,25),-0.357737 # DEPENDENCYPART_GRANDPAR
(24,25),(25,2),-0.658632 # DEPENDENCYPART_GRANDPAR
(24,25),(25,5),-0.996724 # DEPENDENCYPART_GRANDPAR
(24,25),(25,6),-0.967411 # DEPENDENCYPART_GRANDPAR
(24,25),(25,10),-0.629907 # DEPENDENCYPART_GRANDPAR
(24,25),(25,12),-0.209877 # DEPENDENCYPART_GRANDPAR
(24,25),(25,13),-0.750623 # DEPENDENCYPART_GRANDPAR
(24,25),(25,14),-0.152081 # DEPENDENCYPART_GRANDPAR
(24,25),(25,16),-0.689123 # DEPENDENCYPART_GRANDPAR
(24,25),(25,17),-0.169387 # DEPENDENCYPART_GRANDPAR
(24,25),(25,18),-0.245387 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-0.0839378 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.293077 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),0.145046 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),0.0685201 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.133436 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-1.48041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,2),(2,1),-0.376568 # DEPENDENCYPART_GRANDPAR
(25,5),(5,1),-0.580781 # DEPENDENCYPART_GRANDPAR
(25,5),(5,2),-0.72236 # DEPENDENCYPART_GRANDPAR
(25,5),(5,3),-1.25699 # DEPENDENCYPART_GRANDPAR
(25,5),(5,4),-0.734901 # DEPENDENCYPART_GRANDPAR
(25,5),(5,17),-0.227496 # DEPENDENCYPART_GRANDPAR
(25,6),(6,1),-0.580781 # DEPENDENCYPART_GRANDPAR
(25,6),(6,2),-0.72236 # DEPENDENCYPART_GRANDPAR
(25,6),(6,3),-1.25699 # DEPENDENCYPART_GRANDPAR
(25,6),(6,4),-0.734901 # DEPENDENCYPART_GRANDPAR
(25,6),(6,5),-0.63867 # DEPENDENCYPART_GRANDPAR
(25,6),(6,17),-0.227496 # DEPENDENCYPART_GRANDPAR
(25,10),(10,1),-0.580781 # DEPENDENCYPART_GRANDPAR
(25,10),(10,2),-0.72236 # DEPENDENCYPART_GRANDPAR
(25,10),(10,3),-1.25699 # DEPENDENCYPART_GRANDPAR
(25,10),(10,4),-0.734901 # DEPENDENCYPART_GRANDPAR
(25,10),(10,5),-0.63867 # DEPENDENCYPART_GRANDPAR
