# _root_ Ancak özellikle evrenbilim ve parçacık fiziğinde bugün bu ilke ne yazık ki _ çiğnenmiş , bu iki bilim dalı metafizik öğelerle , hayaletlerle dolmuştur .
#goldHeads=15,14,4,6,6,13,14,9,14,11,12,14,14,15,24,19,19,19,24,21,22,23,24,25,0,
#predictedHeads=25,3,4,5,6,14,14,9,10,11,14,11,14,15,24,19,18,19,24,21,24,0,24,25,0,
(22,15),(15,2),-0.521213 # DEPENDENCYPART_GRANDPAR
(22,15),(15,4),-1.05916 # DEPENDENCYPART_GRANDPAR
(22,15),(15,6),-0.499179 # DEPENDENCYPART_GRANDPAR
(22,15),(15,7),0.105303 # DEPENDENCYPART_GRANDPAR
(22,15),(15,8),-0.408457 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-0.288848 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.159156 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),0.0786462 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.259699 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.352824 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.0854281 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.336967 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.304591 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.26174 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),-0.0730899 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-0.509115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,23),-0.301939 # DEPENDENCYPART_GRANDPAR
(22,15),(15,24),-0.351565 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.0451868 # DEPENDENCYPART_GRANDPAR
(22,18),(18,8),-0.308959 # DEPENDENCYPART_GRANDPAR
(22,18),(18,11),0.0681231 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.155665 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.218692 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),0.0539528 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.226727 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.013371 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.0350174 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.0778691 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.266519 # DEPENDENCYPART_GRANDPAR
(22,18),(18,23),-0.371332 # DEPENDENCYPART_GRANDPAR
(22,19),(19,8),-0.299461 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),0.0688326 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),-0.195922 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.150781 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.214035 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),0.0624006 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.21723 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),0.0116981 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.0692929 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.077872 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.266522 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-0.497072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.371332 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.214026 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),0.0624101 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.220536 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),0.0117076 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.0786266 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.0399753 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.266522 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-0.497072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.371332 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.318077 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.195912 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.214025 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),0.0624107 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.220535 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),0.0117082 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.0763735 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.0377222 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.00608061 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.497072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.371332 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.318077 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.328391 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.426549 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.394626 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.351775 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.163125 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.278454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,25),-0.119958 # DEPENDENCYPART_GRANDPAR
(22,24),(24,1),-0.321846 # DEPENDENCYPART_GRANDPAR
(22,24),(24,2),-0.696936 # DEPENDENCYPART_GRANDPAR
(22,24),(24,3),-0.354009 # DEPENDENCYPART_GRANDPAR
(22,24),(24,4),-1.21125 # DEPENDENCYPART_GRANDPAR
(22,24),(24,5),-0.584525 # DEPENDENCYPART_GRANDPAR
(22,24),(24,6),-0.660874 # DEPENDENCYPART_GRANDPAR
(22,24),(24,7),-0.0750235 # DEPENDENCYPART_GRANDPAR
(22,24),(24,9),-0.450543 # DEPENDENCYPART_GRANDPAR
(22,24),(24,10),-0.308121 # DEPENDENCYPART_GRANDPAR
(22,24),(24,12),-0.346372 # DEPENDENCYPART_GRANDPAR
(22,24),(24,13),-0.622152 # DEPENDENCYPART_GRANDPAR
(22,24),(24,14),-0.521465 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-0.427764 # DEPENDENCYPART_GRANDPAR
(22,24),(24,16),-0.404042 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.277579 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.312178 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.280319 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.237468 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.048818 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.246181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.0359352 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.0808193 # DEPENDENCYPART_GRANDPAR
(22,25),(25,1),-0.376184 # DEPENDENCYPART_GRANDPAR
(22,25),(25,2),-0.775422 # DEPENDENCYPART_GRANDPAR
(22,25),(25,5),-0.665548 # DEPENDENCYPART_GRANDPAR
(22,25),(25,7),-0.165614 # DEPENDENCYPART_GRANDPAR
(22,25),(25,9),-0.531566 # DEPENDENCYPART_GRANDPAR
(22,25),(25,10),-0.370883 # DEPENDENCYPART_GRANDPAR
(22,25),(25,11),-0.168112 # DEPENDENCYPART_GRANDPAR
(22,25),(25,12),-0.405844 # DEPENDENCYPART_GRANDPAR
(22,25),(25,13),-0.693977 # DEPENDENCYPART_GRANDPAR
(22,25),(25,14),-0.59601 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-0.47197 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.39318 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.361342 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.318491 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.129841 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.365237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),-0.129101 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.170922 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.314621 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.0595763 # DEPENDENCYPART_GRANDPAR
(23,18),(18,8),-0.347493 # DEPENDENCYPART_GRANDPAR
(23,18),(18,11),-0.239055 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.250262 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.364582 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.350383 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.0323201 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.34788 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.620961 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.324081 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),0.456207 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-0.630579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,8),-0.322713 # DEPENDENCYPART_GRANDPAR
(23,19),(19,11),-0.22545 # DEPENDENCYPART_GRANDPAR
(23,19),(19,12),-0.170689 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.23279 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),-0.347338 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.328587 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.00753961 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.336659 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.229175 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.322848 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),0.457441 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),-0.127474 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-0.630579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,14),-0.351401 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.33265 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.0149176 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.340722 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.2443 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.555919 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),0.457441 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.127474 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-0.630579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.635682 # DEPENDENCYPART_GRANDPAR
(23,21),(21,12),-0.170655 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-0.347304 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.328554 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.0108215 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.336626 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.236181 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.547799 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.248585 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.127474 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-0.630579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.635682 # DEPENDENCYPART_GRANDPAR
(23,22),(22,1),-0.346851 # DEPENDENCYPART_GRANDPAR
(23,22),(22,11),-0.0651545 # DEPENDENCYPART_GRANDPAR
(23,22),(22,12),-0.130065 # DEPENDENCYPART_GRANDPAR
(23,22),(22,13),-0.352233 # DEPENDENCYPART_GRANDPAR
(23,22),(22,14),-0.146399 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.229318 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.012823 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),0.136291 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.132069 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.165258 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.945546 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.669278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.722207 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.24337 # DEPENDENCYPART_GRANDPAR
(23,25),(25,1),-0.556971 # DEPENDENCYPART_GRANDPAR
(23,25),(25,2),-0.740485 # DEPENDENCYPART_GRANDPAR
(23,25),(25,5),-1.04606 # DEPENDENCYPART_GRANDPAR
(23,25),(25,7),-1.073 # DEPENDENCYPART_GRANDPAR
(23,25),(25,9),-0.921741 # DEPENDENCYPART_GRANDPAR
(23,25),(25,10),-0.318209 # DEPENDENCYPART_GRANDPAR
(23,25),(25,11),-0.406185 # DEPENDENCYPART_GRANDPAR
(23,25),(25,12),-0.287631 # DEPENDENCYPART_GRANDPAR
(23,25),(25,13),-0.622521 # DEPENDENCYPART_GRANDPAR
(23,25),(25,14),-0.650704 # DEPENDENCYPART_GRANDPAR
(23,25),(25,15),-0.530739 # DEPENDENCYPART_GRANDPAR
(23,25),(25,18),-0.606349 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-0.888567 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.591688 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),0.188601 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.170168 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.477022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.524834 # DEPENDENCYPART_GRANDPAR
(24,1),(1,2),-0.626986 # DEPENDENCYPART_GRANDPAR
(24,1),(1,3),-0.274698 # DEPENDENCYPART_GRANDPAR
(24,2),(2,1),-0.127405 # DEPENDENCYPART_GRANDPAR
(24,3),(3,1),-0.173008 # DEPENDENCYPART_GRANDPAR
(24,3),(3,2),-0.536257 # DEPENDENCYPART_GRANDPAR
(24,3),(3,4),-0.302936 # DEPENDENCYPART_GRANDPAR
(24,3),(3,5),-0.128323 # DEPENDENCYPART_GRANDPAR
(24,3),(3,8),-0.0861907 # DEPENDENCYPART_GRANDPAR
(24,3),(3,9),-0.154159 # DEPENDENCYPART_GRANDPAR
(24,3),(3,13),-0.0655356 # DEPENDENCYPART_GRANDPAR
(24,3),(3,16),0.137507 # DEPENDENCYPART_GRANDPAR
(24,3),(3,24),-1.3981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,4),(4,1),-0.0732277 # DEPENDENCYPART_GRANDPAR
(24,4),(4,2),-0.435409 # DEPENDENCYPART_GRANDPAR
(24,4),(4,3),0.0070769 # DEPENDENCYPART_GRANDPAR
(24,4),(4,5),-0.264579 # DEPENDENCYPART_GRANDPAR
(24,5),(5,3),-0.029773 # DEPENDENCYPART_GRANDPAR
(24,5),(5,4),-0.0319107 # DEPENDENCYPART_GRANDPAR
(24,5),(5,6),-0.315096 # DEPENDENCYPART_GRANDPAR
(24,5),(5,8),-0.0861907 # DEPENDENCYPART_GRANDPAR
(24,6),(6,2),-0.536257 # DEPENDENCYPART_GRANDPAR
(24,6),(6,3),-0.029773 # DEPENDENCYPART_GRANDPAR
(24,6),(6,4),-0.0319107 # DEPENDENCYPART_GRANDPAR
(24,6),(6,5),0.00102682 # DEPENDENCYPART_GRANDPAR
(24,6),(6,7),-0.17213 # DEPENDENCYPART_GRANDPAR
(24,6),(6,8),-0.0861907 # DEPENDENCYPART_GRANDPAR
(24,6),(6,9),-0.154159 # DEPENDENCYPART_GRANDPAR
(24,6),(6,10),-0.276059 # DEPENDENCYPART_GRANDPAR
(24,7),(7,3),-0.046827 # DEPENDENCYPART_GRANDPAR
(24,7),(7,4),-0.0390794 # DEPENDENCYPART_GRANDPAR
(24,7),(7,5),-0.0160272 # DEPENDENCYPART_GRANDPAR
(24,7),(7,6),-0.2028 # DEPENDENCYPART_GRANDPAR
(24,7),(7,8),-0.0885349 # DEPENDENCYPART_GRANDPAR
(24,7),(7,9),-0.156518 # DEPENDENCYPART_GRANDPAR
(24,7),(7,10),-0.282531 # DEPENDENCYPART_GRANDPAR
(24,7),(7,13),-0.0678785 # DEPENDENCYPART_GRANDPAR
(24,7),(7,16),0.135163 # DEPENDENCYPART_GRANDPAR
(24,7),(7,24),-1.39812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,9),(9,2),-0.536257 # DEPENDENCYPART_GRANDPAR
(24,9),(9,3),-0.029773 # DEPENDENCYPART_GRANDPAR
(24,9),(9,4),-0.0319107 # DEPENDENCYPART_GRANDPAR
(24,9),(9,5),0.00102682 # DEPENDENCYPART_GRANDPAR
(24,9),(9,6),-0.185746 # DEPENDENCYPART_GRANDPAR
(24,9),(9,7),-0.0817744 # DEPENDENCYPART_GRANDPAR
(24,9),(9,8),-0.00236499 # DEPENDENCYPART_GRANDPAR
(24,9),(9,10),-0.276059 # DEPENDENCYPART_GRANDPAR
(24,9),(9,12),0.358377 # DEPENDENCYPART_GRANDPAR
(24,9),(9,13),-0.0655356 # DEPENDENCYPART_GRANDPAR
(24,9),(9,14),0.628012 # DEPENDENCYPART_GRANDPAR
(24,9),(9,16),0.137507 # DEPENDENCYPART_GRANDPAR
(24,9),(9,24),-1.3981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,10),(10,1),-0.115134 # DEPENDENCYPART_GRANDPAR
(24,10),(10,3),-0.00299882 # DEPENDENCYPART_GRANDPAR
(24,10),(10,4),-0.0651079 # DEPENDENCYPART_GRANDPAR
(24,10),(10,5),0.027801 # DEPENDENCYPART_GRANDPAR
(24,10),(10,6),-0.158972 # DEPENDENCYPART_GRANDPAR
(24,10),(10,7),-0.00251195 # DEPENDENCYPART_GRANDPAR
(24,10),(10,9),0.00196407 # DEPENDENCYPART_GRANDPAR
(24,12),(12,4),-0.0833004 # DEPENDENCYPART_GRANDPAR
(24,12),(12,6),-0.207998 # DEPENDENCYPART_GRANDPAR
(24,12),(12,7),-0.0602889 # DEPENDENCYPART_GRANDPAR
(24,12),(12,9),-0.0470616 # DEPENDENCYPART_GRANDPAR
(24,12),(12,10),-0.204823 # DEPENDENCYPART_GRANDPAR
(24,13),(13,2),-0.585966 # DEPENDENCYPART_GRANDPAR
(24,13),(13,3),0.00389286 # DEPENDENCYPART_GRANDPAR
(24,13),(13,5),0.0346927 # DEPENDENCYPART_GRANDPAR
(24,13),(13,6),-0.15208 # DEPENDENCYPART_GRANDPAR
(24,13),(13,7),0.0535313 # DEPENDENCYPART_GRANDPAR
(24,13),(13,8),-0.12759 # DEPENDENCYPART_GRANDPAR
(24,13),(13,9),0.00885576 # DEPENDENCYPART_GRANDPAR
(24,13),(13,10),-0.325075 # DEPENDENCYPART_GRANDPAR
(24,13),(13,11),-0.286571 # DEPENDENCYPART_GRANDPAR
(24,13),(13,12),0.227632 # DEPENDENCYPART_GRANDPAR
(24,13),(13,14),0.491028 # DEPENDENCYPART_GRANDPAR
(24,13),(13,18),-0.0964171 # DEPENDENCYPART_GRANDPAR
(24,13),(13,19),-0.142922 # DEPENDENCYPART_GRANDPAR
(24,13),(13,20),-0.16744 # DEPENDENCYPART_GRANDPAR
(24,13),(13,21),-0.268279 # DEPENDENCYPART_GRANDPAR
(24,13),(13,22),-0.0103026 # DEPENDENCYPART_GRANDPAR
(24,13),(13,23),-0.181759 # DEPENDENCYPART_GRANDPAR
(24,13),(13,24),-1.29784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,14),(14,1),-0.186786 # DEPENDENCYPART_GRANDPAR
(24,14),(14,2),-0.576018 # DEPENDENCYPART_GRANDPAR
(24,14),(14,3),-0.036317 # DEPENDENCYPART_GRANDPAR
(24,14),(14,4),-0.0953086 # DEPENDENCYPART_GRANDPAR
(24,14),(14,5),-0.00551715 # DEPENDENCYPART_GRANDPAR
(24,14),(14,6),-0.19229 # DEPENDENCYPART_GRANDPAR
(24,14),(14,7),-0.0104104 # DEPENDENCYPART_GRANDPAR
(24,14),(14,8),-0.155616 # DEPENDENCYPART_GRANDPAR
(24,14),(14,9),-0.0313541 # DEPENDENCYPART_GRANDPAR
(24,14),(14,10),-0.328085 # DEPENDENCYPART_GRANDPAR
(24,14),(14,11),-0.316221 # DEPENDENCYPART_GRANDPAR
(24,14),(14,12),0.183901 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),0.072779 # DEPENDENCYPART_GRANDPAR
(24,14),(14,18),0.0936177 # DEPENDENCYPART_GRANDPAR
(24,14),(14,19),0.0471109 # DEPENDENCYPART_GRANDPAR
(24,14),(14,20),0.0225933 # DEPENDENCYPART_GRANDPAR
(24,14),(14,21),-0.0782455 # DEPENDENCYPART_GRANDPAR
(24,14),(14,22),0.0545618 # DEPENDENCYPART_GRANDPAR
(24,14),(14,23),0.00827418 # DEPENDENCYPART_GRANDPAR
(24,14),(14,24),-1.46403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,14),(14,25),-0.436066 # DEPENDENCYPART_GRANDPAR
(24,15),(15,1),-0.150016 # DEPENDENCYPART_GRANDPAR
(24,15),(15,2),-0.413977 # DEPENDENCYPART_GRANDPAR
(24,15),(15,4),-0.111389 # DEPENDENCYPART_GRANDPAR
(24,15),(15,6),-0.199643 # DEPENDENCYPART_GRANDPAR
(24,15),(15,7),-0.057545 # DEPENDENCYPART_GRANDPAR
(24,15),(15,8),-0.0647061 # DEPENDENCYPART_GRANDPAR
(24,15),(15,9),-0.038707 # DEPENDENCYPART_GRANDPAR
(24,15),(15,10),-0.23902 # DEPENDENCYPART_GRANDPAR
(24,15),(15,11),-0.122681 # DEPENDENCYPART_GRANDPAR
(24,15),(15,12),0.202439 # DEPENDENCYPART_GRANDPAR
(24,15),(15,13),0.200894 # DEPENDENCYPART_GRANDPAR
(24,15),(15,14),1.23508 # DEPENDENCYPART_GRANDPAR
(24,15),(15,18),-0.0885563 # DEPENDENCYPART_GRANDPAR
(24,15),(15,19),-0.135913 # DEPENDENCYPART_GRANDPAR
(24,15),(15,20),-0.16043 # DEPENDENCYPART_GRANDPAR
(24,15),(15,21),-0.261269 # DEPENDENCYPART_GRANDPAR
(24,15),(15,22),0.0159798 # DEPENDENCYPART_GRANDPAR
(24,15),(15,23),-0.174749 # DEPENDENCYPART_GRANDPAR
(24,15),(15,24),-1.36964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,16),(16,15),-0.142931 # DEPENDENCYPART_GRANDPAR
(24,17),(17,15),-0.158853 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),0.113358 # DEPENDENCYPART_GRANDPAR
(24,18),(18,8),-0.0251339 # DEPENDENCYPART_GRANDPAR
(24,18),(18,11),-0.26162 # DEPENDENCYPART_GRANDPAR
(24,18),(18,13),0.0169499 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),0.713798 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.0637569 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),0.198564 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),0.210119 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),0.104273 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),0.0797557 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),-0.0210831 # DEPENDENCYPART_GRANDPAR
(24,18),(18,23),0.0654365 # DEPENDENCYPART_GRANDPAR
(24,19),(19,8),0.0116554 # DEPENDENCYPART_GRANDPAR
(24,19),(19,11),-0.240073 # DEPENDENCYPART_GRANDPAR
(24,19),(19,12),0.185871 # DEPENDENCYPART_GRANDPAR
(24,19),(19,13),0.0425197 # DEPENDENCYPART_GRANDPAR
(24,19),(19,14),0.739139 # DEPENDENCYPART_GRANDPAR
(24,19),(19,15),-0.0349916 # DEPENDENCYPART_GRANDPAR
(24,19),(19,16),0.235353 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),0.232351 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),0.318179 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),0.0797864 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),-0.0210524 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),0.0720809 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),0.0654673 # DEPENDENCYPART_GRANDPAR
(24,20),(20,14),0.728014 # DEPENDENCYPART_GRANDPAR
(24,20),(20,15),-0.0461169 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),0.217542 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),0.221225 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),0.288872 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),0.225453 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.0210524 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),0.0720809 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),0.0654673 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.3981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,12),0.178537 # DEPENDENCYPART_GRANDPAR
(24,21),(21,14),0.731805 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-0.0423263 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),0.221332 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),0.225016 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),0.295397 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),0.231978 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),0.214568 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),0.0720809 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),0.0654673 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.3981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,1),-0.150016 # DEPENDENCYPART_GRANDPAR
(24,22),(22,11),-0.122681 # DEPENDENCYPART_GRANDPAR
(24,22),(22,12),0.202439 # DEPENDENCYPART_GRANDPAR
(24,22),(22,13),0.200894 # DEPENDENCYPART_GRANDPAR
(24,22),(22,14),1.23508 # DEPENDENCYPART_GRANDPAR
(24,22),(22,15),-0.101675 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),0.158991 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),0.249644 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),0.218202 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),0.19705 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),0.0944 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.174749 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.36964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.396056 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),0.225016 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),0.295397 # DEPENDENCYPART_GRANDPAR
