# _root_ Bu , dedikodu _ _ denen haz dünyasından ırak _ yaşayan bir püriten olsun , _ gidip zaman_zaman ona içimizi_dökelim .
#goldHeads=14,0,4,5,6,8,8,9,10,11,13,13,14,15,20,17,20,20,20,21,0,
#predictedHeads=14,0,5,5,6,7,8,10,10,11,13,13,14,15,20,17,20,20,20,21,0,
(18,17),(17,7),-0.650386 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.765402 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.280647 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.541187 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0689926 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.410663 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.685155 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.130453 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.826037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,4),0.0471847 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),0.246695 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),0.0240967 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.655793 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.12942 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.288121 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.0389609 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.189563 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.537522 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.035105 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.563479 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.393926 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.595399 # DEPENDENCYPART_GRANDPAR
(19,15),(15,20),-0.378191 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.128812 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.685318 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.879272 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.761001 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.205509 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.209673 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.234035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,6),-0.153749 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.307653 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.21959 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.283495 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.748964 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.288349 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.169226 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.230772 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.370795 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.217801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,1),(1,3),-0.49321 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.342487 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),0.0008126 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.927151 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.98206 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),-0.323183 # DEPENDENCYPART_GRANDPAR
(20,2),(2,16),-0.65831 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-0.67312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,1),0.100477 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.305636 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.205134 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.287453 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.814453 # DEPENDENCYPART_GRANDPAR
(20,5),(5,17),0.00109839 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),0.006203 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.2388 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.421785 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.462033 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.0532884 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.418399 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.384078 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),-0.340454 # DEPENDENCYPART_GRANDPAR
(20,7),(7,20),-0.701576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,1),0.0105999 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.310008 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.233627 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.417194 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.457443 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.0391792 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.0829041 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.384078 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.577415 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.340454 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.144836 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-0.701576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,4),-0.325806 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.366055 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.0724695 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.114297 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.318996 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),-0.221193 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),0.100477 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.205134 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.287453 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.327702 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.25429 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.0544112 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.265101 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.494302 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.392063 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.193597 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.499365 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.490702 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),0.00109839 # DEPENDENCYPART_GRANDPAR
(20,10),(10,18),-0.384261 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-0.601318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,21),-0.323455 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.396779 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.251263 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.10054 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.305239 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.312187 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.379631 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),0.006203 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.312024 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),-0.2388 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.0532884 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.088077 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.292776 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.292366 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.476694 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),0.056237 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.105935 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.0570596 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.416982 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.253664 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.143426 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.701576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,1),0.0533366 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.491758 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.214373 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.368552 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.408801 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.115685 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.06365 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.271617 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.355697 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.423462 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.00290848 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.258642 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),0.00894003 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.421392 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.360892 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.116594 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.147917 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.767513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.477885 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.256076 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.296325 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.0248469 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.306673 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.264859 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.310986 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),0.0878921 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.142023 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.0293839 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.571726 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.65831 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.0610107 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.383607 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.67312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.437452 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.0544112 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.265101 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.141518 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.311899 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),0.0181789 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.0865561 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.158863 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.00109839 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.384261 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.114101 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.601318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.323455 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.0891996 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.293898 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.0166095 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.253196 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.120962 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.125675 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.0539046 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.292982 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),0.0556209 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.106568 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.0178584 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),0.0192622 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.165867 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.15356 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.20603 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.0706884 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.1888 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.218804 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.016833 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.861687 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-0.286172 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-0.527505 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-0.876347 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.172173 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.426358 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.305771 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.261132 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.459285 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.552597 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.0507513 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.307494 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.204275 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.723479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,5),(5,1),0.121595 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.547384 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.95161 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.650017 # DEPENDENCYPART_GRANDPAR
(21,5),(5,10),-0.600638 # DEPENDENCYPART_GRANDPAR
(21,5),(5,17),-0.486116 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.156022 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.640796 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.27463 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.321127 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.274597 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.321094 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.366308 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.302317 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.364586 # DEPENDENCYPART_GRANDPAR
(21,9),(9,18),-0.122494 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),0.121595 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.95161 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.650017 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.696514 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.652563 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.613362 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.675263 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.364896 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-1.01974 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),-0.138949 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),0.0472238 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),-0.490251 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),-0.486116 # DEPENDENCYPART_GRANDPAR
(21,10),(10,18),-0.566184 # DEPENDENCYPART_GRANDPAR
(21,10),(10,20),0.108634 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-0.580002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,2),-0.158592 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.627773 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.289525 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.351794 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.0793311 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.236968 # DEPENDENCYPART_GRANDPAR
(21,13),(13,1),0.449738 # DEPENDENCYPART_GRANDPAR
(21,13),(13,2),-0.304662 # DEPENDENCYPART_GRANDPAR
(21,13),(13,3),-0.513823 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.299319 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.175575 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.237844 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.0120391 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.166685 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.218461 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.233051 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),0.0436856 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),0.160274 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.172702 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),-0.0923728 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),0.2915 # DEPENDENCYPART_GRANDPAR
(21,14),(14,1),0.426018 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),-0.248804 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),-0.544893 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.29604 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.342537 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.247773 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.206645 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.269549 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),0.0398938 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.257657 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.162973 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.302598 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.266315 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),0.262718 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.224387 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.187175 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.0916663 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),0.352554 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.583783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,4),-0.384782 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.431279 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.321114 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.49209 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.0334464 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.346399 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.236178 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.358761 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.489492 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.292638 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.603482 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.359161 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.377248 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),-0.00452816 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-0.590206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,7),-0.613362 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.675263 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.567765 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.645922 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.673033 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.15699 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.0220846 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.486116 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.566184 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.539017 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.108634 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-0.580002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,7),-0.447764 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.510032 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.507434 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.139116 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.204527 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.42252 # DEPENDENCYPART_GRANDPAR
(21,18),(18,6),-0.299319 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.0120391 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.218461 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.233061 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.236398 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),0.113184 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),0.220638 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.0562984 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.00182068 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.377511 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),0.349991 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.037504 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.0992629 # DEPENDENCYPART_GRANDPAR
(21,20),(20,1),0.450756 # DEPENDENCYPART_GRANDPAR
(21,20),(20,2),-0.26122 # DEPENDENCYPART_GRANDPAR
(21,20),(20,5),-0.331355 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),-0.181348 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),-0.244252 # DEPENDENCYPART_GRANDPAR
(21,20),(20,9),0.0304311 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.246475 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.172436 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.297805 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.241018 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),0.235546 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),0.264079 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.136088 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.0627807 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.208419 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.245672 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.58198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
