# _root_ Ilık et suyunun yanında _ _ haşlanmış geyik eti , _ kızarmış ekmek , bir de ılık çay vardı masada .
#goldHeads=3,3,4,19,6,7,9,9,10,13,12,13,14,18,18,15,18,19,21,19,0,
#predictedHeads=2,3,4,6,6,7,9,9,19,0,12,13,19,0,18,15,18,19,21,19,0,
(20,9),(9,4),-0.560347 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.454844 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.653523 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.265341 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.766748 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.469269 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-1.05342 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.668241 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),-0.636957 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),-0.321722 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.150208 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.572228 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.770907 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.159521 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.378236 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.29127 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-1.36937 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.368341 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.553764 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),-0.805744 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-0.549261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,1),-0.428038 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.64797 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.270918 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.782323 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.723475 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.30427 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.96203 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.212752 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.565763 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.502169 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.243998 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.12831 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.243924 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),-0.627461 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.572228 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.770907 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.159521 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.208497 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-1.08497 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.106436 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.180641 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.438825 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),-0.805744 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.549261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.273335 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.685697 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.517554 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.304177 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.755684 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-1.03825 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.238335 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.648815 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.418494 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.429228 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.789517 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.540089 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.3641 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.251106 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.419057 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.402227 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.50368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,4),-0.550711 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.75776 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.698911 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.295573 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.953741 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.185635 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.583269 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.401563 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.322674 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.496474 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.0267017 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.510125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,2),-0.852817 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.846012 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.53752 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.477974 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.676653 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.278835 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.735606 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.686742 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.305493 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.990712 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.225751 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.574633 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.411483 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.434237 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.43195 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0134157 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.156108 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.478664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.19911 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-0.701297 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.837134 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-1.03581 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-0.533965 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-1.04953 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-1.34987 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.486011 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.942329 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.615871 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.603183 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.52702 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.273676 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.535193 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.852806 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.359083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,1),(1,2),-0.489895 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.557838 # DEPENDENCYPART_GRANDPAR
(21,1),(1,18),-0.133292 # DEPENDENCYPART_GRANDPAR
(21,1),(1,20),0.208746 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.590053 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.657996 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-1.24128 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),-0.605975 # DEPENDENCYPART_GRANDPAR
(21,5),(5,19),0.00509996 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),-0.593573 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.590053 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.657996 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-1.24128 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.555213 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.601623 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.684875 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),-0.605975 # DEPENDENCYPART_GRANDPAR
(21,6),(6,19),0.00509996 # DEPENDENCYPART_GRANDPAR
(21,7),(7,1),-0.308105 # DEPENDENCYPART_GRANDPAR
(21,7),(7,2),-0.285054 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.352997 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),-0.927914 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.179113 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.223896 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.237522 # DEPENDENCYPART_GRANDPAR
(21,7),(7,20),0.208746 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),-0.235132 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-0.147697 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.215639 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.790008 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.110313 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.155095 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.277334 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),0.122388 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),0.0444036 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.154706 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),-0.228303 # DEPENDENCYPART_GRANDPAR
(21,9),(9,19),0.187841 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.590053 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-1.24128 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.599996 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.641408 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.312579 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.238446 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.137955 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.605975 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.727406 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.0886853 # DEPENDENCYPART_GRANDPAR
(21,11),(11,18),-0.580345 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),0.00509996 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),-0.249107 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-0.561582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,3),-0.346951 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),-0.921867 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.179793 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.224576 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.354562 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.018456 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),0.0666799 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),0.253407 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.10783 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),-0.133292 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),0.177206 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),0.208746 # DEPENDENCYPART_GRANDPAR
(21,13),(13,1),-0.258918 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.17346 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.306704 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),0.0635665 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),0.137726 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),0.0863575 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.0567143 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.311105 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),0.0243647 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.360968 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.11959 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.228526 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),-0.0957381 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),0.187841 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.289979 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.334761 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.309958 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),0.154545 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.218016 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.314309 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.229669 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.396569 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.0997568 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),-0.045769 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.571786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,13),-0.124514 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.102156 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.121395 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.272922 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.424435 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.580477 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.444496 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.360348 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.223884 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.10783 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.102165 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),0.233368 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.167841 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.291215 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.133292 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.208746 # DEPENDENCYPART_GRANDPAR
(21,18),(18,4),-0.805685 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),0.106062 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),0.180222 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),0.0956186 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.0478636 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.292796 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),0.0191933 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),0.0755798 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.0934187 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.2611 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.0295898 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.231811 # DEPENDENCYPART_GRANDPAR
(21,19),(19,2),-0.14527 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),-0.213213 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.825986 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.177376 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.222159 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-0.240669 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),0.134074 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),0.213624 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),0.143894 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.105414 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.24502 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),0.00753068 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),0.123855 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.139723 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.29254 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.0181838 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.233252 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.242076 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.565028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,8),0.115866 # DEPENDENCYPART_GRANDPAR
(21,20),(20,9),0.190026 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),0.103526 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),0.0289972 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),0.0834871 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.0848343 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.253214 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.0274387 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.228456 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.246045 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.552267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
