# _root_ Kızaklarda _ _ _ kullanılan tahta , deri ve boynuzların dışında tek_tük halatlar , sicimler de dış dünyadan geliyor bu dağlara .
#goldHeads=4,3,4,5,6,7,8,9,10,11,19,13,14,15,19,15,18,19,22,21,19,0,
#predictedHeads=4,3,4,5,6,7,8,9,10,11,19,13,19,0,19,15,18,19,22,21,19,0,
(19,16),(16,15),-0.177487 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.000265258 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.182689 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.118328 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.138357 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0885752 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.0502392 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),0.0331073 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.426114 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.673879 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.302004 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.199444 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.273813 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.291772 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.116663 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.0241733 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),0.0590002 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.118958 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.0147286 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.0746259 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.138745 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.0428932 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),0.147066 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),0.00358032 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-0.492498 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-0.480468 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.506604 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.372663 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.146227 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.459409 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.221384 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.415077 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.0756924 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.166804 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.0437414 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.373801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.324778 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.36709 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.317652 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.403203 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.0329493 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.349053 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.382523 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.183346 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.533656 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.387753 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.159011 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.206082 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.333916 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.288932 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.409372 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.239494 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.397339 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.218626 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.343933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.174865 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.569979 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.788647 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.115652 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),0.0917296 # DEPENDENCYPART_GRANDPAR
(21,7),(7,1),-0.184836 # DEPENDENCYPART_GRANDPAR
(21,7),(7,2),-0.890076 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.39589 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),-0.188508 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.15031 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.438973 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.852388 # DEPENDENCYPART_GRANDPAR
(21,7),(7,14),-0.311929 # DEPENDENCYPART_GRANDPAR
(21,7),(7,19),-0.626635 # DEPENDENCYPART_GRANDPAR
(21,7),(7,21),-0.217897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,9),(9,2),-0.908833 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.288673 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.0812916 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.630459 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.395201 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.627383 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.966533 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.0697894 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.266109 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.851434 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.18991 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.611847 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.288847 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.397176 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.300915 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.483422 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.331406 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.264131 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),-0.451751 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),0.0040301 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),-0.781608 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),0.0965098 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.14521 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.582417 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.231919 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.364721 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.710197 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.400187 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),-0.624414 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-0.172456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,1),-0.60049 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.26233 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.853888 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.184336 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.6143 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.288623 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.39963 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.744564 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.168635 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.331406 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.264128 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.0924072 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.0697377 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),-0.488355 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),-0.451751 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),0.0040301 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),-0.39589 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.188508 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.15031 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.201692 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),0.016024 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.354448 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.0587735 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.00468711 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.428136 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.652363 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.626635 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.217897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,5),-0.26233 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.853888 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.288623 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.39963 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.744564 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.168635 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.410967 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.171914 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.0924072 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.0697377 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.488355 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.451751 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.0040301 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-0.179199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,13),-0.466558 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.247267 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.651416 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.390841 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.139086 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.171551 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.27681 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.624414 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.172456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,1),-0.60049 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.985348 # DEPENDENCYPART_GRANDPAR
(21,18),(18,5),-0.26233 # DEPENDENCYPART_GRANDPAR
(21,18),(18,6),-0.853888 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.184336 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.288623 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.39963 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.744564 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.168635 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.410967 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.171914 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.191676 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.349615 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.0722237 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.0040301 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.179199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,1),-0.56208 # DEPENDENCYPART_GRANDPAR
(21,19),(19,2),-0.939875 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),-0.297782 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.0904007 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.817473 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-0.186572 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.583074 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.280125 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.36122 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.702032 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.176928 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.372557 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.174151 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.153266 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.271973 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.0459537 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.377493 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.152623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,16),-0.235234 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.458806 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.641046 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.400324 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.842154 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.400324 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.842154 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.408302 # DEPENDENCYPART_GRANDPAR
(22,6),(6,1),0.0373212 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-0.277509 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),0.0366459 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.0154871 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.161619 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.0570275 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.13338 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.522388 # DEPENDENCYPART_GRANDPAR
(22,6),(6,19),0.0277282 # DEPENDENCYPART_GRANDPAR
(22,6),(6,20),-0.164313 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),0.0366459 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.0154872 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.169368 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),0.1519 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),0.00790428 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.522388 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.254044 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-0.273498 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.134303 # DEPENDENCYPART_GRANDPAR
(22,8),(8,19),0.0277282 # DEPENDENCYPART_GRANDPAR
(22,8),(8,20),-0.164313 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.161619 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),0.151901 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),0.00333663 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),0.175031 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.277942 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.0652247 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.273498 # DEPENDENCYPART_GRANDPAR
(22,10),(10,19),0.0277282 # DEPENDENCYPART_GRANDPAR
(22,10),(10,20),-0.164313 # DEPENDENCYPART_GRANDPAR
(22,11),(11,4),-0.0271407 # DEPENDENCYPART_GRANDPAR
(22,11),(11,5),-0.176247 # DEPENDENCYPART_GRANDPAR
(22,11),(11,6),0.142798 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),-0.0186189 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),0.165929 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.289075 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),0.044346 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.274988 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.1349 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),0.0666216 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.251448 # DEPENDENCYPART_GRANDPAR
(22,11),(11,19),0.0271321 # DEPENDENCYPART_GRANDPAR
(22,11),(11,20),-0.164909 # DEPENDENCYPART_GRANDPAR
(22,12),(12,2),-0.372974 # DEPENDENCYPART_GRANDPAR
(22,12),(12,4),-0.0850152 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),0.151976 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),0.0452652 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.404732 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.0732933 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),0.121224 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.280988 # DEPENDENCYPART_GRANDPAR
(22,12),(12,18),-0.158766 # DEPENDENCYPART_GRANDPAR
(22,12),(12,21),0.363679 # DEPENDENCYPART_GRANDPAR
(22,13),(13,1),0.0374626 # DEPENDENCYPART_GRANDPAR
(22,13),(13,5),-0.161619 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),0.151901 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),0.00333663 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),0.175031 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.277942 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),0.0534484 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),0.248468 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.0746694 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),0.0672176 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.250849 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.108081 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.159743 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),-0.128626 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),0.0277282 # DEPENDENCYPART_GRANDPAR
(22,13),(13,20),-0.164313 # DEPENDENCYPART_GRANDPAR
(22,14),(14,3),-0.143068 # DEPENDENCYPART_GRANDPAR
(22,14),(14,4),-0.195201 # DEPENDENCYPART_GRANDPAR
(22,14),(14,5),-0.195194 # DEPENDENCYPART_GRANDPAR
(22,14),(14,8),-0.0822597 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.200798 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.0185136 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.0960767 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.0810567 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.535742 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),-0.41352 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),-0.263954 # DEPENDENCYPART_GRANDPAR
(22,14),(14,21),0.108925 # DEPENDENCYPART_GRANDPAR
(22,15),(15,5),-0.161619 # DEPENDENCYPART_GRANDPAR
(22,15),(15,6),0.151901 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-0.277942 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),0.0534484 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),0.248468 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.0746694 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),0.173189 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),0.127582 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.108081 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.159743 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.128626 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),0.0277282 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.164313 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),0.393818 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.296506 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.413055 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.249358 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),0.0414315 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),0.276221 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.0751172 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.279706 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.158766 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.363679 # DEPENDENCYPART_GRANDPAR
(22,18),(18,1),0.0374626 # DEPENDENCYPART_GRANDPAR
(22,18),(18,2),-0.277368 # DEPENDENCYPART_GRANDPAR
(22,18),(18,5),-0.161619 # DEPENDENCYPART_GRANDPAR
(22,18),(18,6),0.151901 # DEPENDENCYPART_GRANDPAR
(22,18),(18,7),0.00333663 # DEPENDENCYPART_GRANDPAR
(22,18),(18,9),-0.277942 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),0.0534484 # DEPENDENCYPART_GRANDPAR
(22,18),(18,11),0.248468 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.0746694 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),0.173189 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),0.127582 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),0.0566408 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.240463 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.0405367 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.164313 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.393818 # DEPENDENCYPART_GRANDPAR
(22,19),(19,1),-0.0143953 # DEPENDENCYPART_GRANDPAR
(22,19),(19,2),-0.482767 # DEPENDENCYPART_GRANDPAR
(22,19),(19,3),-0.0649172 # DEPENDENCYPART_GRANDPAR
(22,19),(19,4),-0.11705 # DEPENDENCYPART_GRANDPAR
(22,19),(19,6),0.0955369 # DEPENDENCYPART_GRANDPAR
(22,19),(19,7),0.0250122 # DEPENDENCYPART_GRANDPAR
(22,19),(19,8),0.115241 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.328257 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),0.00159049 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),0.206413 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),-0.055922 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),0.121332 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),0.149257 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),0.00478288 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.314405 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),0.0519329 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.127005 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.385685 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.151693 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),0.0685806 # DEPENDENCYPART_GRANDPAR
(22,21),(21,5),-0.161619 # DEPENDENCYPART_GRANDPAR
(22,21),(21,7),0.00333663 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.277942 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),0.248468 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.0746694 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),0.173189 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),0.127582 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),0.0566408 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.240463 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),0.0405367 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),0.178863 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),0.0832671 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.147373 # DEPENDENCYPART_GRANDPAR
