# _root_ Ben bir hizmet _ insanıyım , söylerim , _ söylediğimin arkasından giderim ve bana neye mal olursa_olsun ben bununla iftihar ederim .
#goldHeads=4,3,4,5,6,22,8,22,10,11,12,13,21,15,17,17,21,19,20,21,22,0,
#predictedHeads=5,3,4,5,6,7,8,21,10,11,12,13,21,17,17,17,21,21,20,21,22,0,
(21,8),(8,21),-0.675953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,9),(9,1),-0.36261 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.544754 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.630484 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.322394 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.121642 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),0.461231 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.136578 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.275636 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.572617 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),0.575461 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),-0.188301 # DEPENDENCYPART_GRANDPAR
(21,9),(9,16),-0.685459 # DEPENDENCYPART_GRANDPAR
(21,9),(9,17),0.163719 # DEPENDENCYPART_GRANDPAR
(21,9),(9,20),-0.35329 # DEPENDENCYPART_GRANDPAR
(21,9),(9,21),-0.604151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,1),-0.563557 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.570101 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.936045 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.184829 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.12803 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.142966 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.165106 # DEPENDENCYPART_GRANDPAR
(21,11),(11,1),-0.567291 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.0832227 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.59142 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.957369 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.194536 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.137736 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),0.589089 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.152673 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.174817 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),0.077219 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.253601 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.242504 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),0.303104 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-0.704409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,1),-0.448885 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),-0.247328 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.577177 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),-0.784003 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.305822 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.325905 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),0.477802 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.340842 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.127512 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),0.0919946 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.211952 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.0993291 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.224254 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),0.0692486 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.495426 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),0.246639 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),-0.163257 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-0.770344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,7),0.935129 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),0.0529369 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.15706 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),1.15257 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.169384 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.0124356 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.107284 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.553576 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.0768077 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.146258 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.168397 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),0.0866773 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.206955 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),0.812946 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),0.011732 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.19607 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.107729 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.303104 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.120869 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.101262 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-0.704409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,1),-0.448885 # DEPENDENCYPART_GRANDPAR
(21,17),(17,3),-0.577177 # DEPENDENCYPART_GRANDPAR
(21,17),(17,4),-0.784003 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.305822 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-0.325905 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),0.477802 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.340842 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),-0.127512 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),0.0919946 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.211952 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),0.695245 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.0483747 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.13145 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.180079 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.328097 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.125605 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.435091 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.163257 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.770344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.360797 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.293115 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.28059 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.0148515 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.221741 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),0.0985385 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.195094 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),0.0150233 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.192779 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.319654 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.404496 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.0947809 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.47858 # DEPENDENCYPART_GRANDPAR
(21,22),(22,2),-0.39394 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-0.492335 # DEPENDENCYPART_GRANDPAR
(21,22),(22,6),-0.422064 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),0.291289 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.437 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-0.564759 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.488727 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),0.508732 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.236295 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.37357 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.601235 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),0.0969895 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.2451 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.2694 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.724825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,5),(5,1),-0.19187 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.298454 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.456679 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.980444 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),0.0271877 # DEPENDENCYPART_GRANDPAR
(22,5),(5,12),0.262163 # DEPENDENCYPART_GRANDPAR
(22,5),(5,20),-0.198604 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-0.35941 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.715502 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-1.41257 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),0.182924 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.356139 # DEPENDENCYPART_GRANDPAR
(22,6),(6,12),-0.121164 # DEPENDENCYPART_GRANDPAR
(22,6),(6,17),-0.160937 # DEPENDENCYPART_GRANDPAR
(22,6),(6,21),0.157079 # DEPENDENCYPART_GRANDPAR
(22,7),(7,1),-0.193733 # DEPENDENCYPART_GRANDPAR
(22,7),(7,2),-0.30218 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),-0.458542 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-0.982308 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),0.0973343 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),0.58886 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),0.711658 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),-0.142129 # DEPENDENCYPART_GRANDPAR
(22,7),(7,10),-0.573271 # DEPENDENCYPART_GRANDPAR
(22,7),(7,11),-0.674405 # DEPENDENCYPART_GRANDPAR
(22,7),(7,12),0.262163 # DEPENDENCYPART_GRANDPAR
(22,7),(7,16),-0.596862 # DEPENDENCYPART_GRANDPAR
(22,7),(7,17),0.222389 # DEPENDENCYPART_GRANDPAR
(22,7),(7,20),-0.198604 # DEPENDENCYPART_GRANDPAR
(22,7),(7,21),0.538919 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.35941 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),0.182924 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),0.597059 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),0.157583 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.547468 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-0.121164 # DEPENDENCYPART_GRANDPAR
(22,8),(8,17),-0.160937 # DEPENDENCYPART_GRANDPAR
(22,8),(8,21),0.157079 # DEPENDENCYPART_GRANDPAR
(22,9),(9,1),-0.512859 # DEPENDENCYPART_GRANDPAR
(22,9),(9,3),-0.891801 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-1.38592 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.292503 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),0.304559 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.317844 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),0.401778 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-1.05403 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-1.15517 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.00800204 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.0936947 # DEPENDENCYPART_GRANDPAR
(22,9),(9,16),-1.07763 # DEPENDENCYPART_GRANDPAR
(22,9),(9,17),-0.0477752 # DEPENDENCYPART_GRANDPAR
(22,9),(9,20),-0.679368 # DEPENDENCYPART_GRANDPAR
(22,9),(9,21),0.268754 # DEPENDENCYPART_GRANDPAR
(22,11),(11,1),-0.259132 # DEPENDENCYPART_GRANDPAR
(22,11),(11,2),-0.226011 # DEPENDENCYPART_GRANDPAR
(22,11),(11,3),-0.445526 # DEPENDENCYPART_GRANDPAR
(22,11),(11,4),-0.804019 # DEPENDENCYPART_GRANDPAR
(22,11),(11,5),0.0331341 # DEPENDENCYPART_GRANDPAR
(22,11),(11,6),0.55497 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),0.00779307 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),0.652189 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),0.00740072 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.252425 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),0.204407 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.597896 # DEPENDENCYPART_GRANDPAR
(22,11),(11,17),0.135091 # DEPENDENCYPART_GRANDPAR
(22,11),(11,21),0.45162 # DEPENDENCYPART_GRANDPAR
(22,12),(12,1),-0.19187 # DEPENDENCYPART_GRANDPAR
(22,12),(12,2),-0.298454 # DEPENDENCYPART_GRANDPAR
(22,12),(12,3),-0.456679 # DEPENDENCYPART_GRANDPAR
(22,12),(12,4),-0.980444 # DEPENDENCYPART_GRANDPAR
(22,12),(12,5),0.0991974 # DEPENDENCYPART_GRANDPAR
(22,12),(12,6),0.590723 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),0.0738565 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),0.687942 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.0800737 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.275313 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.38812 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),0.16216 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.527387 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.384282 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),-0.596862 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),0.222389 # DEPENDENCYPART_GRANDPAR
(22,12),(12,20),-0.198604 # DEPENDENCYPART_GRANDPAR
(22,12),(12,21),0.538919 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.20936 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.405365 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.803709 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),0.0256149 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.482245 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),0.410888 # DEPENDENCYPART_GRANDPAR
(22,16),(16,2),-0.233699 # DEPENDENCYPART_GRANDPAR
(22,16),(16,8),0.644501 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.000284109 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.27488 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.377117 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),0.23508 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),0.448853 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.483888 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.333027 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),0.135091 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.00848179 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),-0.202363 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),0.45162 # DEPENDENCYPART_GRANDPAR
(22,17),(17,1),-0.19187 # DEPENDENCYPART_GRANDPAR
(22,17),(17,3),-0.456679 # DEPENDENCYPART_GRANDPAR
(22,17),(17,4),-0.980444 # DEPENDENCYPART_GRANDPAR
(22,17),(17,5),0.0991974 # DEPENDENCYPART_GRANDPAR
(22,17),(17,6),0.590723 # DEPENDENCYPART_GRANDPAR
(22,17),(17,7),0.0738565 # DEPENDENCYPART_GRANDPAR
(22,17),(17,8),0.687942 # DEPENDENCYPART_GRANDPAR
(22,17),(17,9),-0.0800737 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.275313 # DEPENDENCYPART_GRANDPAR
(22,17),(17,11),-0.38812 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),0.308831 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),0.441671 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.488589 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.32292 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.301563 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.0160526 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.0128808 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.198604 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.538919 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-0.603033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,16),-0.439688 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.26954 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.371777 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),0.448853 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.483888 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.289565 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),0.195307 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),0.0921432 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.0661542 # DEPENDENCYPART_GRANDPAR
(22,21),(21,1),-0.19187 # DEPENDENCYPART_GRANDPAR
(22,21),(21,3),-0.455599 # DEPENDENCYPART_GRANDPAR
(22,21),(21,4),-0.979365 # DEPENDENCYPART_GRANDPAR
(22,21),(21,5),0.0991974 # DEPENDENCYPART_GRANDPAR
(22,21),(21,6),0.590723 # DEPENDENCYPART_GRANDPAR
(22,21),(21,7),0.0738565 # DEPENDENCYPART_GRANDPAR
(22,21),(21,8),0.687942 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.0800737 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.274233 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.387041 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),0.308831 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),0.441671 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.488589 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.32292 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.300484 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),0.269058 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),0.169419 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),0.0706567 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.100434 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.603033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
